,Id,Original Description,Normalized Description,Charge Class,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Voted Output,Sum Correct,Correct_Logistic_OvR,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4
451,5887,PRE-ALBUMIN,pre albumin,Laboratory,RETROSPECTIVE,2016-07-13,pre,albumin,,,Laboratory,0.594865153048,Laboratory,1,1,0.594865153048,pre,albumin,,
452,1575,URINALYSIS POC,urinalysis point_of_care,Monitoring,ONLINE,2016-09-19,urinalysis,poc,,,Monitoring,0.645724239119,Monitoring,1,1,0.645724239119,urinalysis,poc,,
453,2489,PULSE OX HOURLY,pulse oximetry hourly,Monitoring,RETROSPECTIVE,2016-07-12,hourly,oximetry,pulse,,Monitoring,0.866500560177,Monitoring,1,1,0.866500560177,hourly,ox,pulse,
454,585,HC INS TUNNEL CV CATH WITHOUT > 5YR,insert tunnel cardiovascular catheter without greater_than 5_years,Procedure,ONLINE,2016-09-16,greater_than,insert,cath,without,Procedure,0.661829518378,Procedure,1,1,0.661829518378,greater_than,insert,cath,without
455,2202,HB SODIUM WHOLE BLOOD,sodium whole blood,Laboratory,RETROSPECTIVE,2016-07-12,whole,blood,sodium,,Laboratory,0.860379161993,Laboratory,1,1,0.860379161993,whole,blood,sodium,
456,6298,FERROUS SULFATE 15 MG/ML (,ferrous sulfate 15_mg/ml,Pharmacy,ONLINE,2016-09-16,15_mg/ml,ferrous,sulfate,,Pharmacy,0.950988179474,Pharmacy,1,1,0.950988179474,15_mg/ml,ferrous,sulfate,
457,366,BOSENTAN 5 MG/ML SUSP,bosentan 5_mg/ml suspension,Plan Benefit,RETROSPECTIVE,2016-07-12,suspension,bosentan,5_mg/ml,,Plan Benefit,0.674414739619,Plan Benefit,1,1,0.674414739619,susp,bosentan,5_mg/ml,
458,2367,GLUCOSE POC ACCUCHEK,glucose point_of_care accucheck,Monitoring,RETROSPECTIVE,2016-07-12,POC,accucheck,glucose,,Monitoring,0.946236722442,Monitoring,1,1,0.946236722442,poc,accucheck,glucose,
459,5755,IV DEX 05% NACL .45% 1000,intravenous dextrose 05% sodium_chloride 0.45% 1000,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-13,dextrose,intravenous,sodium_chloride,,Pharmacy,0.566684067864,Pharmacy,1,1,0.566684067864,dex,iv,nacl,
460,1012,ORAQUICK ADV RAPI,oraquick advance rapid,Laboratory,ONLINE,2016-09-16,oraquick,rapi,adv,,PT / OT / Speech Therapy,0.387155312619,PT / OT / Speech Therapy,1,1,0.387155312619,oraquick,rapid,advance,
461,4144,PHYTONADIONE 1 MG/0.5ML SOLN 0.5 ML SYRINGE,phytonadione 1_mg/0.5_ml solution 0.5_ml syringe,Pharmacy,RETROSPECTIVE,2016-07-12,syringe,soln, ,,Pharmacy,0.925757959311,Pharmacy,1,1,0.925757959311,syringe,phytonadione,soln,
462,167,HEPARIN FLUSH 2 UNIT/2,heparin flush 2_units/2,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,heparin,2unit/2,flush,,Diluent / Flush / Irrigant,0.908905255545,Diluent / Flush / Irrigant,1,1,0.908905255545,heparin,2_units/2,flush,
463,3329,METHEMOGLOBIN COOX,methemoglobin co-oximetry,Laboratory,RETROSPECTIVE,2016-07-12,methemoglobin,co-oximetry,,,Monitoring,0.71929020132,Monitoring,1,1,0.71929020132,methemoglobin,coox,,
464,5722,HYDROMORPHONE UP TO 4 MG INJ,hydromorphone up to 4_mg injection,Pharmacy,RETROSPECTIVE,2016-07-13,hydromorphone,injection,4_mg,,Pharmacy,0.94290732174,Pharmacy,1,1,0.94290732174,hydromorphone,inj,4_mg,
465,5215,14980012 - SODIUM BICARB TAB 650MG,sodium bicarb tablet 650_mg,Pharmacy,RETROSPECTIVE,2016-07-13,650_mg,bicarb,tablet,sodium,Pharmacy,0.847307139225,Pharmacy,1,1,0.847307139225,650_mg,bicarb,tab,sodium
466,3954,OR GEN LEVEL 1 EA ADD 15MIN,operation_room general level 1 each additional 15_minutes,OR / Anesthesia / Recovery Room,RETROSPECTIVE,2016-07-12,level,additional,or,,OR / Anesthesia / Recovery Room,0.86617730722,OR / Anesthesia / Recovery Room,1,1,0.86617730722,additional,level,or,15min
467,4631,FUNCT THER ACTIV 15 MIN PT,functional therapeutic activities 15_minutes physical_therapy,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,therapist,minutes,physical_therapy,,PT / OT / Speech Therapy,0.902335635194,PT / OT / Speech Therapy,1,1,0.902335635194,activities,pt,15_minutes,therapeutic
468,3793,LEVOTHYROX 175MCG (0.175 MG)TAB,levothyroxine 175mcg 0.175_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-12,levothyrox,tablet,175mcg,0.175_mg,Pharmacy,0.941480734818,Pharmacy,1,1,0.941480734818,175mcg,tablet,0.175_mg,levothyroxine
469,6858,PENTOBARBITAL SODIUM 50 MG/ML INJECTION SOLUTION,pentobarbital sodium 50 mg/ml injection solution,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,injection,solution,sodium,,OR / Anesthesia / Recovery Room,0.511220185864,OR / Anesthesia / Recovery Room,1,1,0.511220185864,ml,mg,solution,injection
470,6296,FENTANYL CITRATE 1 250 MCG/25 ML SPCA,fentanyl citrate 1 250 mcg/25_ml spca,Pharmacy,ONLINE,2016-09-16,mcg/25_ml,fentanyl,citrate,spca,Pharmacy,0.950914847194,Pharmacy,1,1,0.950914847194,mcg/25_ml,fentanyl,citrate,spca
471,3281,TELEMETRY MONITORING,telemetry monitoring,Monitoring,RETROSPECTIVE,2016-07-12,monitoring,telemetry,,,Monitoring,0.593850422984,Monitoring,1,1,0.593850422984,monitoring,telemetry,,
472,5338,77020667 - GUIDEWIRE GLIDE SV 018/180ANG,guidewire glide sv 018/180ang,Supply,RETROSPECTIVE,2016-07-13,018/180ang,glide,guidewire,sv,Supply,0.865821324679,Supply,1,1,0.865821324679,018/180ang,glide,guidewire,sv
473,5803,METHYLPREDNISOLONE (SOLUME,methylprednisolone solume,Pharmacy,RETROSPECTIVE,2016-07-13,methylprednisolone,solume,,,Pharmacy,0.809801446054,Pharmacy,1,1,0.809801446054,methylprednisolone,solume,,
474,6393,FORTIFIER BREAST MILK,fortifier breast milk,Supply,ONLINE,2016-10-06,milk,breast,fortifier,,Supply,0.782610833803,Supply,1,1,0.782610833803,milk,breast,fortifier,
475,6366,CIRCUMCISION,circumcision,Procedure,ONLINE,2016-10-06,circumcision,,,,Laboratory,0.341973816541,Laboratory,1,1,0.341973816541,circumcision,,,
476,5889,PREDNISONE 20 MG TAB,prednisone 20_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-13,20_mg,prednisone,tablet,,Pharmacy,0.950462297548,Pharmacy,1,1,0.950462297548,20_mg,prednisone,tab,
477,3226,SIM SENITIVE POWDER PER OZ,sim sensitive powder per ounce,Supply,RETROSPECTIVE,2016-07-12,sensitive,ounce,powder,sim,Pharmacy,0.522793805466,Pharmacy,1,1,0.522793805466,oz,powder,per,
478,4762,PROMOTE 8OZ CAN (FC),promote 8oz can fc,Supply,RETROSPECTIVE,2016-07-13,promote,8oz,fc,canister,Supply,0.525557171481,Supply,1,1,0.525557171481,promote,8oz,fc,
479,3716,SODIUM CHLORIDE 0.45 % SOLN 1 000 ML FLEX CONT,sodium chloride 0.45% solution 1 000_ml flex control,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,flex,000_ml,chloride,soln,Diluent / Flush / Irrigant,0.669691575378,Diluent / Flush / Irrigant,1,1,0.669691575378,control,flex,sodium,000_ml
480,1698,DIALYSIS ADMIN DAILY,dialysis administration daily,Dialysis,ONLINE,2016-08-30,administration,daily,dialysis,,Respiratory Therapy,0.407425170632,Respiratory Therapy,1,1,0.407425170632,administration,daily,dialysis,
481,1870,ANESTHESIA LEVEL 4,anesthesia level 4,OR / Anesthesia / Recovery Room,ONLINE,2016-09-16,anesthesia,level,,,OR / Anesthesia / Recovery Room,0.87705167019,OR / Anesthesia / Recovery Room,1,1,0.87705167019,anesthesia,level,,
482,1710,NACL 0.9% *PF* INJ,sodium_chloride 0.9% preservative_free injection,Diluent / Flush / Irrigant,ONLINE,2016-08-30,0.90%,professional_fee,inj,nacl,Diluent / Flush / Irrigant,0.625916576483,Diluent / Flush / Irrigant,1,1,0.625916576483,0.9%,preservative_free,inj,nacl
483,1583,VARICELLA-ZOSTER VIRUS (VZ,varicella zoster virus vz,Pharmacy,ONLINE,2016-09-19,virus,varicella,vz,zoster,Laboratory,0.526441684477,Laboratory,1,1,0.526441684477,virus,varicella,vz,zoster
484,4545,CATH IV MIDLINE BKIT 20GAX10 PWRGLIDE GEN 2,catheter intravenous midline bkit 20gauge x 10 powerglide general 2,Supply,RETROSPECTIVE,2016-07-13,catheter,intravenous,general,,Supply,0.804523782667,Supply,1,1,0.804523782667,cath,iv,gen,
485,2896,VENIPUNCTURE  ROUTINE,venipuncture routine,Nursing Services,RETROSPECTIVE,2016-07-12,venipuncture,routine,,,Nursing Services,0.844204148494,Nursing Services,1,1,0.844204148494,venipuncture,routine,,
486,3303,COMPLEX SPEC STN (QOVAP),complex specimen stain qovap,Laboratory,RETROSPECTIVE,2016-07-12,qovap,specimen,complex,stain,Laboratory,0.879760394904,Laboratory,1,1,0.879760394904,qovap,spec,complex,stn
487,5565,ETOMIDATE INJ 2MG/ML 20ML,etomidate injection 2_mg/ml 20_ml,Pharmacy,RETROSPECTIVE,2016-07-13,etomidate,injection,2_mg/ml,20_ml,Pharmacy,0.969722982246,Pharmacy,1,1,0.969722982246,etomidate,inj,2_mg/ml,20_ml
488,358,8 MG SILDENAFIL 2.5 MG/ML SUSPENSION,8_mg sildenafil 2.5_mg/ml suspension,Plan Benefit,RETROSPECTIVE,2016-07-12,suspension,8_mg,sildenafil,2.5mg/ml,Plan Benefit,0.850224257357,Plan Benefit,1,1,0.850224257357,suspension,8_mg,sildenafil,2.5_mg/ml
489,1143,PT EVALUATION,physical_therapy evaluation,PT / OT / Speech Therapy,ONLINE,2016-09-16,evaluation,pt,,,PT / OT / Speech Therapy,0.818909510543,PT / OT / Speech Therapy,1,1,0.818909510543,evaluation,pt,,
490,5964,TACROLIMUS 1 MG CAP,tacrolimus 1_mg capture,Pharmacy,RETROSPECTIVE,2016-07-13,1_mg,capture,tacrolimus,,Pharmacy,0.91079263047,Pharmacy,1,1,0.91079263047,1_mg,capture,tacrolimus,
491,1929,BLD# HEMATOCRIT,blood hematocrit,Laboratory,ONLINE,2016-09-16,hematocrit,blood,,,Laboratory,0.749790171373,Laboratory,1,1,0.749790171373,hematocrit,blood,,
492,2518,ALBUMIN HUMAN 25% 100ML INJE,albumin human 25% 100_ml injection,Pharmacy,RETROSPECTIVE,2016-07-12,100_ml,injection,albumin,human,Pharmacy,0.92810773536,Pharmacy,1,1,0.92810773536,100_ml,inje,albumin,human
493,3286,BETA-OH-BUTYRATE,beta oh butyrate,Laboratory,RETROSPECTIVE,2016-07-12,butyrate,beta,oh,,Laboratory,0.488171184666,Laboratory,1,1,0.488171184666,butyrate,beta,oh,
494,5931,SMEAR FOR BACTERIA,smear for bacteria,Laboratory,RETROSPECTIVE,2016-07-13,smear,bacteria,,,Laboratory,0.887355719021,Laboratory,1,1,0.887355719021,smear,bacteria,,
495,3888,LIPASE-PROTEASE-AMYLASE 20,lipase protease amylase 20,Pharmacy,RETROSPECTIVE,2016-07-12,amylase,protease,lipase,,Laboratory,0.902836745334,Laboratory,1,1,0.902836745334,amylase,protease,lipase,
496,317,SODIUM CHLORIDE 0.9% SOLN,sodium chloride 0.9% solution,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,0.90%,chloride,solution,sodium,Diluent / Flush / Irrigant,0.738364054562,Diluent / Flush / Irrigant,1,1,0.738364054562,0.9%,chloride,soln,sodium
497,3504,HB FUROSEMIDE 10MG/ML VIAL,furosemide 10_mg/ml vial,Pharmacy,RETROSPECTIVE,2016-07-12,vial,furosemide,10_mg/ml,,Pharmacy,0.97269591781,Pharmacy,1,1,0.97269591781,vial,furosemide,10_mg/ml,
498,4077,FIBRINOGEN,fibrinogen,Laboratory,ONLINE,2016-08-29,fibrinogen,,,,Laboratory,0.817020852229,Laboratory,1,1,0.817020852229,fibrinogen,,,
499,2153,CALCIUM  TOTAL IONIZED,calcium total ionized,Laboratory,RETROSPECTIVE,2016-07-12,calcium,ionized,total,,Laboratory,0.864220444557,Laboratory,1,1,0.864220444557,calcium,ionized,total,
500,2353,GLUCOSE BLOOD BY GMD,glucose blood by glucose_monitioring_device,Monitoring,RETROSPECTIVE,2016-07-12,GMD,bay,blood,glucose,Monitoring,0.616798370701,Monitoring,1,1,0.616798370701,gmd,blood,glucose,
501,6811,METHADONE 5 MG/5 ML ORAL SOLUTION,methadone 5 mg/5 ml oral solution,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,oral,5_mg/5_ml,methadone,solution,Pharmacy,0.807323790771,Pharmacy,1,1,0.807323790771,ml,oral,solution,methadone
502,2251,LACTIC ACID (WBLA),lactic acid wbla,Laboratory,RETROSPECTIVE,2016-07-12,acid,wbla,lactic,,Laboratory,0.765870001083,Laboratory,1,1,0.765870001083,acid,wbla,lactic,
503,4495,ALT SGPT,alanine aminotransferase test serum_glutamic_pyruvic_transaminase,Laboratory,RETROSPECTIVE,2016-07-13,aminotransferase,test,alanine,serum_glutamic_pyruvic_transaminase,Laboratory,0.849320100913,Laboratory,1,1,0.849320100913,aminotransferase,test,alanine,sgpt
504,27,HB COMPRESSION PUMP,compression pump,Capital Equipment,RETROSPECTIVE,2016-07-12,pump,compression,,,Capital Equipment,0.726653262273,Capital Equipment,1,1,0.726653262273,pump,compression,,
505,5979,TRAY PARACENTESIS,tray paracentesis,Supply,RETROSPECTIVE,2016-07-13,paracentesis,tray,,,Supply,0.877009866878,Supply,1,1,0.877009866878,paracentesis,tray,,
506,5266,60615000 - GLUCOSE VL STATISTIC,glucose vial statistic,Laboratory,RETROSPECTIVE,2016-07-13,vial,statistic,glucose,,Monitoring,0.532187357912,Monitoring,1,1,0.532187357912,vial,statistic,glucose,
507,1990,CARDIOLIPIN AB EA,cardiolipin ab each,Laboratory,ONLINE,2016-09-16,ab,cardiolipin,,,Laboratory,0.757645031685,Laboratory,1,1,0.757645031685,ab,cardiolipin,,
508,1793,ISUCROSE N.F. 24% SOLUTION AMP 1ML,sucrose nf 24% solution ampule 1_ml,Pharmacy,ONLINE,2016-09-01,ampule,1_ml,flow,solution,Pharmacy,0.659221224421,Pharmacy,1,1,0.659221224421,1_ml,ampule,solution,
509,6804,MDI TREATMENT SUBSQ 76,mdi treatment subsequent 76,Respiratory Therapy,ONLINE,2016-10-12,subsequent,mdi,treatment,,Respiratory Therapy,0.812414678239,Respiratory Therapy,1,1,0.812414678239,subsequent,mdi,treatment,
510,3057,KIT DRSG CEN,kit dressing central,Supply,RETROSPECTIVE,2016-07-12,dressing,central,kit,,Supply,0.897903151763,Supply,1,1,0.897903151763,drsg,central,kit,
511,2746,ROOM AND CARE,room and care,Room and Board,RETROSPECTIVE,2016-07-12,room,care,,,Room and Board,0.796262520406,Room and Board,1,1,0.796262520406,room,care,,
512,4983,HB LUBRICANT INSTR DFSR OILER F/D,lubricant instrument diffuser oiler f/d,Supply,RETROSPECTIVE,2016-07-13,follow,daily,,,Supply,0.832987716897,Supply,1,1,0.832987716897,instrument,,,
513,261,SODIUM CHL 0,sodium chloride 0,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,sodium,,,,Diluent / Flush / Irrigant,0.591313690498,Diluent / Flush / Irrigant,1,1,0.591313690498,chloride,sodium,,
514,3507,INTUBATION ENDO EMERG,intubation endo emergency,Respiratory Therapy,RETROSPECTIVE,2016-07-12,intubation,emergent,endo,,Supply,0.378319036059,Supply,1,1,0.378319036059,intubation,emergency,endo,
515,6523,CALCIUM GLUCONATE 100 MG/ML 10% INTRAVENOUS SOLUTION,calcium gluconate 100 mg/ml 10% intravenous solution,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,calcium,solution,intravenous,gluconate,Pharmacy,0.80486886836,Pharmacy,1,1,0.80486886836,mg,ml,solution,gluconate
516,1054,PBDS BRONCHOSCOPY,pbds bronchoscopy,Supply,ONLINE,2016-09-16,pbds,bronchoscopy,,,Radiology,0.24552573788,Radiology,1,1,0.24552573788,pbds,bronchoscopy,,
517,6681,HCHG GDWIRE WHOLEY FLPY035X145CM,guidewire wholey flpy035x145cm,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,flpy035x145cm,wholey,guidewire,,Supply,0.808530468856,Supply,1,1,0.808530468856,flpy035x145cm,wholey,guidewire,
518,5817,MINI BAL,mini ball,Supply,RETROSPECTIVE,2016-07-13,mini,ball,,,Supply,0.816244144496,Supply,1,1,0.816244144496,mini,ball,,
519,6235,DRUG SCREEN QUANT,drug screen quantitative,Laboratory,ONLINE,2016-09-16,quant,screen,drug,,Laboratory,0.906542639806,Laboratory,1,1,0.906542639806,quant,screen,drug,
520,5521,COAG / FIBRIN ASSAY WB (IN,coag/fibrin assay whole_blood individual,Laboratory,RETROSPECTIVE,2016-07-13,individual,assay,whole_blood,,Laboratory,0.823882232654,Laboratory,1,1,0.823882232654,individual,assay,wb,
521,1259,SP G+M LEVEL V TC,specimen gross and micro level 5 technical component,Laboratory,ONLINE,2016-09-16,v,level,,,Laboratory,0.732364109362,Laboratory,1,1,0.732364109362,gross,specimen,level,component
522,4699,MICROALBUMIN (MALB  MALBCR,microalbumin malb malbcr,Laboratory,RETROSPECTIVE,2016-07-13,malb,microalbumin,malbcr,,Supply,0.158861413605,Supply,1,1,0.158861413605,malb,microalbumin,malbcr,
523,3636,CEFTAROLINE INJ 10MG,ceftaroline injection 10_mg,Pharmacy,RETROSPECTIVE,2016-07-12,inj,10_mg,ceftaroline,,Pharmacy,0.94750134533,Pharmacy,1,1,0.94750134533,inj,10_mg,ceftaroline,
524,1502,IBUPROFEN 100 MG/5 ML SUSP,ibuprofen 100_mg/5_ml suspension,Pharmacy,ONLINE,2016-09-19,susp,100_mg/5_ml,ibuprofen,,Pharmacy,0.949305262908,Pharmacy,1,1,0.949305262908,susp,100_mg/5_ml,ibuprofen,
525,3569,MICU,medical_intensive_care_unit,Room and Board,RETROSPECTIVE,2016-07-12,micu,,,,Room and Board,0.532018966754,Room and Board,1,1,0.532018966754,micu,,,
526,2539,CAFFEINE CITRATED 60 MG/3 ML (20 MG/ML) ORAL SOLUTION,caffeine citrated 60_mg/3_ml 20_mg/ml oral solution,Pharmacy,RETROSPECTIVE,2016-07-12,citrated,oral,caffeine,solution,Pharmacy,0.928336188481,Pharmacy,1,1,0.928336188481,oral,caffeine,solution,
527,6849,OSMOLALITY BLOOD OSMOLALITY SERUM,osmolality blood osmolality serum,Laboratory,ONLINE,2016-10-12,serum,osmolality,blood,,Laboratory,0.900569859652,Laboratory,1,1,0.900569859652,serum,osmolality,blood,
528,453,GLYCERIN PEDIATRIC 1.2 G SUPP 10 EACH BOX,glycerin pediatric 1.2 g suppository 10 each box,Supply,ONLINE,2016-09-16,supp,glycerin,pediatric,,Supply,0.721193330483,Supply,1,1,0.721193330483,supp,glycerin,pediatric,
529,6897,SODIUM UR SODIUM URINE,sodium ur sodium urine,Laboratory,ONLINE,2016-10-12,ur,urine,sodium,,Laboratory,0.620392445439,Laboratory,1,1,0.620392445439,ur,ur,sodium,
530,940,MORPHINE 15 MG/ML SOLN 20 ML VIAL,morphine 15_mg/ml solution 20_ml vial,Pharmacy,ONLINE,2016-09-16,vial,morphine,soln,20_ml,Pharmacy,0.952404551632,Pharmacy,1,1,0.952404551632,vial,morphine,soln,20_ml
531,5899,PROTEIN TOTAL UR (UP  RUP),protein total urine up rup,Laboratory,RETROSPECTIVE,2016-07-13,protein,total,urine,rup,Laboratory,0.915952863172,Laboratory,1,1,0.915952863172,protein,total,ur,rup
532,4921,OSTOMY ALLKARE PRO BAR,ostomy allkare pro bar,Supply,ONLINE,2016-08-24,ostomy,pro,bar,allkare,Supply,0.854209763071,Supply,1,1,0.854209763071,ostomy,pro,bar,allkare
533,6058,ALBUNIN 25% 100ML,albumin 25% 100_ml,Pharmacy,ONLINE,2016-08-29,albunin,100_ml,25%,,Pharmacy,0.806336745859,Pharmacy,1,1,0.806336745859,100_ml,albumin,25%,
534,18,EQ PUMP  SYRINGE,equipment pump syringe,Capital Equipment,RETROSPECTIVE,2016-07-12,syringe,equipment,pump,,Capital Equipment,0.886781629727,Capital Equipment,1,1,0.886781629727,syringe,eq,pump,
535,4100,MIDAZOLAM 1 MG/ML SOLN 2 ML VIAL,midazolam 1_mg/ml solution 2_ml vial,Pharmacy,RETROSPECTIVE,2016-07-12,vial,2_ml,midazolam,,Pharmacy,0.96981994434,Pharmacy,1,1,0.96981994434,vial,2_ml,midazolam,soln
536,4394,63721001 - FOLATE,folate,Laboratory,RETROSPECTIVE,2016-07-13,folate,,,,Laboratory,0.782408098299,Laboratory,1,1,0.782408098299,folate,,,
537,4657,INHALATION TRTMT SUB,inhalation treatment subsequent,Respiratory Therapy,RETROSPECTIVE,2016-07-13,trtmt,inhalation,sub,,Respiratory Therapy,0.858721174118,Respiratory Therapy,1,1,0.858721174118,subsequent,inhalation,treatment,
538,26,HB ALTERNATING SURFACE BED,alternating surface bed,Capital Equipment,RETROSPECTIVE,2016-07-12,alternating,bed,surface,,Supply,0.751690543795,Supply,1,1,0.751690543795,alternating,bed,surface,
539,4440,77058451 - PAD GRND 9FR ADLT DISPERSIVE,pad ground 9 french adult dispersive,Supply,RETROSPECTIVE,2016-07-13,adult,,,,Supply,0.881846516207,Supply,1,1,0.881846516207,pad,adlt,,
540,2494,PULSE OX SPOT CHECK EACH,pulse oximetry spot check each,Monitoring,RETROSPECTIVE,2016-07-12,oximetry,spot,check,pulse,Monitoring,0.719036457663,Monitoring,1,1,0.719036457663,ox,spot,check,pulse
541,4311,01855002 - RB 1MICU MEDICAL,room_and_board medical intestive care unit medical,Room and Board,RETROSPECTIVE,2016-07-13,medical,room_and_board,1micu,,Room and Board,0.739832689627,Room and Board,1,1,0.739832689627,medical,rb,unit,care
542,1957,BUDESONIDE 0.5 MG/2 ML NBSP 2 ML,budesonide 0.5_mg/2_ml nbsp 2_ml,Pharmacy,ONLINE,2016-09-16,budesonide,0.5_mg/2_ml,2_ml,nbsp,Pharmacy,0.972038436079,Pharmacy,1,1,0.972038436079,budesonide,0.5_mg/2_ml,2_ml,nbsp
543,6307,FLUCONAZOLE 2 MG/ML PGBK 100 ML FLEX CONT,fluconazole 2_mg/ml pgbk 100_ml flex cont,Pharmacy,ONLINE,2016-09-16,100_ml,pgbk,continuous,flex,Pharmacy,0.966763188542,Pharmacy,1,1,0.966763188542,fluconazole,pgbk,flex,100_ml
544,3807,INSULIN REGULAR HUMAN 100 UNIT/ML SOLN,insulin regular human 100_units/ml solution,Pharmacy,RETROSPECTIVE,2016-07-12,regular,insulin,human,soln,Pharmacy,0.956655116352,Pharmacy,1,1,0.956655116352,regular,insulin,human,soln
545,3760,SUTURE 1 ETHIBOND X865H,suture 1 ethibond x865h,Supply,RETROSPECTIVE,2016-07-12,x865h,ethibond,suture,,Supply,0.570496003738,Supply,1,1,0.570496003738,x865h,ethibond,suture,
546,4326,12820632 - HEPARIN/1000UN (5000/ML)1ML VL,heparin/1000units 5000/ml 1_ml vial,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-13,vial,5000/ml,1_ml,heparin/1000un,Pharmacy,0.691016843696,Pharmacy,1,1,0.691016843696,vial,5000/ml,1_ml,heparin/1000units
547,6824,MORPHINE 10 MG/ML INJECTION SOLUTION,morphine 10 mg/ml injection solution,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,injection,morphine,solution,10_mg/ml,Pharmacy,0.826011382134,Pharmacy,1,1,0.826011382134,ml,mg,morphine,injection
548,5902,PT EVAL VISIT,physical_therapy evaluation visit,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,visit,evaluation,physical_therapy,,PT / OT / Speech Therapy,0.791085814982,PT / OT / Speech Therapy,1,1,0.791085814982,visit,evaluation,pt,
549,1797,PM-D10W + NACL 0.225% + KCL 5MEQ INJ BAG 250ML,between_noon_and_midnight d10w and sodium_chloride 0.225% and potassuim_chloride 5_meq injection bag 250_ml,Pharmacy,ONLINE,2016-09-01,bag,inj,kcl,250_ml,Diluent / Flush / Irrigant,0.856082136882,Diluent / Flush / Irrigant,1,1,0.856082136882,bag,inj,kcl,250_ml
550,906,MEASURE BLOOD OXYGEN LVL SNGL,measure blood oxygen level single,Monitoring,ONLINE,2016-09-16,sngl,blood,oxygen,lvl,Laboratory,0.678766004928,Laboratory,1,1,0.678766004928,sngl,blood,oxygen,lvl
551,1846,ALBUTEROL 90 MCG/PUFF HFAA 8.5 G CANISTER,albuterol 90 microgram/puff hfaa 8.5 gram canister,Pharmacy,ONLINE,2016-09-16,albuterol,microgram,,,Pharmacy,0.843663585594,Pharmacy,1,1,0.843663585594,albuterol,microgram,gram,
552,293,SODIUM CHLORIDE 0.9% 0.9% SOLN,sodium chloride 0.9% 0.9% solution,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,chloride,solution,sodium,,Diluent / Flush / Irrigant,0.738364054562,Diluent / Flush / Irrigant,1,1,0.738364054562,chloride,soln,sodium,
