,Unnamed: 0,Original Description,Normalized Description,Charge Class,Predicted_Class_Jaro,Prob_Jaro,Correct_Jaro,Predicted_Class_SVM,Prob_SVM,Correct_SVM,Predicted_Class_Naive,Prob_Naive,Correct_Naive,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Correct_Logistic_OvR,Predicted_Class_Randomforest,Prob_Randomforest,Correct_Randomforest,Predicted_Class_DeepNN,Prob_DeepNN,Correct_DeepNN,Predicted_Class_kNN,Prob_kNN,Correct_kNN,Predicted_Class_LDA,Prob_LDA,Correct_LDA,Predicted_Class_XGBoost,Prob_XGBoost,Correct_XGBoost,Voted Output,Confidence Score
339,4880,PALADIN OINTMENT 60 GM PALADIN OINTMENT 60 GM JAR,paladin ointment 60 gm paladin ointment 60 gm jar,Supply,Supply,1.0,1,Pharmacy,0.948400108898,0,Supply,0.867781525541,1,Pharmacy,0.692712141893,0,Pharmacy,0.3,0,Pharmacy,0.997620704048,0,Pharmacy,0.6,0,Pharmacy,0.99999972201,0,Pharmacy,0.999958753586,0,Pharmacy,0.791241632919
340,335,TBO-FILGRASTIM 480 MCG/0.8,tbo filgrastim 480 microgram/0.8,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.925606968687,1,Pharmacy,0.967830871619,1,Pharmacy,0.900864949368,1,Pharmacy,0.8,1,Pharmacy,0.99971626027,1,Pharmacy,0.8,1,Pharmacy,0.99999994563,1,Pharmacy,0.7572478652,1,Pharmacy,0.905696317864
341,1150,HCHG INS NON TUNNL CNTRL CVC 5/>,insert non tunneled cntrl central venous catheter 5/,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,1.0,1,Procedure,0.409411040289,0,Supply,0.530344844185,0,Procedure,0.549062504491,0,Supply,0.7,0,Procedure,0.954825202459,0,Supply,0.7,0,Procedure,0.999204225669,0,Nursing Services,0.968626618385,0,Procedure,0.728125743227
342,1174,HEPARIN 10 UNIT/ML SOLN,heparin 10_units/ml solution,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.877127909532,1,Diluent / Flush / Irrigant,0.97793744611,1,Diluent / Flush / Irrigant,0.753329571523,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.960926501726,1,Diluent / Flush / Irrigant,0.6,1,Diluent / Flush / Irrigant,0.580221503168,1,Diluent / Flush / Irrigant,0.999999165535,1,Diluent / Flush / Irrigant,0.861060233066
343,57,NS FLUSH 3 ML,normal_saline flush 3_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.593574574986,1,Diluent / Flush / Irrigant,0.99599773283,1,Diluent / Flush / Irrigant,0.791064066809,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.99411810057,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.999963315104,1,Supply,0.999691724777,0,Diluent / Flush / Irrigant,0.921839723787
344,1616,DISP: 0.420 ML; 4 MG/ML; USED NDC QTY: 4.000 PCK OF 30.000 ML VIAL DEXAMETHASONE 1 MG INJECTION DEXAMETHASONE 4 MG/ML INJECTION SOLUTION,dispensed 0.420_ml 4_mg/ml used ndc quantity 4 pack 30.000_ml vial dexamethasone 1_mg injection dexamethasone 4_mg/ml injection solution,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.996326975706,1,Pharmacy,0.999999864108,1,Pharmacy,0.990681259836,1,Pharmacy,1.0,1,Pharmacy,0.999997745943,1,Pharmacy,1.0,1,Pharmacy,0.999999999351,1,Pharmacy,1.0,1,Pharmacy,0.998556204994
345,4890,CH-ABDOMEN IV,ch abdomen intravenous,Supply,Supply,1.0,1,OR / Anesthesia / Recovery Room,0.364073293724,0,Supply,0.389327397122,1,Supply,0.455941265855,1,Diluent / Flush / Irrigant,0.2,0,Supply,0.498054426085,1,Supply,0.5,1,OR / Anesthesia / Recovery Room,0.990938515845,0,OR / Anesthesia / Recovery Room,0.998422980309,0,Supply,0.568664617812
346,188,NEONATAL INTENSIVE CARE UNIT,neonatal intensive care unit,Room and Board,Room and Board,1.0,1,Room and Board,0.923906721864,1,Room and Board,0.993462112125,1,Room and Board,0.7551083237,1,Room and Board,0.7,1,Room and Board,0.99686881793,1,Room and Board,1.0,1,Room and Board,0.99982761325,1,Room and Board,1.0,1,Room and Board,0.929908176541
347,1535,H CYTP CONCENTRATION SMEAR,cytoplasm concentration smear,Laboratory,Laboratory,1.0,1,Laboratory,0.866352824388,1,Laboratory,0.997693437048,1,Laboratory,0.875447324894,1,Laboratory,0.9,1,Laboratory,0.991888046386,1,Blood Products,0.4,0,Laboratory,0.999725748208,1,Laboratory,0.999999880791,1,Laboratory,0.953888407714
348,950,HB SKULL (1-3 VIEWS),skull 1 3 views,Radiology,Radiology,1.0,1,Radiology,0.617771676695,1,Radiology,0.661587057784,1,Radiology,0.49416776922,1,Radiology,0.6,1,Laboratory,0.622207958379,0,Radiology,0.9,1,Radiology,0.999892596762,1,Radiology,0.999997258186,1,Radiology,0.784177044831
349,3875,CUL BACT XCPT URINE BLD/ST,culture bacterial except urine blood stool,Laboratory,Laboratory,1.0,1,Laboratory,0.976798813729,1,Laboratory,0.999985759439,1,Laboratory,0.951440994249,1,Laboratory,0.483333333333,1,Laboratory,0.999599691569,1,Laboratory,0.9,1,Laboratory,0.999999922537,1,Laboratory,1.0,1,Laboratory,0.923462057206
350,1761,77042463 - TRAY FOLEY 16FR 350CC TEMP MTR,tray foley 16fr 350_cc temperature mtr,Supply,Supply,1.0,1,Supply,0.919039250806,1,Supply,0.999398514891,1,Supply,0.837779681892,1,Supply,0.5,1,Supply,0.874892984305,1,Supply,1.0,1,Supply,0.997629600037,1,Supply,0.789054214954,1,Supply,0.879754916321
351,3890,POTASSIUM CHLORIDE 20 MEQ/L IN DEXTROSE 5 % 0.45 % SODIUM CHLORIDE IV,potassium chloride 20 meq liter dextrose 5% 0.45% sodium chloride intravenous,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,1.0,1,Pharmacy,0.719672460662,0,Diluent / Flush / Irrigant,0.805540706034,0,Diluent / Flush / Irrigant,0.545869535376,0,Pharmacy,0.7,0,Pharmacy,0.863463131448,0,Diluent / Flush / Irrigant,0.8,0,Diluent / Flush / Irrigant,0.503137365657,0,Pharmacy,0.999999880791,0,Pharmacy,0.820783868225
352,3619,DIPHENHYDRAMINE 50 MG/ML INJECTION SOLUTION,diphenhydramine 50 mg ml injection solution,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,1.0,1,OR / Anesthesia / Recovery Room,0.576798160877,1,Pharmacy,0.999683416921,0,Pharmacy,0.596818823867,0,Pharmacy,0.9,0,Pharmacy,0.624089142949,0,OR / Anesthesia / Recovery Room,0.5,1,Pharmacy,0.766438443268,0,OR / Anesthesia / Recovery Room,0.96247780323,1,Pharmacy,0.777405965401
353,3234,OSTOMY WAFER 401902 1 3/4 DISP,ostomy wafer 401902 1 3/4 disposable,Supply,Supply,1.0,1,Supply,0.973752768037,1,Supply,0.999791850988,1,Supply,0.936674210095,1,Supply,0.6,1,Supply,0.992551942503,1,Supply,0.9,1,Supply,0.999976281325,1,Supply,1.0,1,Supply,0.933638561439
354,3946,DEXTROSE 5% SOLP 100 ML BA,dextrose_5% solution 100_ml bag,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.937205965489,1,Diluent / Flush / Irrigant,0.996507432781,1,Diluent / Flush / Irrigant,0.827988507236,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.991445050845,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.995409774994,1,Diluent / Flush / Irrigant,0.999982714653,1,Diluent / Flush / Irrigant,0.972059938444
355,1308,SELENIOUS ACID 40MCG/ML 10M INJ,selenious acid 40_mcg/ml 10m injection,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.945380954554,1,Pharmacy,0.996512054577,1,Pharmacy,0.93898357174,1,Pharmacy,0.7,1,Pharmacy,0.99909925552,1,Pharmacy,1.0,1,Pharmacy,0.999999921349,1,Pharmacy,0.984472930431,1,Pharmacy,0.951605409797
356,1794,FIBRIN DEGREDATION PRODUC,fibrin degredation product,Blood Products,Blood Products,1.0,1,Blood Products,0.50473849473,1,Laboratory,0.719588546489,0,Laboratory,0.594875880387,0,Pharmacy,0.4,0,Blood Products,0.657107108987,1,Laboratory,0.8,0,Laboratory,0.996621345142,0,Blood Products,0.951807975769,1,Blood Products,0.778413394872
357,1298,R&B STEPDOWN SEM,room_and_board stepdown semi,Room and Board,Room and Board,1.0,1,Room and Board,0.939826141899,1,Room and Board,0.990020306559,1,Room and Board,0.801946500061,1,Room and Board,1.0,1,Room and Board,0.999914568223,1,Room and Board,1.0,1,Room and Board,0.999996894585,1,Room and Board,1.0,1,Room and Board,0.970189379036
358,4437,NEUPOGEN 300 MCG INJECTION,neupogen 300 microgram injection,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.904349036439,1,Pharmacy,0.99053574482,1,Pharmacy,0.851776096665,1,Pharmacy,0.9,1,Pharmacy,0.999157876187,1,Pharmacy,0.9,1,Pharmacy,0.999999954377,1,Pharmacy,0.999294877052,1,Pharmacy,0.94945706506
359,3250,TOBRAMYCIN 40 MG/ML SOLN 30 ML VIAL,tobramycin 40_mg/ml solution 30_ml vial,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.992878779459,1,Pharmacy,0.999638180105,1,Pharmacy,0.979612239453,1,Pharmacy,1.0,1,Pharmacy,0.999931368361,1,Pharmacy,1.0,1,Pharmacy,0.999999863197,1,Pharmacy,1.0,1,Pharmacy,0.996895603397
360,1315,CLOSTRIDIUM ENZYM ANTIGENASSAY,clostridium enzyme antigenassay,Laboratory,Laboratory,1.0,1,Laboratory,0.872538365411,1,Laboratory,0.974434105485,1,Laboratory,0.792656939232,1,Laboratory,0.6,1,Laboratory,0.949612219284,1,Laboratory,1.0,1,Laboratory,0.999989674147,1,Laboratory,0.90399491787,1,Laboratory,0.899247357936
361,3825,FIRST 1/2 HOUR GEN,first 1/2 hour general,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,1.0,1,OR / Anesthesia / Recovery Room,0.319099572787,1,OR / Anesthesia / Recovery Room,0.973448086546,1,OR / Anesthesia / Recovery Room,0.491498019226,1,Room and Board,0.3,0,OR / Anesthesia / Recovery Room,0.814299818316,1,OR / Anesthesia / Recovery Room,0.7,1,OR / Anesthesia / Recovery Room,0.999918424115,1,OR / Anesthesia / Recovery Room,0.906033873558,1,OR / Anesthesia / Recovery Room,0.775537224318
362,2765,BLOOD GAS PH PO2 &/OR PCO2 POC NICU ACUTE PANEL A,blood gas ph po2 & or pco2 poc nicu acute panel,Monitoring,Monitoring,1.0,1,Monitoring,0.900566491142,1,Monitoring,0.99972444469,1,Monitoring,0.785983662503,1,Monitoring,0.8,1,Monitoring,0.773907178066,1,Monitoring,0.6,1,Monitoring,0.524366872144,1,Monitoring,0.999998927116,1,Monitoring,0.820505286185
363,3634,COMP PATELLAR 41MM,component patellar 41_mm,Implant,Implant,1.0,1,Implant,0.271038335935,1,Laboratory,0.752735885903,0,OR / Anesthesia / Recovery Room,0.313808667826,0,Laboratory,0.35,0,Implant,0.370633280148,1,Supply,0.5,0,OR / Anesthesia / Recovery Room,0.684898592822,0,Implant,0.54746067524,1,Implant,0.547283072831
364,2833,77071716 - KIT CATH MULTILUMEN CV SAFETY,kit catheter multilumen cardiovascular safety,Supply,Supply,1.0,1,Supply,0.910393627948,1,Supply,0.995192229246,1,Supply,0.920707949472,1,Laboratory,0.2,0,Supply,0.98143291379,1,Supply,0.5,1,Supply,0.998303466975,1,Supply,0.981576621532,1,Supply,0.91095085112
365,3117,SODIUM CHLORIDE 0.9 % SYRINGE,sodium_chloride 0.9% syringe,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.70552640115,1,Diluent / Flush / Irrigant,0.744585154567,1,Diluent / Flush / Irrigant,0.636197975683,1,Diluent / Flush / Irrigant,0.7,1,Diluent / Flush / Irrigant,0.840803717407,1,Diluent / Flush / Irrigant,0.9,1,Diluent / Flush / Irrigant,0.973612321643,1,Diluent / Flush / Irrigant,0.964359462261,1,Diluent / Flush / Irrigant,0.829453892523
366,561,NEOSTIGMINE 10 MG/10ML SOLN,neostigmine 10_mg/10_ml solution,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.985388562908,1,Pharmacy,0.998723290284,1,Pharmacy,0.959756012208,1,Pharmacy,1.0,1,Pharmacy,0.999735298429,1,Pharmacy,1.0,1,Pharmacy,0.999995093927,1,Pharmacy,1.0,1,Pharmacy,0.993733139751
367,2180,ALTEPLASE 1 MG INJ,alteplase 1_mg injection,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.965472926463,1,Pharmacy,0.999663479858,1,Pharmacy,0.928797359555,1,Pharmacy,0.9,1,Pharmacy,0.999945214958,1,Pharmacy,1.0,1,Pharmacy,0.999999891812,1,Pharmacy,0.999999046326,1,Pharmacy,0.977097546552
368,1636,CT HEAD OR BRAIN W/O CONTRAST,computed_tomography head operating_room brain without contrast,Radiology,Radiology,1.0,1,Radiology,0.824314931203,1,Radiology,0.999993351008,1,Radiology,0.837157534018,1,Radiology,0.6,1,Radiology,0.999443989854,1,Radiology,1.0,1,Radiology,0.531467825079,1,Radiology,1.0,1,Radiology,0.865819736796
369,3489,DIAZEPAM 5 MG/5 ML SOLN,diazepam 5_mg/5_ml solution,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.959426917964,1,Pharmacy,0.998818920304,1,Pharmacy,0.910838225923,1,Pharmacy,1.0,1,Pharmacy,0.999499535191,1,Pharmacy,1.0,1,Pharmacy,0.998739690578,1,Pharmacy,1.0,1,Pharmacy,0.985258143329
370,331,AMNIOFIX INJ 160MG AI-5200,amniofix injection 160_mg ai 5200,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.943668209434,1,Pharmacy,0.990503433859,1,Pharmacy,0.871413892765,1,Pharmacy,0.6,1,Pharmacy,0.998804679746,1,Pharmacy,1.0,1,Pharmacy,0.999997996322,1,Pharmacy,0.999575436115,1,Pharmacy,0.933773738693
371,4505,SINCALIDE INJ 5MCG,sincalide injection 5_mcg,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.854340089302,1,Pharmacy,0.941833002206,1,Pharmacy,0.788282294904,1,Diluent / Flush / Irrigant,0.2,0,Pharmacy,0.997899038195,1,Pharmacy,0.9,1,Pharmacy,0.999999770218,1,Pharmacy,0.965542376041,1,Pharmacy,0.930987071358
372,2785,FUROSEMIDE 10 MG/ML INJ 2ML,furosemide 10_mg/ml injection 2_ml,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.996772616545,1,Pharmacy,0.999988199869,1,Pharmacy,0.981549972534,1,Pharmacy,1.0,1,Pharmacy,0.999995652125,1,Pharmacy,1.0,1,Pharmacy,0.999999997602,1,Pharmacy,1.0,1,Pharmacy,0.997589604297
373,1718,58859000 - VENTILATOR-ADULT FIRST DAY,ventilator adult first day,Respiratory Therapy,Respiratory Therapy,1.0,1,Supply,0.585974118845,0,Respiratory Therapy,0.993147896605,1,Respiratory Therapy,0.496055798949,1,Supply,0.4,0,Respiratory Therapy,0.618986706573,1,Respiratory Therapy,0.9,1,Respiratory Therapy,0.583560497922,1,Respiratory Therapy,0.998566567898,1,Respiratory Therapy,0.798616781135
374,3010,HYDROMORPHONE INJ * UP TO 4MG,hydromorphone injection 4_mg,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.989934645402,1,Pharmacy,0.99978421463,1,Pharmacy,0.94276806543,1,Pharmacy,1.0,1,Pharmacy,0.999965928376,1,Pharmacy,1.0,1,Pharmacy,0.999999991745,1,Pharmacy,1.0,1,Pharmacy,0.99249476062
375,2781,VENT SUPPORT EA ADD DAY,ventilator support additional day,Respiratory Therapy,Respiratory Therapy,1.0,1,Respiratory Therapy,0.660246835482,1,Respiratory Therapy,0.976613091552,1,Respiratory Therapy,0.679284566374,1,OR / Anesthesia / Recovery Room,0.3,0,Respiratory Therapy,0.987571324521,1,Respiratory Therapy,0.9,1,Respiratory Therapy,0.952372888746,1,Respiratory Therapy,0.99999320507,1,Respiratory Therapy,0.894510238968
376,3103,PHOSPHORUS  SERUM,phosphorus serum,Laboratory,Laboratory,1.0,1,Laboratory,0.958663904205,1,Laboratory,0.999732819543,1,Laboratory,0.911620954438,1,Laboratory,1.0,1,Laboratory,0.995295911918,1,Laboratory,1.0,1,Laboratory,0.999947861742,1,Laboratory,0.999999523163,1,Laboratory,0.985028997223
377,4972,PACU PHASE 1 EXTENSIVE,post anesthesia care unit phase 1 extensive,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,1.0,1,OR / Anesthesia / Recovery Room,0.700451725519,1,OR / Anesthesia / Recovery Room,0.747302623824,1,OR / Anesthesia / Recovery Room,0.777758796433,1,Room and Board,0.2,0,OR / Anesthesia / Recovery Room,0.993300638707,1,Room and Board,0.7,0,OR / Anesthesia / Recovery Room,0.999994276029,1,OR / Anesthesia / Recovery Room,0.996870696545,1,OR / Anesthesia / Recovery Room,0.887954108151
378,1118,89314002 - VOICE EVAL 1-20%,voice evaluation 1 20%,PT / OT / Speech Therapy,PT / OT / Speech Therapy,1.0,1,PT / OT / Speech Therapy,0.944182044027,1,PT / OT / Speech Therapy,0.994783933056,1,PT / OT / Speech Therapy,0.719210372312,1,PT / OT / Speech Therapy,0.6,1,PT / OT / Speech Therapy,0.998517363393,1,PT / OT / Speech Therapy,0.9,1,PT / OT / Speech Therapy,0.999834497997,1,PT / OT / Speech Therapy,0.999991774559,1,PT / OT / Speech Therapy,0.906279998371
379,3241,HB PRE-ICU TRANSPORT,pre intensive_care_unit transport,Other,Other,1.0,1,Other,0.326432863883,1,Room and Board,0.936081956584,0,Room and Board,0.323089146322,0,Room and Board,0.4,0,Other,0.908070782557,1,Room and Board,0.5,0,Other,0.999994573274,1,Other,0.991610944271,1,Other,0.845221832797
380,1806,ECHO W/ IMAG CONT 2D M-MOD,echocardiogram image control 2 module,Cardiology,Cardiology,1.0,1,Cardiology,0.73956858951,1,Supply,0.84612977802,0,Cardiology,0.549607304503,1,Radiology,0.5,0,Supply,0.303932977335,0,Cardiology,0.4,1,Cardiology,0.906969023512,1,Supply,0.999070107937,0,Cardiology,0.719228983505
381,3333,DNIU NEC LEVEL 4 HIGH,dniu nec level 4 high,Room and Board,Room and Board,1.0,1,Monitoring,0.179949348804,0,OR / Anesthesia / Recovery Room,0.592760277294,0,Monitoring,0.362041260192,0,PT / OT / Speech Therapy,0.2,0,Pharmacy,0.464835739787,0,Capital Equipment,0.2,0,Professional Fee,0.992630127055,0,Supply,0.923325300217,0,Monitoring,0.270995304498
382,4475,HC GLUCOMETER SUPPLIES,glucometer supplies,Supply,Supply,1.0,1,Supply,0.819618836081,1,Supply,0.862678032415,1,Supply,0.74882936417,1,Supply,0.7,1,Supply,0.929298034404,1,Supply,0.7,1,Supply,0.998457196717,1,Supply,0.99998152256,1,Supply,0.862095887372
383,4778,HC TELEMETRY MONITOR DAY,telemetry monitor day,Monitoring,Monitoring,1.0,1,Monitoring,0.42893603875,1,Respiratory Therapy,0.462107014796,0,Respiratory Therapy,0.364796697793,0,Monitoring,0.2,1,Respiratory Therapy,0.801343004383,0,Respiratory Therapy,0.5,0,Monitoring,0.922957371912,1,Capital Equipment,0.984424948692,0,Monitoring,0.637973352666
384,3677,PIPRACIL/TAZO 1000MG,piperacillin tazobactam 1000_mg,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.990302126127,1,Pharmacy,0.998300800923,1,Pharmacy,0.938758632408,1,Pharmacy,1.0,1,Pharmacy,0.99999189629,1,Pharmacy,0.9,1,Pharmacy,0.999999999241,1,Pharmacy,1.0,1,Pharmacy,0.980817050554
385,4845,HUMATE-P PER IU VWF:RC,humate powder per iu vwf respiratory_care,Plan Benefit,Plan Benefit,1.0,1,Pharmacy,0.362286159442,0,Pharmacy,0.634012572732,0,Pharmacy,0.776906266405,0,Pharmacy,0.5,0,Pharmacy,0.994136969596,0,Pharmacy,0.3,0,OR / Anesthesia / Recovery Room,0.958138139106,0,Pharmacy,0.65770483017,0,Pharmacy,0.603578114049
386,4801,CALCIUM IONIZED POC ACUTE PANEL A,calcium ionized poc acute panel,Laboratory,Laboratory,1.0,1,Laboratory,0.902746266596,1,Laboratory,0.990305055016,1,Laboratory,0.826286008968,1,Laboratory,0.8,1,Laboratory,0.99859498873,1,Laboratory,0.8,1,Laboratory,0.997959960513,1,Laboratory,0.954548120499,1,Laboratory,0.918937822258
387,1939,GLYCERIN CHILD,glycerin child,Pharmacy,Pharmacy,1.0,1,Supply,0.735351187355,0,Supply,0.559843387619,0,Supply,0.789890949856,0,Pharmacy,0.6,1,Supply,0.859439553593,0,Supply,0.6,0,Supply,0.999879335573,0,Supply,1.0,0,Supply,0.792057773428
388,622,IMAGE GUIDED FLUID COLL PE,image guided fluid collection pe,Radiology,Radiology,1.0,1,Laboratory,0.184247000593,0,Supply,0.519209263821,0,Nursing Services,0.337445658639,0,Laboratory,0.2,0,Laboratory,0.89918605557,0,Nursing Services,0.5,0,Nursing Services,0.998647301072,0,Respiratory Therapy,0.98694652319,0,Nursing Services,0.61203098657
389,1408,RIFAXIMIN 550 MG TAB,rifaximin 550_mg tablet,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.96143035802,1,Pharmacy,0.999415525631,1,Pharmacy,0.939360216637,1,Pharmacy,1.0,1,Pharmacy,0.999457429772,1,Pharmacy,0.9,1,Pharmacy,0.999999652005,1,Pharmacy,0.996123969555,1,Pharmacy,0.977309683513
390,2138,FORMULA: NEOCATE INFANT 10 KCAL/OUNCE,formula neocate infant 10 kcal ounce,Supply,Supply,1.0,1,Supply,0.958346118021,1,Supply,0.992259974457,1,Supply,0.895064267655,1,Supply,0.9,1,Supply,0.998921194081,1,Supply,0.8,1,Supply,0.99995865189,1,Supply,1.0,1,Supply,0.949394467345
391,1567,11885262 - CHOLECALCIFEROL 1000 IU TABLET,cholecalciferol 1000 iu tablet,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.988945548695,1,Pharmacy,0.998848972408,1,Pharmacy,0.945151301867,1,Pharmacy,0.5,1,Pharmacy,0.999996446391,1,Pharmacy,1.0,1,Pharmacy,0.999999997312,1,Pharmacy,1.0,1,Pharmacy,0.936993585186
392,2500,GLUCOSE BLD QN,glucose blood quantitative,Laboratory,Laboratory,1.0,1,Laboratory,0.958521882821,1,Laboratory,0.974829807553,1,Laboratory,0.875694170246,1,Laboratory,1.0,1,Laboratory,0.999077293606,1,Laboratory,0.9,1,Laboratory,0.999992060726,1,Laboratory,0.999770581722,1,Laboratory,0.967542866297
393,285,POTASSIUM CHLORIDE 2 MEQ/M,potassium chloride 2_meq/ml,Pharmacy,Pharmacy,1.0,1,Pharmacy,0.981247898981,1,Pharmacy,0.993733193194,1,Pharmacy,0.90771653507,1,Pharmacy,1.0,1,Pharmacy,0.999856080196,1,Pharmacy,1.0,1,Pharmacy,0.999999776271,1,Pharmacy,1.0,1,Pharmacy,0.986950387079
394,2210,HB TUMOR SETUP,tumor setup,Radiology,Radiology,1.0,1,Radiology,0.374382446346,1,Supply,0.770951502687,0,Radiology,0.35747595693,1,Respiratory Therapy,0.2,0,Laboratory,0.543354316048,0,Cardiology,0.3,0,Supply,0.999984324146,0,Procedure,0.842274427414,0,Radiology,0.577286134425
395,872,HCHG RENAL FUNCTION PANEL,renal function panel,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,1.0,1,Laboratory,0.870842075749,0,Laboratory,0.999549422941,0,Laboratory,0.88723866057,0,Laboratory,1.0,0,Laboratory,0.99962753276,0,Laboratory,0.9,0,Laboratory,0.999753135609,0,Laboratory,0.999999880791,0,Laboratory,0.957126338553
396,4182,INJ IV PUSH,injection intravenous push,Nursing Services,Nursing Services,1.0,1,Diluent / Flush / Irrigant,0.377152699588,0,Diluent / Flush / Irrigant,0.372667798939,0,Supply,0.311684503874,0,Diluent / Flush / Irrigant,0.3,0,Diluent / Flush / Irrigant,0.927980266157,0,Supply,0.4,0,Nursing Services,0.999994198291,1,Diluent / Flush / Irrigant,0.999993681908,0,Diluent / Flush / Irrigant,0.595558889318
397,2054,SURG PATH LEVEL 3 (LEVEL3),surgical path level 3 level3,Laboratory,Laboratory,1.0,1,Laboratory,0.611473034944,1,OR / Anesthesia / Recovery Room,0.532354078864,0,Laboratory,0.321497064923,1,Laboratory,0.6,1,Laboratory,0.928658405791,1,OR / Anesthesia / Recovery Room,0.5,0,OR / Anesthesia / Recovery Room,0.977323111101,0,Laboratory,0.798870563507,1,Laboratory,0.710083178194
398,1186,46130010 - POC BS GLUCOSE 5S,point_of_care blood_sugar glucose,Monitoring,Monitoring,1.0,1,Monitoring,0.992243598686,1,Monitoring,0.999561569087,1,Monitoring,0.920987163437,1,Monitoring,0.8,1,Monitoring,0.998976961446,1,Monitoring,1.0,1,Monitoring,0.961446040383,1,Monitoring,1.0,1,Monitoring,0.96369059256
399,1746,APPLIER CLIP MULTI 20 SM,applier clip multiple 20 small,Supply,Supply,1.0,1,Supply,0.903798226349,1,Supply,0.999460014215,1,Supply,0.841658234641,1,Supply,0.8,1,Supply,0.973067976941,1,Supply,0.9,1,Supply,0.999999263509,1,Supply,1.0,1,Supply,0.935331523962
400,3334,KIT CATH FOLEY PLUS U/M 16FR,kit catheter foley plus u m 16_french,Supply,Supply,1.0,1,Supply,0.991862283457,1,Supply,0.99976312943,1,Supply,0.878177517152,1,Supply,0.8,1,Supply,0.992622495876,1,Supply,0.8,1,Supply,0.998795909754,1,Supply,0.999999642372,1,Supply,0.940135664227
401,2564,TUBING CORR FLEXIBLE DISP 72,tubing corr flexible disposable 72,Supply,Supply,1.0,1,Supply,0.977431739536,1,Supply,0.999942660999,1,Supply,0.933887482771,1,Supply,0.8,1,Supply,0.999445835909,1,Supply,0.9,1,Supply,0.999889302093,1,Supply,1.0,1,Supply,0.956733002368
402,2624,ELECTRODE AD,electrode adhesive,Supply,Supply,1.0,1,Supply,0.884426016215,1,Supply,0.997344107449,1,Supply,0.775245770586,1,Supply,0.7,1,Supply,0.950349365503,1,Supply,0.6,1,Supply,0.999999630791,1,Supply,0.999845981598,1,Supply,0.878578985793
403,1464,HEPARIN 100 UT/ML  3 ML SYRINGE-HEPARIN LOCK SYRINGE 100 UT/ML  3 M,heparin 100_units/ml 3_ml syringe heparin lock syringe 100_units/ml 3,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.918229469781,1,Diluent / Flush / Irrigant,0.99999639408,1,Diluent / Flush / Irrigant,0.954225891918,1,Diluent / Flush / Irrigant,0.4,1,Diluent / Flush / Irrigant,0.999159541721,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.999678923716,1,Diluent / Flush / Irrigant,1.0,1,Diluent / Flush / Irrigant,0.919032246802
404,3372,CHEST PHYSIO SUBSEQ 10-30,chest physiotherapy subsequent 10 30,Respiratory Therapy,Respiratory Therapy,1.0,1,Respiratory Therapy,0.699367883845,1,Respiratory Therapy,0.975286132175,1,Respiratory Therapy,0.815182357698,1,Respiratory Therapy,0.9,1,Respiratory Therapy,0.999101546342,1,Respiratory Therapy,0.7,1,Respiratory Therapy,0.999995124733,1,Respiratory Therapy,0.999999642372,1,Respiratory Therapy,0.898770298574
