,Unnamed: 0,Id,Original Description,Normalized Description,Charge Class,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Jaro,Prob_Jaro,Predicted_Class_SVM,Prob_SVM,Predicted_Class_Naive,Prob_Naive,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Predicted_Class_Randomforest,Prob_Randomforest,Predicted_Class_DeepNN,Prob_DeepNN,Predicted_Class_kNN,Prob_kNN,Predicted_Class_LDA,Prob_LDA,Predicted_Class_XGBoost,Prob_XGBoost,Voted Output,Sum Correct,Correct_Jaro,Correct_SVM,Correct_Naive,Correct_Logistic_OvR,Correct_Randomforest,Correct_DeepNN,Correct_kNN,Correct_LDA,Correct_XGBoost,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4,Maximum_Pred,Maximum_Prob,Voting_Pred,Voting_Prob
580,580,6096,CT THORAX WITH DY,computed_tomography thorax with dye,Radiology,ONLINE,2016-09-16,ct,thorax,dy,,Laboratory,0.73,Radiology,0.432668651837,Supply,0.873573546708,Radiology,0.440553365411,Radiology,0.3,OR / Anesthesia / Recovery Room,0.363525217754,Radiology,0.7,Radiology,0.99837261168,Radiology,0.999999642372,Cardiology,0,0,0,0,0,0,0,0,0,0,0.0,ct,thorax,dye,,Radiology,0.999999642372,Radiology,0.645265711883
581,581,1317,THYROXINE FR,thyroxine free,Laboratory,ONLINE,2016-09-16,fr,thyroxine,,,Laboratory,0.71,Laboratory,0.817472783732,Laboratory,0.936853088306,Laboratory,0.692168306326,Laboratory,0.8,Pharmacy,0.519066268931,Laboratory,0.6,Laboratory,0.999999828161,Laboratory,0.999997377396,Laboratory,8,1,1,1,1,1,0,1,1,1,0.728499042658,thyroxine,free,,,Laboratory,0.999999828161,Laboratory,0.81956142299
582,582,1470,DEXTROSE 20% SOLP 500 ML B,dextrose 20% solution 500_ml b,Pharmacy,ONLINE,2016-09-19,dextrose,solution,500_ml,,Pharmacy,0.97,Diluent / Flush / Irrigant,0.782170861133,Diluent / Flush / Irrigant,0.529395592281,Diluent / Flush / Irrigant,0.552710885965,Pharmacy,0.9,Diluent / Flush / Irrigant,0.855677293287,Diluent / Flush / Irrigant,0.6,Diluent / Flush / Irrigant,0.554786166902,Pharmacy,0.989214599133,Pharmacy,3,1,0,0,0,1,0,0,0,1,0.317690511015,dextrose,solution,500_ml,,Pharmacy,0.989214599133,Diluent / Flush / Irrigant,0.645790133261
583,583,5318,77000453 - FLUTTER VALVE,flutter valve,Supply,RETROSPECTIVE,2016-07-13,valve,flutter,,,Supply,0.68,Supply,0.812383879728,Supply,0.987089364443,Supply,0.754769497223,Supply,0.6,Supply,0.965471454156,Supply,0.5,Supply,0.999999555826,Supply,0.999993920326,Supply,9,1,1,1,1,1,1,1,1,1,0.811078630189,valve,flutter,,,Supply,0.999999555826,Supply,0.811078630189
584,584,3474,HB R&B NURSERY NEWBORN LEVEL 173A,room_and_board nursery newborn level 173a,Room and Board,RETROSPECTIVE,2016-07-12,newborn,173a,nursery,rental,Room and Board,0.94,Room and Board,0.993478337018,Room and Board,0.999503894692,Room and Board,0.884137394245,Room and Board,0.8,Room and Board,0.999998273617,Room and Board,0.9,Room and Board,0.999985515484,Room and Board,1.0,Room and Board,9,1,1,1,1,1,1,1,1,1,0.946344823895,newborn,nursery,r&b,level,Room and Board,1.0,Room and Board,0.946344823895
585,585,5443,ANESTHESIA KIT #514505-5,anesthesia kit 514505 5,Supply,RETROSPECTIVE,2016-07-13,anesthesia,kit,,,OR / Anesthesia / Recovery Room,0.83,Supply,0.62822679456,Supply,0.773110491984,Supply,0.614794495771,Supply,0.7,Supply,0.73976910349,Supply,1.0,OR / Anesthesia / Recovery Room,0.501277894109,OR / Anesthesia / Recovery Room,0.999187886715,OR / Anesthesia / Recovery Room,3,1,0,0,0,0,0,0,1,1,0.258940642314,anesthesia,kit,,,Supply,1.0,Supply,0.742650147634
586,586,3350,PULMOZYME INHALATION SOLN 2.5ML NDC: 50242010040,pulmozyme inhalation solution 2.5_ml ndc 5.0242011E10,Plan Benefit,RETROSPECTIVE,2016-07-12,ndc,pulmozyme,inhalation,solution,Plan Benefit,0.72,Pharmacy,0.721600706405,Pharmacy,0.916707270369,Pharmacy,0.86314126861,Pharmacy,0.5,Pharmacy,0.873102956343,Pharmacy,0.8,Pharmacy,0.999999893617,Pharmacy,0.970523715019,Plan Benefit,1,1,0,0,0,0,0,0,0,0,0.08,inhalation,soln,,,Pharmacy,0.999999893617,Pharmacy,0.830634476295
587,587,5602,GLYCOPYRRO 1MG/5ML I,glycopyrrolate 1_mg/5_ml i,Pharmacy,RETROSPECTIVE,2016-07-13,1_mg/5_ml,glycopyrrolate,,,Pharmacy,0.86,Pharmacy,0.989520311945,Pharmacy,0.999800442831,Pharmacy,0.941158764808,Pharmacy,1.0,Pharmacy,0.999725582851,Pharmacy,1.0,Pharmacy,0.999999999817,Pharmacy,1.0,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.976689455806,1_mg/5_ml,glycopyrrolate,,,Pharmacy,1.0,Pharmacy,0.976689455806
588,588,3172,TUBE  FEEDING ENTERAL EXT 60,tube feeding enteral extension 60,Supply,RETROSPECTIVE,2016-07-12,tube,feeding,extension,enteral,Supply,0.83,Supply,0.870446428544,Supply,0.999990041999,Supply,0.942249885747,Supply,0.7,Supply,0.998935847106,Supply,0.9,Supply,0.999998861816,Supply,1.0,Supply,9,1,1,1,1,1,1,1,1,1,0.915735673912,tube,feeding,ext,enteral,Supply,1.0,Supply,0.915735673912
589,589,2793,CAP BLOOD PUNCTURE,capillary blood puncture,Nursing Services,RETROSPECTIVE,2016-07-12,capillary,blood,puncture,,Laboratory,0.75,Nursing Services,0.896844041098,Laboratory,0.322598224982,Nursing Services,0.786136629314,Nursing Services,0.6,Nursing Services,0.989967929395,Nursing Services,0.7,Nursing Services,0.999980703769,Nursing Services,1.0,Laboratory,2,1,0,1,0,0,0,0,0,0,0.119177580554,capillary,blood,puncture,,Nursing Services,1.0,Nursing Services,0.853275614797
590,590,1383,US DOPPLER EXTREMITY VEIN BILAT,ultrasound doppler extremity vein bilateral,Radiology,ONLINE,2016-09-16,extremity,us,doppler,,Radiology,0.85,Radiology,0.90234209594,Radiology,0.998055508355,Radiology,0.700455187789,Radiology,0.666666666667,Radiology,0.956396155976,Radiology,0.7,Radiology,0.500157875473,Radiology,0.999995350838,Radiology,9,1,1,1,1,1,1,1,1,1,0.808229871226,extremity,us,doppler,bilateral,Radiology,0.999995350838,Radiology,0.808229871226
591,591,2980,GLYCERIN INFANT SUPP,glycerin infant suppository,Supply,RETROSPECTIVE,2016-07-12,suppository,glycerin,infant,,Supply,0.91,Supply,0.875038934997,Supply,0.84020869895,Supply,0.868262206827,Supply,0.8,Supply,0.999435061581,Supply,0.6,Supply,0.999999043431,Supply,1.0,Supply,9,1,1,1,1,1,1,1,1,1,0.876993771754,supp,glycerin,infant,,Supply,1.0,Supply,0.876993771754
592,592,2478,POCT POTASSIUM,point_of_care_testing potassium,Monitoring,RETROSPECTIVE,2016-07-12,POCT,potassium,,,Monitoring,0.9,Monitoring,0.857212533319,Laboratory,0.576952788836,Monitoring,0.608255216436,Monitoring,0.4,Monitoring,0.989905682737,Monitoring,0.8,Monitoring,0.968701418934,Monitoring,0.935248315334,Monitoring,8,1,1,0,1,1,1,1,1,1,0.717702574084,poct,potassium,,,Monitoring,0.989905682737,Monitoring,0.807415395845
593,593,6406,HEMATOCRIT POC NICU ACUTE PANEL V,hematocrit poc nicu acute panel v,Laboratory,ONLINE,2016-10-06,acute,hematocrit,panel,,Laboratory,0.98,Laboratory,0.820693480369,Laboratory,0.924940620769,Laboratory,0.753953941788,Laboratory,0.9,Monitoring,0.808352464114,Laboratory,0.8,Laboratory,0.999999580098,Laboratory,0.999997496605,Laboratory,8,1,1,1,1,1,0,1,1,1,0.797731679959,acute,hematocrit,panel,poc,Laboratory,0.999999580098,Laboratory,0.897448139954
594,594,377,DAILY NO  PER HOUR,daily nitric_oxide per hour,Plan Benefit,RETROSPECTIVE,2016-07-12,hour,per,daily,nitric_oxide,Plan Benefit,0.86,Plan Benefit,0.979982598558,Plan Benefit,0.994073308365,Plan Benefit,0.831200698951,Plan Benefit,1.0,Plan Benefit,0.998825015857,Plan Benefit,0.7,Plan Benefit,0.999999857889,Plan Benefit,1.0,Plan Benefit,9,1,1,1,1,1,1,1,1,1,0.929342386624,hour,per,daily,no,Plan Benefit,1.0,Plan Benefit,0.929342386624
595,595,4459,86451000 - PT MISSED TREATMENT LIM TIME,physical_therapy missed treatment limited time,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,time,physical_therapy,treatment,,PT / OT / Speech Therapy,0.96,PT / OT / Speech Therapy,0.55711184246,PT / OT / Speech Therapy,0.976961920606,PT / OT / Speech Therapy,0.516478760423,PT / OT / Speech Therapy,0.4,OR / Anesthesia / Recovery Room,0.448694025557,PT / OT / Speech Therapy,0.5,PT / OT / Speech Therapy,0.506017780411,Respiratory Therapy,0.968587636948,PT / OT / Speech Therapy,7,1,1,1,1,1,0,1,1,0,0.490730033767,limited,time,pt,treatment,PT / OT / Speech Therapy,0.976961920606,PT / OT / Speech Therapy,0.630938614843
596,596,5928,SIMETHICONE 80 MG CHEW,simethicone 80_mg chew,Pharmacy,RETROSPECTIVE,2016-07-13,simethicone,80_mg,chew,,Pharmacy,0.87,Pharmacy,0.982066031568,Pharmacy,0.998964405145,Pharmacy,0.914765910768,Pharmacy,0.8,Pharmacy,0.996662618664,Pharmacy,1.0,Pharmacy,0.999999891098,Pharmacy,0.999999046326,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.951384211508,simethicone,80_mg,chew,,Pharmacy,1.0,Pharmacy,0.951384211508
597,597,3844,VANCOMYCIN 1 000 MG SOLR 1 EACH VIAL,vancomycin 1 000_mg solution 1 each vial,Pharmacy,RETROSPECTIVE,2016-07-12,vial,vancomycin,solution,,Pharmacy,0.92,Pharmacy,0.994781852522,Pharmacy,0.999291965298,Pharmacy,0.955098441857,Pharmacy,1.0,Pharmacy,0.999780178355,Pharmacy,1.0,Pharmacy,0.999999998497,Pharmacy,0.999999523163,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.985439106633,vial,000_mg,vancomycin,solution,Pharmacy,1.0,Pharmacy,0.985439106632
598,598,4422,65220000 - LOW MOLECULAR WEIGHT HEPARIN,low molecular weight heparin,Pharmacy,RETROSPECTIVE,2016-07-13,heparin,molecular,low,weight,Laboratory,0.73,Laboratory,0.769894152344,Laboratory,0.823424832778,Laboratory,0.704544254665,Laboratory,0.5,Laboratory,0.353248479368,Laboratory,0.9,Diluent / Flush / Irrigant,0.999942191392,Diluent / Flush / Irrigant,0.99318164587,Laboratory,7,1,1,1,1,1,1,1,0,0,0.531234635462,heparin,molecular,low,weight,Diluent / Flush / Irrigant,0.999942191392,Laboratory,0.683015959879
599,599,4923,PH PC02 P02 SIMUL,acidity partial_pressure_of_carbon_dioxide partial_pressure_of_oxygen simultaneous,Laboratory,ONLINE,2016-08-24,stimulus,p02,ph,pc02,Pharmacy,0.65,Laboratory,0.306765009265,Supply,0.511137830673,Laboratory,0.377306627335,Supply,0.4,OR / Anesthesia / Recovery Room,0.460276221257,Laboratory,0.3,OR / Anesthesia / Recovery Room,0.659659701266,Laboratory,0.543809652328,Pharmacy,1,1,0,0,0,0,0,0,0,0,0.0722222222222,partial_pressure_of_carbon_dioxide,partial_pressure_of_oxygen,simultaneous,acidity,OR / Anesthesia / Recovery Room,0.659659701266,Laboratory,0.381970322232
600,600,2164,CHLORIDE BLD,chloride blood,Laboratory,RETROSPECTIVE,2016-07-12,chloride,blood,,,Laboratory,0.91,Laboratory,0.860632287686,Laboratory,0.981652029157,Laboratory,0.657169665572,Laboratory,0.6,Laboratory,0.497975401483,Laboratory,1.0,Diluent / Flush / Irrigant,0.900247455511,Laboratory,0.998849630356,Laboratory,8,1,1,1,1,1,1,1,0,1,0.722919890473,chloride,bld,,,Laboratory,1.0,Laboratory,0.813284876782
601,601,4020,PANTOPRAZOLE 40MG EC T,pantoprazole 40_mg each tab,Pharmacy,RETROSPECTIVE,2016-07-12,eaac,pantoprazole,40_mg,,Pharmacy,0.97,Pharmacy,0.993830501571,Pharmacy,0.999864236777,Pharmacy,0.947395602391,Pharmacy,1.0,Pharmacy,0.999985550048,Pharmacy,1.0,Pharmacy,0.999999999932,Pharmacy,1.0,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.990119543413,tab,pantoprazole,40_mg,,Pharmacy,1.0,Pharmacy,0.990119543413
602,602,5786,LISINOPRIL 5MG TAB,lisinopril 5_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-13,5_mg,tablet,lisinopril,,Pharmacy,0.88,Pharmacy,0.963532106037,Pharmacy,0.999618081841,Pharmacy,0.920232399586,Pharmacy,0.9,Pharmacy,0.994955418931,Pharmacy,1.0,Pharmacy,0.999999996111,Pharmacy,0.99638569355,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.961635966228,5_mg,tab,lisinopril,,Pharmacy,1.0,Pharmacy,0.961635966228
603,603,6323,FORMULA: NEOCATE INFANT 10 KCAL/OUNCE PECTIN 1,formula neocate infant 10 kcal/ounce pectin 1,Supply,ONLINE,2016-09-16,infant,ounce,,,Supply,0.98,Supply,0.958667300334,Supply,0.979505423575,Supply,0.810947094107,Pharmacy,0.7,Supply,0.999986923121,Supply,0.7,Supply,0.999755226097,Supply,1.0,Supply,8,1,1,1,1,0,1,1,1,1,0.82542910747,formula,infant,ounce,kcal,Supply,1.0,Supply,0.928607745904
604,604,616,HC PACU CLASS 2 NPR 1:1,post_anesthesia_care_unit class 2 npr 1 1,OR / Anesthesia / Recovery Room,ONLINE,2016-09-16,class,pacu,npr,,Laboratory,0.68,OR / Anesthesia / Recovery Room,0.281756750309,OR / Anesthesia / Recovery Room,0.484818304511,OR / Anesthesia / Recovery Room,0.338602829888,OR / Anesthesia / Recovery Room,0.3,OR / Anesthesia / Recovery Room,0.749167244671,Room and Board,0.3,OR / Anesthesia / Recovery Room,0.999793405426,OR / Anesthesia / Recovery Room,0.999965310097,Laboratory,1,1,0,0,0,0,0,0,0,0,0.0755555555556,class,post_anesthesia_care_unit,npr,,OR / Anesthesia / Recovery Room,0.999965310097,OR / Anesthesia / Recovery Room,0.593443406415
605,605,401,FACTOR VIIA 1IJ,factor viia 1ij,Plan Benefit,RETROSPECTIVE,2016-07-12,1ij,viia,factor,,Plan Benefit,0.88,Plan Benefit,0.640493313153,Laboratory,0.99704974997,Plan Benefit,0.474417980819,Laboratory,0.2,Plan Benefit,0.998222590554,Laboratory,0.4,Plan Benefit,0.999996548718,Plan Benefit,0.903924584389,Plan Benefit,6,1,1,0,1,0,1,0,1,1,0.544117224181,1ij,viia,factor,,Plan Benefit,0.999996548718,Plan Benefit,0.816175836272
606,606,165,HEPARIN FLUSH 10U/ML 1-6ML SYR,heparin flush 10_units/ml 1 6_ml syringe,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,heparin,syringe,6_ml,flush,Diluent / Flush / Irrigant,0.93,Diluent / Flush / Irrigant,0.93122035807,Diluent / Flush / Irrigant,0.99995357503,Diluent / Flush / Irrigant,0.924888346934,Diluent / Flush / Irrigant,0.9,Diluent / Flush / Irrigant,0.999931462885,Diluent / Flush / Irrigant,1.0,Diluent / Flush / Irrigant,0.988599671979,Diluent / Flush / Irrigant,1.0,Diluent / Flush / Irrigant,9,1,1,1,1,1,1,1,1,1,0.963843712767,heparin,syr,flush,,Diluent / Flush / Irrigant,1.0,Diluent / Flush / Irrigant,0.963843712766
607,607,3645,IV CONTINOUS - FLOW TUBI,intravenous continuous flow tubing,Supply,RETROSPECTIVE,2016-07-12,tubi,continuous,flow,iv,Respiratory Therapy,0.71,Supply,0.895147154439,Supply,0.996955843503,Supply,0.743554276071,Supply,0.6,Supply,0.989730254283,Supply,0.7,Supply,0.999245643746,Supply,1.0,Respiratory Therapy,1,1,0,0,0,0,0,0,0,0,0.0788888888889,tubi,continuous,flow,iv,Supply,1.0,Supply,0.865579146505
608,608,1524,MR BRAIN WO CONTRAST,magnetic_resonance brain without contrast,Radiology,ONLINE,2016-09-19,brain,without,contrast,mr,Radiology,0.93,Radiology,0.753864674126,Radiology,0.985351759362,Radiology,0.781438208137,Radiology,0.3,Radiology,0.844925432892,Radiology,1.0,Radiology,0.999883482354,Radiology,1.0,Radiology,9,1,1,1,1,1,1,1,1,1,0.843940395208,magnetic_resonance,without,contrast,brain,Radiology,1.0,Radiology,0.843940395208
609,609,378,DISP: 0.060 EACH; 100 MG; USED NDC QTY: 4.000 PCK OF 30.000 EACH BOTTLE SILDENAFIL 25 MG TAB SILDENAFIL 100 MG TAB,disposable 0.06 each 100_mg used ndc quantity 4 pack of 30 each bottle sildenafil 25_mg tablet sildenafil 100_mg tablet,Plan Benefit,RETROSPECTIVE,2016-07-12,used,tablet,ndc,disposable,Pharmacy,0.76,Plan Benefit,0.957233667508,Pharmacy,0.506193684876,Plan Benefit,0.965628995238,Pharmacy,0.7,Plan Benefit,0.999646195052,Pharmacy,0.8,Plan Benefit,0.999999999877,Plan Benefit,1.0,Pharmacy,4,1,0,1,0,1,0,1,0,0,0.307354853875,used,tab,disposable,sildenafil,Plan Benefit,1.0,Plan Benefit,0.984501771535
610,610,1702,GLIDESCOPE GVL 3 STAT,glidescope gvl 3 stat,Supply,ONLINE,2016-08-30,stat,gvl,glidescope,,Laboratory,0.72,OR / Anesthesia / Recovery Room,0.318379605817,Laboratory,0.956240312047,OR / Anesthesia / Recovery Room,0.400236892467,Laboratory,0.2,Monitoring,0.581212040166,Laboratory,0.2,Monitoring,0.814798975735,OR / Anesthesia / Recovery Room,0.819810211658,Laboratory,4,1,0,1,0,1,0,1,0,0,0.230693368005,stat,gvl,glidescope,,Laboratory,0.956240312047,Laboratory,0.519060078012
611,611,6293,FENTANYL 50 MCG/ML SOLN 50,fentanyl 50 mcg/ml solution 50,Pharmacy,ONLINE,2016-09-16,mcg,ml,fentanyl,soln,Pharmacy,0.97,Pharmacy,0.842632671398,Pharmacy,0.999390148687,Pharmacy,0.786528492494,Pharmacy,1.0,Pharmacy,0.920075669041,Pharmacy,0.9,Pharmacy,0.999976651436,Pharmacy,0.999052941799,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.935295174984,mcg,ml,fentanyl,soln,Pharmacy,1.0,Pharmacy,0.935295174984
612,612,1864,AMPICILLIN-SULBACTAM 250-125 MG/ML SOLR 1 EACH,ampicillin sulbactam 250 125_mg/ml solution 1 each,Pharmacy,ONLINE,2016-09-16,ampicillin,sulbactam,125_mg/ml,solution,Pharmacy,0.83,Pharmacy,0.985960764299,Pharmacy,0.998392627944,Pharmacy,0.950946487305,Pharmacy,0.8,Pharmacy,0.999156377027,Pharmacy,1.0,Pharmacy,0.999957806749,Pharmacy,1.0,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.951601562592,ampicillin,sulbactam,125_mg/ml,solution,Pharmacy,1.0,Pharmacy,0.951601562592
613,613,6689,HCHG HEMATOCRIT NON SPUN,hematocrit non spun,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,spun,hematocrit,non,,Laboratory,0.86,Laboratory,0.803968723407,Laboratory,0.746981390822,Laboratory,0.451263749125,Laboratory,0.6,Supply,0.718683179731,Laboratory,0.4,Laboratory,0.999880596447,Laboratory,0.767953157425,Laboratory,8,1,1,1,1,1,0,1,1,1,0.625560846358,spun,hematocrit,non,,Laboratory,0.999880596447,Laboratory,0.703755952153
614,614,6761,HCHG US CHEST,ultrasound chest,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,us,chest,,,OR / Anesthesia / Recovery Room,0.82,Radiology,0.789042000973,Radiology,0.959673670711,Radiology,0.672124039146,Radiology,0.55,Radiology,0.601255883547,Radiology,0.5,Radiology,0.582930155773,Radiology,0.870426476002,OR / Anesthesia / Recovery Room,1,1,0,0,0,0,0,0,0,0,0.0911111111111,us,chest,,,Radiology,0.959673670711,Radiology,0.690681528269
615,615,834,KETAMINE 100 MG/ML SOLN 5 ML VIAL,ketamine 100_mg/ml solution 5_ml vial,Pharmacy,ONLINE,2016-09-16,ketamine,vial,soln,5_ml,Pharmacy,0.91,Pharmacy,0.981274790275,Pharmacy,0.999641953983,Pharmacy,0.959593091159,Pharmacy,0.9,Pharmacy,0.998781757926,Pharmacy,1.0,Pharmacy,0.999999999864,Pharmacy,1.0,Pharmacy,9,1,1,1,1,1,1,1,1,1,0.972143510356,ketamine,vial,soln,5_ml,Pharmacy,1.0,Pharmacy,0.972143510356
616,616,2318,CONT OXIMETRY MONITORING,continuous oximetry monitoring,Monitoring,RETROSPECTIVE,2016-07-12,oximetry,continuous,monitoring,,Monitoring,0.91,Monitoring,0.964110952822,Monitoring,0.997324818,Monitoring,0.880372668865,Monitoring,0.8,Monitoring,0.999983703472,Monitoring,1.0,Monitoring,0.998591013723,Monitoring,1.0,Monitoring,9,1,1,1,1,1,1,1,1,1,0.950042572987,oximetry,continuous,monitoring,,Monitoring,1.0,Monitoring,0.950042572987
617,617,2225,HCT AUTO,hematocrit automated,Laboratory,RETROSPECTIVE,2016-07-12,auto,hematocrit,,,Laboratory,1.0,Laboratory,0.838973317519,Laboratory,0.994424317413,Laboratory,0.724809572162,Laboratory,0.7,Monitoring,0.438743950491,Laboratory,0.9,Laboratory,0.999962717625,Laboratory,0.990267693996,Laboratory,8,1,1,1,1,1,0,1,1,1,0.794270846524,hct,automated,,,Laboratory,1.0,Laboratory,0.893554702339
618,618,5396,89318004 - SWALLOW GOAL 40-60%,swallow goal 40 60%,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,60%,swallow,goal,,PT / OT / Speech Therapy,0.93,PT / OT / Speech Therapy,0.852381904089,PT / OT / Speech Therapy,0.723825533261,PT / OT / Speech Therapy,0.821521527943,PT / OT / Speech Therapy,1.0,PT / OT / Speech Therapy,0.993691698402,PT / OT / Speech Therapy,0.8,PT / OT / Speech Therapy,0.999988096055,PT / OT / Speech Therapy,0.886067390442,PT / OT / Speech Therapy,9,1,1,1,1,1,1,1,1,1,0.889719572243,60%,swallow,goal,,PT / OT / Speech Therapy,1.0,PT / OT / Speech Therapy,0.889719572244
619,619,5147,13111002 - IRON POLYSACCHARIDES CAP 150MG,iron polysaccharides capture 150_mg,Pharmacy,RETROSPECTIVE,2016-07-13,capture,150_mg,polysaccharides,iron,Pharmacy,0.73,Pharmacy,0.750838113722,Pharmacy,0.80133811369,Pharmacy,0.586586235925,Pharmacy,0.6,Pharmacy,0.98975174527,Laboratory,0.4,Laboratory,0.999764995443,Laboratory,0.613741517067,Pharmacy,6,1,1,1,1,1,1,0,0,0,0.495390467623,capture,150_mg,polysaccharides,iron,Laboratory,0.999764995443,Pharmacy,0.743085701435
620,620,2836,INJ IVP ADDL SAME DRUG/SUB AFTER 30MIN,injection intravenous_push additional same drug/subsequent after 30min,Nursing Services,RETROSPECTIVE,2016-07-13,injection,additional,,,OR / Anesthesia / Recovery Room,0.71,Nursing Services,0.46673226416,OR / Anesthesia / Recovery Room,0.762827132114,Nursing Services,0.583767403491,OR / Anesthesia / Recovery Room,0.3,Nursing Services,0.607079493812,Pharmacy,0.9,OR / Anesthesia / Recovery Room,0.999704646045,OR / Anesthesia / Recovery Room,1.0,Nursing Services,3,0,1,0,1,0,1,0,0,0,0.184175462385,subsequent,inj,30min,addl,OR / Anesthesia / Recovery Room,1.0,OR / Anesthesia / Recovery Room,0.754506355632
621,621,5729,INFECT AGENT RESP VIRUS 12 TO 25 T12 TO 25 TARGET,infect agent respiratory virus 12 to 25 t12 to 25 target,Pharmacy,RETROSPECTIVE,2016-07-13,resp,target,,,Laboratory,0.69,Laboratory,0.873517830352,Laboratory,0.999344578445,Laboratory,0.802089647775,Laboratory,0.85,Laboratory,0.979813146533,Laboratory,0.7,Laboratory,0.999999980865,Laboratory,1.0,Laboratory,9,1,1,1,1,1,1,1,1,1,0.877196131552,virus,resp,agent,,Laboratory,1.0,Laboratory,0.877196131552
622,622,2229,HEMATOCRIT TEST,hematocrit test,Laboratory,RETROSPECTIVE,2016-07-12,test,hematocrit,,,Laboratory,0.9,Laboratory,0.883917159203,Laboratory,0.897119791398,Laboratory,0.684928490996,Laboratory,0.7,Monitoring,0.652456782083,Laboratory,1.0,Laboratory,0.999983222175,Laboratory,0.991750061512,Laboratory,8,1,1,1,1,1,0,1,1,1,0.784188747254,test,hematocrit,,,Laboratory,1.0,Laboratory,0.88221234066
623,623,6063,COLLAGEN HEMOSTAT 0.5 G 1 EACH,collagen hemostat 0.5 g 1 each,Supply,ONLINE,2016-09-16,hemostat,collagen,0.5,g,Pharmacy,0.74,Supply,0.797361568462,Supply,0.626045095759,Supply,0.546991015026,Supply,0.5,Supply,0.905271362146,Supply,0.5,Supply,0.995259782438,Supply,0.881628334522,Pharmacy,1,1,0,0,0,0,0,0,0,0,0.0822222222222,hemostat,collagen,0.5,g,Supply,0.995259782438,Supply,0.719069644794
624,624,2936,CATHETER ASP NASOTR,catheter aspirator nasotracheal,Supply,RETROSPECTIVE,2016-07-12,aspirator,catheter,nasotracheal,,Supply,0.78,Supply,0.922488476566,Supply,0.998447041279,Supply,0.876599450434,Supply,0.9,Supply,0.97426387334,Supply,1.0,Supply,0.995758390427,Supply,0.984383404255,Supply,9,1,1,1,1,1,1,1,1,1,0.936882292922,asp,catheter,nasotr,,Supply,1.0,Supply,0.936882292922
625,625,6021,ZINC SULF 220MG,zinc sulfate 220_mg,Pharmacy,RETROSPECTIVE,2016-07-13,sulfate,zinc,220_mg,,Pharmacy,0.72,Pharmacy,0.989827666173,Pharmacy,0.997138215329,Pharmacy,0.898255831467,Pharmacy,0.9,Pharmacy,0.999954062735,Laboratory,0.6,Pharmacy,0.999999999399,Pharmacy,1.0,Pharmacy,8,1,1,1,1,1,1,0,1,1,0.833908419456,sulfate,zinc,220_mg,,Pharmacy,1.0,Pharmacy,0.938146971888
626,626,2780,AIRWAY CLEARANCE TX EACH,airway clearance treatment each,Respiratory Therapy,RETROSPECTIVE,2016-07-12,clearance,treatment,airway,,Respiratory Therapy,0.79,Respiratory Therapy,0.793833163672,Respiratory Therapy,0.712412227425,Respiratory Therapy,0.830906997298,Respiratory Therapy,0.4,Respiratory Therapy,0.972824832536,Respiratory Therapy,0.7,Respiratory Therapy,0.999757758164,Respiratory Therapy,0.999950170517,Respiratory Therapy,9,1,1,1,1,1,1,1,1,1,0.799965016623,clearance,tx,airway,,Respiratory Therapy,0.999950170517,Respiratory Therapy,0.799965016624
627,627,2973,FILTER VENT BACTERIA,filter ventilation bacteria,Supply,RETROSPECTIVE,2016-07-12,filter,ventilation,bacteria,,Supply,0.71,OR / Anesthesia / Recovery Room,0.42512823604,Supply,0.987889192667,Supply,0.691763982314,Pharmacy,0.3,Supply,0.873498373626,Supply,0.8,Supply,0.985134150439,Supply,0.999980926514,Supply,7,1,0,1,1,0,1,1,1,1,0.672029625062,filter,ventilation,bacteria,,Supply,0.999980926514,Supply,0.864038089366
628,628,1387,US DPLR LIMIT ABD PELVIS S,ultrasound doppler limit abdomen pelvis s,Radiology,ONLINE,2016-09-16,us,abd,pelvis,,Radiology,0.85,Radiology,0.792846764614,Radiology,0.999744466808,Radiology,0.805220575099,Radiology,0.5,Radiology,0.90816347897,Radiology,0.8,Radiology,0.786664286478,Radiology,0.999987602234,Radiology,9,1,1,1,1,1,1,1,1,1,0.826958574911,us,doppler,abd,pelvis,Radiology,0.999987602234,Radiology,0.826958574911
