,Id,Original Description,Normalized Description,Charge Class,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4,Predicted_Class_Jaro,Prob_Jaro,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Voted Output,Sum Correct,Correct_Jaro,Correct_Logistic_OvR,Correct_DeepNN,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4
339,614,HC OT EVAL 15-30MIN,occupational_therapy evaluation 15 30min,PT / OT / Speech Therapy,ONLINE,2016-09-16,evaluation,30min,ot,,PT / OT / Speech Therapy,0.91,PT / OT / Speech Therapy,0.846783724278,PT / OT / Speech Therapy,0.999858925995,PT / OT / Speech Therapy,3,1,1,1,0.918880883424,evaluation,30min,ot,
340,5413,AEROBIC CULTURE (AER),aerobic culture aero,Laboratory,RETROSPECTIVE,2016-07-13,aerobic,culture,aero,,Laboratory,0.78,Laboratory,0.683113885507,Laboratory,0.940708566422,Laboratory,3,1,1,1,0.801274150643,aerobic,culture,aero,
341,40,HC IV PUMP CONTROLLER W MODULES,intravenous pump controller with modules,Capital Equipment,RETROSPECTIVE,2016-07-12,water,pump,modules,intravenous,Capital Equipment,0.74,Capital Equipment,0.674756774488,Capital Equipment,0.997835312521,Capital Equipment,3,1,1,1,0.804197362336,modules,pump,controller,iv
342,1114,POTASSIUM CHLORIDE SA 20 MEQ TBCR,potassium chloride slow_action 20 milliequivalents tablet_controlled_release,Pharmacy,ONLINE,2016-09-16,potassium,chloride,tbcr,sa,Pharmacy,0.96,Pharmacy,0.890199983558,Pharmacy,0.895560791225,Pharmacy,3,1,1,1,0.915253591594,potassium,chloride,,
343,61,PUMP INFUS CLAVE/Y-SIT,pump infusion clave/y sit,Capital Equipment,RETROSPECTIVE,2016-07-12,pump,sit,infusion,clave,Capital Equipment,0.73,Capital Equipment,0.733022292997,Capital Equipment,0.985877273816,Capital Equipment,3,1,1,1,0.816299855604,pump,infusion,,
344,3072,OXISENSOR  INFANT  MASIMO,oxisensor infant masimo,Supply,RETROSPECTIVE,2016-07-12,masimo,infant,oxisensor,,Supply,0.81,Supply,0.678210103868,Supply,0.541263398527,Supply,3,1,1,1,0.676491167465,masimo,infant,oxisensor,
345,306,SODIUM CHLORIDE 0.9% 50ML BAG,sodium chloride 0.9% 50_ml bag,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,50_ml,bag,chloride,sodium,Diluent / Flush / Irrigant,0.95,Diluent / Flush / Irrigant,0.831141538414,Diluent / Flush / Irrigant,0.996016944024,Diluent / Flush / Irrigant,3,1,1,1,0.925719494146,50_ml,bag,chloride,sodium
346,6175,DIPHTHERIA-TETANUS TOXOID-,diphtheria tetanus toxoid,Pharmacy,ONLINE,2016-09-16,diphtheria,tetanus,toxoid,,Pharmacy,0.85,Laboratory,0.618732504981,Laboratory,0.985614331232,Laboratory,2,0,1,1,0.534782278737,diphtheria,tetanus,toxoid,
347,4941,HB ASTRAMORPH-PF IMG/ML 10ML VL,astramorph partial_fill mg/ml 10_ml vial,Pharmacy,RETROSPECTIVE,2016-07-13,vial,partial_fill,10_ml,ml,Pharmacy,0.81,Pharmacy,0.719723321598,Pharmacy,0.807385608924,Pharmacy,3,1,1,1,0.779036310174,vial,partial_fill,mg,10_ml
348,4597,DRAPE ULTRASOUND PROLIE 3687,drape ultrasound prolie 3687,Supply,RETROSPECTIVE,2016-07-13,ultrasound,drape,prolamine,,Supply,0.7,Supply,0.552163851619,Supply,0.734276223328,Supply,3,1,1,1,0.662146691649,ultrasound,drape,prolie,
349,6343,BLOOD TYPING ABO T1 NEWBORN PROFILE,blood typing abo t1 newborn profile,Laboratory,ONLINE,2016-10-06,newborn,abo,blood,typing,Laboratory,0.88,Laboratory,0.874555692188,Laboratory,0.998176097646,Laboratory,3,1,1,1,0.917577263278,profile,abo,newborn,blood
350,2998,HB KIT CVC EMERGENCY CARE,kit central_venous_catheter emergency care,Supply,RETROSPECTIVE,2016-07-12,CVC,care,emergency,kit,Laboratory,0.69,Supply,0.728954185334,Supply,0.751620919049,Supply,2,0,1,1,0.493525034794,cvc,care,emergency,kit
351,4829,SUT POLYSORB 0 UNDYED 36IN GS- CL954 - CSC,suture polysorb 0_undyed 36 inches gs cl954 central_supply service,Supply,RETROSPECTIVE,2016-07-13,suture,inches,,,Supply,0.8,Supply,0.800974440981,Supply,0.983447798558,Supply,3,1,1,1,0.861474079846,service,sut,central_supply,inches
352,6879,QUETIAPINE 100 MG TABLET,quetiapine 100 mg tablet,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,100_mg,quetiapine,tablet,,Pharmacy,0.92,Pharmacy,0.760345657331,OR / Anesthesia / Recovery Room,0.950111640344,Pharmacy,2,1,1,0,0.56011521911,mg,quetiapine,tablet,
353,3073,OXISENSOR NEONATAL,oxisensor neonatal,Supply,RETROSPECTIVE,2016-07-12,neonatal,oxisensor,,,Supply,0.84,Supply,0.348707686034,Supply,0.537253362853,Supply,3,1,1,1,0.575320349629,neonatal,oxisensor,,
354,2665,POTASSIUM CHLOR 20 MEQ PO,potassium chloride 20_meq by_mouth,Pharmacy,RETROSPECTIVE,2016-07-12,meq,potassium,po,chloride,Pharmacy,0.94,Pharmacy,0.860606482549,Pharmacy,0.992757004593,Pharmacy,3,1,1,1,0.931121162381,potassium,po,chlor,20_meq
355,2017,CEFTAZIDIME 200 MG/ML SOLR 1 EACH VIAL,ceftazidime 200_mg/ml solution 1 each vial,Pharmacy,ONLINE,2016-09-16,vial,200_mg/ml,ceftazidime,solution,Pharmacy,0.91,Pharmacy,0.964293645662,Pharmacy,0.999013955006,Pharmacy,3,1,1,1,0.957769200223,vial,200_mg/ml,ceftazidime,solution
356,2946,DAILY MEDICAL SUPPLIES,daily medical supplies,Supply,RETROSPECTIVE,2016-07-12,supplies,medical,daily,,Supply,0.73,Supply,0.545084934039,Supply,0.958053189876,Supply,3,1,1,1,0.744379374638,supplies,medical,daily,
357,6181,DISP: 0.250 EACH; 30 MG; USED NDC QTY: 1.000 PCK OF 500.000 EACH BOTTLE LANSOPRAZOLE 30 MG CAPSULE DELAYED RELEASE,dispensed 0.25 each 30_mg used ndc quantity 1 pack of 500 each bottle lansoprazole 30_mg capsule delayed release,Pharmacy,ONLINE,2016-09-16,30_mg,ndc,disposable,capsule,Pharmacy,0.86,Pharmacy,0.958400786308,Pharmacy,0.999857855642,Pharmacy,3,1,1,1,0.939419547317,30_mg,used,dispensed,capsule
358,2067,NITRIC OXIDE  EACH HOUR,nitric oxide each hour,Plan Benefit,RETROSPECTIVE,2016-07-12,oxide,hour,nitric,,Plan Benefit,1.0,Plan Benefit,0.904975859518,Plan Benefit,0.999997530394,Plan Benefit,3,1,1,1,0.968324463304,oxide,hour,nitric,
359,4967,HB GA NURSE RECOVERY 1ST 15 MIN,general_admission nurse recovery 1st 15_minutes,OR / Anesthesia / Recovery Room,RETROSPECTIVE,2016-07-13,min,1st,,,OR / Anesthesia / Recovery Room,0.75,OR / Anesthesia / Recovery Room,0.472439802481,OR / Anesthesia / Recovery Room,0.647828201653,OR / Anesthesia / Recovery Room,3,1,1,1,0.623422668044,15_minutes,1st,,
360,3801,HC INTRA-CATHETER,intra catheter,Supply,RETROSPECTIVE,2016-07-12,catheter,intra,,,Supply,0.86,Supply,0.795944822928,Supply,0.961735228578,Supply,3,1,1,1,0.872560017169,catheter,intra,,
361,2549,CIDOFOVIR INJ 75MG/1ML 5ML,cidofovir injection 75_mg/1_ml 5_ml,Pharmacy,RETROSPECTIVE,2016-07-12,cidofovir,injection,5_ml,75_mg/1_ml,Pharmacy,0.71,Pharmacy,0.956703308587,Pharmacy,0.999763534693,Pharmacy,3,1,1,1,0.888822281093,cidofovir,inj,5_ml,75_mg/1_ml
362,6764,HCHG VENTILATOR FIRST DAY,ventilator first day,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,ventilator,day,first,,Respiratory Therapy,0.86,Respiratory Therapy,0.634878244252,Respiratory Therapy,0.994997155682,Respiratory Therapy,3,1,1,1,0.829958466645,ventilator,day,first,
363,5839,NORM SALIN 1000ML IV,normal_saline 1000_ml intravenous,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-13,saline,intravenous,1000_ml,normal,Pharmacy,0.74,Diluent / Flush / Irrigant,0.779607665128,Diluent / Flush / Irrigant,0.978432138965,Diluent / Flush / Irrigant,2,0,1,1,0.586013268031,iv,1000_ml,normal_saline,
364,3767,MORPHINE 2 MG/ML SYRG,morphine 2_mg/ml syringe,Pharmacy,RETROSPECTIVE,2016-07-12,2_mg/ml,syrg,morphine,,Pharmacy,0.89,Pharmacy,0.960471570558,Pharmacy,0.999440586909,Pharmacy,3,1,1,1,0.949970719156,syrg,2_mg/ml,morphine,
365,223,NS (0.9% NACL) IV SOLUTION,normal_saline 0.9% sodium_chloride intravenous solution,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,NaCl,solution,intravenous,NS,Diluent / Flush / Irrigant,0.75,Diluent / Flush / Irrigant,0.894607578666,Diluent / Flush / Irrigant,0.998927269138,Diluent / Flush / Irrigant,3,1,1,1,0.881178282601,sodium_chloride,solution,iv,ns
366,5963,TACROLIMUS (FK506B),tacrolimus fk506b,Pharmacy,RETROSPECTIVE,2016-07-13,fk506b,tacrolimus,,,Laboratory,0.66,Pharmacy,0.784632131404,Pharmacy,0.738492830442,Pharmacy,2,0,1,1,0.507708320615,fk506b,tacrolimus,,
367,2871,PULMONARY SERVICE/PROCEDURE,pulmonary service/procedure,Respiratory Therapy,RETROSPECTIVE,2016-07-12,pulmonary,service,procedure,,Monitoring,0.74,Respiratory Therapy,0.539730019161,Respiratory Therapy,0.99122691126,Respiratory Therapy,2,0,1,1,0.510318976807,pulmonary,procedure,service,
368,1652,PACK CUSTOM ANGIO/IR,pack custom angiogram/interventional radiology,Supply,ONLINE,2016-08-29,custom,angiogram,ir,pack,Supply,0.72,Supply,0.403201589753,Supply,0.639835234374,Supply,3,1,1,1,0.587678941376,custom,angiogram,pack,
369,4011,FUROSEMIDE 80 MG TABS,furosemide 80_mg tablets,Pharmacy,RETROSPECTIVE,2016-07-12,80_mg,furosemide,tabs,,Pharmacy,0.96,Pharmacy,0.944832075764,Pharmacy,0.999357307368,Pharmacy,3,1,1,1,0.968063127711,80_mg,furosemide,tabs,
370,3032,HEEL WARMER,heel warmer,Supply,RETROSPECTIVE,2016-07-12,warmer,heel,,,Diluent / Flush / Irrigant,0.74,Supply,0.435645720287,Supply,0.595095879893,Supply,2,0,1,1,0.343580533394,warmer,heel,,
371,4658,INJ IVP EA ADDL SEQ NEW DRUG,injection intravenous push each additional sequential new drug,Nursing Services,RETROSPECTIVE,2016-07-13,injection,additional,drug,,Nursing Services,0.79,Nursing Services,0.657734971167,Nursing Services,0.85429649835,Nursing Services,3,1,1,1,0.767343823172,push,inj,intravenous,drug
372,1914,BETA-2 MICROGLOBULIN,beta 2 microglobulin,Laboratory,ONLINE,2016-09-16,microglobulin,beta,,,Laboratory,0.72,Laboratory,0.799696177766,Laboratory,0.986612891233,Laboratory,3,1,1,1,0.835436356333,microglobulin,beta,,
373,1132,PROMETHAZINE 25 MG INJECTION,promethazine 25_mg injection,Pharmacy,ONLINE,2016-09-16,promethazine,injection,25_mg,,Pharmacy,0.84,Pharmacy,0.935513375203,Pharmacy,0.978571140558,Pharmacy,3,1,1,1,0.91802817192,promethazine,injection,25_mg,
374,2138,86400892-HB CBC WITHOUT DIFFERENTIAL,hemoglobin complete_blood_count without differential,Laboratory,RETROSPECTIVE,2016-07-12,CBC,without,differential,,Laboratory,0.82,Laboratory,0.943041431595,Laboratory,0.999704432559,Laboratory,3,1,1,1,0.920915288051,hemoglobin,cbc,without,differential
375,5116,12155022 - DOCUSATE SODIUM 150MG/15ML,docusate sodium 150_mg/15_ml,Pharmacy,RETROSPECTIVE,2016-07-13,150_mg/15_ml,docusate,sodium,,Pharmacy,0.83,Pharmacy,0.896155728814,Pharmacy,0.99905194939,Pharmacy,3,1,1,1,0.908402559401,150_mg/15_ml,docusate,sodium,
376,5645,HB ESR-AUTO,erythrocyte_sedimentation_rate automated,Laboratory,RETROSPECTIVE,2016-07-13,erythrocyte_sedimentation_rate,automated,,,Blood Products,0.78,Laboratory,0.890664003242,Laboratory,0.993399094945,Laboratory,2,0,1,1,0.628021032729,erythrocyte_sedimentation_rate,automated,,
377,1679,TAXUS DRG ELT ST H749,taxus drug eluting stent h749,Implant,ONLINE,2016-08-29,sterile,drg,,,Radiology,0.67,Pharmacy,0.572500440886,Laboratory,0.405719035647,Radiology,1,1,0,0,0.223333333333,drg,,,
378,2671,PREMASOL 10% 1L BY ML,premasol 10% 1l by ml,Pharmacy,RETROSPECTIVE,2016-07-12,ml,bay,premasol,1l,Pharmacy,1.0,Pharmacy,0.963728657567,Pharmacy,0.995288640057,Pharmacy,3,1,1,1,0.986339099208,ml,1l,premasol,10%
379,467,GUIDEWIRE AMPLATZ EX-STF CRV.032X180X3,guidewire amplatzer ex stf crv.032x180x3,Supply,ONLINE,2016-09-16,ex,guidewire,,,Supply,0.75,Supply,0.8301334522,Supply,0.994817411148,Supply,3,1,1,1,0.85831695445,ex,guidewire,,
380,4017,HC CATH TRAY ONLY,catheter tray only,Supply,RETROSPECTIVE,2016-07-12,cath,tray, ,,Radiology,0.75,Supply,0.900863084015,Supply,0.998630816914,Supply,2,0,1,1,0.633164633643,cath,tray,,
381,3899,XR CHEST SNG VW PORTABLE,x-ray chest single view portable,Radiology,RETROSPECTIVE,2016-07-12,xr,sang,chest,portable,Radiology,0.82,Radiology,0.901984327391,Radiology,0.999950841838,Radiology,3,1,1,1,0.907311723076,portable,chest,single,view
382,6561,D5% 500ML D5/ WATER 500 ML BAG,d5% 500 ml d5/water 500 ml bag,Diluent / Flush / Irrigant,ONLINE,2016-10-12,bag,500_ml,,,Diluent / Flush / Irrigant,0.94,Diluent / Flush / Irrigant,0.582790244686,Pharmacy,0.580923353107,Diluent / Flush / Irrigant,2,1,1,0,0.507596748229,ml,bag,,
383,4316,06600001 - POC BS GLUCOSE 4W ICU (GS),point_of_care blood_sugar glucose 4w intensive_care_unit general surgery,Monitoring,RETROSPECTIVE,2016-07-13,point_of_care,intensive_care_unit,glucose,,Monitoring,0.87,Monitoring,0.897193826778,Monitoring,0.997596511418,Monitoring,3,1,1,1,0.921596779399,icu,bs,general,surgery
384,746,HCHG SUGARS MULTIPLE QUANT HCHG SUGARS MULTIPLE QUANT,sugars multiple quantitative,Laboratory,ONLINE,2016-09-16,quant,multiple,,,Respiratory Therapy,0.7,Laboratory,0.921569615833,Laboratory,0.994611067938,Laboratory,2,0,1,1,0.638726894591,quant,sugars,multiple,
385,3263,HC CAPILLARY BLOOD SUGAR TEST,capillary blood sugar test,Monitoring,RETROSPECTIVE,2016-07-12,test,capillary,blood,sugar,Monitoring,0.96,Laboratory,0.549585157712,Monitoring,0.530796506261,Monitoring,2,1,0,1,0.496932168754,test,capillary,blood,sugar
386,5692,HB SENSOR NEURO NEUROPEN 15.5DF L,sensor neurology neuropen 15.5df l,Supply,RETROSPECTIVE,2016-07-13,sensor,,,,PT / OT / Speech Therapy,0.68,Supply,0.613524055493,Supply,0.950608181185,Supply,2,0,1,1,0.521377412226,sensor,,,
387,4053,WARFARIN 7.5 MG TABS,warfarin 7.5_mg tablets,Pharmacy,RETROSPECTIVE,2016-07-12,tabs,warfarin,7.5_mg,,Pharmacy,0.96,Pharmacy,0.937803399671,Pharmacy,0.999392760084,Pharmacy,3,1,1,1,0.965732053252,tabs,warfarin,7.5_mg,
388,6217,DRAPE HALF SHEET,drape half sheet,Supply,ONLINE,2016-09-16,drape,sheet,half,,Supply,0.79,Supply,0.808044291498,Supply,0.98149247117,Supply,3,1,1,1,0.859845587556,drape,sheet,half,
389,2661,PANTO INJ,pantoprazole injection,Pharmacy,RETROSPECTIVE,2016-07-12,injection,pantoprazole,,,Pharmacy,0.79,Pharmacy,0.877064341621,Pharmacy,0.758649092491,Pharmacy,3,1,1,1,0.808571144704,inj,pantoprazole,,
390,902,MAGNESIUM SULFATE PER 500 MG,magnesium sulfate per 500_mg,Pharmacy,ONLINE,2016-09-16,500_mg,magnesium,per,sulfate,Pharmacy,0.96,Pharmacy,0.904340794769,Pharmacy,0.999331813809,Pharmacy,3,1,1,1,0.954557536193,500_mg,magnesium,per,sulfate
391,5121,12432212 - BASE FLUID *QS* INJ,base fluid quantity_sufficient injection,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-13,injection,base,fluid,quantity_sufficient,Pharmacy,0.66,OR / Anesthesia / Recovery Room,0.29481014419,OR / Anesthesia / Recovery Room,0.633584218692,OR / Anesthesia / Recovery Room,2,0,1,1,0.309464787627,inj,base,fluid,quantity_sufficient
392,1056,PBDS PEDS MAJOR,pbds pediatrics major,Supply,ONLINE,2016-09-16,pbds,major,peds,,Supply,0.9,Laboratory,0.381945995538,Laboratory,0.906749659846,Laboratory,2,0,1,1,0.429565218461,pbds,major,peds,
393,1256,SOL NACL 0.9PCT 500ML BG LF,solution sodium_chloride 0.9pct 500_ml bag line_flush,Diluent / Flush / Irrigant,ONLINE,2016-09-16,500_ml,bg,sol,nacl,Diluent / Flush / Irrigant,0.97,Diluent / Flush / Irrigant,0.907642469377,Diluent / Flush / Irrigant,0.996694384825,Diluent / Flush / Irrigant,3,1,1,1,0.958112284734,500_ml,bag,sol,nacl
394,814,INTRODUCER FAST CATH 0.38 HEMO 9FRX12CM,introducer fast catheter 0.38 hemo 9frx12cm,Supply,ONLINE,2016-09-16,cath,introducer,fast,,Supply,0.79,Supply,0.797895496825,Supply,0.935086969878,Supply,3,1,1,1,0.840994155568,cath,introducer,,
395,3832,FUROSEMIDE ORAL SOLN 10MG/ 1ML,furosemide oral solution 10_mg/1_ml,Pharmacy,RETROSPECTIVE,2016-07-12,10_mg/1_ml,furosemide,oral,soln,Pharmacy,0.86,Pharmacy,0.959696349999,Pharmacy,0.999652328341,Pharmacy,3,1,1,1,0.93978289278,10_mg/1_ml,furosemide,oral,soln
396,2659,OXYCODONE - ACETAMINOPHEN,oxycodone acetaminophen,Pharmacy,RETROSPECTIVE,2016-07-12,oxycodone,acetaminophen,,,Pharmacy,0.9,Pharmacy,0.932270169299,Pharmacy,0.996897026896,Pharmacy,3,1,1,1,0.943055732065,oxycodone,acetaminophen,,
397,1653,PAD DEFIB ADULT STAT-,pad defibrillator adult stat,Supply,ONLINE,2016-08-29,stat,pad,defib,adult,Supply,0.7,Supply,0.816835795408,Supply,0.910097804665,Supply,3,1,1,1,0.808977866691,stat,defibrillator,pad,adult
398,2725,NICU ACUITY IV,neonatal_intensive_care_unit acuity intravenous,Room and Board,RETROSPECTIVE,2016-07-12,intravenous,NICU,acuity,,Room and Board,0.92,Room and Board,0.50383839826,Room and Board,0.946494935552,Room and Board,3,1,1,1,0.790111111271,iv,nicu,acuity,
399,6883,RANITIDINE SYRUP 150 MG/10 ML RANITIDINE SYRUP 150 MG/10 ML UDC,ranitidine syrup 150 mg/10 ml ranitidine syrup 150 mg/10 ml udc,Pharmacy,ONLINE,2016-10-12,syrup,ranitidine,,,Pharmacy,0.74,Pharmacy,0.978937305055,Pharmacy,0.998118474316,Pharmacy,3,1,1,1,0.905685259791,ml,syrup,ranitidine,udc
400,2150,C POTASSIUM ADD-ON,potassium additional on,Laboratory,RETROSPECTIVE,2016-07-12,potassium,add,,,Laboratory,0.86,Laboratory,0.677174832082,Laboratory,0.959974418544,Laboratory,3,1,1,1,0.832383083542,potassium,additional,,
401,339,STERILE WATER FOR INJECTION 10,sterile water for injection 10,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,water,injection,sterile,,Diluent / Flush / Irrigant,0.93,Diluent / Flush / Irrigant,0.705798798803,Diluent / Flush / Irrigant,0.934476130092,Diluent / Flush / Irrigant,3,1,1,1,0.856758309631,water,injection,sterile,
402,4906,ICU; ROOM 2009/IC,intensive_care_unit room 2009/intensive_care,Room and Board,ONLINE,2016-08-24,2009/icar,intensive_care_unit,room,,Room and Board,0.95,Room and Board,0.836292733716,Room and Board,0.999770621871,Room and Board,3,1,1,1,0.928687785195,intensive_care_unit,room,2009/intensive_care,
403,3027,HC SUPPLY CHARGE NICU,supply charge neonatal_intensive_care_unit,Supply,RETROSPECTIVE,2016-07-12,charge,NICU,supply,,Supply,0.82,Supply,0.564893507322,Supply,0.939227202046,Supply,3,1,1,1,0.774706903123,charge,nicu,supply,
404,468,GUIDEWIRE PTFE FC J ARGON .032INX150CM,guidewire ptfe fc j argon 0.032inx150cm,Supply,ONLINE,2016-09-16,fc,guidewire,,,Supply,0.79,Supply,0.815411476,Supply,0.989704667965,Supply,3,1,1,1,0.865038714655,guidewire,,,
405,237,NS 50ML IV BAG,normal_saline 50_ml intravenous bag,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,50_ml,bag,intravenous,NS,Diluent / Flush / Irrigant,0.85,Diluent / Flush / Irrigant,0.819282958302,Diluent / Flush / Irrigant,0.996826572082,Diluent / Flush / Irrigant,3,1,1,1,0.888703176794,50_ml,bag,iv,ns
406,3430,US NEO HEAD,ultrasound neonatal head,Radiology,RETROSPECTIVE,2016-07-12,neo,head,us,,Radiology,0.83,Radiology,0.701832634522,Radiology,0.84961551953,Radiology,3,1,1,1,0.793816051351,neonatal,us,head,
407,4294,TENSOR 6 IN X-LENGTH,tensor 6 in x length,Supply,RETROSPECTIVE,2016-07-12,x,length,tensor,,Diluent / Flush / Irrigant,0.71,Laboratory,0.590024446493,Laboratory,0.721553942036,Laboratory,2,0,1,1,0.437192796177,x,length,tensor,
408,5824,MORPHINE SULFATE 10 MG INJ,morphine_sulfate 10_mg injection,Pharmacy,RETROSPECTIVE,2016-07-13,injection,morphine,sulfate,10_mg,Pharmacy,0.95,Pharmacy,0.956091936649,Pharmacy,0.999481037216,Pharmacy,3,1,1,1,0.968524324622,inj,morphine_sulfate,10_mg,
409,2698,ZINC SULFATE 220MG CAPS,zinc sulfate 220_mg capsule,Pharmacy,RETROSPECTIVE,2016-07-12,caps,sulfate,zinc,220_mg,Pharmacy,0.76,Pharmacy,0.948334559638,Pharmacy,0.99996734347,Pharmacy,3,1,1,1,0.902767301036,capsule,sulfate,zinc,220_mg
410,4415,64966000 - URINE CX W/PRESUMP ID,urine culture with presumptive id,Laboratory,RETROSPECTIVE,2016-07-13,presumptive,64966000_urine,id,cervix_or_complaint_of,Laboratory,0.73,Laboratory,0.94193485931,Laboratory,0.998861539673,Laboratory,3,1,1,1,0.890265466328,culture,urine,id,presumptive
411,2519,ALBUTEROL 2.5 MG/0.5 ML,albuterol 2.5_mg/0.5_ml,Pharmacy,RETROSPECTIVE,2016-07-12,albuterol,2.5mg/0.5ml,,,Pharmacy,0.89,Pharmacy,0.966622535451,Pharmacy,0.999875996334,Pharmacy,3,1,1,1,0.952166177262,albuterol,2.5_mg/0.5_ml,,
412,4659,INJ IVP. INITIAL DRUGS/SUB,injection intravenous push initial drugs/subsequent,Nursing Services,RETROSPECTIVE,2016-07-13,injection,initial,sub,,Nursing Services,0.69,Nursing Services,0.694938584724,Nursing Services,0.993019181705,Nursing Services,3,1,1,1,0.79265258881,push,subsequent,inj,initial
413,3481,POTASSIUM ISTAT,potassium istat,Monitoring,RETROSPECTIVE,2016-07-12,potassium,istat,,,Laboratory,0.83,Laboratory,0.353709086256,Monitoring,0.744355533206,Laboratory,2,1,1,0,0.394569695419,potassium,istat,,
414,3922,OT BASE CHARGE,occupational_therapy base charge,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-12,charge,base,ot,,OR / Anesthesia / Recovery Room,0.94,PT / OT / Speech Therapy,0.700040870446,PT / OT / Speech Therapy,0.99817570384,PT / OT / Speech Therapy,2,0,1,1,0.566072191429,charge,base,ot,
415,2455,OXIMETRY CONTINUOUS  1-24 HOURS,oximetry continuous 1 24 hours,Monitoring,RETROSPECTIVE,2016-07-12,hours,continuous,oximetry,,Monitoring,0.83,Monitoring,0.757980470807,Monitoring,0.771065581678,Monitoring,3,1,1,1,0.786348684162,hours,continuous,oximetry,
416,2081,NITRIC OXIDE TH,nitric oxide th,Plan Benefit,RETROSPECTIVE,2016-07-12,oxide,th,nitric,,Plan Benefit,0.95,Plan Benefit,0.788900230229,Plan Benefit,0.998662749859,Plan Benefit,3,1,1,1,0.912520993363,oxide,th,nitric,
417,6188,DISP: 0.500 ML; 400 UNIT/ML; USED NDC QTY: 1.000 PCK OF 50.000 ML DROP BTL CHOLECALCIFEROL (VITAMIN D3) 400 UNIT/ML ORAL DROPS,dispensed 0.500_ml 400_units/ml_used ndc quantity 1 pack of 50.000_ml drop bottle cholecalciferol vitamin d3 400_units/ml oral drops,Pharmacy,ONLINE,2016-09-16,drops,cholecalciferol,ndc,drop,Pharmacy,0.79,Pharmacy,0.969966613143,Pharmacy,0.999958965746,Pharmacy,3,1,1,1,0.919975192963,drops,drop,cholecalciferol,vitamin
418,1798,PM-DEXTROSE 10% W/HEPARIN 1UNIT/ML,between_noon_and_midnight dextrose 10% with heparin 1_unit/ml,Pharmacy,ONLINE,2016-09-01,heparin,dextrose,,,Diluent / Flush / Irrigant,0.79,Pharmacy,0.507340304157,Pharmacy,0.781829253976,Pharmacy,2,0,1,1,0.429723186045,heparin,dextrose,,
419,346,STERILE WATER SOLP 1 000 ML BAG,sterile water solution 1 000_ml bag,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,water,bag,000_ml,sterile,Diluent / Flush / Irrigant,0.95,Diluent / Flush / Irrigant,0.847218836033,Diluent / Flush / Irrigant,0.991423430871,Diluent / Flush / Irrigant,3,1,1,1,0.929547422301,water,bag,000_ml,sterile
420,570,HC HEPATITIS B CORE AB TOTAL,hepatitis b core ab total,Laboratory,ONLINE,2016-09-16,total,hepatitis,,,Laboratory,0.82,Laboratory,0.664102361196,Laboratory,0.946466287984,Laboratory,3,1,1,1,0.810189549726,total,hepatitis,,
421,2569,ESOMEPRAZOLE,esomeprazole,Pharmacy,RETROSPECTIVE,2016-07-12,esomeprazole,,,,Pharmacy,0.88,Pharmacy,0.800092741469,Pharmacy,0.407409894171,Pharmacy,3,1,1,1,0.69583421188,esomeprazole,,,
422,125,HB STERILE WATER FOR INJ 1L,sterile water for injection 1l,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,water,injection,sterile,1l,Diluent / Flush / Irrigant,0.91,Diluent / Flush / Irrigant,0.783268993423,Diluent / Flush / Irrigant,0.981277164692,Diluent / Flush / Irrigant,3,1,1,1,0.891515386038,water,inj,sterile,1l
