Id,Original Description,Normalized Description,Charge Class,FLAG,CREATE_DT,FTR1,FTR2,FTR3,FTR4
2035,CHLOROTHIAZIDE 250 MG TAB 100 EACH BOTTLE,chlorothiazide 250_mg tablet 100 each bottle,Pharmacy,ONLINE,2016-09-16,chlorothiazide,250_mg,bottle,tab
5064,*CBC W AUTO DIFF,complete_blood_count with automated differential,Laboratory,RETROSPECTIVE,2016-07-13,complete_blood_count,differential,automated,
1136,PROPOFOL 200MG/20ML INJ,propofol 200_mg/20_ml injection,Pharmacy,ONLINE,2016-09-16,inj,propofol,200_mg/20_ml,
3183,UNDERPAD  SMALL CHUX,underpad small chux,Supply,RETROSPECTIVE,2016-07-12,small,underpad,chux,
6900,SODIUM POC ACUTE PANEL V,sodium poc acute panel v,Laboratory,ONLINE,2016-10-12,acute,panel,poc,sodium
4153,HC ASPIRATION CATHETER,aspiration catheter,Supply,RETROSPECTIVE,2016-07-12,aspiration,catheter, ,
4054,WARFARIN 5 MG TABS,warfarin 5_mg tablets,Pharmacy,RETROSPECTIVE,2016-07-12,5_mg,warfarin,tabs,
4109,COIL DETACHABLE ULTRA TARGET 360 4X10,coil detachable ultra target 360 4x10,Implant,RETROSPECTIVE,2016-07-12,coil,detachable,target,
1239,SODIUM CHLORIDE 4 MEQ/ML SOLP,sodium_chloride 4_meq/ml solution,Pharmacy,ONLINE,2016-09-16,chloride,solution,4_meq/ml,sodium
5646,HB ESTRADIOL SERUM,estradiol serum,Laboratory,RETROSPECTIVE,2016-07-13,serum,estradiol,,
62,PUMP INFUSION (GLBL),pump infusion glbl,Capital Equipment,RETROSPECTIVE,2016-07-12,pump,glbl,infusion,
1295,SWALLOW EVALUATION PER 15 MIN,swallow evaluation per 15_minutes,PT / OT / Speech Therapy,ONLINE,2016-09-16,min,swallow,evaluation,per
6258,EXHALED CO2 DLY,exhaled carbon_dioxide daily,Monitoring,ONLINE,2016-09-16,co2,dly,exhaled,
5849,OT EVAL INTERMEDIATE,occupational_therapy evaluation intermediate,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,evaluation,intermediate,occupational_therapy,
5090,11065262 - INFUSION  ALBUMIN 25% 50 ML,infusion albumin 25% 50_ml,Pharmacy,RETROSPECTIVE,2016-07-13,50_ml,albumin,infusion,25%
2008,CATHETER CARDIAC,catheter cardiac,Supply,ONLINE,2016-09-16,cardiac,catheter,,
478,H INFADENT,infa_dent,Supply,ONLINE,2016-09-16,infadent,,,
6073,COMPREHENSIVE MET,comprehensive metabolic,Laboratory,ONLINE,2016-09-16,comprehensive,metabolic,,
2011,CEFAZOLIN 100 MG/ML SOLR 1 EACH VIAL,cefazolin 100_mg/ml solution 1 each vial,Pharmacy,ONLINE,2016-09-16,vial,100_mg/ml,cefazolin,solution
707,HCHG EKG ROUTINE TRACING ONLY HCHG EKG ROUTINE TRACING ONLY,electrocardiogram routine tracing only,Cardiology,ONLINE,2016-09-16,ekg,routine,,
3724,DXTRSE 5%/WATER PER 500ML,dextrose 5%/water per 500_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,dextrose,per,5%/water,500_ml
231,NS 250 ML,normal_saline 250_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,250_ml,NS,,
668,HC THYROID STIMULATING HORMONE,thyroid stimulating hormone,Laboratory,ONLINE,2016-09-16,thyroid,hormone,stimulating,
1638,MAGNESIUM SO4 PRE 2GM,magnesium sulfate pre 2_gm,Pharmacy,ONLINE,2016-08-29,pre,2_gm,magnesium,so4
5476,BUPROPION SR 150 MGTB12,bupropion slow_release 150_mgtb12,Pharmacy,RETROSPECTIVE,2016-07-13,150_mgtb12,sr,bupropion,
1602,CBC NO DIFFERENTIAL,complete_blood_count no differential,Laboratory,ONLINE,2016-08-29,cbc,differential,no,
5308,65206000 - PARTIAL THROMBOPLAST TIME PTT,partial thromboplastin time partial_prothrombaplastin_time,Laboratory,RETROSPECTIVE,2016-07-13,partial,partial_prothrombaplastin_time,thromboplastin,time
1389,US GUID VASC ACCESS,ultrasound guide vascular access,Radiology,ONLINE,2016-09-16,access,us,guide,vascular
1727,SOD BICARBONATE 8.4% 50 ML SYR,sodium_bicarbonate 8.4% 50_ml syringe,Pharmacy,ONLINE,2016-08-30,50_ml,syr,sodium,
5149,13256042 - LACTULOSE 20GM/30ML,lactulose 20_gm/30_ml,Pharmacy,RETROSPECTIVE,2016-07-13,20_gm/30_ml,lactulose,,
681,HC VENT MGMT INPT/OBS INIT DAY,ventilator management inpatient/observation initial day,Respiratory Therapy,ONLINE,2016-09-16,ventilator,inpatient,mgmt,day
4423,66001000 - UA AUTO W/O MICROSCOPIC,urinalysis automated without microscopic,Laboratory,RETROSPECTIVE,2016-07-13,without,66001000_ua,microscopic,automated
5690,HB SENNOSIDES 15 MG PO CHEW,sennosides 15_mg by_mouth chew,Pharmacy,RETROSPECTIVE,2016-07-13,chew,po,15_mg,sennosides
6538,CHEST 1V,chest one view,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,chest,1v,,
3865,NEBULIZER-ULTRASONIC TREATMENT,nebulizer ultrasonic treatment,Respiratory Therapy,RETROSPECTIVE,2016-07-12,ultrasonic,nebulizer,treatment,
3091,RESUSCITATOR  INFANT,resuscitator infant,Supply,RETROSPECTIVE,2016-07-12,infant,resuscitator,,
3497,LABETALOL 20MG/4ML,labetalol 20_mg/4_ml,Pharmacy,RETROSPECTIVE,2016-07-12,labetalol,20_mg/4_ml,,
4005,DIPHENHYDRAMINE 50MG/ML INJ,diphenhydramine 50_mg/ml injection,Pharmacy,RETROSPECTIVE,2016-07-12,diphenhydramine,inj,50_mg/ml,
597,HC IV INF THER INIT 1ST HR,intravenous_infusion therapy initial 1st hour,Nursing Services,ONLINE,2016-09-16,hr,initial,inf,ther
2573,FERROUS SULFATE 75 (15 FE) WCH00-0007-57,ferrous sulfate 75 15 fe wch00 7 57,Pharmacy,RETROSPECTIVE,2016-07-12,wch00,ferrous,sulfate,
3633,HYDROMORPHONE PF 2 MG/ML SOLN,hydromorphone partial_fill 2_mg/ml solution,Pharmacy,RETROSPECTIVE,2016-07-12,hydromorphone,2_mg/ml,soln,pf
2983,GLYCERIN SUPP INFANT,glycerin suppository infant,Supply,RETROSPECTIVE,2016-07-12,suppository,glycerin,infant,
1447,CALCIUM CHLORIDE SYRG,calcium chloride syringe,Pharmacy,ONLINE,2016-09-19,syrg,calcium,chloride,
5836,NEW EVAL 15 MIN PT,new evaluation 15_minutes physical_therapy,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,new,evaluation,minutes,physical_therapy
4357,2D ECHO W/DOPPLER + COLOR FW,2D echocardiogram with doppler and color flow,Radiology,RETROSPECTIVE,2016-07-13,color,echocardiogram,doppler,fw
4590,DIPHENHYDRAMI25MG CP,diphenhydramine 25_mg capsule,Pharmacy,RETROSPECTIVE,2016-07-13,cpap,diphenhydrami25_mg,,
4249,HC COR MI SUB TOT BMS THR OTHR,coronary minutes sub total bms through other,Radiology,RETROSPECTIVE,2016-07-12,therapy,total,mi,
3530,SENNA 8 6 MG TABS,senna 8 6_mg tablets,Pharmacy,RETROSPECTIVE,2016-07-12,tabs,senna,6_mg,
4712,ONDANS HCL 1MG-2MG/ML 2ML INJ,ondansetron hydrochloride 1_mg 2_mg/ml 2_ml injection,Pharmacy,RETROSPECTIVE,2016-07-13,1_mg,2_ml,injection,hcl
4257,HC POCT ACTIVATD CLOTTING TIME,point_of_care_testing activated clotting time,Laboratory,RETROSPECTIVE,2016-07-12,clotting,poct,activated,
3598,JANTOVEN 2 MG TABLET,jantoven 2_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-12,2_mg,jantoven,tablet,
2592,HYDRALAZINE 20MG,hydralazine 20_mg,Pharmacy,RETROSPECTIVE,2016-07-12,20_mg,hydralazine,,
162,HEPARIN FLUSH 100UNITS/ML INJ,heparin flush 100_units/ml injection,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,heparin,injection,100_units/ml,flush
3390,HEPARIN (PORCINE) 25 000 U,heparin porcine 25 000_units,Pharmacy,RETROSPECTIVE,2016-07-12,heparin,000_units,porcine,
1345,TRAY EPIDURAL,tray epidural,Supply,ONLINE,2016-09-16,tray,epidural,,
5760,KETOROLAC 15MG INJ,ketorolac 15_mg injection,Pharmacy,RETROSPECTIVE,2016-07-13,injection,15_mg,ketorolac,
5936,SODIUM CHLOR 4 MEQ/ML INJ,sodium_chloride 4_meq/ml injection,Pharmacy,RETROSPECTIVE,2016-07-13,injection,chloride,4_meq/ml,sodium
3161,TRANSPAC MONITORING KIT INFAN,transpac monitoring kit infant,Supply,RETROSPECTIVE,2016-07-12,infant,monitoring,transpac,kit
5457,BACITRACIN 50 000 UNIT RECON SOLN,bacitracin 50 000_units recon solution,Pharmacy,RETROSPECTIVE,2016-07-13,recon,bacitracin,000_units,solution
972,NIFEDIPINE 10 MG CAPS,nifedipine 10_mg capsule,Pharmacy,ONLINE,2016-09-16,nifedipine,capsule,10_mg,
2390,HB OXIMETRY CONTINUOUS OVERNIGHT,oximetry continuous overnight,Monitoring,RETROSPECTIVE,2016-07-12,continuous,oximetry,overnight,
2021,CELL CNT BODY FLU,cell count body fluids,Laboratory,ONLINE,2016-09-16,cell,body,cnt,flu
1853,ALVIMOPAN 12 MG CAP,alvimopan 12_mg capsule,Pharmacy,ONLINE,2016-09-16,12_mg,capsule,alvimopan,
5367,83900000 - SPEECH TREATMENT ATTEMPT,speech treatment attempt,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,attempt,speech,treatment,
3664,HB CHEST SINGLE VIEW FRONT,chest single view front,Radiology,RETROSPECTIVE,2016-07-12,front,chest,single,view
2956,DRSG TRANPAR,dressing transparent,Supply,RETROSPECTIVE,2016-07-12,transparent,dressing,,
5830,MYCOPHENOLATE SOD 360 MG T,mycophenolate sodium 360_mg tab,Pharmacy,RETROSPECTIVE,2016-07-13,mycophenolate,tab,360_mg,sodium
5517,CLOPIDOGREL 75 MG TABLET,clopidogrel 75_mg tablet,Pharmacy,RETROSPECTIVE,2016-07-13,75_mg,clopidogrel,tablet,
4240,BASIC OR SERVICES,basic operation_room services,OR / Anesthesia / Recovery Room,RETROSPECTIVE,2016-07-12,services,or,basic,
5054,THERAPEUTIC PROC 1+ AREAS 15M,therapeutic procedure 1 or more areas 15minute,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,areas,15m,procedure,therapeutic
591,HC IRON BINDING CAPACITY TOTAL,iron binding capacity total,Laboratory,ONLINE,2016-09-16,capacity,total,binding,iron
3927,HCHG PTT,partial_prothrombaplastin_time,Laboratory,RETROSPECTIVE,2016-07-12,ptt,,,
1812,10FR DILATOR,10fr dilator,Supply,ONLINE,2016-09-16,10fr,dilator,,
4860,UREA NITROGEN  URINE OR FLD,urea nitrogen urine or fluid,Laboratory,RETROSPECTIVE,2016-07-13,operation_room,,,
5693,HB SKULL (1-3 VIEWS),skull 1 3 views,Radiology,RETROSPECTIVE,2016-07-13,skull,views,,
5673,HB NEOSTIGMINE 1MG/ML VIAL,neostigmine 1_mg/ml vial,Pharmacy,RETROSPECTIVE,2016-07-13,vial,neostigmine,1_mg/ml,
6435,PHOSPHORUS T1 PHOSPHORUS,phosphorus t1 phosphorus,Laboratory,ONLINE,2016-10-12,t1,phosphorus,,
5932,SOCK STUMP 18X6X5,sock stump 18x6x5,Supply,RETROSPECTIVE,2016-07-13,stump,sock,18x6x5,
6878,PT FUNCTION ACTVT 15 MIN GP,part function actvt 15 min gp,PT / OT / Speech Therapy,ONLINE,2016-10-12,function,,,
2708,NICOTINE PATCHNONLEGEN,nicotine patchnonlegen,Plan Benefit,RETROSPECTIVE,2016-07-12,patchnonlegen,nicotine,,
4884,CKMB,creatine_kinase_myocardium,Laboratory,ONLINE,2016-08-24,ckmb,,,
3812,HC LACTATE/LACTIC ACID,lactate/lactic acid,Laboratory,RETROSPECTIVE,2016-07-12,acid,lactate,lactic,
117,HB NORMAL SALINE 10ML VL (NACL0,normal saline 10_ml vial sodium chloride,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,saline,10_ml,sodium,normal
3370,WATER FOR INJ IV,water for injection intravenous,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,water,injection,intravenous,
1298,SYSTEM INTRO SS VALVED 7.0FRX13CM,system intro ss valved 7.0frx13cm,Supply,ONLINE,2016-09-16,system,,,
3372,IONIZED CALICUM,ionized calcium,Laboratory,RETROSPECTIVE,2016-07-12,calicum,ionized,,
5107,11625262 - INJ CEFEPIME PER 500MG MB+,injection cefepime per 500_mg mb and,Pharmacy,RETROSPECTIVE,2016-07-13,injection,cefepime,500_mg,per
2930,CANISTER SUCTION LINER-956,canister suction liner 956,Supply,RETROSPECTIVE,2016-07-12,suction,canister,liner,
572,HC HEPATITIS B SURFACE ANTIGEN,hepatitis b surface antigen,Laboratory,ONLINE,2016-09-16,antigen,b,surface,hepatitis
2300,17122771-HB OXIMETRY DAILY,hemoglobin oximetry daily,Monitoring,RETROSPECTIVE,2016-07-12,oximetry,daily,,
4302,AG DETECT NOS EIA MULTI STEP EACH,antigen detection not otherwise specified EIA multiple step each,Laboratory,RETROSPECTIVE,2016-07-13,Antigen,Detection,,
1306,TETRACAINE 0.5 % DROP 2 ML DROP BTL,tetracaine 0.5% drop 2_ml drop bottle,Pharmacy,ONLINE,2016-09-16,2_ml,drop,bottle,
3758,HEPARIN 100 UNIT/ML SOLN 10 ML VIAL,heparin 100_units/ml solution 10_ml vial,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,heparin,vial,10_ml,soln
3642,SODIUM CHLORIDE 3 % SOLUTION FOR NEBULIZATION,sodium chloride 3% solution for nebulization,Supply,RETROSPECTIVE,2016-07-12,chloride,solution,sodium,
1825,ACETAMINOPHEN 160 MG/5 ML SUSP 3.75 ML SYRINGE,acetaminophen 160_mg/5_ml suspension 3.75_ml syringe,Pharmacy,ONLINE,2016-09-16,syringe,susp,acetaminophen,
4642,GZE TYPE VII 4INX4IN 12-PLY ST,gauze type vii 4 inchesx4 inches 12 ply sterile,Supply,RETROSPECTIVE,2016-07-13,type,inches,strip,
2673,PROBENECID TAB 500MG,probenecid tablet 500_mg,Pharmacy,RETROSPECTIVE,2016-07-12,500_mg,probenecid,tablet,
4069,MULTIVITAMIN FE 0.5ML,multivitamin fe 0.5_ml,Pharmacy,RETROSPECTIVE,2016-07-12,0.5_ml,fe,multivitamin,
5093,11066252 - ALBUTEROL SULF 0.83MG/ML 3ML,albuterol sulfate 0.83_mg/ml 3_ml,Pharmacy,RETROSPECTIVE,2016-07-13,albuterol,sulfate,0.83_mg/ml,3_ml
4662,INSULIN 1 UNT INJ,insulin 1_unit injection,Pharmacy,RETROSPECTIVE,2016-07-13,injection,insulin,1_unt,
4549,CBC W-PLT AUTO COMPD,complete_blood_count with platelets automatically compounded,Laboratory,RETROSPECTIVE,2016-07-13,complete_blood_count,platelet,compd,automated
1008,OR SURGERY LEVEL 4,operating_room surgery level 4,OR / Anesthesia / Recovery Room,ONLINE,2016-09-16,surgery,level,or,
6930,XR ABDOMEN 1V,x ray abdomen 1v,Radiology,ONLINE,2016-10-12,xr,abdomen,1v,
1237,SODIUM CHLORIDE 3 % NEBU,sodium_chloride 3% nebulizer,Supply,ONLINE,2016-09-16,chloride,nebu,3%,sodium
5388,89298000 - PATIENT EDUC EA 15 MINUTES,patient education each 15_minutes,Education / Training,RETROSPECTIVE,2016-07-13,minutes,education,patient,
1712,POLYETHYLENE GLYCOL 17GM PWD P,polyethylene glycol 17_gm powder p,Pharmacy,ONLINE,2016-08-30,polyethylene,panel,glycol,17_gm
1820,ACETAMINOPHEN 10 MG/ML SOL,acetaminophen 10_mg/ml solution,Pharmacy,ONLINE,2016-09-16,sol,10_mg/ml,acetaminophen,
6404,HEMATOCRIT POC NICU ACUTE PANEL A,hematocrit poc nicu acute panel a,Laboratory,ONLINE,2016-10-06,acute,hematocrit,panel,
79,25000523-STERILE WATER SOLN,sterile water solution,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,water,sterile,solution,
1198,SET DILATOR,set dilator,Supply,ONLINE,2016-09-16,set,dilator,,
2981,GLYCERIN INFANT SUPPOSITORY,glycerin infant suppository,Supply,RETROSPECTIVE,2016-07-12,suppository,glycerin,infant,
1401,VANCOMYCIN PER 500 MG,vancomycin per 500_mg,Pharmacy,ONLINE,2016-09-16,500_mg,vancomycin,per,
2630,MELATONIN 3 MG TBDL,melatonin 3_mg tbdl,Pharmacy,RETROSPECTIVE,2016-07-12,melatonin,tbdl,3_mg,
4297,CYSTEINE (L-CYSTEINE) 50 MG/ML SOLN 50 ML EXTEMP,cysteine l cysteine 50_mg/ml solution 50_ml extemp,Pharmacy,RETROSPECTIVE,2016-07-12,50_ml,soln, ,
4891,DRESSING MEPILEX SAC,dressing mepilex sacrum,Supply,ONLINE,2016-08-24,sac,mepilex,dressing,
6098,CUL BACT AEROBIC ADDL METH,culture bacterial aerobic additional method,Laboratory,ONLINE,2016-09-16,aerobic,addl,,
3765,SODIUM CHL (QUAD) 4MEQ/1ML PED,sodium chloride quad 4_meq/1_ml pediatric,Pharmacy,RETROSPECTIVE,2016-07-12,chloride,ped,sodium,
5789,LORAZEPAM 2MG INJ,lorazepam 2_mg injection,Pharmacy,RETROSPECTIVE,2016-07-13,2_mg,lorazepam,injection,
6462,STERILE SUPPLY T2,sterile supply t2,Supply,ONLINE,2016-10-06,sterile,t2,supply,
6831,NACL 0.9% 250ML NACL 0.9% 250 ML BAG,nacl 0.9% 250 ml nacl 0.9% 250 ml bag,Diluent / Flush / Irrigant,ONLINE,2016-10-12,250_ml,nacl,bag,
6352,CALFACTANT VL 35MG/ML 3ML CALFACTANT 35 MG/ML 3 ML VIAL,calfactant vl 35 mg/ml 3 ml calfactant 35 mg/ml 3 ml vial,Pharmacy,ONLINE,2016-10-06,vial,3_ml,,
6049,VANCOMYCIN TROUGH,vancomycin trough,Laboratory,ONLINE,2016-10-06,vancomycin,trough,,
3792,GABAPENTIN 300 MG CAP 100,gabapentin 300_mg capillary 100,Pharmacy,RETROSPECTIVE,2016-07-12,cap,300_mg,gabapentin,
4876,WHEELCHAIR MANAGMNT,wheelchair management,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,wheelchair,management,,
4328,13255012 - LACTINEX-ACIDOPHILUS,lactinex acidophilus,Pharmacy,RETROSPECTIVE,2016-07-13,acidophilus,lactinex,,
444,GLUC QUAN BLD,glucose quantitative blood,Laboratory,ONLINE,2016-09-16,quan,bld,gluc,
5216,14985722 - SOD CHLORIDE FOR INHALATION 7%,sodium_chloride for inhalation 7%,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-13,7%,chloride,inhalation,sodium
542,HC CULT/COLONY COUNT QUANT URINE,culture/colony count quantitative urine,Laboratory,ONLINE,2016-09-16,count,culture,urine,quant
5124,12474072 - HYDROCERIN CREAM 113GM TOPICAL,hydrocerin cream 113_gm topical,Pharmacy,RETROSPECTIVE,2016-07-13,topical,hydrocerin,113_gm,cream
697,HCHG C-REACTIVE PROTEIN HCHG C-REACTIVE PROTEIN,c reactive protein,Laboratory,ONLINE,2016-09-16,reactive,protein,,
5382,86850000 - COGNITIVE/SENSE REED/15MIN(OT),cognitive/sense reed/15_minutes occupational_therapy,PT / OT / Speech Therapy,RETROSPECTIVE,2016-07-13,reed/15_minutes,occupational_therapy,cognitive,sense
6579,DRUG SCRN PRESM INSTRMNT T2 ACETAMINOPHEN,drug scrn presm instrument t2 acetaminophen,Laboratory,ONLINE,2016-10-12,instrument,drug,acetaminophen,
1584,VASOPRESSIN 20 UNIT/ML SOL,vasopressin 20_units/ml solution,Pharmacy,ONLINE,2016-09-19,20_units/ml,vasopressin,sol,
22,EQ-KANGAROO PUMP,equipment kangaroo pump,Capital Equipment,RETROSPECTIVE,2016-07-12,equipment,kangaroo,pump,
3419,ROOM & BOARD - SEMI PRIVATE,room & board semi private,Room and Board,RETROSPECTIVE,2016-07-12,private,room,semi,board
4089,CATH BALLOON HYPERFORM 7X4,catheter balloon hyperform 7x4,Supply,RETROSPECTIVE,2016-07-12,7x4,cath,balloon,
978,NUTRITION CONSULT PER 15 M,nutrition consult per 15_minutes,Education / Training,ONLINE,2016-09-16,nutrition,minutes,per,consult
3381,CBC W/PLT STAT,complete_blood_count with platelet stat,Laboratory,RETROSPECTIVE,2016-07-12,cbc,stat,platelet,
4486,ABG W 02 SAT (ABGCOX),arterial_blood_gas with oxygen saturation abgcoximetry,Laboratory,RETROSPECTIVE,2016-07-13,abgcox,saturation,arterial_blood_gas,
6736,HCHG SUT SILK 2 0 SH CR8 C016T,suture silk 2 0 sh cr8 c016t,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,silk,suture,,
4510,ANES GEN ADDL 1/4 HR GEN,anesthesia general additional 1/4 hour general,OR / Anesthesia / Recovery Room,RETROSPECTIVE,2016-07-13,additional,anesthesia,hour,general
5297,64272000 - KIRBY BAUER SUSCEPTIBILITIES,kirby bauer susceptibilities,Laboratory,RETROSPECTIVE,2016-07-13,kirby,bauer,susceptibilities,
6585,EKG TRACING ONLY,ekg tracing only,Cardiology,ONLINE,2016-10-12,ekg,tracing,,
2279,RCH LAB-WHOLE BLOOD LACTIC ACID,laboratory whole blood lactic acid,Laboratory,RETROSPECTIVE,2016-07-12,laboratory,acid,whole,blood
1077,PHYTONADIONE 2 MG/ML SYRG 0.5 ML SYRINGE,phytonadione 2_mg/ml syringe 0.5_ml syringe,Pharmacy,ONLINE,2016-09-16,syrg,phytonadione,,
2631,MEROPE IJ 100MG,merope injection 100_mg,Pharmacy,RETROSPECTIVE,2016-07-12,merope,injection,100_mg,
1514,LACTULOSE 10 GRAM/15 ML SO,lactulose 10 gram/15_ml so,Pharmacy,ONLINE,2016-09-19,gram/15_ml,lactulose,,
792,HYDROMORPHONE 2 MG/ML SOLN 1 ML,hydromorphone 2_mg/ml solution 1_ml,Pharmacy,ONLINE,2016-09-16,hydromorphone,1_ml,2_mg/ml,soln
4557,CO-TRIMOXAZOLE TAB D/S U/D,co trimoxazole tablet D/S unit dose,Pharmacy,RETROSPECTIVE,2016-07-13,device,co,tablet,
1530,OLIGOSACCHARIDES/SIALIC,oligosaccharides/sialic,Laboratory,ONLINE,2016-09-19,sialic,oligosaccharides,,
6676,HCHG FLUORO GUID CVAD PLACEMNT REPL,fluroscopy guide cvad placement replace,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,guide,,,
5363,77900463 - TUBE TRACH 6.0 XLT CUFF EXT,tube tracheotomy 6 xlt cuff extension,Supply,RETROSPECTIVE,2016-07-13,tube,extension,,
3061,LACTATION SUPPLIES,lactation supplies,Supply,RETROSPECTIVE,2016-07-12,supplies,lactation,,
5867,PHOSPHORUS INORGANIC (PHOS,phosphorus inorganic phosphate,Laboratory,RETROSPECTIVE,2016-07-13,inorganic,phosphate,phosphorus,
2472,POCT  GLUCOSE (METER),point_of_care_testing glucose meter,Monitoring,RETROSPECTIVE,2016-07-12,POCT,meter,glucose,
5798,MASK O2 HI 3 N 1 7FT TUB ADLT,mask oxygen hi 3 n 1 7ft tubing adult,Supply,RETROSPECTIVE,2016-07-13,tubing,adult,oxygen,
2712,HB DBC N (SMH ACUTE) 174-NURSERY/LEVEL IV,dbc n smh acute 174 nursery/level intravenous,Room and Board,RETROSPECTIVE,2016-07-12,acute,intravenous,smh,
3466,SUT SILK 3-0 18IN MP BLK 108924,suture silk 3 0 18 inches mp blk 108924,Supply,RETROSPECTIVE,2016-07-12,sut,,,
3034,HYPERAL FILTER,hyperal filter,Supply,RETROSPECTIVE,2016-07-12,filter,hyperal,,
3555,LDH FLUID,lactic_dehydrogenase fluid,Laboratory,RETROSPECTIVE,2016-07-12,ldh,fluid,,
1454,CIPROFLOXACIN 2 MG/ML PGBK,ciprofloxacin 2_mg/ml pgbk,Pharmacy,ONLINE,2016-09-19,ciprofloxacin,2_mg/ml,pgbk,
2689,URSODIOL SUSP 60MG/1ML,ursodiol suspension 60_mg/1_ml,Pharmacy,RETROSPECTIVE,2016-07-12,suspension,ursodiol,60_mg/1_ml,
1160,REMIFENTANIL HCL 2 MG INJ,remifentanil hydrochloride 2_mg injection,Pharmacy,ONLINE,2016-09-16,2_mg,remifentanil,inj,hydrochloride
2407,HC GLUCOSE BLD BY MONITOR DEVICE POC,glucose blood by monitor device point_of_care,Monitoring,RETROSPECTIVE,2016-07-12,monitor,bay,blood,device
3194,25000001-COMPOUNDING VEHICLE SF NO.9 LIQD,compounding vehicle sulf no.9 liquid,Pharmacy,RETROSPECTIVE,2016-07-12,compounding,safe,liquid,vehicle
993,ONDANSETRON 4 MG/2 ML INJ,ondansetron 4_mg/2_ml injection,Pharmacy,ONLINE,2016-09-16,ondansetron,inj,4_mg/2_ml,
6037,SOD CHLORIDE 0.9% INJ 10; NACL 0.9% PF 10 ML VIAL,sodium_chloride 0.9% injection 10 sodium_chloride 0.9% prel_filled 10_ml vial,Diluent / Flush / Irrigant,ONLINE,2016-08-24,10_ml,sodium,vial,pf
6704,HCHG METHEMOGLOBIN QN,methemoglobin quantitative,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,qn,methemoglobin,,
4734,PATCH VASCU-GUARD 1504028,patch vascular guard 1504028,Implant,RETROSPECTIVE,2016-07-13,guard,vascular,patch,
2485,PULSE OX CONTINUOUS OVERNIGHT,pulse oximetry continuous overnight,Monitoring,RETROSPECTIVE,2016-07-12,continuous,oximetry,overnight,pulse
5042,PF-SPECIAL STAINS GRP II,professional_fee special stains group 2,Professional Fee,RETROSPECTIVE,2016-07-13,ii,partial_fill,,
731,HCHG POC CAP BL GAS HCHG POC CAP BL GAS,point_of_care capillary blood_gas,Monitoring,ONLINE,2016-09-16,gas,poc,capillary,bl
2025,CHEST 1V CHEST 1V,chest one_view chest one_view,Radiology,ONLINE,2016-09-16,chest,1v,,
1191,SENSI-CARE LOTION,sensi-care lotion,Supply,ONLINE,2016-09-16,lotion,sensing,care,
3667,HC O2 PER DAY,oxygen per day,Respiratory Therapy,RETROSPECTIVE,2016-07-12,oxygen,day ,,
754,HCHG TUBING M/F ENTERAL 40 ORANGE HCHG TUBING M/F ENTERAL 40 ORANGE,tubing male/female enteral 40 orange,Supply,ONLINE,2016-09-16,tubing,enteral,,
3666,O2 DAILY,oxygen daily,Respiratory Therapy,RETROSPECTIVE,2016-07-12,oxygen,daily,,
2846,OXYGEN  PER HR,oxygen per hour,Respiratory Therapy,RETROSPECTIVE,2016-07-12,per,oxygen,hour,
3813,SODIUM CHLORIDE 0.9 % SOLP 250 ML BAG,sodium chloride 0.9% solution 250_ml bag,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,250_ml,bag,chloride,solution
210,NACL 0.9% INJ 10ML,sodium_chloride 0.9% injection 10_ml,Diluent / Flush / Irrigant,RETROSPECTIVE,2016-07-12,0.90%,injection,10_ml,NaCl
6775,HYDRALAZINE 20 MG/ML INJECTION SOLUTION,hydralazine 20 mg/ml injection solution,OR / Anesthesia / Recovery Room,ONLINE,2016-10-12,injection,solution,hydralazine,20_mg/ml
