DESC_ID,ORIG_DESC,NORM_DESC,CHRG_CLS
7900,HB METHADONE 2MG/ML 2ML VIAL,methadone 2 mg/ml 2 ml vial,Pharmacy
7901,HB MICROARRAY SNP CONSTITUTIONAL,microarray single nucleotide polymorphism constitutional,Laboratory
7902,HB MORPHINE SO4 15MG/ML INJ 20ML,morphine_sulfate 15 mg/ml injection 20 ml,Pharmacy
7903,HB MORPHINE SULFATE 15MG TAB BULK,morphine_sulfate 15 mg tablet bulk,Pharmacy
7904,HB MOXIFLOXACIN 400MG TABLET,moxifloxacin 400 mg tablet,Pharmacy
7905,HB NEEDLE BUTTERFLY 2 3G,needle butterfly 2 3 g,Supply
7906,HB NEEDLE BUTTERFLY 25G,needle butterfly 25 gm,Supply
7907,HB NICARDIPINE RTU 20 MG/200 ML,nicardipine rtu 20 mg/200 ml,Pharmacy
7908,HB NIFEDIPINE 60MG TAB UD PROCAR,nifedipine 60 mg tablet unit dose procardia,Pharmacy
7909,HB NITRIC OXIDE 1 HOUR,nitric_oxide 1 hour,Plan Benefit
7910,HB NORMAL SALINE 10 ML VL NACL0,normal_saline 10 ml vial sodium_chloride,Diluent / Flush / Irrigant
7911,HB NORMAL SALINE 10ML VL NACL 0,normal_saline 10 ml vial sodium_chloride 0,Diluent / Flush / Irrigant
7912,HB NORMAL SALINE 10ML VL NACLO,normal_saline 10 ml vial sodium_chloride 0,Diluent / Flush / Irrigant
7913,HB NUTRIENT INTAKE ANALYSIS. LTD,nutrient intake analysis limited,Education / Training
7914,HB OKIMETRY CONTINUOUS OVERNIGHT,oximetry continuous overnight,Monitoring
7915,HB ONDANSETRON HCL 40 MC/20ML IJ SOLN,ondansetron hydrochloride 40 mc/20 ml injection solution,Pharmacy
7916,HB ORA SWEET PO SYRP,oral sweet by_mouth syrup,Supply
7917,HB OT THERAPEUTIC ACTV KA 15 MIN,occupational_therapy therapeutic activity ka 15_minutes,PT / OT / Speech Therapy
7918,HB OXIMETRY CONTINUOUS,oximetry continuous,Monitoring
7919,HB OXIMETRY SPOT CHECK MULTIPLE,oximetry spot check multiple,Monitoring
7920,HB OXIMETRY SPOT CHECK. MULTIPLE,oximetry spot check multiple,Monitoring
7921,HB OXIMETRY. CONTINUOUS OVERNIGHT,oximetry continuous overnight,Monitoring
7922,HB OXYBUTYNIN XL 10MG TABLET,oxybutynin extended release 10 mg tablet,Pharmacy
7923,HB PAHRMACY ANESTHESIA 15 MIN UNITS ,pharmacy anesthesia 15_minutes units,OR / Anesthesia / Recovery Room
7924,HB PANTOPRAZOLE PROTONIN 40MG VL,pantoprazole protonix 40 mg vial,Pharmacy
7925,HB PANTOPRAZOLE PROTONIX 10MG VL,pantoprazole protonix 10 mg vial,Pharmacy
7926,HB PANTOPRAZOLE PROTONIX 40MG VL,pantoprazole protonix 40 mg vial,Pharmacy
7927,HB PENTAFLUOROPROP TETRAFLUOROETH EX AER,pentafluoropropane tetrafluoroethane ex aerobic,Laboratory
7928,HB PENTAFLUOROPROP TETRAFLUOROETH EX AERO DUP,pentafluoropropane tetrafluoroethane ex aerobic dup,Laboratory
7929,HB PENTANYL 50ML INJ 0.05MG/ML,pentanyl 50 ml injection 0.05 mg/ml,Pharmacy
7930,HB PERIPHERAL/CENTRAL LINE/CATHETER ASSEMENT,peripheral/central line/catheter assessment,Nursing Services
7931,HB PHARMACY ANESTHESIA 15 MIN UNITS ,pharmacy anesthesia 15_minutes units,OR / Anesthesia / Recovery Room
7932,HB PHENYLEPHRINE HCL 10MG/ML 1ML,phenylephrine hydrochloride 10 mg/ml 1 ml,Pharmacy
7933,HB PHOSPHORUS RANDOM URINE,phosphorus random urine,Laboratory
7934,HB PICC INSERTION >/ 5 YR OLD,peripherally inserted central catheter insertion greater than 5 years_old,Procedure
7935,HB PILLOW PT POLYFILL LG L2 3INXW1,pillow patient polyfill large l2 3inxw1,Supply
7936,HB PILLOW PT POLYFILL LG L23 INXW1,pillow patient polyfill large l23 inxw1,Supply
7937,HB PILLOW PT POLYPILL LG L23INXW1,pillow patientt polyfill large length 23 inches x width 1,Supply
7938,HB PNEUMOCOCCAL 13 VAL CONJ,pneumococcal 13 valent conjugate,Pharmacy
7939,HB POC BEDSIDE TESTING GLUCOSE,point of care bedside testing glucose,Monitoring
7940,HB POLYETHYLENE GLYCOL 3350 PO 4.25 POWD PACKET,polyethylene glycol 3350 by_mouth 4.25 powder packet,Pharmacy
7941,HB POSITIONER Z FLO 12X20 YELLOW,positioner z flo 12x20 yellow,Supply
7942,HB POST ICU TRANSPORT,post intensive_care_unit transport,Other
7943,HB POTASSIUM RANDOM URINE,potassium random urine,Laboratory
7944,HB PRE ICU TRANSPORT,pre intensive_care_unit transport,Other
7945,HB PREDNISOLONE GRAPE 15MG/5ML,prednisolone grape 15 mg/5 ml,Pharmacy
7946,HB PRESSING TRNS TGDRM L2.75INXW2,dressing transparent tegaderm length 2.75 inches x width 2,Supply
7947,HB PROBE PLUSE OX NEO/ ADULT,probe pluse oximetry neonatal/adult,Supply
7948,HB PROBE PULBE OX NEO/ADULT,probe pulse oximetry neonatal/adult,Supply
7949,HB PROMETHAZINE HCL 25MG/ML INJ 1,promethazine hydrochloride 25 mg/ml injection 1,Pharmacy
7950,HB PROPOFOL 10 MG/ML IV BOLUS EMUL,propofol 10 mg/ml intravenous bolus emulsion,Pharmacy
7951,HB PROPOFOL 10 MG/ML IV EMUL,propofol 10 mg/ml intravenous emulsion,Pharmacy
7952,HB PROPOPOL 10MG/ML IV BOLUS EMUL,propopol 10 mg/ml intravenous bolus emulsion,Pharmacy
7953,HB PT NEUROMUSC RE EDU EA 15 MIN,patient neuromuscular re education each 15_minutes,PT / OT / Speech Therapy
7954,HB PT SELF CARE TRAIN EA 15 MIN,physical_therapy self care training each 15_minutes,PT / OT / Speech Therapy
7955,HB PUROSEMIDE 10MG/ML VIAL,furosemide 10 mg/ml vial,Pharmacy
7956,HB PYRIDOXINE HCL 100 MG PO TABS,pyridoxine hydrochloride 100 mg by_mouth tablets,Pharmacy
7957,HB PYRIDOXINE HCL 50 MG PO TABS,pyridoxine hydrochloride 50 mg by_mouth tablets,Pharmacy
7958,HB RANITIDINE HCL 150 MG PO TABS,ranitidine hydrochloride 150 mg by_mouth tablets,Pharmacy
7959,HB RH C2 9,rhesus c2 9,Laboratory
7960,HB RITUXIMAB 100 MG/10ML SOLN,rituximab 100 mg/10 ml solution,Plan Benefit
7961,HB ROOM RATE NICU,room rate neonatal intensive_care_unit,Room and Board
7962,HB SEALANT HMSTTC FLO SEAL THROM,sealant hemostatic flo seal thrombolytic,Supply
7963,HB SEG NONINTRACRANIAL,seg nonintracranial,Procedure
7964,HB SET FEEDING FARRELL GASTRIC,set feeding farrell gastric,Supply
7965,HB SET FEEDING FARRELL GASTRIC FR,set feeding farrell gastric fr,Supply
7966,HB SET FEEDING PARRELL GASTRIC PR,set feeding parrell gastric pressure,Supply
7967,HB SEVELAMER 800MG TABLET,sevelamer 800 mg tablet,Pharmacy
7968,HB SODIUM CHLORIDE 0 9% IV,soduim chloride 0.9% intravenous,Diluent / Flush / Irrigant
7969,HB SODIUM CHLORIDE 0. 9% IV,sodium_chloride 0 9% intravenous,Diluent / Flush / Irrigant
7970,HB SODIUM CHLORIDE 0.9% 1V,sodium_chloride 0.9% 1v,Diluent / Flush / Irrigant
7971,HB SODUIM CHLORIDE 0.9% IV,soduim chloride 0.9% intravenous,Diluent / Flush / Irrigant
7973,HB SPECIAL STAINS GRP I,special stains group 1,Laboratory
7974,HB SPECIAL STAINS GRP III,special stains group 3,Laboratory
7975,HB SPINAL FLUID COUNT DIFF,spinal fluid count_differential,Laboratory
7976,HB STERILE WATER FOR INJ IL,sterile water for injection il,Diluent / Flush / Irrigant
7977,HB SUCCINYLCHOLINE CL 20MG/ML 10 ML,succinylcholine chloride 20 mg/ml 10 ml,Pharmacy
7978,HB SUCCINYLCHOLINE CL 20MG/ML 10MD,succinylcholine chloride 20 mg/ml 10md,Pharmacy
7979,HB SUCCINYLCHOLINE CL 20MG/ML 10ML,succinylcholine chloride 20 mg/ml 10 ml,Pharmacy
7980,HB SULFADIAZINE 500MG TAB BULK,sulfadiazine 500 mg tablet bulk,Pharmacy
7981,HB SUMATRIPTAN 50MG TABLET,sumatriptan 50 mg tablet,Pharmacy
7982,HB SUTURE ABSRB VCL 3 0 RB 1 BRD,suture absorbable vicryl 3 0 rb 1 brd,Supply
7983,HB SUTURE ABSRB VCL 4 0 PC 5 L27I,suture absorbable vicryl 4 0 pc 5 l27i,Supply
7984,HB SUTURE ABSRB VCL 4 0 PC 5 L2 7I,suture absorbable vicryl 4 0 pc 5 l2 7i,Supply
7985,HB SUTURE NABSORB NURLN 4 0 TF L1,suture nonabsorbent nurolon 4 0 tf l1,Supply
7986,HB SUTURE NABSORB NURLN 4 0 TF LI,suture nonabsorbent nurolon 4 0 tf li,Supply
7987,HB THROMBIN RECOMBINANT 5000 UNIT,thrombin recombinant 5000 units,Pharmacy
7988,HB THROMBIN RECOMBINANT 5000 UNIT EX,thrombin recombinant 5000 units ex,Pharmacy
7989,HB THROMBIN RSCMBINNT 20000 UNIT EX S,thrombin recombinant 20000 units ex s,Pharmacy
7990,HB THYROID STIMULATING HORMONE TSH ,thyroid stimulating hormone thyroid stimulating hormone,Laboratory
7991,HB TISSUE EX/AM LEVEL IV,tissue exam level 4,Laboratory
7992,HB TISSUE EXAM LEVEL IV,tissue examination level 4,Laboratory
7993,HB TISSUE EXAM LEVEL VI,tissue examination level 6,Laboratory
7994,HB TIZANIDINE 2MG TABLET,tizanidine 2 mg tablet,Pharmacy
7995,HB TOXOPLASMA IGG ANTIBODY TITER,toxoplasma immunoglobulin antibody titer,Laboratory
7996,HB TRAP MUCUS 4 0ML SPEC KT GRAD S,trap mucus 4 0 ml specimen kit grad s,Supply
7997,HB TRAP MUCUS 40ML SPEC KT 6RAD S,trap mucus 40 ml specimen kit 6rad s,Supply
7998,HB TUBING INSUPFLATION,tubing insufflation,Supply
7999,HB TUBING PRSS 96IN,tubing pressure 96 inches,Supply
8000,HB TUBING SX MDVC L6FT ODGMM NONC,tubing suction mdvc length 6 feet odgmm nonc,Supply
8001,HB TUBING SX SIMS OD3 6MM IRR NOZ,tubing suction sims od3 6mm irrigation nozzle,Supply
8002,HB TUEB WASSERMAN,tube wasserman,Supply
8003,HB TUHING SX MDVC L6FT OD6MM NONC,tubing suction mdvc length 6 feet od6mm nonc,Supply
8004,HB TYLENOL 325MG TAB UD ACETAM,tylenol 325 mg tablet unit dose acetaminophen,Pharmacy
8005,HB URINE CULTURE,urine culture,Laboratory
8006,HB VALACYCLOVIR HCL 500MG PO TABS,valacyclovir hydrochloride 500 mg by_mouth tablets,Pharmacy
8007,HB VECURONIUM 20MG VIAL,vecuronium 20 mg vial,Pharmacy
8008,HE C REACTIVE PROTEIN,c reactive protein,Laboratory
8009,HEPARIN SALN 2U/ML 500ML FLUSH INJ,heparin saline 2 units/ml 500 ml flush injection,Diluent / Flush / Irrigant
8010,HOLDER INSTRUMENT SANI STOR 24 IN STRAP,holder instrument sanitizer storage 24 inch strap,Supply
8011,HOMOGENIZATION TISSUE,homogenization tissue,Laboratory
8012,HUMIDIFIER RESP ARLFE H2O 500C,humidifier respiratory airlife water 500c,Supply
8013,INF HB DOTAREM GADOTERATE MEGLUMINE ,infusion dotarem gadoterate meglumine,Pharmacy
8014,INF HB RANITIDINE HCL 50 MG/2ML IJ SOLN,ranitidine hydrochloride 50 mg/2 ml injection solution,Pharmacy
8015,INSTRU SCISSORS STERILE 5IN,instrument scissors sterile 5 inches,Supply
8016,INTRODUCER PICC 3 FR 20GA SAFETY,introducer peripherally inserted central catheter 3 french 20 gauge safety,Supply
8017,LACTATED RINGERS SOL 1000ML A,lactated_ringers solution 1000 ml a,Pharmacy
8018,LACTIC ACID STAT,lactic acid stat,Laboratory
8019,LINER SX MDVC 1000CC W/FLTR LI,liner suction mdvc 1000 cc w filter li,Supply
8020,LIPASE SERUM,lipase serum,Laboratory
8021,MAGNESIUM SERUM,magnesium serum,Laboratory
8022,MAJOR SURGERY ADD 15 MIN,major surgery additional 15_minutes,OR / Anesthesia / Recovery Room
8023,MAJOR SURGERY FIRST 15 MIN,major surgery first 15_minutes,OR / Anesthesia / Recovery Room
8024,MARKER SKIN REG TIP 6IN RULE &,marker skin regular tip 6 inches rule and,Supply
8025,MB HEPATIC FUNCTION PANEL,hepatic function panel,Laboratory
8026,MEDICAL GAS ADMINISTRATION,medical gas administration,Respiratory Therapy
8027,METHADONE 2MG/ML 2ML VIAL,methadone 2 mg/ml 2 ml vial,Pharmacy
8028,MRI BRAIN W/WO CONTRAST,magnetic resonance imaging brain with or without contrast,Radiology
8029,NORMAL SALINE IRRIG 500ML BOTT,normal_saline irrigation 500 ml bottle,Diluent / Flush / Irrigant
8030,NUTRIENT INTAKE ANALYSIS LTD,nutrient intake analysis limited,Education / Training
8031,ORAL NASAL SUCTION DEVICE STA,oral nasal suction device sta,Supply
8032,OXIMETRY CONTINUOUS OVERNIGHT,oximetry continuous overnight,Monitoring
8033,OXIMETRY SPOT CHECK MULTIPLE,oximetry spot check multiple,Monitoring
8034,PANTOPRAZOLE PROTONIX 40MG VL,pantoprazole protonix 40 mg vial,Pharmacy
8035,PF CNSLT SURGERY W/FRZN SECT,professional fee consult surgery with frozen section,Professional Fee
8036,PF CYTOPATH CONCENTRATE,professional fee cytopathology concentrate,Professional Fee
8037,PF IMMUNOHISTOCHEMISTRY 1ST,professional fee immunohistochemistry 1st,Professional Fee
8038,PF SPECIAL STAINS GRP I,professional fee special stains group 1,Professional Fee
8039,PF SPECIAL STAINS GRP II,professional fee special stains group 2,Professional Fee
8040,PF TISSUE EXAM LEVEL IV,professional fee tissue examination level 4,Professional Fee
8041,PF TISSUE EXAM LEVEL V,professional fee tissue examination level 5,Professional Fee
8042,PF CNSLT SURGERY W/ FRZN SECT,professional fee consult surgery with frozen section,Professional Fee
8043,PF TISSUE EXAM LEVEL VI,professional fee tissue examination level 5,Professional Fee
8044,PILLOW PT POLYFILL LG L23INXW1,pillow patient polyfill large length 23 inches x width 1,Supply
8045,PNEUMOCOCCAL 13 VAL CONJ,pneumococcal 13 valent conjugate,Pharmacy
8046,PROPOFOL 10MG/ML IV BOLUS EMUL,propofol 10 mg/ml intravenous bolus emulsion,Pharmacy
8047,PROPOFOL 10MG/ML IV EMUL,propofol 10 mg/ml intravenous emulsion,Pharmacy
8048,RANITIDINE/ZANTAC 15MG/ML SYR,ranitidine/zantac 15 mg/ml syringe,Pharmacy
8049,RH C29,rhesus c29,Laboratory
8050,SET FEEDING FARRELL GASTRIC PR,set feeding farrell gastric pressure,Supply
8051,SIMETHICONE/MYLICON 40MG/0.6ML,simethicone/mylicon 40 mg/0.6 ml,Pharmacy
8052,SODIUM CHLORIDE 3% NEBULE,sodium_chloride 3% nebulizer,Supply
8053,SOLUTION SURG PREP CHLORAPREP,solution surgical preparation chloraprep,Pharmacy
8054,STERILE WATER FOR INJ 1L,sterile water for injection 1 liter,Diluent / Flush / Irrigant
8055,THYROID STIMULATING HORMONE TSH ,thyroid stimulating hormone thyroid stimulating hormone,Laboratory
8056,TRAP MUCUS 4 0ML SPEC KT GRAD S,trap mucus 40 ml specimen kit graduated s,Supply
8057,TRAY SUT REMOV SUT STRL LTXFR,tray suture removal suture sterile ltxfr,Supply
8058,VANCOMYCIN 50 MG/ML SOLN,vancomycin 50 mg/ml solution,Pharmacy
8059,VANCOMYCIN 5GM VIAL LEDERLE,vancomycin 5 gm vial lederle,Pharmacy
8060,VANCOMYCIN SINGLE LEVEL,vancomycin single level,Laboratory
8061,WALL SUCTION UNITS,wall suction units,Supply
8062,WARFARIN SODIUM 2MG TAB UD DUP,warfarin sodium 2 mg tablet unit dose dup,Pharmacy
9951,HB MNT REASSES EA 15 MINS CRC/DB,management reassess each 15_minutes crc/db,Monitoring
9952,HB MNT REASSES EA 15 MINS NUTRN,management reassess each 15_minutes,Monitoring
9953,PERIPHERAL/CENTRAL LINE/CATHETER ASSESSMENT,peripheral/central line/catheter assessment,Nursing Services
9954,PF CNSLT SRGRY W/FRZN SECT ADDL,professional fee consult surgery with frozen section additional,Professional Fee
9955,PF CYTOPATHOLOGY SMEARS,professional fee cytopathology smears,Professional Fee
9956,PF IN SITU HYBRID 1ST,professional fee in situ hybrid 1st,Professional Fee
9957,PF PATHOLOGIST INTERPRETATION FLOW 16 OR MORE,professional fee pathologist interpretation flow 16 or more,Professional Fee
9958,PF DECALCIFY TISSUE,professional fee decalcify tissue,Professional Fee
9959,PF ULT GUIDANCE W OTH ING,professional fee ultrasound guidance with other ing,Professional Fee
9960,PF ULT HEAD,professional fee ultrasound head,Professional Fee
9961,PF ULT SINGLE QUADRANT,professional fee ultrasound single quadrant,Professional Fee
9962,PF UPPER GI W/O KUB,professional fee upper gastrointestinal without kidney_ureter_bladder,Professional Fee
9963,PF VIDEO SWALLOWING STUDY,professional fee video swallowing study,Professional Fee
9964,PF SURGICAL PATH GROSS ONLY,professional fee surgical pathology gross only,Professional Fee
9965,PF CYTOGENETICS INTERPRETATION & REPORT H. SAA,professional fee cytogenetics interpretation and report,Professional Fee
9966,PF ECHO CONGENITAL F/U OR LIMITED,professional fee echocardiogram congenital follow up or limited,Professional Fee
9967,HB DRAPE 96X6IN US GEL SET BAND F,drape 96 by 6 inches ultrasound gel set band f,Supply
9968,HB DRAPE LAP ABDOMINAL,drape laparotomy abdominal,Supply
9969,HB DRAPE LAPAROSCOPY,drape laparoscopy,Supply
9970,HB DRAPE MAGNETIC INSTRUMENT 19.5,drape magnetic instrument 19.5,Supply
9971,HB DRAPE SPLIT SHEET,drape split sheet,Supply
9972,HB DRAPE SURG CNVRTR PED 77X 1211,drape surgical converter pediatric 77 by 1211,Supply
9973,HB DRAPE SURG DRL DISP,drape surgical drl disp,Supply
9974,HB DRAPE SURG L128INXW89IN TB HLD,drape surgical length 128 inches by width 89 inches table hold,Supply
9975,HB DRAPE SURG L99INXW53IN INSTR P,drape surgical length 99 inches by width 53 inches instrument p,Supply
9976,HB DRAPE SURG PLAS L72INXW54IN IM,drape surgical plastic length 72 inches by width 54 inches im,Supply
9977,HB DRAPE SURG POLY CTTN L77INXW53,drape surgical poly cotton length 77 inches by width 53,Supply
9978,HB DRAPE SURG PRXMA 11INX10IN L12,drape surgical proxima 11 inches by 10 inches l12,Supply
8063,00925339 HB URINALYSIS W/ MICROSCOPIC,urinalysis w microscopic,Laboratory
8064,01015064 HB ALKALINE PHOSPHATASE,alkaline phosphatase,Laboratory
8065,01015379 HB CREATININE OTHER SOURCE,creatinine other source,Laboratory
8066,01017458 HB LIPASE SERUM,lipase serum,Laboratory
8067,01019595 HB FERRITIN,ferritin,Laboratory
8068,01118850 HB THYROGLOBULIN,thyroglobulin,Laboratory
8069,01119213 HB ZINC BLOOD,zinc blood,Laboratory
8070,01119817 HB SELENIUM BLOOD,selenium blood,Laboratory
8071,01136186 HB THYROGLOBULIN SERUM/PLASMA,thyroglobulin serum/plasma,Laboratory
8072,01300375 HB PERIPHERAL/CENTRAL LINE/CATHETER ASSESSMENT,peripheral/central line/catheter assessment,Nursing Services
8073,01410935 HB MORPHINE 30 MG/30 ML PCA 1 MG/ML,morphine 30 mg/30 ml patient controlled analgesia 1 mg/ml,Pharmacy
8074,01431899 HB NYSTATIN 100 000U/GM OINT 15GM,nystatin 100 000u/gram ointment 15 gm,Pharmacy
8075,01467299 HB DIAZEPAM 5MG/5ML CUP,diazepam 5 mg/5 ml cup,Pharmacy
8076,01468891 HB RIFAXIMIN 200MG TABLET,rifaximin 200 mg tablet,Pharmacy
8077,01481835 HB NEOSTIGMINE 1MG/ML VIAL,neostigmine 1 mg/ml vial,Pharmacy
8078,01482102 HB LOPERAMIDE HCL 2 MG PO TABS,loperamide hydrochloride 2 mg by_mouth tablets,Pharmacy
8079,01482404 HB LIDOCAINE HCL 2% EX GEL,lidocaine hydrochloride 2% ex gel,Pharmacy
8080,01482546 HB FERROUS SULFATE 75 15 FE MG/ML PO,ferrous sulfate 75 15 fe mg/ml by_mouth,Pharmacy
8081,01482576 HB ACETAMINOPHEN 10 MG/ML IV SOLN,acetaminophen 10 mg/ml intravenous solution,Pharmacy
8082,01522077 HB VERIGENE PROBE EACH ORGANISM,verigene probe each organism,Laboratory
8083,02336923 HB ABO TYPING C30,abo typing c30,Laboratory
8084,06200653 HB C. DIFFICILE TOXIN,c difficile toxin,Laboratory
8085,19FR BLAKE SILICONE DRAIN,19fr blake silicone drain,Supply
8086,370 HB ANES MATERIALS ADD L 15 MIN,anesthesia materials additional 15_minutes,OR / Anesthesia / Recovery Room
8087,AB ID LEUKOCYTE ANTIBODIES,antibody id leukocyte antibodies,Laboratory
8088,ACETAMINOPHEN 10 MG/ML IV SOLN,acetaminophen 10 mg/ml intravenous solution,Pharmacy
8089,ADAPTER CATH PLAS UROL FOLY ST,adapter catheter plastic urol poly st,Supply
8090,ADENO VIRUS QUAL PCR,adenovirus qualitative pcr,Laboratory
8091,ADHESIVE LIQ MASTSL 2 3ML BNDG,adhesive liquid mastisol 2 3 ml bandage,Supply
8092,AFB STAIN,acid fast bacillus stain,Laboratory
8093,ALBUTEROL 0.83MG/ML INH SOL P,albuterol 0.83 mg/ml inhaler 01 solution p,Pharmacy
8094,ASPERGILLUS GALACTOMANNAN ANTIGEN BY EIA SERUM,aspergillus galactomannan antigen by eia serum,Laboratory
8095,ASPIRIN 81 MG PO CHEW,aspirin 81 mg by_mouth chewable,Pharmacy
8096,AST,aspartate aminotransferase test,Laboratory
8097,BACTERIA BCTPCR,bacteria bctpcr,Laboratory
8098,BANDAGE GZE CRTY L4INXW4IN 16,bandage gauze crty length 4 inches x width 4 inches 16,Supply
8099,BATH TUBE,bath tube,Supply
8100,BENADRYL 25MG CAPSULE UD,benadryl 25 mg capsule unit dose,Pharmacy
8101,BUMETANIDE 0.25MG/ML VIAL,bumetanide 0.25 mg/ml vial,Pharmacy
8102,CAFFEINE CITRATE 20 MG/ML SOLN,caffeine citrate 20 mg/ml solution,Pharmacy
8103,CANNULA NSL ARLFE L7FT CRV TP,cannula nasal airlife l7ft crv tip,Supply
8104,CATHETER SX CTH N GLV OD14FR G,catheter suction catheter n glv od14fr g,Supply
8105,CEFTAROLINE FOSAMIL ACETATE 600MG,ceftaroline fosamil acetate 600 mg,Pharmacy
8106,CHLOROTHIAZIDE 50 MG/ML SUSP,chlorothiazide 50 mg/ml suspension,Pharmacy
8107,CIRCUIT KIT DRY TUBE ADULT/PED,circuit kit dry tube adult/pediatric,Supply
8108,COMPRESSION PUMP,compression pump,Capital Equipment
8109,CONN 3/8,connector 3/8,Supply
8110,CONNECTOR SX OD1/4INX3/16INX3/,connector suction od1/4inx3/16inx3,Supply
8111,CONNECTOR SX OD3/8INX3/8INX3/8,connector suction od3/8inx3/8inx3/8,Supply
8112,COUMADIN 1MG TABLET,coumadin 1 mg tablet,Pharmacy
8113,COVER EQUIP OR SOL WRMR DRP,cover equipment operating room solution warmer drape,Supply
8114,CUFF BP ADLT SM 2 TB LBLU/WHT,cuff blood_pressure adult small 2 tube lblu/white,Supply
8115,CYCLOPENTOLATE/PHENYLEPHRINE 5,cyclopentolate/phenylephrine 5,Pharmacy
8116,DIPHENHYDRAMINE LIDOCAINE MAALOX SUSP EQUIV MA,diphenhydramine lidocaine maalox suspension equiv ma,Pharmacy
8117,DISTILLED WATER PO LIQD,distilled_water by_mouth liquid,Diluent / Flush / Irrigant
8118,DOXYCYCLINE HYCLATE 100MG VL,doxycycline hyclate 100 mg vial,Pharmacy
8119,DRESSING MEDIPORE PAD SOFT,dressing medipore pad soft,Supply
8120,DRESSING PRIMAPORE 6X3 1.25,dressing primapore 6x3 1.25,Supply
8121,DRSG SORBAVIEW 2X3,dressing sorbaview 2x3,Supply
8122,ELECTRONIC CROSSMATCH C16,electronic crossmatch c16,Laboratory
8123,END TIDAL C02 MONITORING,end tidal carbon_dioxide monitoring,Monitoring
8124,END TIDAL CO2 MONITORING,end tidal carbon_dioxide monitoring,Monitoring
8125,FENTANYL 50ML INJ 0.05MG/ML,fentanyl 50 ml injection 0.05 mg/ml,Pharmacy
8126,FUROSEMIDE 10MG/ML VIAL,furosemide 10 mg/ml vial,Pharmacy
8127,GABAPENTIN 100MG CAPSULE,gabapentin 100 mg capsule,Pharmacy
8128,GABAPENTIN 250 MG/5ML PO SOLN,gabapentin 250 mg/5 ml by_mouth solution,Pharmacy
8129,GABAPENTIN 400MG CAPSULE,gabapentin 400 mg capsule,Pharmacy
8130,GLOVES SURG NEU THERA 6.5 PF S,gloves surgical neu thera 6.5 pf 5,Supply
8131,GLOVES SURG NEU THERA 7.5 PF S,gloves surgical neu thera 7.5 pf s,Supply
8132,GOWN SURG 2XL NONREIN STRL REU,gown surgical 2xl nonrein sterile reu,Supply
8133,GOWN SURG LG NONREIN STRL DISP,gown surgical large nonrein sterile disposable,Supply
8134,H6 PCR QUALITATIVE,pcr qualitative,Laboratory
8135,HB,DISREGARD no description,Other
8136,HB 5%DEXTR0SE/ NORMAL SALINE 1000,5%dextrose/normal saline 1000,Pharmacy
8137,HB AB ID LEUKOCYTE ANTIBODIES,antibody identification leukocyte antibodies,Laboratory
8138,HB ABDOMEN 2 POSITION,abdomen 2 position,Radiology
8139,HB ABO M30,abo m30,Laboratory
8140,HB ABO TYPING R30,abo typing r30,Laboratory
8141,HB ACAPELLA TX INITIAL,acapella treatment initial,Respiratory Therapy
8142,HB ACAPELLA TX SUBSEQUENT,acapella treatment subsequent,Respiratory Therapy
8143,HB ACAPELLA TX. SUBSEQUENT,acapella treatment subsequent,Respiratory Therapy
8144,HB ACETAZOLAMIDE 500MG CAPS SA,acetazolamide 500 mg capsules slow_action,Pharmacy
8145,HB ADAPTER CATH PLAS UROL,adapter catheter plastic urol,Supply
8146,HB ADAPTER CATH PLAS UROL FOLY,adapter catheter plastic urol foly,Supply
8147,HB ADAPTER NDL L1/2IN OD23GA TB B,adapter needle l1/2 inches od23ga tube b,Pharmacy
8148,HB ADENO VIRUS QUAL PCR,adenoid virus qualitative pcr,Laboratory
8149,HB ADENOVIRUS QUANTITATIVE PCR,adenovirus quantitative pcr,Laboratory
8150,HB ADENUVIRUS QUANTITATIVE PCR,adenovirus quantitative pcr,Laboratory
8151,HB AERONEB TUBING,aeroneb tubing,Supply
8152,HB ALANINE QUANTITATION,alanine quantitation,Laboratory
8153,HB ALBUTEROL 0. 83MG/ML INH SOL P,albuterol 0 83 mg/ml inhaler 01 solution p,Pharmacy
8154,HB ALBUTEROL 0.03MG/ML INH SOL P,albuterol 0.03 mg/ml inhaler 01 solution p,Pharmacy
8155,HB ALBUTEROL 0.83MG/ML INH SOL P,albuterol 0.83 mg/ml inhaler 01 solution p,Pharmacy
