descrip	Rev_Code_Name	units	billed_amount	norm_billed_amount	NORM_DESC	CHRG_CLS
ALBUTERO/IPRATROPIUM 3ML NEB	Pharmacy	1.0	6.95	6.95	albuterol/ipratropium 3_ml nebulizer	Pharmacy
ALBUTEROL (2.5 MG/3ML) 0.083% NEBU	Drugs Requiring Specific Identification	3.0	5.2	1.73333333333	albuterol 2.5_mg/3_ml 0.083% nebulizer	Pharmacy
ALBUTEROL (2.5 MG/3ML) 0.083% NEBU	Pharmacy	1.0	8.35	8.35	albuterol 2.5_mg/3_ml 0.083% nebulizer	Pharmacy
ALBUTEROL 0.08 3 % NEBU	Pharmacy	5.0	2.74	0.548	albuterol 0.08 3% nebulizer	Pharmacy
ALBUTEROL 0.083 % NEBU	Pharmacy	3.0	1.52	0.506666666667	albuterol 0.083% nebulizer	Pharmacy
ALBUTEROL 0.083 % NEBU 3 ML VIAL	Pharmacy	3.0	1.47	0.49	albuterol 0.083% nebulizer 3_ml vial	Pharmacy
ALBUTEROL 0.5% NEBU 20 ML	Pharmacy	100.0	30.33	0.3033	albuterol 0.5% nebulizer 20_ml	Pharmacy
ALBUTEROL 2.5 MG/0.5 ML	Drugs Requiring Specific Identification	2.0	2.75	1.375	albuterol 2.5_mg/0.5_ml	Pharmacy
ALBUTEROL 2.5 MG/0.5 ML	Pharmacy	2.0	2.75	1.375	albuterol 2.5_mg/0.5_ml	Pharmacy
ALBUTEROL 2.5MG/0.5ML UD INH	Pharmacy	2.0	57.2	28.6	albuterol 2.5 mg/0.5 ml ud inhaled	Pharmacy
ALBUTEROL 90 MCG/ACTUATION	Drugs Requiring Specific Identification	1.0	55.99	55.99	albuterol 90 microgram/actuation	Pharmacy
ALBUTEROL 90 MCG/ACTUATION	Pharmacy	1.0	1.0	1.0	albuterol 90 microgram/actuation	Pharmacy
ALBUTEROL INH 2.5MG/3ML U/D	Pharmacy	1.0	55.95	55.95	albuterol inhaled 2.5_mg/3_ml u/daily	Pharmacy
ALBUTEROL INH SOLN 5MG/ML 20ML	Pharmacy	1.0	75.55	75.55	albuterol inhaled solution 5 mg/ml 20 ml	Pharmacy
ALBUTEROL INH U.D. PER MG .....	Pharmacy	2.0	9.8	4.9	albuterol inhaled u daily per milligram	Pharmacy
ALBUTEROL SULF 0.83MG/ML 3ML	Pharmacy	3.0	2.19	0.72	albuterol sulfate 0.83_mg/ml 3_ml	Pharmacy
ALBUTEROL SULFATE (2.5 MG/3ML) 0.083	Pharmacy	1.0	4.61	4.61	albuterol sulfate 2.5_mg/3_ml 0.083	Pharmacy
ALBUTEROL-IPRATROPIUM 0.5	Pharmacy	1.0	1.09	1.09	albuterol ipratropium 0.5	Pharmacy
ALBUTEROL-IPRATROPIUM 0.5 	Pharmacy	1.0	1.78	1.78	albuterol ipratropium 0.5	Pharmacy
ALBUTEROL-IPRATROPIUM 0.5-2.5 (3) MG/3ML SOLN	IV Therapy	4.0	27.095	6.77375	albuterol ipratropium 0.5 2.5 3_mg/3_ml solution	Pharmacy
ALBUTEROL-IPRATROPIUM 0.5-2.5 (3) MG/3ML SOLN	Pharmacy	1.0	11.0	11.0	albuterol ipratropium 0.5 2.5 3_mg/3_ml solution	Pharmacy
ALBUTEROL/VENTOLIN 5MG/ML INH	Pharmacy	3.0	3.26	1.08666666667	albuterol/ventolin 5 mg/ml inhaler	Pharmacy
ALCAINE/OPHTHAINE 15ML	Pharmacy	1.0	163.0	163.0	alcaine/ophthaine 15_ml	Pharmacy
ALDACTAZIDE ORAL SUSP 5MG/ML	Pharmacy	1.0	55.2	55.2	aldactazide oral suspension 5 mg/ml	Pharmacy
ALDH7A1 SEQUENCING ANALYSIS MOL030	Laboratory	1.0	1500.0	1500.0	aldh7a1 sequencing analysis mol030	Laboratory
ALDOSTERONE	Laboratory	1.0	333.0	290.0	aldosterone	Laboratory
ALKALINE PHOSPHATASE	Laboratory	1.0	75.0	75.0	alkaline phosphatase	Laboratory
ALLOPURINOL 100 MG TABS	Drugs Requiring Specific Identification	1.0	3.95	3.85	allopurinol 100_mg tablets	Pharmacy
ALLOPURINOL 100 MG TABS	Pharmacy	1.0	5.0	3.3	allopurinol 100_mg tablets	Pharmacy
ALOE VESTA OINTMENT 2 OZ	Pharmacy	1.0	31.0	31.0	aloe vesta ointment 2 ounce	Supply
ALPHA-1-ANTITRYPSIN FECES	Laboratory	1.0	212.0	212.0	alpha 1 antitrypsin feces	Laboratory
ALPHA-1-ANTITRYPSIN TOTAL	Laboratory	1.0	145.5	145.5	alpha 1 antitrypsin total	Laboratory
ALPHA-FETOPROTEIN SERUM	Laboratory	1.0	266.0	266.0	alpha fetoprotein serum	Laboratory
ALPROSTADIL 0.5 MG/ML INJ	Drugs Requiring Specific Identification	1.0	677.4	677.4	alprostadil 0.5 mg/ml injection	Pharmacy
ALT	Laboratory	1.0	51.0	51.0	alanine aminotransferase test	Laboratory
ALT	Pharmacy	1.0	24.0	24.0	alanine aminotransferase test	Laboratory
ALT ALANINE AMINOTRANSFERASE SGP	Laboratory	1.0	127.0	127.0	alanine aminotransferase alanine aminotransferase sgp	Laboratory
ALT SGPT	Laboratory	1.0	58.8	58.8	alanine aminotransferase test serum_glutamic_pyruvic_transaminase	Laboratory
ALTEPLASE 1 MG INJ	Pharmacy	2.0	334.54	167.27	alteplase 1_mg injection	Pharmacy
ALTEPLASE 1 MG/ML SOLR	Drugs Requiring Specific Identification	2.0	386.92	193.46	alteplase 1_mg/ml solution	Pharmacy
ALTEPLASE 1 MG/ML SOLR	Pharmacy	1.0	198.53	198.53	alteplase 1_mg/ml solution	Pharmacy
ALTEPLASE 1 MG/ML SOLR 0.5 ML SYRINGE	Drugs Requiring Specific Identification	1.0	176.13	176.13	alteplase 1_mg/ml solution 0.5_ml syringe	Pharmacy
ALTEPLASE 1 MG/ML SOLR 0.5 ML SYRINGE	Pharmacy	1.0	177.1	177.1	alteplase 1_mg/ml solution 0.5_ml syringe	Pharmacy
ALTEPLASE 2 MG SOLR	Drugs Requiring Specific Identification	2.0	567.59	283.795	alteplase 2_mg solution	Pharmacy
ALTEPLASE 2 MG SOLR	Pharmacy	2.0	610.065	313.15875	alteplase 2_mg solution	Pharmacy
ALTEPLASE CATHETER SOLUTION CMPD	Drugs Requiring Specific Identification	1.0	331.3	331.3	alteplase catheter solution compound	Pharmacy
ALTEPLASE CATHFLO.1 MG-2MG INJ	Drugs Requiring Specific Identification	2.0	401.7	200.85	alteplase cathflo.1_mg 2_mg injection	Pharmacy
ALVIMOPAN 12 MG CAP	Drugs Requiring Specific Identification	1.0	317.54	317.54	alvimopan 12_mg capsule	Pharmacy
ALVIMOPAN 12 MG CAP	Pharmacy	1.0	582.93	582.93	alvimopan 12_mg capsule	Pharmacy
AMBISOME B LIPOSOMAL INJ	Drugs Requiring Specific Identification	3.0	1651.4	550.466666667	ambisome b liposomal injection	Pharmacy
AMBULATING OXIMETRY	Pulmonary Function	1.0	312.0	312.0	ambulating oximetry	Monitoring
AMIKACIN SULFATE 500 MG/2ML IJ SOLN	Drugs Requiring Specific Identification	1.0	18.0	18.0	amikacin sulfate 500 mg/2 ml injection solution	Pharmacy
AMIKACIN SULFATE 500 MG/2ML IJ SOLN	Pharmacy	2.0	14.47	7.235	amikacin sulfate 500 mg/2 ml injection solution	Pharmacy
AMINO ACIDS (TROPHAMINE) 10 % SOLN 500 ML GLASS CONT	Pharmacy	88.0	44.9	0.506976744186	amino acids trophamine 10% solution 500_ml glass container	Pharmacy
AMINO ACIDS PLASMA	Laboratory	1.0	798.0	798.0	amino acids plasma	Laboratory
AMINOCAPROIC ACID 250 MG/ML INJ	Drugs Requiring Specific Identification	20.0	83.9	4.195	aminocaproic acid 250 mg/ml injection	Pharmacy
AMINOCAPROIC ACID 250 MG/ML SOLN 20 ML VIAL	Drugs Requiring Specific Identification	1.0	59.7	59.7	aminocaproic acid 250_mg/ml solution 20_ml vial	Pharmacy
AMINOCAPROIC ACID 250 MG/ML SOLN 20 ML VIAL	Patient Conv Items	1.0	7.04	7.04	aminocaproic acid 250_mg/ml solution 20_ml vial	Pharmacy
AMINOCAPROIC ACID 250 MG/ML SOLN 20 ML VIAL	Pharmacy	1.0	44.0	23.1	aminocaproic acid 250_mg/ml solution 20_ml vial	Pharmacy
AMINOCAPROIC ACID 250 MG/ML SOLN 20 ML VIAL	Radiology	1.5	122.18	84.87	aminocaproic acid 250_mg/ml solution 20_ml vial	Pharmacy
AMINOCAPROIC ACID 5000MG/	Pharmacy	2.0	24.0	12.0	aminocaproic acid 5000_mg/	Pharmacy
AMINOCAPROIC ACID 5GM/20ML INJ	Pharmacy	2.0	40.8	27.9	aminocaproic acid 5_gm/20_ml injection	Pharmacy
AMIODARONE 150MG/100ML INJ	Pharmacy	1.0	239.75	239.75	amiodarone 150 mg/100 ml injection	Pharmacy
AMIODARONE 200MG TA	Drugs Requiring Specific Identification	2.0	24.0	12.0	amiodarone 200_mg ta	Pharmacy
AMIODARONE 200MG TA	Pharmacy	2.0	36.0	18.0	amiodarone 200_mg ta	Pharmacy
AMIODARONE 200MG TAB	Drugs Requiring Specific Identification	1.0	3.37	2.0	amiodarone 200_mg tablet	Pharmacy
AMIODARONE 200MG TAB	Pharmacy	1.0	28.0	18.9	amiodarone 200_mg tablet	Pharmacy
AMIODARONE 50 MG/ML SOLN	Drugs Requiring Specific Identification	5.0	47.87	5.33666666667	amiodarone 50_mg/ml solution	Pharmacy
AMIODARONE 50 MG/ML SOLN	Pharmacy	5.0	31.4	4.2	amiodarone 50_mg/ml solution	Pharmacy
AMIODARONE 50 MG/ML SOLN 18 ML VIAL	Drugs Requiring Specific Identification	30.0	83.18	2.77266666667	amiodarone 50_mg/ml solution 18_ml vial	Pharmacy
AMIODARONE 50 MG/ML SOLN 18 ML VIAL	Pharmacy	30.0	95.5	3.18333333333	amiodarone 50_mg/ml solution 18_ml vial	Pharmacy
AMIODARONE HCL TABLET 200MG	Pharmacy	1.0	1.08	1.07	amiodarone hcl tablet 200_mg	Pharmacy
AMIODARONE IN 5% DEXTROSE 150 MG/100 ML (1.5 MG/ML) SOLN	Pharmacy	1.0	107.4	107.4	amiodarone in 5% dextrose 150_mg/100_ml 1.5_mg/ml solution	Pharmacy
AMLODIPINE 10 MG TABS	Drugs Requiring Specific Identification	1.0	15.0	15.0	amlodipine 10_mg tablets	Pharmacy
AMLODIPINE 10 MG TABS	Pharmacy	1.0	7.9	7.9	amlodipine 10_mg tablets	Pharmacy
AMLODIPINE 5MG TAB	Drugs Requiring Specific Identification	1.0	8.625	8.0	amlodipine 5_mg tablet	Pharmacy
AMLODIPINE 5MG TAB	Pharmacy	1.0	16.0	12.34	amlodipine 5_mg tablet	Pharmacy
AMLODIPINE BESYLATE TABLET 5MG	Pharmacy	2.0	0.62	0.315	amlodipine besylate tablet 5_mg	Pharmacy
AMMONIA	Implant/Supply	1.0	249.0	249.0	ammonia	Laboratory
AMMONIA	Laboratory	1.0	154.0	154.0	ammonia	Laboratory
AMMONIA BLOOD	Laboratory	1.0	170.0	170.0	ammonia blood	Laboratory
AMMONIA PLASMA	Laboratory	1.0	242.0	242.0	ammonia plasma	Laboratory
AMMONIUM CHLORIDE 1MEQ/ML	Pharmacy	1.0	55.05	55.05	ammonium chloride 1 meq/ml	Pharmacy
AMNIOFIX INJ 160MG AI-5200	Implant/Supply	2.0	16156.0	8078.0	amniofix injection 160_mg ai 5200	Pharmacy
AMOX/CLAVULANATE 400MG/5ML SUS	Pharmacy	2.0	7.0	3.5	amoxicillin/clavulanate 400 mg/5 ml suspension	Pharmacy
AMOXICILLIN-CLAVULANATE 600-42.9 MG/5 ML SUSR 2	Pharmacy	1.0	2.71	2.71	amoxicillin clavulanate 600 42.9_mg/5_ml susr 2	Pharmacy
AMOXICILLIN-CLAVULANATE 875-125 MG TABS	Drugs Requiring Specific Identification	1.0	5.9	5.9	amoxicillin clavulanate 875 125_mg tablets	Pharmacy
AMOXICILLIN-CLAVULANATE 875-125 MG TABS	Pharmacy	1.0	11.13	11.13	amoxicillin clavulanate 875 125_mg tablets	Pharmacy
AMOXIL 500MG CAP	Pharmacy	2.0	7.7	3.85	amoxil 500_mg capture	Pharmacy
AMPICIL-SULBACT 1.5G-2G-1G INJ	Drugs Requiring Specific Identification	2.0	56.85	28.425	ampicillin sulbactam 1.5_gm 2_gm 1_gm injection	Pharmacy
AMPICILLIN 250 MG/ML SOLR	Pharmacy	1.0	277.36	276.97	ampicillin 250_mg/ml solution	Pharmacy
AMPICILLIN 250MG/2.5ML NSY DI	Drugs Requiring Specific Identification	1.0	77.0	77.0	ampicillin 250_mg/2.5_ml nursery di	Pharmacy
AMPICILLIN 250MG/2.5ML NSY DI	Pharmacy	1.0	83.0	83.0	ampicillin 250_mg/2.5_ml nursery di	Pharmacy
AMPICILLIN INJ 250MG	Pharmacy	1.0	28.0	28.0	ampicillin injection 250 mg	Pharmacy
AMPICILLIN-SULBACTAM 1.5 (1-0.5) G SOLR 1 EACH VIAL	Drugs Requiring Specific Identification	1.0	17.7	17.7	ampicillin sulbactam 1.5 1 0.5 g solution 1 each vial	Pharmacy
AMPICILLIN-SULBACTAM 1.5 (1-0.5) G SOLR 1 EACH VIAL	Pharmacy	1.0	34.7	23.25	ampicillin sulbactam 1.5 1 0.5 g solution 1 each vial	Pharmacy
AMPICILLIN-SULBACTAM 250-125 MG/ML SOLR 1 EACH	Pharmacy	1.0	264.79	264.79	ampicillin sulbactam 250 125_mg/ml solution 1 each	Pharmacy
AMPICILLIN-SULBACTAM 3 GRAM SOLR 1 EACH VIAL	Drugs Requiring Specific Identification	2.0	131.9	65.95	ampicillin sulbactam 3 gram solution 1 each vial	Pharmacy
AMPICILLIN-SULBACTAM 3 GRAM SOLR 1 EACH VIAL	Pharmacy	2.0	80.0	40.0	ampicillin sulbactam 3 gram solution 1 each vial	Pharmacy
AMPLIF NA PROBE NOS AGNT MOD058	Laboratory	1.0	179.0	179.0	amplified nucleic acid probe not otherwise specified agent mod058	Laboratory
AMYLASE	Laboratory	1.0	122.0	122.0	amylase	Laboratory
AMYLASE (AMY)	Laboratory	1.0	141.0	141.0	amylase amy	Laboratory
AMYLASE BLOOD	Laboratory	1.0	162.0	162.0	amylase blood	Laboratory
AMYLASE/LIPASE/PROTEASE 12000U	Pharmacy	1.0	7.4	7.4	amylase/lipase/protease 12000u	Laboratory
ANA SCREEN	Laboratory	1.0	143.92	143.92	antinuclear antibody screen	Laboratory
ANAERO CULT ISO & PRESUMPT ID	Laboratory	1.0	114.5	114.5	anaerobic culture isolate and presumptive identification	Laboratory
ANAEROBIC CULT ISO & PRESUMPT	Laboratory	1.0	117.0	117.0	anaerobic culture isolate and presumptive	Laboratory
ANAEROBIC CULTURE	Laboratory	1.0	184.0	184.0	anaerobic culture	Laboratory
ANAEROBIC CULTURE EXC BLOO	Laboratory	1.0	237.0	237.0	anaerobic culture excel blood	Laboratory
ANCHOR/SCRW LEVEL 10	Implant/Supply	2.0	4741.0	4264.0	anchor/screw level 10	Implant
ANCHOR/SCRW LEVEL 3	Implant/Supply	7.0	1453.28	252.56	anchor/screw level 3	Implant
ANCHOR/SCRW LEVEL 4	Implant/Supply	1.0	358.2	358.2	anchor/screw level 4	Implant
ANES ADD 30 MIN	Anesthesia	4.0	3601.0	751.5	anesthesia additional 30 minutes	OR / Anesthesia / Recovery Room
ANES ADD 30 MIN	Blood	4.5	2925.0	650.0	anesthesia additional 30 minutes	OR / Anesthesia / Recovery Room
ANES ANALYS CHLORIDE (OCL)	Laboratory	1.0	65.0	65.0	anesthesia analysis chloride occlu	Laboratory
ANES ANALYS FASTING BLOOD	Laboratory	1.0	89.0	89.0	anesthesia analysis fasting blood	Laboratory
ANES ANALYS HEMOGLOBIN	Laboratory	1.0	64.0	64.0	anesthesia analysis hemoglobin	Laboratory
ANES ANALYS LACTATE (OLA)	Laboratory	1.0	144.0	144.0	anesthesia analysis lactate ola	Laboratory
ANES ANALYS POTASSIUM SERU	Laboratory	1.0	86.0	86.0	anesthesia analysis potassium serum	Laboratory
ANES ANALYS SODIUM	Laboratory	1.0	96.0	96.0	anesthesia analysis sodium	Laboratory
ANES ANALYSIS BLOOD GAS (F	Laboratory	1.0	298.0	298.0	anesthesia analysis blood_gas follow	Laboratory
ANES ANALYSIS CALCIUM	Laboratory	1.0	188.0	188.0	anesthesia analysis calcium	Laboratory
ANES FIRST 30 MIN	Anesthesia	1.0	1555.6	1555.6	anesthesia first 30 minutes	OR / Anesthesia / Recovery Room
ANES FIRST 30 MIN	Blood	1.0	1116.0	1116.0	anesthesia first 30 minutes	OR / Anesthesia / Recovery Room
ANES G ADD M	Anesthesia	147.5	1620.0	10.0	anesthesia gram additional m	OR / Anesthesia / Recovery Room
ANES GEN 1ST 1/2 HR GEN	Anesthesia	1.0	1680.0	1680.0	anesthesia general 1st 1/2 hour general	OR / Anesthesia / Recovery Room
ANES GEN ADDL 1/4 HR GEN	Anesthesia	8.5	3859.0	454.0	anesthesia general additional 1/4 hour general	OR / Anesthesia / Recovery Room
ANES LV 3 EA ADD MIN	Anesthesia	104.0	4216.0	36.96	anesthesia level 3 each additional minute	OR / Anesthesia / Recovery Room
ANES LV 3 INI 15 MIN	Anesthesia	1.0	1795.18	1795.18	anesthesia level 3 initial 15_minutes	OR / Anesthesia / Recovery Room
ANES MATERIALS 1ST 15 MIN	Anesthesia	1.0	148.0	148.0	anesthesia materials 1st 15_minutes	OR / Anesthesia / Recovery Room
ANESTH PER MINUTE	Anesthesia	139.5	3816.0	39.0	anesthesia per minute	OR / Anesthesia / Recovery Room
ANESTH SUPPLIES LEVEL 2	Implant/Supply	1.0	1338.0	1338.0	anesthesia supplies level 2	OR / Anesthesia / Recovery Room
ANESTHESIA	Anesthesia	1.0	1440.0	1440.0	anesthesia	OR / Anesthesia / Recovery Room
ANESTHESIA	Implant/Supply	1.0	27.0	27.0	anesthesia	OR / Anesthesia / Recovery Room
ANESTHESIA	Pharmacy	1.0	888.69	888.69	anesthesia	OR / Anesthesia / Recovery Room
ANESTHESIA EA MIN	Anesthesia	175.0	4862.0	26.0	anesthesia each minute	OR / Anesthesia / Recovery Room
ANESTHESIA KIT #514505-5	Implant/Supply	1.0	82.0	82.0	anesthesia kit 514505 5	Supply
ANESTHESIA LEVEL 1	Anesthesia	1.0	1061.0	1061.0	anesthesia level 1	OR / Anesthesia / Recovery Room
ANESTHESIA LEVEL 2	Anesthesia	1.0	1429.0	1429.0	anesthesia level 2	OR / Anesthesia / Recovery Room
ANESTHESIA LEVEL 3	Anesthesia	1.0	1738.0	1738.0	anesthesia level 3	OR / Anesthesia / Recovery Room
ANESTHESIA LEVEL 3	Implant/Supply	1.0	578.6	578.6	anesthesia level 3	OR / Anesthesia / Recovery Room
ANESTHESIA LEVEL 4	Anesthesia	1.0	3071.0	3071.0	anesthesia level 4	OR / Anesthesia / Recovery Room
ANESTHESIA LEVEL 5	Anesthesia	1.0	4955.0	4955.0	anesthesia level 5	OR / Anesthesia / Recovery Room
ANESTHESIA LEVEL 5	Implant/Supply	1.0	1235.5	1235.5	anesthesia level 5	OR / Anesthesia / Recovery Room
ANESTHESIA PER 30MIN > 90MIN HCHG ANESTHESIA PER 30MIN > 90MIN	Anesthesia	3.0	5190.0	1590.5	anesthesia per 30min greater_than 90min	OR / Anesthesia / Recovery Room
ANESTHESIA TIME EA ADDL 30 MIN	Anesthesia	4.0	904.0	226.0	anesthesia time each additional 30 minutes	OR / Anesthesia / Recovery Room
ANESTHESIA TIME FIRST 30 MIN	Anesthesia	1.0	505.0	505.0	anesthesia time first 30 minutes	OR / Anesthesia / Recovery Room
ANGIOCATH 16G-22G X1	Implant/Supply	1.0	27.99	27.99	angiocath 16_g 22_g x1	Supply
ANGIOCATH 18G 1 1/4	Implant/Supply	1.0	29.0	29.0	angiocath 18_g 1 1/4	Supply
ANGIOGRAM EXTREMITY BILATERAL S/I	Radiology	1.0	3568.0	3568.0	angiogram extremity bilateral surgical / Interpretation	Radiology
ANGIOSEAL 6FR ORDER INCREMENT OF 10-EA	Implant/Supply	1.0	1873.8	1873.8	angioseal 6fr order increment of 10 each	Supply
ANIDULAFUNGIN 50 MG SOLR 1	Pharmacy	100.0	432.64	4.3264	anidulafungin 50_mg solution 1	Pharmacy
ANKLE FOOT ORTHOSIS	Implant/Supply	2.0	126.0	63.0	ankle foot orthosis	Supply
ANS GENERAL PER MIN	Anesthesia	154.0	3339.0	22.0	anesthesia general per minute	OR / Anesthesia / Recovery Room
ANS MAC REGIONAL PER MINUTE	Anesthesia	44.5	712.0	16.0	anesthesia monitored anesthesia care regional per minute	OR / Anesthesia / Recovery Room
ANTI HEPATITIS C	Laboratory	1.0	193.0	193.0	anti hepatitis c	Laboratory
ANTIBODY ELUTION	Laboratory	1.0	201.0	201.0	antibody elution	Laboratory
ANTIBODY SCR	Laboratory	1.0	116.5	116.5	antibody screen	Laboratory
ANTIBODY SCREEN	Blood	1.0	109.0	109.0	antibody screen	Laboratory
ANTIBODY SCREEN	Implant/Supply	1.0	69.15	69.15	antibody screen	Laboratory
ANTIBODY SCREEN	Laboratory	1.0	143.0	143.0	antibody screen	Laboratory
ANTIBODY SCREEN	PT/OT/Speech	1.0	76.875	76.875	antibody screen	Laboratory
ANTIBODY SCREEN	Respiratory Services	1.0	49.6	49.6	antibody screen	Laboratory
ANTIBODY SCREEN EACH TECHNIQUE	Laboratory	1.0	83.0	83.0	antibody screen each technique	Laboratory
ANTIBODY SCREEN RBC EACH SERUM	Laboratory	1.0	118.0	118.0	antibody screen red_blood_cell each serum	Laboratory
ANTICOAG SCREEN MIXING STUDIES	Laboratory	1.0	67.0	67.0	anticoagulant screen mixing studies	Laboratory
ANTIMICROBIAL BREAKPOINT/MIC	Laboratory	1.0	224.0	224.0	antimicrobial breakpoint/microscopy	Laboratory
ANTITHROMBIN III 1750 UNITS SOLR 1 INT'L UNITS VIAL	Pharmacy	74.0	41784.3	564.652702703	antithrombin iii 1750_units solution 1 intl_units vial	Plan Benefit
ANTITHROMBIN III 1U NE	Pharmacy	500.0	11480.0	22.96	antithrombin iii 1u ne	Plan Benefit
ANTITHROMBIN III 50 IU	Drugs Requiring Specific Identification	340.0	2825.4	8.31	antithrombin iii 50 iu	Plan Benefit
ANTITHROMBIN III 50 IU	Pharmacy	138.0	1108.14	8.03	antithrombin iii 50 iu	Plan Benefit
ANTITHROMBIN III 500 UN	Pharmacy	1.0	5225.2	5225.2	antithrombin iii 500_units	Plan Benefit
ANTITHROMBIN III ACTIVITY	Laboratory	1.0	423.0	423.0	antithrombin 3 activity	Laboratory
AORTIC BALLOON VALVULOPLASTY	Cardiology	1.0	7634.0	7634.0	aortic balloon valvuloplasty	Cardiology
APPLICATOR CHLORAPREP 3ML C	Implant/Supply	1.0	4.0	4.0	applicator chloraprep 3 ml c	Supply
APPLICATOR CHLORAPREP 3ML C	Pharmacy	1.5	6.0	4.0	applicator chloraprep 3 ml c	Supply
APPLIER CLIP MULTI 20 LG	Implant/Supply	1.0	241.0	241.0	applier clip multiple 20 large	Supply
APPLIER CLIP MULTI 20 MD	Implant/Supply	1.0	240.0	240.0	applier clip multiple 20 medium	Supply
APPLIER CLIP MULTI 20 SM	Implant/Supply	1.0	239.0	239.0	applier clip multiple 20 small	Supply
APPLIER LIG MED 11.25 MCM20	Implant/Supply	1.0	473.0	473.0	applier ligaclip med 11.25 mcm20	Supply
AQUAPHOR OINT 14OZ	Pharmacy	1.0	119.0	119.0	aquaphor ointment 14oz	Supply
AQUAPHOR OINTMENT 14OZ 1 TUB E	Pharmacy	1.0	6.08	6.08	aquaphor ointment 14oz 1 tube e	Supply
ARISTA AH FLEXTIP XL APPLICATOR	Implant/Supply	1.0	85.0	85.0	arista ah flextip extra large applicator	Supply
ARM BOARD IV FLEXIBLE ADULT	Implant/Supply	1.0	26.0	26.0	arm board intravenous flexible adult	Supply
ARM RESTRAINT	Implant/Supply	1.0	48.0	48.0	arm restraint	Supply
ART AIRWAY CARE	Respiratory Services	2.0	175.0	89.0	artificial airway care	Respiratory Therapy
ART LWR EXTR DUPLEX GRAFT COMP BI	Other Diagnostic Services	1.0	923.0	923.0	arterial lower extremity duplex graft complete bilateral	Radiology
ART PX BLOOD FOR DIAGNOSIS	Laboratory	1.0	93.0	93.0	Arterial PX blood for diagnosis	Nursing Services
ART PX BLOOD FOR DIAGNOSIS	Other Diagnostic Services	1.0	93.0	93.0	Arterial PX blood for diagnosis	Nursing Services
ARTERIAL PUNCTURE	Cardiology	1.0	387.0	387.0	arterial puncture	Nursing Services
ARTERIAL PUNCTURE	Clinic	1.0	29.1	28.2	arterial puncture	Nursing Services
ARTERIAL PUNCTURE	Emergency Room	1.0	137.0	137.0	arterial puncture	Nursing Services
ARTERIAL PUNCTURE	Gastro-Intestinal Services	1.0	136.16	136.16	arterial puncture	Nursing Services
ARTERIAL PUNCTURE	Implant/Supply	1.0	113.0	113.0	arterial puncture	Nursing Services
ARTERIAL PUNCTURE	Laboratory	1.0	182.36	159.0	arterial puncture	Nursing Services
ARTERIAL PUNCTURE	OR Services	1.0	140.0	140.0	arterial puncture	Nursing Services
ARTERIAL PUNCTURE	Other Diagnostic Services	1.0	431.78	431.78	arterial puncture	Nursing Services
ARTERIAL PUNCTURE	Other Therapeutic Services	1.0	50.0	50.0	arterial puncture	Nursing Services
ARTERIAL PUNCTURE	Pulmonary Function	1.0	80.64	76.0	arterial puncture	Nursing Services
ARTERIAL PUNCTURE	Respiratory Services	1.0	120.0	115.0	arterial puncture	Nursing Services
ARTERIAL PUNCTURE	Treatment/Observation Room	1.0	240.0	240.0	arterial puncture	Nursing Services
ARTERIAL PUNCTURE (ABG)	Laboratory	1.0	193.0	193.0	arterial puncture arterial_blood_gas	Nursing Services
ARTERIAL PUNCTURE (ABG)	OR Services	1.0	176.0	176.0	arterial puncture arterial_blood_gas	Nursing Services
ARTERIAL PUNCTURE (ABG)	Respiratory Services	1.0	193.0	193.0	arterial puncture arterial_blood_gas	Nursing Services
ARTERIAL PUNCTURE WITH KIT	Other Diagnostic Services	1.0	104.04	104.04	arterial puncture with kit	Supply
ARTERIAL PUNCTURE WITH KIT	Respiratory Services	1.0	186.0	186.0	arterial puncture with kit	Supply
ARTERIAL WRIST SUPPORT 29980	Implant/Supply	1.0	76.11	76.11	arterial wrist support 29980	Supply
ARTIFICIAL TEARS OINT 3.5 G TUBE	Drugs Requiring Specific Identification	4.0	3.0	0.75	artificial tears ointment 3.5 g tube	Supply
ARTIFICIAL TEARS OINT 3.5 G TUBE	Pharmacy	1.0	21.5	21.5	artificial tears ointment 3.5 g tube	Supply
ASCORB ACID VIT C TAB 500	Pharmacy	1.0	3.85	3.85	ascorbic acid vitamin cap tablet 500	Pharmacy
ASCORBIC ACID 250MG TAB	Pharmacy	1.0	5.05	5.05	ascorbic acid 250_mg tablet	Pharmacy
ASPIRATOR NASAL BBG	Implant/Supply	1.0	19.31	19.31	aspirator nasal bag	Supply
ASPIRIN 325 MG TABS	Drugs Requiring Specific Identification	1.0	3.5	3.5	aspirin 325_mg tablets	Pharmacy
ASPIRIN 325 MG TABS	Implant/Supply	1.0	0.0	0.0	aspirin 325_mg tablets	Pharmacy
ASPIRIN 325 MG TABS	Patient Conv Items	1.0	0.0	0.0	aspirin 325_mg tablets	Pharmacy
ASPIRIN 325 MG TABS	Pharmacy	1.0	2.5	2.5	aspirin 325_mg tablets	Pharmacy
ASPIRIN 325MG; ASPIRIN 325 MG TABLET .EC	Drugs Requiring Specific Identification	1.0	2.0	2.0	aspirin 325_mg aspirin 325_mg tablet each	Pharmacy
ASPIRIN 81 MG CHEW	Drugs Requiring Specific Identification	1.0	1.0	1.0	aspirin 81_mg chew	Pharmacy
