,cleaned_descrip,NORM_DESC,CHRG_CLS,Predicted_Class_Jaro,Prob_Jaro,Correct_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Correct_DLevenshtein,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Correct_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Correct_DeepNN,Voted Output,Voting Algorithm,Confidence Score
569,CIPROFLOXACIN HCL 500 MG TABLET,ciprofloxacin hcl 500_mg tablet,Pharmacy,Pharmacy,0.85,1,Pharmacy,0.67,1,Pharmacy,0.97964153955,1,Pharmacy,0.999054942601,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.874674120538
570,CIPROFLOXACIN IN D5W 400 MG/200ML,ciprofloxacin dextrose_5% water 400 mg/200 ml,Pharmacy,Pharmacy,0.94,1,Pharmacy,0.83,1,Pharmacy,0.982826681065,1,Pharmacy,0.998481613035,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.937827073525
571,CIRCUIT ADULTFISHER,circuit adultfisher,Supply,Laboratory,0.74,0,Supply,0.46,1,Supply,0.851541321143,1,Supply,0.486576833073,1,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.599372718072
572,CIRCUIT BRTH/KNCF3 76 6121Z,circuit breathing/kncf3 76 6121z,Supply,Supply,0.76,1,Supply,0.46,1,Supply,0.768527666054,1,Supply,0.961028570605,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.737389059165
573,CIRCUIT KIT DRY TUBE NEONATTIL,circuit kit dry tube neonatal,Supply,Supply,0.96,1,Supply,0.92,1,Supply,0.969943125183,1,Supply,0.99993277487,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.962468975013
574,CIRCUT BREATH ISOFLEX ADLT 108 EXPAND BAG 3L LF,circuit breathing isoflex adult 108 expand bag 3_liter lf,Supply,Supply,0.71,1,Supply,0.36,1,Supply,0.963343689066,1,Supply,0.99964284099,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.758246632514
575,CISATRACURIUM 10 MG/ML SOLN 0074 4382 20,cisatracurium 10 mg ml solution 0074 4382 20,Pharmacy,Pharmacy,0.8,1,Pharmacy,0.68,1,Pharmacy,0.982542076871,1,Pharmacy,0.996433642632,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.864743929876
576,CISATRACURIUM 2MG/ML 10ML VL,cisatracurium 2 mg ml 10 ml vial,Pharmacy,Pharmacy,0.97,1,Pharmacy,0.96,1,Pharmacy,0.986240278181,1,Pharmacy,0.991243256295,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.976870883619
577,CLARITHROMYCIN 500MG TAB,clarithromycin 500_mg tablet,Pharmacy,Pharmacy,0.83,1,Pharmacy,0.77,1,Pharmacy,0.981947927757,1,Pharmacy,0.99922937144,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.895294324799
578,CLIP HORIZON WECK LG ORNG,clip horizon weck large orng,Supply,Laboratory,0.7,0,Laboratory,0.38,0,Supply,0.888362142905,1,Supply,0.989600774818,1,Supply,"Logistic_OvR, DeepNN",0.469490729431
579,CLONAZEPAM 0.5 MG TABLET,clonazepam 0.5_mg tablet,Pharmacy,Pharmacy,0.93,1,Pharmacy,0.86,1,Pharmacy,0.944088728771,1,Pharmacy,0.93749787986,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.917896652158
580,CLONAZEPAM 0.5 MG TABLET,clonazepam 0.5_mg tablet,Pharmacy,Pharmacy,0.93,1,Pharmacy,0.86,1,Pharmacy,0.933486038004,1,Pharmacy,0.923645891622,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.911782982407
581,CLONIDINE/CATAPRES 0.2MG TAB B,clonidine catapres 0.2 mg tablet b,Pharmacy,Pharmacy,0.98,1,Pharmacy,0.96,1,Pharmacy,0.985941118818,1,Pharmacy,0.999056203953,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.981249330693
582,CLOSTRIDIUM ENZYM ANTIGENASSAY,clostridium enzyme antigenassay,Laboratory,Laboratory,0.78,1,Laboratory,0.61,1,Laboratory,0.946412293176,1,Laboratory,0.996755932238,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.833292056353
583,CLOTRIMAZOLE 10 MG MT TROC,clotrimazole 10 mg mt troc,Pharmacy,Pharmacy,0.91,1,Pharmacy,0.82,1,Pharmacy,0.940919579991,1,Pharmacy,0.994580229661,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.916374952413
584,CMPNT FEM PRCT CR RT S,component femoral prct cr respiratory_therapy sigma,Implant,Laboratory,0.71,1,Implant,0.38,0,Supply,0.700801638443,0,OR / Anesthesia / Recovery Room,0.50041592731,0,Laboratory,Jaro,0.1775
585,CMV ANTIBODY IGM,cytomegalovirus antibody immunoglobulin,Laboratory,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.961315163034,1,Laboratory,0.966837555655,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.982038179672
586,CMV IGM,cytomegalovirus immunoglobulin,Pharmacy,Laboratory,0.75,1,Laboratory,0.5,1,Laboratory,0.955745231005,1,Laboratory,0.986625595653,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.798092706664
587,CO AXINTRONDL 19GX11MCXS2016AX,co axintrondl 19gx11mcxs2016ax,Supply,Supply,0.67,1,Supply,0.29,1,Supply,0.636783451056,1,Supply,0.45501657696,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.512950007004
588,CO TRIMOXAZOLE ORAL SUSP 480ML,co trimoxazole oral suspension 480 ml,Pharmacy,Pharmacy,0.78,1,Pharmacy,0.58,1,Pharmacy,0.930699455265,1,Pharmacy,0.994406425212,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.821276470119
589,COAG / FIBRIN ASSAY WB IN,coag fibrin assay whole_blood individual,Laboratory,Supply,0.72,0,Laboratory,0.45,1,Laboratory,0.925458962705,1,Laboratory,0.995044221196,1,Laboratory,"DLevenshtein, Logistic_OvR, DeepNN",0.790167727967
590,COLLAGENASE 250 UNIT/GM OINT 30 G TUBE,collagenase 250_units/gram ointment 30 g tube,Pharmacy,Pharmacy,0.8,1,Pharmacy,0.53,1,Pharmacy,0.812702265311,1,Pharmacy,0.953821474421,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.774130934933
591,COLLAGENASE 250 UNIT/GM OINT 30 G TUBE,collagenase 250_units/gram ointment 30 g tube,Pharmacy,Pharmacy,0.8,1,Pharmacy,0.53,1,Pharmacy,0.709815543768,1,Pharmacy,0.877389749187,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.729301323239
592,COLLECT BLD SPEC FROM ART LINE,collection blood specimen arterial line,Nursing Services,Nursing Services,0.76,1,Nursing Services,0.47,1,Nursing Services,0.869468493365,1,Nursing Services,0.999965526067,1,Nursing Services,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.774858504858
593,COMP PATELLAR 41MM,component patellar 41_mm,Implant,Laboratory,0.79,1,Pharmacy,0.45,0,Supply,0.696249062566,0,Implant,0.751282939652,0,Laboratory,Jaro,0.1975
594,COMPREHENSIVE METABOLIC PANEL,comprehensive metabolic panel,Laboratory,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.886402937149,1,Laboratory,0.999731946455,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.971533720901
595,COMPREHENSIVE METABOLIC PANEL,comprehensive metabolic panel,Laboratory,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.887089017759,1,Laboratory,0.99819176605,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.971320195952
596,COMPREHENSIVE METABOLIC PANEL,comprehensive metabolic panel,Laboratory,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.945475155737,1,Laboratory,0.9998170198,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.986323043884
597,COMPREHENSIVE METABOLIC PANEL,comprehensive metabolic panel,Laboratory,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.880477758984,1,Laboratory,0.999572287133,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.970012511529
598,COMPREHENSIVE METABOLIC PANEL,comprehensive metabolic panel,Laboratory,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.881906710382,1,Laboratory,0.999472174816,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.9703447213
599,CON FISH + CULTURE DIRECT CELL CULTURE,contrast fish culture direct cell culture,Laboratory,Laboratory,0.77,1,Laboratory,0.68,1,Laboratory,0.988904604068,1,Laboratory,0.999978664143,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.859720817053
600,CONCENTRATE SMEARS,concentrate smears,Laboratory,Laboratory,0.81,1,Laboratory,0.52,1,Laboratory,0.938560832643,1,Laboratory,0.977514514859,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.811518836876
601,CONCENTRATION FOR INFECT AGENT,concentration infectious agent,Laboratory,Laboratory,0.92,1,Laboratory,0.77,1,Laboratory,0.912484065703,1,Laboratory,0.996572520612,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.899764146579
602,CONCENTRATION INFECTIOUS A,concentration infectious agent,Laboratory,Laboratory,0.83,1,Laboratory,0.58,1,Laboratory,0.912484065703,1,Laboratory,0.996572520612,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.829764146579
603,CONN CODM STR TYPE A,connector codm str type,Supply,Room and Board,0.75,0,Supply,0.44,1,Supply,0.850962783269,1,Supply,0.983061010531,1,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.758007931267
604,CONNECTOR 5 IN 1,connector 5 1,Supply,Supply,0.93,1,Supply,0.86,1,Supply,0.903928059688,1,Supply,0.996014048576,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.922485527066
605,CONNECTOR FEEDING TUBE ENTERAL,connector feeding tube enteral,Supply,Supply,0.77,1,Supply,0.48,1,Supply,0.968452341761,1,Supply,0.999838279626,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.804572655347
606,CONNECTOR SIM S,connector sims,Supply,Supply,0.83,1,Supply,0.71,1,Supply,0.93305553675,1,Supply,0.998194239554,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.867812444076
607,CONNECTOR SWIVEL Y SONTEK ,connector swivel sontek,Supply,Supply,0.83,1,Supply,0.59,1,Supply,0.870815292538,1,Supply,0.986885377284,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.819425167456
608,CONNECTOR TBG 9.5FR SWVL LL SG,connector tubing 9.5fr swivel leur lock sg,Supply,Supply,0.82,1,Supply,0.52,1,Supply,0.963405701083,1,Supply,0.99998209458,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.825846948916
609,COOMBS DIRECT,coombs direct,Laboratory,Laboratory,0.92,1,Laboratory,0.86,1,Laboratory,0.379784015628,1,Laboratory,0.701465060846,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.715312269119
610,COOMBS DIRECT,coombs direct,Laboratory,Laboratory,0.92,1,Laboratory,0.86,1,Laboratory,0.93189637431,1,Laboratory,0.992480220112,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.926094148606
611,COSYNTROPIN 0.25MG VL ORGANO,cosyntropin 0.25 mg vial organo,Pharmacy,Pharmacy,1.0,1,Pharmacy,1.0,1,Pharmacy,0.976321933893,1,Pharmacy,0.99958058396,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.993975629463
612,CPAP,continuous_positive_airway_pressure,Respiratory Therapy,Respiratory Therapy,0.93,1,Respiratory Therapy,0.8,1,Respiratory Therapy,0.747560348686,1,Respiratory Therapy,0.706616054251,1,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.796044100734
613,CPAP,continuous_positive_airway_pressure,Respiratory Therapy,Respiratory Therapy,0.93,1,Respiratory Therapy,0.8,1,Respiratory Therapy,0.895733475453,1,Respiratory Therapy,0.996059363059,1,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.905448209628
614,CPAP VENT INIT & MANAGEMENT,continuous_positive_airway_pressure ventilation initial & management,Respiratory Therapy,Respiratory Therapy,0.78,1,Respiratory Therapy,0.48,1,Respiratory Therapy,0.897596804966,1,Respiratory Therapy,0.999979980083,1,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.789394196262
615,CPT INTERPUL PERCUS/METANEB SUB,chest_physiotherapy_treatment interpulsating percussion metaneb sub,Respiratory Therapy,Laboratory,0.73,1,Supply,0.39,0,Respiratory Therapy,0.661262676447,0,OR / Anesthesia / Recovery Room,0.482969615947,0,Laboratory,Jaro,0.1825
616,CR CHEST SINGLE VIEW PORTABLE,cr chest single view portable,Radiology,Radiology,0.87,1,Radiology,0.76,1,Radiology,0.905359735371,1,Radiology,0.98885056175,1,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.88105257428
617,CR CHEST SINGLE VIEW PORTABLE,cr chest single view portable,Radiology,Radiology,0.87,1,Radiology,0.76,1,Radiology,0.938471320286,1,Radiology,0.999540271057,1,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.892002897836
618,CREATININE ,creatinine,Laboratory,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.794918983729,1,Laboratory,0.982210849771,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.944282458375
619,CREATININE BLOOD ,creatinine blood,Laboratory,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.898153347232,1,Laboratory,0.99592776475,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.973520277995
620,CREATININE OTHER SOURCE,creatinine source,Laboratory,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.808437949811,1,Laboratory,0.991011573706,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.949862380879
621,CROSS MATCH RESULT,cross match result,Laboratory,Laboratory,0.88,0,Laboratory,0.63,0,Supply,0.901467494533,1,Supply,0.956144853534,1,Supply,"Logistic_OvR, DeepNN",0.464403087017
622,CROSS MATCH RESULT,cross match result,Laboratory,Laboratory,0.88,1,Laboratory,0.63,1,Laboratory,0.697627964028,1,Nursing Services,0.507257965882,0,Laboratory,"Jaro, DLevenshtein, Logistic_OvR",0.735875988009
623,CRP HIGH SENSITIVITY ,c reactive protein high sensitivity,Laboratory,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.971426152194,1,Laboratory,0.999572772233,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.992749731107
624,CRYOPRECIPITATE,cryoprecipitate,Blood Products,Blood Products,0.9,1,Blood Products,0.71,1,Blood Products,0.581836667127,1,Blood Products,0.930945712078,1,Blood Products,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.780695594801
625,CRYOPRECIPITATE,cryoprecipitate,Blood Products,Blood Products,0.9,1,Blood Products,0.71,1,Laboratory,0.712542528646,0,Laboratory,0.884619128068,0,Blood Products,"Jaro, DLevenshtein",0.4025
626,CRYOPRECIPITATE,cryoprecipitate,Blood Products,Blood Products,0.9,1,Blood Products,0.71,1,Laboratory,0.407600827825,0,Laboratory,0.425474326634,0,Blood Products,"Jaro, DLevenshtein",0.4025
627,CT ABDOMEN W O CM,computed_tomography abdomen without contrast_material,Radiology,Radiology,0.81,1,Supply,0.62,0,Radiology,0.936512172062,1,Radiology,0.999868023733,1,Radiology,"Jaro, Logistic_OvR, DeepNN",0.915460065265
628,CT ANGIOGRAPHY HEAD W/CONTRAST/NONCONTRAST,computed_tomography angiography head contrast noncontrast,Radiology,Supply,0.72,0,Radiology,0.46,1,Radiology,0.874186226093,1,Radiology,0.999470466584,1,Radiology,"DLevenshtein, Logistic_OvR, DeepNN",0.777885564226
629,CT BRAIN NO CONTRAST,computed_tomography brain contrast,Radiology,Radiology,0.86,1,Radiology,0.83,1,Radiology,0.841971959893,1,Radiology,0.999649391347,1,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.88290533781
630,CT RETROPERITO ABSC DRN PERC,computed_tomography retroperitoneal absc drain perc,Radiology,Supply,0.73,0,Professional Fee,0.5,0,Radiology,0.869626626721,1,Radiology,0.999454873032,1,Radiology,"Logistic_OvR, DeepNN",0.467270374938
631,CTSATRACURIUM 2MG/ML 10ML VL,cisatracurium 2 mg ml 10 ml vial,Pharmacy,Pharmacy,0.9,1,Pharmacy,0.92,1,Pharmacy,0.986240278181,1,Pharmacy,0.991243256295,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.949370883619
632,CUFF BP ADLT SM SOFT 1 TUBE,cuff blood_pressure adult small soft 1 tube,Supply,Supply,0.85,1,Supply,0.86,1,Supply,0.963914921257,1,Supply,0.999975941858,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.918472715779
633,CUFF BP CLASSIC ADULT SM 1,cuff blood_pressure classic adult small 1,Supply,Supply,0.85,1,Supply,0.64,1,Supply,0.951232545725,1,Supply,0.999957591908,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.860297534408
634,CUFF BP CLASSIC NEO 3 1 TU,cuff blood_pressure classic neonatal 3 1 tube,Supply,Supply,0.97,1,Supply,0.95,1,Supply,0.960650679902,1,Supply,0.999679986981,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.970082666721
635,CUFF BP CLASSIC NEO 4 1 TU,cuff blood_pressure classic neonatal 4 1 tu,Supply,Supply,0.97,1,Supply,0.95,1,Supply,0.948203867451,1,Supply,0.99814904842,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.966588228968
636,CUFF BP CLASSIC SMALL ADULT,cuff blood_pressure classic small adult,Supply,Supply,0.82,1,Supply,0.65,1,Supply,0.951232544541,1,Supply,0.99995759191,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.855297534113
637,CULT AEROBIC DEFIN ID EA ISOL,culture aerobic define identify isolate,Laboratory,Laboratory,0.83,1,Laboratory,0.59,1,Laboratory,0.97833004574,1,Laboratory,0.999999633683,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.849582419856
638,CULT AEROBIC DEFIN ID EA ISOL,culture aerobic define identify isolate,Laboratory,Laboratory,0.83,1,Laboratory,0.59,1,Laboratory,0.936195338624,1,Laboratory,0.999999001783,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.839048585102
639,CULT AEROBIC RESP PRESUMPT ID,culture aerobic respiratory presumptive id,Laboratory,Laboratory,0.78,1,Laboratory,0.56,1,Laboratory,0.965777386808,1,Laboratory,0.999882015211,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.826414850505
640,CULT BLOOD ISOL W PRES ID,culture blood isolated pres id,Laboratory,Laboratory,0.77,1,Laboratory,0.48,1,Laboratory,0.988606569583,1,Laboratory,0.999993255318,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.809649956225
641,CULT/COLONY COUNT QUANT URINE,culture colony count quantitative urine,Laboratory,Laboratory,0.8,1,Laboratory,0.5,1,Laboratory,0.992064177742,1,Laboratory,0.999999907572,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.823016021328
642,CULT/COLONY COUNT QUANT URINE,culture colony count quantitative urine,Laboratory,Laboratory,0.8,1,Laboratory,0.5,1,Laboratory,0.97553291981,1,Laboratory,0.999999571428,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.818883122809
643,CULTURE ACID FAST BACILLI,culture acid fast bacilli,Laboratory,Laboratory,0.76,1,Laboratory,0.5,1,Laboratory,0.989623983179,1,Laboratory,0.999995850736,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.812404958479
644,CULTURE AFB,culture acid fast bacillus,Laboratory,Laboratory,0.85,1,Laboratory,0.7,1,Laboratory,0.991018492733,1,Laboratory,0.999997838591,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.885254082831
645,CULTURE AFB ISOLATE AND ID,culture acid fast bacillus isolate identification,Laboratory,Laboratory,0.81,1,Laboratory,0.52,1,Laboratory,0.989619132851,1,Laboratory,0.999999326977,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.829904614957
646,CULTURE BLOOD 2ND SITE RF,culture blood second site right forearm,Laboratory,Laboratory,0.89,1,Laboratory,0.86,1,Laboratory,0.945148897813,1,Laboratory,0.999360923559,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.923627455343
647,CULTURE BLOOD BACTER,culture blood bacteria,Laboratory,Laboratory,0.95,1,Laboratory,0.86,1,Laboratory,0.979223521726,1,Laboratory,0.999982468152,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.947301497469
648,CULTURE RESPIRATORY QUANT ,culture respiratory quantitative,Laboratory,Laboratory,0.93,1,Laboratory,0.78,1,Laboratory,0.97020681865,1,Laboratory,0.999959394789,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.92004155336
649,CULTURE TYPING ID BY NUC A,culture typing id nucleic acid,Laboratory,Laboratory,0.92,1,Laboratory,0.75,1,Laboratory,0.989469920546,1,Laboratory,0.9999910118,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.914865233087
650,CULTURE VIRAL,culture viral,Laboratory,Laboratory,0.88,1,Laboratory,0.75,1,Laboratory,0.962747329178,1,Laboratory,0.999751968595,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.898124824443
651,CULTURE WOUND,culture wound,Laboratory,Laboratory,0.88,1,Laboratory,0.67,1,Laboratory,0.866635642118,1,Laboratory,0.999103674188,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.853934829077
652,CULTURE WOUND ANAEROBIC,culture wound anaerobic,Laboratory,Laboratory,0.97,1,Laboratory,0.9,1,Laboratory,0.981741007083,1,Laboratory,0.999989592208,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.962932649823
653,CYCLOBENZAPRINE 10 MG TAB ,cyclobenzaprine 10_mg tablet,Pharmacy,Pharmacy,1.0,1,Pharmacy,1.0,1,Pharmacy,0.9752429381,1,Pharmacy,0.995945160692,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.992797024698
654,CYCLOPENTOLATE PHENYLEPHRINE 0.2 1% DROP 2 ML D,cyclopentolate phenylephrine 0.2 1% drop 2_ml,Pharmacy,Pharmacy,0.89,1,Pharmacy,0.78,1,Pharmacy,0.982708855563,1,Pharmacy,0.99992465722,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.913158378196
655,CYPROHEPTADINE 4 MG TAB,cyproheptadine 4_mg tablet,Pharmacy,Pharmacy,0.8,1,Pharmacy,0.59,1,Pharmacy,0.977073081563,1,Pharmacy,0.998641719865,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.841428700357
656,CYPROHEPTADINE 4 MG TAB,cyproheptadine 4_mg tablet,Pharmacy,Pharmacy,0.8,1,Pharmacy,0.59,1,Pharmacy,0.974797960043,1,Pharmacy,0.998167559148,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.840741379798
657,CYTOPATH CONCENTRATE,cytopathology concentrate,Professional Fee,Professional Fee,0.93,0,Professional Fee,0.9,0,Laboratory,0.91772941032,1,Laboratory,0.996985325916,1,Laboratory,"Logistic_OvR, DeepNN",0.478678684059
658,Clindamycin D5W 900 Mg/50 Ml,clindamycin dextrose_5% water 900 mg/50 ml,Pharmacy,Diluent / Flush / Irrigant,0.71,0,Pharmacy,0.5,1,Pharmacy,0.969119666166,1,Pharmacy,0.997358186948,1,Pharmacy,"DLevenshtein, Logistic_OvR, DeepNN",0.822159284371
659,D DIMER QUANT,dimer quantitative,Laboratory,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.955308667654,1,Laboratory,0.99984797637,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.988789161006
660,D LACTATE PLASMA ,lactate plasma,Laboratory,Laboratory,0.85,1,Laboratory,0.64,1,Laboratory,0.954347207335,1,Laboratory,0.999355152078,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.860925589853
661,D SCAN ADDOM VASC FLOW COMPLETE,scan abdomen vascular flow complete,Radiology,Radiology,0.79,1,Radiology,0.65,1,Radiology,0.916530673677,1,Radiology,0.999915586248,1,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.839111564981
662,D5W 100ML IVF,dextrose_5%_in_water 100_ml intravenous_fluid,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.91,1,Diluent / Flush / Irrigant,0.82,1,Diluent / Flush / Irrigant,0.89826114826,1,Diluent / Flush / Irrigant,0.999107196762,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.906842086255
663,D5W 100ML IVF,dextrose_5%_in_water 100_ml intravenous_fluid,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.91,1,Diluent / Flush / Irrigant,0.82,1,Diluent / Flush / Irrigant,0.886004303033,1,Diluent / Flush / Irrigant,0.997960402932,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.903491176491
664,D5W 50 ML,dextrose_5%_in_water 50_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.88,1,Diluent / Flush / Irrigant,0.933381545232,1,Diluent / Flush / Irrigant,0.999599434872,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.943245245026
665,D5W 50 ML,dextrose_5%_in_water 50_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.88,1,Diluent / Flush / Irrigant,0.886301419935,1,Diluent / Flush / Irrigant,0.996865270884,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.930791672705
666,D5W 50ML,dextrose_5%_in_water 50_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.96,1,Diluent / Flush / Irrigant,0.88,1,Diluent / Flush / Irrigant,0.897067790903,1,Diluent / Flush / Irrigant,0.998671315006,1,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.933934776477
