,cleaned_descrip,NORM_DESC,amount_bins,CHRG_CLS,Dominant CC1,Dominant CC2,# of descriptions,% Dominance1,% Dominance2,Predicted_Class_Jaro,Prob_Jaro,Correct_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Correct_DLevenshtein,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Correct_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Correct_DeepNN,Voted Output,Voting Algorithm,Confidence Score
718,CONCENTRATION FOR INFECT AGENT,concentration infectious agent,"(60, 100]",Laboratory,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Laboratory,0.92,1,Laboratory,0.93,1,Laboratory,0.96,1,Laboratory,0.999946819113,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.952486704778
719,CONCENTRATION INFECTIOUS A,concentration infectious agent,"(60, 100]",Laboratory,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Laboratory,0.85,1,Laboratory,0.81,1,Laboratory,0.96,1,Laboratory,0.999946819113,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.904986704778
720,CONN S CUF 2TB DINACLK SM AD L,conn cuff 2tb dinaclk small ad l,"(60, 100]",Supply,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Diluent / Flush / Irrigant,0.7,0,Capital Equipment,0.35,0,Supply,0.942750575407,1,Supply,0.998916033219,1,Supply,"Logistic_OvR, DeepNN",0.485416652157
721,CONNECTOR 6 IN 1 Y,connector 6 1,"(0, 5]",Supply,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Supply,0.93,1,Supply,0.96,1,Supply,0.96,1,Supply,0.996396882784,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.961599220696
722,CONNECTOR LUERLOCK 1.5MM DIAME,connector luerlock 1.5mm diameter,"(100, 300]",Supply,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Supply,0.76,1,Supply,0.48,1,Supply,0.96,1,Supply,0.981072084977,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.795268021244
723,CONNECTOR SWIVEL Y SONTEK ,connector swivel sontek,"(5, 20]",Supply,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Supply,0.85,1,Supply,0.81,1,Supply,0.96,1,Supply,0.945702490822,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.891425622705
724,CONNECTOR T RMLL,connector rm leur lock,"(5, 20]",Supply,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Supply,0.9,1,Supply,0.96,1,Supply,0.942657490064,1,Supply,0.996025178549,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.949670667153
725,CONNECTOR VINYL COOKE,connector vinyl cooke,"(60, 100]",Supply,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Supply,0.85,1,Supply,0.81,1,Supply,0.90283174313,1,Supply,0.997054727601,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.889971617683
726,COOMBS DIRECT,coombs direct,"(60, 100]",Laboratory,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Laboratory,0.92,1,Laboratory,0.96,1,Laboratory,0.92,1,Laboratory,0.989691197392,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.947422799348
727,COOMBS DIRECT,coombs direct,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.92,1,Laboratory,0.96,1,Laboratory,0.92,1,Laboratory,0.989691197392,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.947422799348
728,COOMBS DIRECT,coombs direct,"(60, 100]",Laboratory,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Laboratory,0.92,1,Laboratory,0.96,1,Laboratory,0.92,1,Laboratory,0.989691197392,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.947422799348
729,COOMBS DIRECT,coombs direct,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.92,1,Laboratory,0.96,1,Laboratory,0.92,1,Laboratory,0.989691197392,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.947422799348
730,COOMBS DIRECT,coombs direct,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.92,1,Laboratory,0.96,1,Laboratory,0.92,1,Laboratory,0.989691197392,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.947422799348
731,COSYNTROPIN 0.25MG VL ORGANO,cosyntropin 0.25 mg vial organo,"(60, 100]",Pharmacy,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Pharmacy,1.0,1,Pharmacy,1.0,1,Pharmacy,0.978279705224,1,Pharmacy,0.998955126186,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.994308707852
732,CPAP,continuous_positive_airway_pressure,"(1000, 2500]",Respiratory Therapy,Radiology,Supply,461.0,21.0412147505,13.6659436009,Respiratory Therapy,0.93,1,Respiratory Therapy,0.96,1,Respiratory Therapy,0.96,1,Respiratory Therapy,0.991996212985,1,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.960499053246
733,CPAP,continuous_positive_airway_pressure,"(1000, 2500]",Respiratory Therapy,Radiology,Supply,461.0,21.0412147505,13.6659436009,Respiratory Therapy,0.93,1,Respiratory Therapy,0.96,1,Respiratory Therapy,0.96,1,Respiratory Therapy,0.991996212985,1,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.960499053246
734,CPAP VENT INIT & MANAGEMENT,continuous_positive_airway_pressure ventilation initial & management,"(300, 650]",Respiratory Therapy,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,Respiratory Therapy,0.78,1,Respiratory Therapy,0.48,1,Respiratory Therapy,0.96,1,Respiratory Therapy,0.999970889373,1,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.804992722343
735,CPT INTERPUL PERCUS/METANEB SUB,chest_physiotherapy_treatment interpulsating percussion metaneb sub,"(40, 60]",Respiratory Therapy,Laboratory,Pharmacy,1050.0,29.0476190476,29.0476190476,Laboratory,0.73,1,Supply,0.36,0,Radiology,0.386268110533,0,Procedure,0.714752386252,0,Laboratory,Jaro,0.1825
736,CR CHEST SINGLE VIEW PORTABLE,cr chest single view portable,"(300, 650]",Radiology,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,Radiology,0.87,1,Radiology,0.93,1,Radiology,0.909634190136,1,Radiology,0.999591100318,1,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.927306322614
737,CR CHEST SINGLE VIEW PORTABLE,cr chest single view portable,"(300, 650]",Radiology,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,Radiology,0.87,1,Radiology,0.93,1,Radiology,0.909634190136,1,Radiology,0.999591100318,1,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.927306322614
738,CR CHEST SINGLE VIEW PORTABLE,cr chest single view portable,"(300, 650]",Radiology,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,Radiology,0.87,1,Radiology,0.93,1,Radiology,0.909634190136,1,Radiology,0.999591100318,1,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.927306322614
739,CREATININE ,creatinine,"(20, 40]",Laboratory,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.96,1,Laboratory,0.99975081291,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.989937703228
740,CREATININE ,creatinine,"(60, 100]",Laboratory,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.96,1,Laboratory,0.99975081291,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.989937703228
741,CREATININE BLOOD ,creatinine blood,"(60, 100]",Laboratory,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.918485666975,1,Laboratory,0.999768265254,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.979563483057
742,CREATININE BLOOD ,creatinine blood,"(40, 60]",Laboratory,Laboratory,Pharmacy,1050.0,29.0476190476,29.0476190476,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.918485666975,1,Laboratory,0.999768265254,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.979563483057
743,CREATININE OTHER SOURCE,creatinine source,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.96,1,Laboratory,0.999903669768,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.989975917442
744,CREATININE OTHER SOURCE,creatinine source,"(60, 100]",Laboratory,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.96,1,Laboratory,0.999903669768,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.989975917442
745,CROSS MATCH RESULT,cross match result,"(60, 100]",Laboratory,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Laboratory,0.88,1,Laboratory,0.88,1,Supply,0.76,0,Nursing Services,0.74791556023,0,Laboratory,"Jaro, DLevenshtein",0.44
746,CROSS MATCH RESULT,cross match result,"(60, 100]",Laboratory,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Laboratory,0.88,1,Laboratory,0.88,1,Supply,0.76,0,Nursing Services,0.74791556023,0,Laboratory,"Jaro, DLevenshtein",0.44
747,CRP HIGH SENSITIVITY ,c reactive protein high sensitivity,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.970415436416,1,Laboratory,0.999984528906,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.992599991331
748,CRYOPRECIPITATE,cryoprecipitate,"(100, 300]",Blood Products,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Blood Products,0.9,1,Blood Products,0.93,1,Laboratory,0.76,0,Laboratory,0.94410079256,0,Blood Products,"Jaro, DLevenshtein",0.4575
749,CRYOPRECIPITATE,cryoprecipitate,"(100, 300]",Blood Products,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Blood Products,0.9,1,Blood Products,0.93,1,Laboratory,0.76,0,Laboratory,0.94410079256,0,Blood Products,"Jaro, DLevenshtein",0.4575
750,CRYOPRECIPITATE,cryoprecipitate,"(300, 650]",Blood Products,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,Blood Products,0.9,1,Blood Products,0.93,1,Laboratory,0.76,0,Laboratory,0.94410079256,0,Blood Products,"Jaro, DLevenshtein",0.4575
751,CT ABDOMEN W O CM,computed_tomography abdomen without contrast_material,"(1000, 2500]",Radiology,Radiology,Supply,461.0,21.0412147505,13.6659436009,Radiology,0.85,1,Supply,0.88,0,Radiology,0.907302691899,1,Radiology,0.997027689887,1,Radiology,"Jaro, Logistic_OvR, DeepNN",0.918110127262
752,CT ANGIOGRAPHY HEAD W/CONTRAST/NONCONTRAST,computed_tomography angiography head contrast noncontrast,"(1000, 2500]",Radiology,Radiology,Supply,461.0,21.0412147505,13.6659436009,Supply,0.72,0,Radiology,0.46,1,Radiology,0.96,1,Radiology,0.999016216931,1,Radiology,"DLevenshtein, Logistic_OvR, DeepNN",0.806338738977
753,CT ANGIOGRAPHY HEAD W/CONTRAST/NONCONTRAST,computed_tomography angiography head contrast noncontrast,"(1000, 2500]",Radiology,Radiology,Supply,461.0,21.0412147505,13.6659436009,Supply,0.72,0,Radiology,0.46,1,Radiology,0.96,1,Radiology,0.999016216931,1,Radiology,"DLevenshtein, Logistic_OvR, DeepNN",0.806338738977
754,CT BRAIN NO CONTRAST,computed_tomography brain contrast,"(1000, 2500]",Radiology,Radiology,Supply,461.0,21.0412147505,13.6659436009,Radiology,0.86,1,Radiology,0.96,1,Radiology,0.96,1,Radiology,0.997479040407,1,Radiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.944369760102
755,CT RETROPERITO ABSC DRN PERC,computed_tomography retroperitoneal absc drain perc,"(2500, 9000]",Radiology,Room and Board,Radiology,395.0,38.2278481013,15.1898734177,Supply,0.74,0,Professional Fee,0.81,0,Radiology,0.564936206328,1,Radiology,0.876323964068,1,Radiology,"Logistic_OvR, DeepNN",0.360315042599
756,CTSATRACURIUM 2MG/ML 10ML VL,cisatracurium 2 mg ml 10 ml vial,"(5, 20]",Pharmacy,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Pharmacy,0.9,1,Pharmacy,0.92,1,Pharmacy,0.988829715213,1,Pharmacy,0.997884096465,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.951678452919
757,CUFF BP ADULT MED DISP,cuff blood_pressure adult medium disposable,"(60, 100]",Supply,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Supply,0.75,1,Supply,0.81,1,Supply,0.946753496967,1,Supply,0.92144071615,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.857048553279
758,CUFF BP ADULT MED DISP,cuff blood_pressure adult medium disposable,"(60, 100]",Supply,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Supply,0.75,1,Supply,0.81,1,Supply,0.946753496967,1,Supply,0.92144071615,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.857048553279
759,CUFF BP CLASSIC CHILD 1 TUB,cuff blood_pressure classic child 1 tube,"(5, 20]",Supply,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Supply,0.85,1,Supply,0.93,1,Supply,0.96,1,Supply,0.90208074826,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.910520187065
760,CUFF BP CLASSIC NEO 4 1 TU,cuff blood_pressure classic neonatal 4 1 tu,"(5, 20]",Supply,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Supply,0.97,1,Supply,0.95,1,Supply,0.901450108708,1,Supply,0.876096118676,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.924386556846
761,CUFF BP CLASSIC SMALL ADULT,cuff blood_pressure classic small adult,"(5, 20]",Supply,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Supply,0.89,1,Supply,0.88,1,Supply,0.91960866038,1,Supply,0.99040261003,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.920002817603
762,CULT AEROBIC DEFIN ID EA ISOL,culture aerobic define identify isolate,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.85,1,Laboratory,0.81,1,Laboratory,0.978205770636,1,Laboratory,0.999999976622,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.909551436814
763,CULT AEROBIC DEFIN ID EA ISOL,culture aerobic define identify isolate,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.85,1,Laboratory,0.81,1,Laboratory,0.978205770636,1,Laboratory,0.999999976622,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.909551436814
764,CULT AEROBIC DEFIN ID EA ISOL,culture aerobic define identify isolate,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.85,1,Laboratory,0.81,1,Laboratory,0.978205770636,1,Laboratory,0.999999976622,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.909551436814
765,CULT AEROBIC RESP PRESUMPT ID,culture aerobic respiratory presumptive id,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.78,1,Laboratory,0.81,1,Laboratory,0.935568442923,1,Laboratory,0.999999860964,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.881392075972
766,CULT BLOOD ISOL W PRES ID,culture blood isolated pres id,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.77,1,Laboratory,0.48,1,Laboratory,0.987723143778,1,Laboratory,0.999999917675,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.809430765363
767,CULT BLOOD ISOL W PRES ID,culture blood isolated pres id,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.77,1,Laboratory,0.48,1,Laboratory,0.987723143778,1,Laboratory,0.999999917675,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.809430765363
768,CULT/COLONY COUNT QUANT URINE,culture colony count quantitative urine,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.85,1,Laboratory,0.81,1,Laboratory,0.992217779675,1,Laboratory,0.999999999617,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.913054444823
769,CULT/COLONY COUNT QUANT URINE,culture colony count quantitative urine,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.85,1,Laboratory,0.81,1,Laboratory,0.992217779675,1,Laboratory,0.999999999617,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.913054444823
770,CULT/COLONY COUNT QUANT URINE,culture colony count quantitative urine,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.85,1,Laboratory,0.81,1,Laboratory,0.992217779675,1,Laboratory,0.999999999617,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.913054444823
771,CULT/COLONY COUNT QUANT URINE,culture colony count quantitative urine,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.85,1,Laboratory,0.81,1,Laboratory,0.992217779675,1,Laboratory,0.999999999617,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.913054444823
772,CULTURE ACID FAST BACILLI,culture acid fast bacilli,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.76,1,Laboratory,0.81,1,Laboratory,0.980270648423,1,Laboratory,0.99999988239,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.887567632703
773,CULTURE ACID FAST BACILLI,culture acid fast bacilli,"(60, 100]",Laboratory,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Laboratory,0.76,1,Laboratory,0.81,1,Laboratory,0.980270648423,1,Laboratory,0.99999988239,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.887567632703
774,CULTURE AFB,culture acid fast bacillus,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.85,1,Laboratory,0.93,1,Laboratory,0.988600479155,1,Laboratory,0.999999908584,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.942150096935
775,CULTURE AFB,culture acid fast bacillus,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.85,1,Laboratory,0.93,1,Laboratory,0.988600479155,1,Laboratory,0.999999908584,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.942150096935
776,CULTURE AFB ISOLATE AND ID,culture acid fast bacillus isolate identification,"(20, 40]",Laboratory,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Laboratory,0.85,1,Laboratory,0.81,1,Laboratory,0.992025455341,1,Laboratory,0.999999986476,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.913006360454
777,CULTURE BLOOD 2ND SITE RF,culture blood second site right forearm,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.89,1,Laboratory,0.96,1,Laboratory,0.940643732528,1,Laboratory,0.999808950937,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.947613170866
778,CULTURE BLOOD BACTER,culture blood bacteria,"(300, 650]",Laboratory,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,Laboratory,0.95,1,Laboratory,0.96,1,Laboratory,0.979201651531,1,Laboratory,0.999999867958,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.972300379872
779,CULTURE RESPIRATORY QUANT ,culture respiratory quantitative,"(60, 100]",Laboratory,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Laboratory,0.93,1,Laboratory,0.93,1,Laboratory,0.959043584722,1,Laboratory,0.99999985948,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.954760861051
780,CULTURE TYPING ID BY NUC A,culture typing id nucleic acid,"(20, 40]",Laboratory,Pharmacy,Supply,1443.0,40.4019404019,22.2453222453,Laboratory,0.92,1,Laboratory,0.93,1,Laboratory,0.990603448008,1,Laboratory,0.999999919577,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.960150841896
781,CULTURE VIRAL,culture viral,"(300, 650]",Laboratory,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,Laboratory,0.88,1,Laboratory,0.93,1,Laboratory,0.962756516827,1,Laboratory,0.999993701415,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.943187554561
782,CULTURE VIRAL,culture viral,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.88,1,Laboratory,0.93,1,Laboratory,0.962756516827,1,Laboratory,0.999993701415,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.943187554561
783,CULTURE WOUND,culture wound,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.88,1,Laboratory,0.88,1,Laboratory,0.96,1,Laboratory,0.998772974019,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.929693243505
784,CULTURE WOUND,culture wound,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.88,1,Laboratory,0.88,1,Laboratory,0.96,1,Laboratory,0.998772974019,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.929693243505
785,CULTURE WOUND,culture wound,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.88,1,Laboratory,0.88,1,Laboratory,0.96,1,Laboratory,0.998772974019,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.929693243505
786,CULTURE WOUND ANAEROBIC,culture wound anaerobic,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,0.97,1,Laboratory,0.9,1,Laboratory,0.974801827663,1,Laboratory,0.999996635479,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.961199615786
787,CUSHION WAFFLE ADULT 17IN X 17,cushion waffle adult 17 inches x 17,"(60, 100]",Supply,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Supply,0.76,1,Supply,0.81,1,Supply,0.952390723912,1,Supply,0.995720062639,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.879527696638
788,CYCLOBENZAPRINE 10 MG TAB ,cyclobenzaprine 10_mg tablet,"(0, 5]",Pharmacy,Pharmacy,Supply,1962.0,68.3995922528,19.9796126402,Pharmacy,1.0,1,Pharmacy,1.0,1,Pharmacy,0.979623645244,1,Pharmacy,0.996774462144,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.994099526847
789,CYCLOPENTOLATE PHENYLEPHRINE 0.2 1% DROP 2 ML D,cyclopentolate phenylephrine 0.2 1% drop 2_ml,"(100, 300]",Pharmacy,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Pharmacy,0.89,1,Pharmacy,0.93,1,Pharmacy,0.982348824598,1,Pharmacy,0.999915188276,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.950566003219
790,CYPROHEPTADINE 4 MG TAB,cyproheptadine 4_mg tablet,"(5, 20]",Pharmacy,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Pharmacy,0.85,1,Pharmacy,0.81,1,Pharmacy,0.979448644748,1,Pharmacy,0.997966146267,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.909353697754
791,CYPROHEPTADINE 4 MG TAB,cyproheptadine 4_mg tablet,"(5, 20]",Pharmacy,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Pharmacy,0.85,1,Pharmacy,0.81,1,Pharmacy,0.979448644748,1,Pharmacy,0.997966146267,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.909353697754
792,CYPROHEPTADINE 4 MG TAB,cyproheptadine 4_mg tablet,"(5, 20]",Pharmacy,Pharmacy,Supply,1924.0,52.9106029106,27.2869022869,Pharmacy,0.85,1,Pharmacy,0.81,1,Pharmacy,0.979448644748,1,Pharmacy,0.997966146267,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.909353697754
793,CYTOPATH CONCENTRATE,cytopathology concentrate,"(100, 300]",Professional Fee,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Professional Fee,0.93,0,Professional Fee,0.9,0,Laboratory,0.96,1,Laboratory,0.99794428171,1,Laboratory,"Logistic_OvR, DeepNN",0.489486070427
794,CYTOPATH CONCENTRATE,cytopathology concentrate,"(300, 650]",Professional Fee,Laboratory,Supply,1035.0,24.2512077295,21.8357487923,Professional Fee,0.93,0,Professional Fee,0.9,0,Laboratory,0.96,1,Laboratory,0.99794428171,1,Laboratory,"Logistic_OvR, DeepNN",0.489486070427
795,Clindamycin D5W 900 Mg/50 Ml,clindamycin dextrose_5% water 900 mg/50 ml,"(60, 100]",Pharmacy,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Diluent / Flush / Irrigant,0.71,0,Pharmacy,0.81,1,Pharmacy,0.9690523457,1,Pharmacy,0.999665873772,1,Pharmacy,"DLevenshtein, Logistic_OvR, DeepNN",0.926239406491
796,D DIMER QUANT,dimer quantitative,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.948246511795,1,Laboratory,0.999993403923,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.987059978929
797,D DIMER QUANT,dimer quantitative,"(60, 100]",Laboratory,Laboratory,Pharmacy,1751.0,37.4643061108,21.7018846374,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.948246511795,1,Laboratory,0.999993403923,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.987059978929
798,D DIMER QUANT,dimer quantitative,"(100, 300]",Laboratory,Laboratory,Supply,3192.0,38.5338345865,17.4498746867,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.948246511795,1,Laboratory,0.999993403923,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.987059978929
