descrip	rev_code	proc_code	units	billed_amount	norm_billed_amount	NORM_DESC	CHRG_CLS
ASSAY OF TRIGLYCERIDES	300.0	None	1.0	74.0	74.0	assay of triglycerides	Laboratory
ASSAY OF TRIGLYCERIDES	301.0	None	1.0	38.0	38.0	assay of triglycerides	Laboratory
ASSAY OF URINE CREATININE	300.0	24702516	1.0	65.0	65.0	assay of urine creatinine	Laboratory
ASSAY OF URINE CREATININE	300.0	None	1.0	68.0	68.0	assay of urine creatinine	Laboratory
ASSAY OF URINE CREATININE	301.0	None	1.0	57.0	57.0	assay of urine creatinine	Laboratory
ASSAY SERUM NA	301.0	None	1.0	32.0	32.0	assay serum sodium	Laboratory
ASSAY SERUM POTASSIUM	300.0	None	1.0	57.0	57.0	assay serum potassium	Laboratory
ASSAY SERUM POTASSIUM	301.0	84132	1.5	91.5	61.0	assay serum potassium	Laboratory
ASSAY SERUM POTASSIUM	301.0	None	1.0	61.0	61.0	assay serum potassium	Laboratory
AST	250.0	None	1.0	24.0	24.0	aspartate aminotransferase test	Laboratory
AST	300.0	63027004	1.0	51.0	51.0	aspartate aminotransferase test	Laboratory
AST	300.0	84450	1.0	25.25	25.25	aspartate aminotransferase test	Laboratory
AST	300.0	None	1.0	51.0	51.0	aspartate aminotransferase test	Laboratory
AST	301.0	01015163	1.0	30.0	30.0	aspartate aminotransferase test	Laboratory
AST	301.0	800604	1.0	8.0	8.0	aspartate aminotransferase test	Laboratory
AST	301.0	84450	1.0	8.0	8.0	aspartate aminotransferase test	Laboratory
AST	301.0	None	1.0	27.0	27.0	aspartate aminotransferase test	Laboratory
AST	306.0	440387	1.0	76.0	76.0	aspartate aminotransferase test	Laboratory
AST	306.0	None	1.0	76.0	76.0	aspartate aminotransferase test	Laboratory
AST ASPARTATE AMINOTRANSFERASE	301.0	None	1.0	127.0	127.0	aspartate aminotransferase aspartate aminotransferase	Laboratory
ATORVASTATIN 40MG TABLET	250.0	13322042	1.0	1.71	1.71	atorvastatin 40_mg tablet	Pharmacy
ATORVASTATIN 40MG TABLET	250.0	None	1.0	1.71	1.71	atorvastatin 40_mg tablet	Pharmacy
ATORVASTATIN 40MG TABLET	259.0	None	1.0	6.67	6.67	atorvastatin 40_mg tablet	Pharmacy
ATORVASTATIN 80 MG TAB 90 EACH BOTTLE	250.0	63700001	1.0	34.0	34.0	atorvastatin 80_mg tablet 90 each bottle	Pharmacy
ATORVASTATIN 80 MG TAB 90 EACH BOTTLE	250.0	None	1.0	15.25	15.25	atorvastatin 80_mg tablet 90 each bottle	Pharmacy
ATORVASTATIN 80 MG TAB 90 EACH BOTTLE	637.0	None	1.0	11.19	11.19	atorvastatin 80_mg tablet 90 each bottle	Pharmacy
ATORVASTATIN 80 MG TAB 90 EACH BOTTLE	999.0	None	1.0	11.13	11.13	atorvastatin 80_mg tablet 90 each bottle	Pharmacy
ATOVAQUONE 750 MG/5 ML SUS	250.0	A9270	2.0	345.72	172.86	atovaquone 750_mg/5_ml sustainability	Pharmacy
ATOVAQUONE 750 MG/5 ML SUS	250.0	None	1.0	55.0	55.0	atovaquone 750_mg/5_ml sustainability	Pharmacy
ATROPINE 1 MG/ML SOLN	250.0	J0461	75.0	79.66	1.1949	atropine 1_mg/ml solution	Pharmacy
ATROPINE 1 MG/ML SOLN	250.0	None	100.0	113.04	1.1304	atropine 1_mg/ml solution	Pharmacy
ATROPINE 1 MG/ML SOLN	636.0	J0461	100.0	90.7	0.907	atropine 1_mg/ml solution	Pharmacy
ATROPINE 1 MG/ML SOLN	636.0	None	7.0	20.0	3.325	atropine 1_mg/ml solution	Pharmacy
AUDIT EVOKED POTENTIAL LIMITED	471.0	None	1.0	270.0	270.0	auditory evoked potential limited	PT / OT / Speech Therapy
AUGMENTIN 400MG/5ML ORAL SUSP	250.0	None	1.0	56.025	56.0	augmentin 400 mg/5 ml oral suspension	Pharmacy
AUTOMATED CBC AND AUTO WBC COUNT	250.0	None	1.0	134.0	134.0	automated complete_blood_count and automated white blood count count	Laboratory
AUTOMATED CBC AND AUTO WBC COUNT	305.0	None	1.0	134.0	134.0	automated complete_blood_count and automated white blood count count	Laboratory
AUTOMATED RETICULOCYTE COUNT	300.0	None	1.0	46.0	46.0	automated reticulocyte count	Laboratory
AUTOMATED RETICULOCYTE COUNT	305.0	85045	1.0	45.5	45.5	automated reticulocyte count	Laboratory
AUTOMATED RETICULOCYTE COUNT	305.0	None	1.0	95.0	95.0	automated reticulocyte count	Laboratory
AZITHROMYCIN 250 MG TAB	250.0	36370001	1.0	20.85	20.85	azithromycin 250_mg tablet	Pharmacy
AZITHROMYCIN 250 MG TAB	250.0	None	2.0	33.17	19.115	azithromycin 250_mg tablet	Pharmacy
AZITHROMYCIN 250 MG TAB	251.0	None	1.0	18.1	18.1	azithromycin 250_mg tablet	Pharmacy
AZITHROMYCIN 250 MG TAB	259.0	None	1.0	102.0	102.0	azithromycin 250_mg tablet	Pharmacy
AZITHROMYCIN 250 MG TAB	636.0	None	1.0	22.18	22.18	azithromycin 250_mg tablet	Pharmacy
AZITHROMYCIN 250 MG TAB	637.0	None	2.0	18.86	9.43	azithromycin 250_mg tablet	Pharmacy
AZITHROMYCIN 500MG INJ	250.0	11295212	1.0	36.74	36.74	azithromycin 500 mg injection	Pharmacy
AZITHROMYCIN 500MG INJ	250.0	J0456	1.0	92.17	92.17	azithromycin 500 mg injection	Pharmacy
AZITHROMYCIN 500MG INJ	250.0	None	1.0	36.74	36.74	azithromycin 500 mg injection	Pharmacy
AZITHROMYCIN 500MG INJ	252.0	None	125.0	142.3	1.1384	azithromycin 500 mg injection	Pharmacy
AZITHROMYCIN 500MG INJ	636.0	10456	1.0	465.64	465.64	azithromycin 500 mg injection	Pharmacy
AZITHROMYCIN 500MG INJ	636.0	30456	1.0	465.64	465.64	azithromycin 500 mg injection	Pharmacy
AZITHROMYCIN 500MG INJ	636.0	J 0456	1.0	465.64	465.64	azithromycin 500 mg injection	Pharmacy
AZITHROMYCIN 500MG INJ	636.0	J0456	1.0	465.64	465.64	azithromycin 500 mg injection	Pharmacy
AZITHROMYCIN 500MG INJ	636.0	None	1.0	257.91	257.91	azithromycin 500 mg injection	Pharmacy
AZITHROMYCIN SUSP 200MG/5ML	251.0	None	3.0	60.4	20.1333333333	azithromycin suspension 200 mg/5 ml	Pharmacy
Acetaminophen 325 Mg Tablet	250.0	None	2.0	0.26	0.13	acetaminophen 325_mg tablet	Pharmacy
Acetaminophen 325Mg Tab	250.0	None	2.0	0.1	0.05	acetaminophen 325_mg tablet	Pharmacy
B COMPLEX-VITAMIN  C-FOLI	637.0	None	1.0	0.66	0.66	b complex vitamin cap folic	Pharmacy
B COMPLEX-VITAMIN C-FOLI	637.0	None	1.0	0.66	0.66	b complex vitamin cap folic	Pharmacy
B COMPLEX-VITAMIN C-FOLIC ACID 0.8 MG TAB	250.0	None	1.0	0.88	0.88	b complex vitamin cap folic acid 0.8_mg tablet	Pharmacy
B-TYPE NATRIURETIC PEPTIDE	300.0	83880	1.0	187.45	187.45	b type natriuretic peptide	Laboratory
B-TYPE NATRIURETIC PEPTIDE	300.0	None	1.0	263.0	263.0	b type natriuretic peptide	Laboratory
B-TYPE NATRIURETIC PEPTIDE	301.0	01169	1.0	233.0	233.0	b type natriuretic peptide	Laboratory
B-TYPE NATRIURETIC PEPTIDE	301.0	60016990	1.0	239.0	239.0	b type natriuretic peptide	Laboratory
B-TYPE NATRIURETIC PEPTIDE	301.0	83880	1.0	276.0	276.0	b type natriuretic peptide	Laboratory
B-TYPE NATRIURETIC PEPTIDE	301.0	None	1.0	239.0	239.0	b type natriuretic peptide	Laboratory
B-TYPE NATRIURETIC PEPTIDE (BN	301.0	83880	1.0	71.0	71.0	b type natriuretic peptide bone	Laboratory
B-TYPE NATRIURETIC PEPTIDE (BN	301.0	None	1.0	259.0	259.0	b type natriuretic peptide bone	Laboratory
B-TYPE NATRIURETIC PEPTIDE PLASMA	301.0	None	1.0	322.0	322.0	b type natriuretic peptide plasma	Laboratory
BACITRACIN 50 000 UNIT SOLR 1 EACH VIAL	250.0	25000001	1.0	215.08	215.08	bacitracin 50 000_units solution 1 each vial	Pharmacy
BACITRACIN 50 000 UNIT SOLR 1 EACH VIAL	250.0	None	1.0	98.9	98.9	bacitracin 50 000_units solution 1 each vial	Pharmacy
BACITRACIN 500 UNIT/GRAM OINT 14 G TUBE	250.0	None	1.0	15.8	15.8	bacitracin 500_units/gram ointment 14 g tube	Pharmacy
BACITRACIN 500 UNIT/GRAM OINT 14 G TUBE	257.0	None	1.0	6.19	6.19	bacitracin 500_units/gram ointment 14 g tube	Pharmacy
BACITRACIN 500 UNIT/GRAM OINT 14 G TUBE	637.0	None	1.0	1.64	1.64	bacitracin 500_units/gram ointment 14 g tube	Pharmacy
BACITRACIN 50000 UNIT INJ	250.0	00135	1.0	135.85	135.85	bacitracin 50000 units injection	Pharmacy
BACITRACIN 50000 UNIT INJ	250.0	None	1.0	63.3	63.3	bacitracin 50000 units injection	Pharmacy
BACITRACIN 50MU VL	250.0	001804	3.0	1293.0	431.0	bacitracin 50mu vial	Pharmacy
BACITRACIN 50MU VL	250.0	None	1.0	425.23	231.75	bacitracin 50mu vial	Pharmacy
BACITRACIN OINTMENT 15G TUBE	250.0	00131	1.0	31.05	31.05	bacitracin ointment 15 gm tube	Pharmacy
BACITRACIN OINTMENT 15G TUBE	250.0	None	1.0	31.05	31.05	bacitracin ointment 15 gm tube	Pharmacy
BACITRACIN ZINC 500 UN/G OINT	259.0	None	1.0	5.85	5.85	bacitracin zinc 500_units/g ointment	Pharmacy
BACITRACIN ZINC 500 UN/G OINT	270.0	None	1.0	5.85	5.85	bacitracin zinc 500_units/g ointment	Pharmacy
BACLOFEN 10 MG TABLET	169.0	None	1.0	9.89	9.89	baclofen 10_mg tablet	Pharmacy
BACLOFEN 10 MG TABLET	250.0	A0270	1.0	1.0	1.0	baclofen 10_mg tablet	Pharmacy
BACLOFEN 10 MG TABLET	250.0	A9270	1.0	1.0	1.0	baclofen 10_mg tablet	Pharmacy
BACLOFEN 10 MG TABLET	250.0	J3490	2.0	15.0	7.5	baclofen 10_mg tablet	Pharmacy
BACLOFEN 10 MG TABLET	250.0	None	2.0	1.0	1.0	baclofen 10_mg tablet	Pharmacy
BACLOFEN 10 MG TABLET	637.0	00860	1.0	1.29	1.29	baclofen 10_mg tablet	Pharmacy
BACLOFEN 10 MG TABLET	637.0	None	1.0	1.29	1.29	baclofen 10_mg tablet	Pharmacy
BACTERIA BCTPCR	300.0	None	1.0	551.92	551.92	bacteria bctpcr	Laboratory
BACTERIAL SCRN CEFTAZADIME RESIS	306.0	None	1.0	180.0	180.0	bacterial screen ceftazadime resistance	Laboratory
BAG AMBU RESUS ADULT	270.0	None	1.0	148.0	148.0	bag ambu resuscitation adult	Supply
BAG AMBU RESUS ADULT	271.0	None	1.0	72.0	72.0	bag ambu resuscitation adult	Supply
BAG AMBU RESUS ADULT	272.0	None	1.0	148.0	148.0	bag ambu resuscitation adult	Supply
BAG DISPOZ W/FLIP FLO 150719	270.0	None	2.0	38.46	19.23	bag dispoz with flip flo 150719	Supply
BAG FEED KANGAROO 500ML	270.0	02016	2.0	0.0	0.0	bag feed kangaroo 500 ml	Supply
BAG FEED KANGAROO 500ML	270.0	None	2.0	6.0	3.0	bag feed kangaroo 500 ml	Supply
BAG PRESSURE INFUSOR EA.	271.0	None	1.0	180.0	180.0	bag pressure infusor each	Supply
BAG PRESSURE INFUSOR EA.	272.0	None	1.0	180.0	180.0	bag pressure infusor each	Supply
BAG PRSS INFUS W/HK 1000ML	272.0	None	1.0	74.0	74.0	bag pressure infusion with hk 1000_ml	Supply
BAG PRSS INFUS W/HK 500ML 4005	270.0	None	1.0	74.0	74.0	bag pressure infusion with hk 500_ml 4005	Supply
BAG REBREATHING 2L CA20 EA1	270.0	A4209	1.0	22.0	22.0	bag rebreathing 2 liter ca20 ea1	Supply
BAG REBREATHING 2L CA20 EA1	270.0	A4649	1.0	22.0	22.0	bag rebreathing 2 liter ca20 ea1	Supply
BAG REBREATHING 2L CA20 EA1	270.0	None	1.0	22.0	22.0	bag rebreathing 2 liter ca20 ea1	Supply
BAG REBREATHING 2L CA20 EA1	272.0	None	1.0	22.0	22.0	bag rebreathing 2 liter ca20 ea1	Supply
BAIR HUGGER O.R BLANKET	270.0	00175	1.0	4.0	4.0	bair hugger operating room blanket	Supply
BAIR HUGGER O.R BLANKET	270.0	None	1.0	4.0	4.0	bair hugger operating room blanket	Supply
BAIR HUGGER O.R BLANKET	272.0	None	1.0	4.0	4.0	bair hugger operating room blanket	Supply
BALLOON CATHETER	272.0	None	1.0	3857.0	3857.0	balloon catheter	Supply
BALLOON CATHETER	278.0	None	1.0	1574.0	1574.0	balloon catheter	Supply
BALLOON WEDGE	270.0	909237	1.0	174.25	174.25	balloon wedge	Supply
BALLOON WEDGE	278.0	None	1.0	310.0	310.0	balloon wedge	Supply
BANDAGE COBAN 4IN 5YD	270.0	412590	2.0	146.0	73.0	bandage coban 4 inches 5yd	Supply
BANDAGE COBAN 4IN 5YD	272.0	None	1.0	22.5	22.5	bandage coban 4 inches 5yd	Supply
BANDAGE MTRX NS 5 YD 6I	270.0	455560	1.0	25.0	25.0	bandage matrix nonsterile 5 yard 6i	Supply
BANDAGE SCISSORS	270.0	None	1.0	36.0	36.0	bandage scissors	Supply
BARRIER EAKIN LG 839001	270.0	None	1.0	60.33	60.33	barrier eakin large 839001	Supply
BARRIER EAKIN SM 839002	270.0	None	1.0	8.0	8.0	barrier eakin small 839002	Supply
BARRIER SKIN 1 OZ 7906	270.0	None	1.0	59.97	59.97	barrier skin 1 ounce 7906	Supply
BASE CHARGE	420.0	86100000	1.0	0.0	0.0	base charge	OR / Anesthesia / Recovery Room
BASE CHARGE	420.0	None	1.0	0.0	0.0	base charge	OR / Anesthesia / Recovery Room
BASE CHARGE 	420.0	None	1.0	0.0	0.0	base charge	OR / Anesthesia / Recovery Room
BASIC ANES SERVICES	370.0	048183	1.0	2169.5	2169.5	basic anesthesia services	OR / Anesthesia / Recovery Room
BASIC ANES SERVICES	370.0	28B250	1.0	3184.0	3184.0	basic anesthesia services	OR / Anesthesia / Recovery Room
BASIC ANES SERVICES	370.0	None	1.0	3066.0	3066.0	basic anesthesia services	OR / Anesthesia / Recovery Room
BASIC MET PANEL CA TOTL	300.0	1 92 0	1.0	448.0	448.0	basic metabolic panel calcium total	Laboratory
BASIC MET PANEL CA TOTL	300.0	110210	1.0	448.0	448.0	basic metabolic panel calcium total	Laboratory
BASIC MET PANEL CA TOTL	300.0	119210	1.0	448.0	448.0	basic metabolic panel calcium total	Laboratory
BASIC MET PANEL CA TOTL	300.0	92 0	1.0	448.0	448.0	basic metabolic panel calcium total	Laboratory
BASIC MET PANEL CA TOTL	300.0	None	1.0	448.0	448.0	basic metabolic panel calcium total	Laboratory
BASIC METABO CA TOTA	301.0	80048	1.0	210.18	210.18	basic metabolic calcium total	Laboratory
BASIC METABO CA TOTA	301.0	None	1.0	218.59	218.59	basic metabolic calcium total	Laboratory
BASIC METABOLIC PANEL	163.0	None	1.0	70.0	70.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	300.0	-±3602754	1.0	124.07	124.07	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	300.0	01024637	1.0	215.19	215.19	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	300.0	10048	1.0	145.0	145.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	300.0	104433	1.0	88.0	88.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	300.0	180048	1.0	100.0	100.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	300.0	24711830	1.0	181.0	181.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	300.0	30048	1.0	145.0	145.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	300.0	34226	1.0	234.0	234.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	300.0	41S02754	1.0	124.07	124.07	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	300.0	43502754	1.0	124.07	124.07	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	300.0	43503754	1.0	124.07	124.07	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	300.0	43602754	1.0	124.07	124.07	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	300.0	43603754	1.0	124.07	124.07	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	300.0	60048	1.0	80.51	80.51	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	300.0	8000001	1.0	76.0	76.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	300.0	80043	1.0	134.58	134.58	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	300.0	80048	1.0	145.0	145.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	300.0	8004891	1.0	576.0	576.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	300.0	80049	1.0	134.58	134.58	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	300.0	8004B	1.0	136.09	136.09	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	300.0	83048	1.0	145.0	145.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	300.0	8592	1.0	213.01	213.01	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	300.0	86200771	1.0	112.0	112.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	300.0	90048	1.0	115.21	115.21	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	300.0	B0048	1.0	100.0	100.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	300.0	I0048	1.0	100.0	100.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	300.0	None	1.0	185.0	183.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	300.0	S004S	1.0	134.58	134.58	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	00048	1.0	191.0	191.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	00124	1.0	285.0	285.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	01043	1.0	280.0	280.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	01097	1.0	65.25	65.25	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	10002488	1.0	108.0	108.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	10048	1.0	260.0	260.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	180048	1.0	647.0	647.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	19000959	1.0	184.0	184.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	2021000	1.0	81.0	81.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	21011	1.0	151.0	151.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	22002 25	1.0	206.0	206.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	220021 25	1.0	206.0	206.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	22002125	1.0	206.0	206.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	30046	1.0	191.0	191.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	30048	1.0	191.0	191.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	30068	1.0	191.0	191.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	30100001	1.0	96.0	96.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	30100395	1.0	186.0	186.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	30110650	1.0	325.0	325.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	3630301	1.0	117.0	117.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	37520449	1.0	70.0	70.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	4228540	1.0	88.0	88.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	4272104	1.0	478.0	478.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	451010	1.0	199.0	199.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	492041	1.0	123.0	123.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	63527001	1.0	175.0	175.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	7.60100046E8	1.0	120.75	120.75	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	760100046	1.0	187.75	187.75	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	8 0 048	1.0	191.0	191.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	80018	1.0	162.51	162.51	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	8004 8	1.0	191.0	191.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	80040	1.0	162.75	162.75	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	80043	1.0	192.875	192.875	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	80046	2.0	325.5	162.75	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	80048	1.0	223.0	223.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	80048'7	1.0	330.0	330.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	80048.0	1.0	330.0	330.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	80048017	1.0	109.0	109.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	80049	1.0	296.0	296.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	8004B	1.0	412.0	412.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	80098	1.0	162.51	162.51	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	860048	1.0	191.0	191.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	9000959	1.0	184.0	184.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	90048	1.0	191.0	191.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	B0048	1.0	191.0	191.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	I0048	1.0	260.0	260.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	LB072172	1.0	385.0	385.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	301.0	None	1.0	179.0	175.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	302.0	2101590	1.0	313.0	313.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	305.0	None	1.0	85.0	85.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	312.0	None	1.0	139.0	139.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	331.0	None	1.0	164.0	164.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	402.0	None	1.0	161.0	161.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	636.0	None	1.0	314.0	314.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	655.0	80048	1.0	377.0	377.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	736.0	510037	1.0	319.0	319.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL	801.0	None	1.0	314.0	314.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL 	301.0	80048	1.0	79.35	79.35	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL 	301.0	None	1.0	109.0	109.0	basic metabolic panel	Laboratory
BASIC METABOLIC PANEL (BMP	250.0	None	1.0	256.0	256.0	basic_metabolic_panel basic_metabolic_panel	Laboratory
BASIC METABOLIC PANEL (BMP	300.0	80048	1.0	270.0	270.0	basic_metabolic_panel basic_metabolic_panel	Laboratory
BASIC METABOLIC PANEL (BMP	300.0	None	1.0	270.0	270.0	basic_metabolic_panel basic_metabolic_panel	Laboratory
BASIC METABOLIC PANEL (CA TOTAL)	301.0	60017350	1.0	198.0	198.0	basic_metabolic_panel calcium total	Laboratory
BASIC METABOLIC PANEL (CA TOTAL)	301.0	None	1.0	230.0	230.0	basic_metabolic_panel calcium total	Laboratory
BASIC METABOLIC PNL CALCIUM TOTAL	301.0	800000000	1.0	221.0	221.0	basic_metabolic_panel calcium total	Laboratory
BASIC METABOLIC PNL CALCIUM TOTAL	301.0	80048	1.0	47.0	47.0	basic_metabolic_panel calcium total	Laboratory
BASIC METABOLIC PNL CALCIUM TOTAL	301.0	None	1.0	221.0	221.0	basic_metabolic_panel calcium total	Laboratory
BASIC METABOLIC PROFILE	300.0	6319475	1.0	220.0	220.0	basic metabolic profile	Laboratory
BASIC METABOLIC PROFILE	300.0	8319475	1.0	220.0	220.0	basic metabolic profile	Laboratory
BASIC METABOLIC PROFILE	300.0	B319475	1.0	220.0	220.0	basic metabolic profile	Laboratory
BASIC METABOLIC PROFILE	300.0	None	1.0	229.0	229.0	basic metabolic profile	Laboratory
BASIC METABOLIC PROFILE	301.0	80018	1.0	262.19	262.19	basic metabolic profile	Laboratory
BASIC METABOLIC PROFILE	301.0	80048	1.0	183.0	183.0	basic metabolic profile	Laboratory
BASIC METABOLIC PROFILE	301.0	None	1.0	183.0	183.0	basic metabolic profile	Laboratory
BASIC METABOLIC SET	250.0	None	1.0	45.0	45.0	basic metabolic set	Laboratory
BASIC METABOLIC SET	300.0	80001654	1.0	45.0	45.0	basic metabolic set	Laboratory
BASIC METABOLIC SET	300.0	None	1.0	45.0	45.0	basic metabolic set	Laboratory
BASIC METABOLIC SET	301.0	80001654	1.0	45.0	45.0	basic metabolic set	Laboratory
BASIC METABOLIC SET	301.0	None	1.0	45.0	45.0	basic metabolic set	Laboratory
BASIC OR SERVICES	360.0	047728	1.0	3307.5	3307.5	basic operation_room services	OR / Anesthesia / Recovery Room
BASIC OR SERVICES	360.0	047750	1.0	3181.0	3181.0	basic operation_room services	OR / Anesthesia / Recovery Room
BASIC OR SERVICES	360.0	28B250	1.0	3436.0	3436.0	basic operation_room services	OR / Anesthesia / Recovery Room
BASIC OR SERVICES	360.0	None	1.0	3436.0	3436.0	basic operation_room services	OR / Anesthesia / Recovery Room
BASIC POST OP SERVICES	710.0	047816	1.0	1759.0	1759.0	basic post operative services	OR / Anesthesia / Recovery Room
BASIC POST OP SERVICES	710.0	047B15	1.0	1333.0	1333.0	basic post operative services	OR / Anesthesia / Recovery Room
BASIC POST OP SERVICES	710.0	288250	1.0	1759.0	1759.0	basic post operative services	OR / Anesthesia / Recovery Room
BASIC POST OP SERVICES	710.0	None	1.0	1628.0	1628.0	basic post operative services	OR / Anesthesia / Recovery Room
BASILIXIMAB 20 MG IVPB	250.0	J0480	1.0	3662.21	3662.21	basiliximab 20_mg intravenous_piggyback	Pharmacy
BASILIXIMAB 20 MG IVPB	250.0	None	1.0	3776.95	3776.95	basiliximab 20_mg intravenous_piggyback	Pharmacy
BATCH TUB	270.0	None	1.0	88.0	88.0	batch tube	Supply
BATH TUBE	270.0	None	1.0	88.0	88.0	bath tube	Supply
BEAVER BLADE 7546	270.0	None	1.0	25.0	25.0	beaver blade 7546	Supply
BEAVER BLADE 7546	272.0	None	1.0	26.0	26.0	beaver blade 7546	Supply
BED BARIATRIC	270.0	None	1.0	534.42	534.42	bed bariatric	Capital Equipment
BED BARIATRIC	947.0	None	1.0	379.0	379.0	bed bariatric	Capital Equipment
BED BARIMAX RNTL	946.0	None	1.0	1663.0	1663.0	bed barimax rental	Capital Equipment
