,cleaned_descrip,NORM_DESC,rev_code,CHRG_CLS,Dominant CC,# of descriptions,% Dominance,Predicted_Class_Jaro,Prob_Jaro,Correct_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Correct_DLevenshtein,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Correct_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Correct_DeepNN,Voted Output,Voting Algorithm,Confidence Score
273,AMINOCAPROIC ACID 250 MG/ML SOLN 20 ML VIAL,aminocaproic acid 250_mg/ml solution 20_ml vial,258.0,Pharmacy,Diluent / Flush / Irrigant,392.0,55.612244898,Pharmacy,0.89,1,Pharmacy,0.72,1,Pharmacy,0.962064826023,1,Pharmacy,0.996788140555,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.892213241645
274,AMINOCAPROIC ACID 250 MG/ML SOLN 20 ML VIAL,aminocaproic acid 250_mg/ml solution 20_ml vial,259.0,Pharmacy,Pharmacy,349.0,83.6676217765,Pharmacy,0.89,1,Pharmacy,0.72,1,Pharmacy,0.962064826023,1,Pharmacy,0.996788140555,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.892213241645
275,AMINOCAPROIC ACID 250 MG/ML SOLN 20 ML VIAL,aminocaproic acid 250_mg/ml solution 20_ml vial,331.0,Pharmacy,Pharmacy,18.0,94.4444444444,Pharmacy,0.89,1,Pharmacy,0.72,1,Pharmacy,0.962064826023,1,Pharmacy,0.996788140555,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.892213241645
276,AMINOCAPROIC ACID 250 MG/ML SOLN 20 ML VIAL,aminocaproic acid 250_mg/ml solution 20_ml vial,636.0,Pharmacy,Pharmacy,781.0,77.8489116517,Pharmacy,0.89,1,Pharmacy,0.72,1,Pharmacy,0.962064826023,1,Pharmacy,0.996788140555,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.892213241645
277,AMINOCAPROIC ACID 250 MG/ML SOLN 20 ML VIAL,aminocaproic acid 250_mg/ml solution 20_ml vial,999.0,Pharmacy,Pharmacy,50.0,66.0,Pharmacy,0.89,1,Pharmacy,0.72,1,Pharmacy,0.962064826023,1,Pharmacy,0.996788140555,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.892213241645
278,AMINOCAPROIC ACID 5000MG/,aminocaproic acid 5000_mg/,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.91,1,Pharmacy,0.73,1,Pharmacy,0.723753270493,1,Pharmacy,0.628108726004,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.747965499124
279,AMIODARONE 200MG TAB,amiodarone 200_mg tablet,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.98,1,Pharmacy,0.94,1,Pharmacy,0.983046887285,1,Pharmacy,0.999171736737,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.975554656006
280,AMIODARONE 200MG TAB,amiodarone 200_mg tablet,259.0,Pharmacy,Pharmacy,349.0,83.6676217765,Pharmacy,0.98,1,Pharmacy,0.94,1,Pharmacy,0.983046887285,1,Pharmacy,0.999171736737,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.975554656006
281,AMIODARONE 200MG TAB,amiodarone 200_mg tablet,631.0,Pharmacy,Pharmacy,2.0,100.0,Pharmacy,0.98,1,Pharmacy,0.94,1,Pharmacy,0.983046887285,1,Pharmacy,0.999171736737,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.975554656006
282,AMIODARONE 200MG TAB,amiodarone 200_mg tablet,637.0,Pharmacy,Pharmacy,328.0,92.0731707317,Pharmacy,0.98,1,Pharmacy,0.94,1,Pharmacy,0.983046887285,1,Pharmacy,0.999171736737,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.975554656006
283,AMIODARONE 50 MG/ML SOLN 18 ML VIAL,amiodarone 50_mg/ml solution 18_ml vial,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.91,1,Pharmacy,0.72,1,Pharmacy,0.98860431641,1,Pharmacy,0.999886911277,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.904622806922
284,AMIODARONE 50 MG/ML SOLN 18 ML VIAL,amiodarone 50_mg/ml solution 18_ml vial,636.0,Pharmacy,Pharmacy,781.0,77.8489116517,Pharmacy,0.91,1,Pharmacy,0.72,1,Pharmacy,0.98860431641,1,Pharmacy,0.999886911277,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.904622806922
285,AMIODARONE IN 5% DEXTROSE 150 MG/100 ML 1.5 MG/ML SOLN,amiodarone 5% dextrose 150_mg/100_ml 1.5_mg/ml solution,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.8,1,Pharmacy,0.49,1,Pharmacy,0.929551815152,1,Pharmacy,0.994454659657,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.803501618702
286,AML FISH PANEL+CULTURE DIRECT CELL CULTURE,aml fish panel culture direct cell culture,300.0,Laboratory,Laboratory,1097.0,79.1248860529,Laboratory,0.8,1,Laboratory,0.84,1,Laboratory,0.97856944416,1,Laboratory,0.999999996847,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.904642360252
287,AMLODIPINE BESYLATE TABLET 5MG,amlodipine besylate tablet 5_mg,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.74,1,Pharmacy,0.48,1,Pharmacy,0.967088495029,1,Pharmacy,0.967102652689,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.788547786929
288,AMMONIA PLASMA,ammonia plasma,300.0,Laboratory,Laboratory,1097.0,79.1248860529,Laboratory,0.85,1,Laboratory,0.63,1,Laboratory,0.856682376653,1,Laboratory,0.999709139658,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.834097879078
289,AMMONIA PLASMA,ammonia plasma,301.0,Laboratory,Laboratory,924.0,79.2207792208,Laboratory,0.85,1,Laboratory,0.63,1,Laboratory,0.856682376653,1,Laboratory,0.999709139658,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.834097879078
290,AMOXICILLIN 500MG UD CAPS U,amoxicillin 500 mg unit dose capsules u,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.8,1,Pharmacy,0.65,1,Pharmacy,0.97975762955,1,Pharmacy,0.999977140152,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.857433692426
291,AMOXICILLIN CLAVULANATE 600 42.9 MG/5 ML SUSR 2,amoxicillin clavulanate 600 42.9_mg/5_ml susr 2,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.86,1,Pharmacy,0.65,1,Pharmacy,0.971492095966,1,Pharmacy,0.998741120203,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.870058304042
292,AMYLASE BLOOD,amylase blood,300.0,Laboratory,Laboratory,1097.0,79.1248860529,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.929899129696,1,Laboratory,0.999447424526,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.982336638555
293,AMYLASE BLOOD,amylase blood,301.0,Laboratory,Laboratory,924.0,79.2207792208,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.929899129696,1,Laboratory,0.999447424526,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.982336638555
294,AMYLASE/LIPASE/PROTEASE 12000U,amylase lipase protease 12000u,250.0,Laboratory,Pharmacy,2692.0,76.0401188707,Pharmacy,0.77,0,Laboratory,0.38,1,Laboratory,0.935803851938,1,Laboratory,0.999318629236,1,Laboratory,"DLevenshtein, Logistic_OvR, DeepNN",0.771707493725
295,ANA SCREEN ,antinuclear antibody screen,302.0,Laboratory,Laboratory,180.0,96.1111111111,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.971016012052,1,Laboratory,0.999948893977,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.992741226507
296,ANAEROBIC CULTURE,anaerobic culture,300.0,Laboratory,Laboratory,1097.0,79.1248860529,Laboratory,0.9,1,Laboratory,0.7,1,Laboratory,0.975863999524,1,Laboratory,0.999999794897,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.893965948605
297,ANAEROBIC CULTURE,anaerobic culture,301.0,Laboratory,Laboratory,924.0,79.2207792208,Laboratory,0.9,1,Laboratory,0.7,1,Laboratory,0.975863999524,1,Laboratory,0.999999794897,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.893965948605
298,ANAEROBIC CULTURE,anaerobic culture,305.0,Laboratory,Laboratory,271.0,92.6199261993,Laboratory,0.9,1,Laboratory,0.7,1,Laboratory,0.975863999524,1,Laboratory,0.999999794897,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.893965948605
299,ANAEROBIC CULTURE,anaerobic culture,306.0,Laboratory,Laboratory,290.0,96.8965517241,Laboratory,0.9,1,Laboratory,0.7,1,Laboratory,0.975863999524,1,Laboratory,0.999999794897,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.893965948605
300,ANAEROBIC DEFINITIVE IDENTIFICATION MALDI,anaerobic definitive identification maldi,300.0,Laboratory,Laboratory,1097.0,79.1248860529,Laboratory,0.7,1,Respiratory Therapy,0.42,0,Laboratory,0.958844767699,1,Laboratory,0.999997623243,1,Laboratory,"Jaro, Logistic_OvR, DeepNN",0.886280796981
301,ANCHOR/SCRW LEVEL 10,anchor screw level 10,278.0,Implant,Implant,148.0,50.0,Implant,0.94,1,Implant,0.89,1,Implant,0.936136988603,1,Implant,0.99953579827,1,Implant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.941418196718
302,ANCHOR/SCRW LEVEL 3,anchor screw level 3,278.0,Implant,Implant,148.0,50.0,Implant,0.96,1,Implant,0.94,1,Implant,0.926451668748,1,Implant,0.998816825337,1,Implant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.956317123521
303,ANES ANALYS SODIUM,anesthesia analysis sodium,300.0,Laboratory,Laboratory,1097.0,79.1248860529,Laboratory,0.85,1,Laboratory,0.74,1,Laboratory,0.874016166155,1,Laboratory,0.999449150628,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.865866329196
304,ANES ANORECTAL RVU 5 00902,anesthesia anorectal rvu 5 00902,370.0,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,72.0,66.6666666667,Laboratory,0.73,0,Supply,0.36,0,OR / Anesthesia / Recovery Room,0.413020405429,1,OR / Anesthesia / Recovery Room,0.766144939786,1,OR / Anesthesia / Recovery Room,"Logistic_OvR, DeepNN",0.294791336304
305,ANES GEN ADDL 1/4 HR GEN,anesthesia general additional 1/4 hour general,370.0,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,72.0,66.6666666667,OR / Anesthesia / Recovery Room,0.84,1,OR / Anesthesia / Recovery Room,0.74,1,OR / Anesthesia / Recovery Room,0.847584034382,1,OR / Anesthesia / Recovery Room,0.999977774426,1,OR / Anesthesia / Recovery Room,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.856890452202
306,ANES PQRI PROPHY AB GIVEN,anesthesia physician_quality_reporting_initiative prophylaxis ab given,370.0,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,72.0,66.6666666667,OR / Anesthesia / Recovery Room,0.8,1,OR / Anesthesia / Recovery Room,0.52,1,OR / Anesthesia / Recovery Room,0.813195620998,1,OR / Anesthesia / Recovery Room,0.926628679514,1,OR / Anesthesia / Recovery Room,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.764956075128
307,ANESTH SUPPLIES LEVEL 3,anesthesia supplies level 3,270.0,OR / Anesthesia / Recovery Room,Supply,1919.0,86.294945284,OR / Anesthesia / Recovery Room,0.97,1,OR / Anesthesia / Recovery Room,0.95,1,OR / Anesthesia / Recovery Room,0.641633587881,1,OR / Anesthesia / Recovery Room,0.999415890571,1,OR / Anesthesia / Recovery Room,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.890262369613
308,ANESTHESIA,anesthesia,250.0,OR / Anesthesia / Recovery Room,Pharmacy,2692.0,76.0401188707,OR / Anesthesia / Recovery Room,0.89,1,OR / Anesthesia / Recovery Room,0.67,1,OR / Anesthesia / Recovery Room,0.820450313898,1,OR / Anesthesia / Recovery Room,0.998989992159,1,OR / Anesthesia / Recovery Room,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.844860076514
309,ANESTHESIA,anesthesia,272.0,OR / Anesthesia / Recovery Room,Supply,833.0,84.393757503,OR / Anesthesia / Recovery Room,0.89,1,OR / Anesthesia / Recovery Room,0.67,1,OR / Anesthesia / Recovery Room,0.820450313898,1,OR / Anesthesia / Recovery Room,0.998989992159,1,OR / Anesthesia / Recovery Room,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.844860076514
310,ANESTHESIA,anesthesia,370.0,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,72.0,66.6666666667,OR / Anesthesia / Recovery Room,0.89,1,OR / Anesthesia / Recovery Room,0.67,1,OR / Anesthesia / Recovery Room,0.820450313898,1,OR / Anesthesia / Recovery Room,0.998989992159,1,OR / Anesthesia / Recovery Room,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.844860076514
311,ANESTHESIA LEVEL 1,anesthesia level 1,370.0,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,72.0,66.6666666667,OR / Anesthesia / Recovery Room,0.96,1,OR / Anesthesia / Recovery Room,0.94,1,OR / Anesthesia / Recovery Room,0.900145201267,1,OR / Anesthesia / Recovery Room,0.99914999722,1,OR / Anesthesia / Recovery Room,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.949823799622
312,ANESTHESIA LEVEL 2,anesthesia level 2,370.0,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,72.0,66.6666666667,OR / Anesthesia / Recovery Room,0.96,1,OR / Anesthesia / Recovery Room,0.94,1,OR / Anesthesia / Recovery Room,0.900145201267,1,OR / Anesthesia / Recovery Room,0.99914999722,1,OR / Anesthesia / Recovery Room,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.949823799622
313,ANESTHESIA LEVEL 4,anesthesia level 4,370.0,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,72.0,66.6666666667,OR / Anesthesia / Recovery Room,0.96,1,OR / Anesthesia / Recovery Room,0.94,1,OR / Anesthesia / Recovery Room,0.900145201267,1,OR / Anesthesia / Recovery Room,0.99914999722,1,OR / Anesthesia / Recovery Room,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.949823799622
314,ANESTHESIA SAFETY MONITOR M,anesthesia safety monitor,270.0,Supply,Supply,1919.0,86.294945284,OR / Anesthesia / Recovery Room,0.83,1,OR / Anesthesia / Recovery Room,0.54,1,OR / Anesthesia / Recovery Room,0.488483895613,1,OR / Anesthesia / Recovery Room,0.86271741136,1,OR / Anesthesia / Recovery Room,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.680300326743
315,ANESTHESIA SAFETY MONITOR M,anesthesia safety monitor,272.0,Supply,Supply,833.0,84.393757503,OR / Anesthesia / Recovery Room,0.83,1,OR / Anesthesia / Recovery Room,0.54,1,OR / Anesthesia / Recovery Room,0.488483895613,1,OR / Anesthesia / Recovery Room,0.86271741136,1,OR / Anesthesia / Recovery Room,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.680300326743
316,ANESTHESIA SAFETY MONITOR M,anesthesia safety monitor,360.0,Supply,OR / Anesthesia / Recovery Room,116.0,58.6206896552,OR / Anesthesia / Recovery Room,0.83,1,OR / Anesthesia / Recovery Room,0.54,1,OR / Anesthesia / Recovery Room,0.488483895613,1,OR / Anesthesia / Recovery Room,0.86271741136,1,OR / Anesthesia / Recovery Room,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.680300326743
317,ANESTHESIA SAFETY MONITOR M,anesthesia safety monitor,361.0,Supply,Procedure,47.0,51.0638297872,OR / Anesthesia / Recovery Room,0.83,1,OR / Anesthesia / Recovery Room,0.54,1,OR / Anesthesia / Recovery Room,0.488483895613,1,OR / Anesthesia / Recovery Room,0.86271741136,1,OR / Anesthesia / Recovery Room,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.680300326743
318,ANESTHESIA SAFETY MONITOR M,anesthesia safety monitor,370.0,Supply,OR / Anesthesia / Recovery Room,72.0,66.6666666667,OR / Anesthesia / Recovery Room,0.83,1,OR / Anesthesia / Recovery Room,0.54,1,OR / Anesthesia / Recovery Room,0.488483895613,1,OR / Anesthesia / Recovery Room,0.86271741136,1,OR / Anesthesia / Recovery Room,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.680300326743
319,ANESTHESIA SAFETY MONITOR M,anesthesia safety monitor,410.0,Supply,Respiratory Therapy,279.0,64.1577060932,OR / Anesthesia / Recovery Room,0.83,1,OR / Anesthesia / Recovery Room,0.54,1,OR / Anesthesia / Recovery Room,0.488483895613,1,OR / Anesthesia / Recovery Room,0.86271741136,1,OR / Anesthesia / Recovery Room,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.680300326743
320,ANESTHESIA SAFETY MONITOR M,anesthesia safety monitor,710.0,Supply,OR / Anesthesia / Recovery Room,30.0,66.6666666667,OR / Anesthesia / Recovery Room,0.83,1,OR / Anesthesia / Recovery Room,0.54,1,OR / Anesthesia / Recovery Room,0.488483895613,1,OR / Anesthesia / Recovery Room,0.86271741136,1,OR / Anesthesia / Recovery Room,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.680300326743
321,ANESTHESIA SAFETY MONITOR M,anesthesia safety monitor,730.0,Supply,Pharmacy,42.0,45.2380952381,OR / Anesthesia / Recovery Room,0.83,1,OR / Anesthesia / Recovery Room,0.54,1,OR / Anesthesia / Recovery Room,0.488483895613,1,OR / Anesthesia / Recovery Room,0.86271741136,1,OR / Anesthesia / Recovery Room,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.680300326743
322,ANGIOCATH 16G 22G X1,angiocath 16_g 22_g x1,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.82,1,Supply,0.65,1,Laboratory,0.314462980288,0,Laboratory,0.556510164248,0,Supply,"Jaro, DLevenshtein",0.3675
323,ANTI HEPATITIS B CORE TOTAL ,anti hepatitis b core total,302.0,Laboratory,Laboratory,180.0,96.1111111111,Laboratory,0.89,1,Laboratory,0.78,1,Laboratory,0.873027760576,1,Laboratory,0.999930255535,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.885739504028
324,ANTI HEPATITIS C,anti hepatitis c,302.0,Laboratory,Laboratory,180.0,96.1111111111,Laboratory,0.87,1,Laboratory,0.68,1,Laboratory,0.709130761489,1,Laboratory,0.999805315272,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.81473401919
325,ANTIBODY B. HENSELAE,antibody b henselae,300.0,Laboratory,Laboratory,1097.0,79.1248860529,Laboratory,0.79,1,Laboratory,0.56,1,Laboratory,0.942294458927,1,Laboratory,0.998447205189,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.822685416029
326,ANTIBODY B. QUINTANA,antibody b quintana,300.0,Laboratory,Laboratory,1097.0,79.1248860529,Laboratory,0.79,1,Laboratory,0.61,1,Laboratory,0.945376300808,1,Laboratory,0.999068074499,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.836111093827
327,ANTIBODY BACTERIUM NOT ELSEWHERE SPEC,antibody bacterium elsewhere specified,300.0,Laboratory,Laboratory,1097.0,79.1248860529,Laboratory,0.79,1,Laboratory,0.42,1,Laboratory,0.964330102018,1,Laboratory,0.999887594522,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.793554424135
328,ANTIBODY SCREEN RBC EACH SERUM,antibody screen red_blood_cell serum,302.0,Laboratory,Laboratory,180.0,96.1111111111,Laboratory,0.97,1,Laboratory,0.92,1,Laboratory,0.956501163612,1,Laboratory,0.999966425991,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.961616897401
329,ANTIGEN TYPE W SAMPLE C38,antigen type sample c38,300.0,Laboratory,Laboratory,1097.0,79.1248860529,OR / Anesthesia / Recovery Room,0.68,0,OR / Anesthesia / Recovery Room,0.38,0,Laboratory,0.970222048703,1,Laboratory,0.999998861797,1,Laboratory,"Logistic_OvR, DeepNN",0.492555227625
330,ANTITHROMBIN III 50 IU,antithrombin iii 50 iu,250.0,Plan Benefit,Pharmacy,2692.0,76.0401188707,Plan Benefit,0.95,1,Plan Benefit,0.9,1,Laboratory,0.498767621565,0,Plan Benefit,0.773281415021,1,Plan Benefit,"Jaro, DLevenshtein, DeepNN",0.87442713834
331,ANTITHROMBIN III 50 IU,antithrombin iii 50 iu,636.0,Plan Benefit,Pharmacy,781.0,77.8489116517,Plan Benefit,0.95,1,Plan Benefit,0.9,1,Laboratory,0.498767621565,0,Plan Benefit,0.773281415021,1,Plan Benefit,"Jaro, DLevenshtein, DeepNN",0.87442713834
332,AORTIC BALLOON VALVULOPLASTY,aortic balloon valvuloplasty,481.0,Cardiology,Cardiology,13.0,61.5384615385,Supply,0.73,1,Supply,0.42,1,Supply,0.599309327946,1,Radiology,0.442312423897,0,Supply,"Jaro, DLevenshtein, Logistic_OvR",0.583103109315
333,APPLIER CLIP MULTI 20 LG,applier clip multiple 20 large,272.0,Supply,Supply,833.0,84.393757503,Supply,0.93,1,Supply,0.9,1,Supply,0.822749240559,1,Supply,0.967813563689,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.905140701062
334,APPLIER INTRNL CLP LGCLP TI SM,applier internal clip ligaclip titanium small,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.92,1,Supply,0.76,1,Supply,0.78492846092,1,Supply,0.865171230675,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.832524922899
335,APREPITANT 125MG CAPSULE,aprepitant 125 mg capsule,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.92,1,Pharmacy,0.86,1,Pharmacy,0.986989949864,1,Pharmacy,0.999774074833,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.941691006174
336,APREPITANT 125MG CAPSULE,aprepitant 125 mg capsule,636.0,Pharmacy,Pharmacy,781.0,77.8489116517,Pharmacy,0.92,1,Pharmacy,0.86,1,Pharmacy,0.986989949864,1,Pharmacy,0.999774074833,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.941691006174
337,AQUAPHOR OINT 14OZ,aquaphor ointment 14oz,250.0,Supply,Pharmacy,2692.0,76.0401188707,Supply,0.79,1,Supply,0.63,1,Pharmacy,0.525516745085,0,Pharmacy,0.649791554295,0,Supply,"Jaro, DLevenshtein",0.355
338,AQUAPHOR OINTMENT 14OZ 1 TUB E,aquaphor ointment 14oz 1 tube e,250.0,Supply,Pharmacy,2692.0,76.0401188707,Supply,0.92,1,Supply,0.76,1,Supply,0.738312146812,1,Supply,0.899012240811,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.829331096906
339,ARM SUPPORT INFANT,arm support infant,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.86,1,Supply,0.71,1,Supply,0.763425041182,1,Supply,0.99910067187,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.833131428263
340,ARM SUPPORT IV CHILD,arm support intravenous child,270.0,Supply,Supply,1919.0,86.294945284,Supply,0.86,1,Supply,0.76,1,Supply,0.817166546113,1,Supply,0.542436256691,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.744900700701
341,ART AIRWAY CARE,artificial airway care,410.0,Respiratory Therapy,Respiratory Therapy,279.0,64.1577060932,Supply,0.78,1,Room and Board,0.54,0,Supply,0.554464420188,1,Nursing Services,0.830676826575,0,Supply,"Jaro, Logistic_OvR",0.333616105047
342,ASCORBIC ACID 100 MG/ML DILUTION IN SW,ascorbic acid 100 mg ml dilution sterile water,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.71,1,Pharmacy,0.57,1,Diluent / Flush / Irrigant,0.637195404028,0,Diluent / Flush / Irrigant,0.613016831145,0,Pharmacy,"Jaro, DLevenshtein",0.32
343,ASCORBIC ACID 100 MG/ML DILUTION IN SW FOR T,ascorbic acid 100 mg ml dilution sterile water,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.78,1,Pharmacy,0.64,1,Diluent / Flush / Irrigant,0.637195404028,0,Diluent / Flush / Irrigant,0.613016831145,0,Pharmacy,"Jaro, DLevenshtein",0.355
344,ASCORBIC ACID 250MG TAB,ascorbic acid 250_mg tablet,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.82,1,Pharmacy,0.59,1,Pharmacy,0.960767958002,1,Pharmacy,0.994881178642,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.841412284161
345,ASCORBIC ACID 250MG TAB,ascorbic acid 250_mg tablet,259.0,Pharmacy,Pharmacy,349.0,83.6676217765,Pharmacy,0.82,1,Pharmacy,0.59,1,Pharmacy,0.960767958002,1,Pharmacy,0.994881178642,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.841412284161
346,ASPIRIN 325 MG TABS,aspirin 325_mg tablets,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.82,1,Pharmacy,0.65,1,Pharmacy,0.964936867442,1,Pharmacy,0.99946741273,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.858601070043
347,ASPIRIN 325 MG TABS,aspirin 325_mg tablets,259.0,Pharmacy,Pharmacy,349.0,83.6676217765,Pharmacy,0.82,1,Pharmacy,0.65,1,Pharmacy,0.964936867442,1,Pharmacy,0.99946741273,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.858601070043
348,ASPIRIN 325 MG TABS,aspirin 325_mg tablets,270.0,Pharmacy,Supply,1919.0,86.294945284,Pharmacy,0.82,1,Pharmacy,0.65,1,Pharmacy,0.964936867442,1,Pharmacy,0.99946741273,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.858601070043
349,ASPIRIN 325 MG TABS,aspirin 325_mg tablets,637.0,Pharmacy,Pharmacy,328.0,92.0731707317,Pharmacy,0.82,1,Pharmacy,0.65,1,Pharmacy,0.964936867442,1,Pharmacy,0.99946741273,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.858601070043
350,ASPIRIN 325 MG TABS,aspirin 325_mg tablets,998.0,Pharmacy,Pharmacy,7.0,85.7142857143,Pharmacy,0.82,1,Pharmacy,0.65,1,Pharmacy,0.964936867442,1,Pharmacy,0.99946741273,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.858601070043
351,ASPIRIN 81 MG CHEW,aspirin 81_mg chew,250.0,Pharmacy,Pharmacy,2692.0,76.0401188707,Pharmacy,0.96,1,Pharmacy,0.88,1,Pharmacy,0.974786865644,1,Pharmacy,0.999686541132,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.953618351694
