descrip	cleaned_descrip	Rev_Code_Name	units	billed_amount	norm_billed_amount	NORM_DESC	CHRG_CLS	billed_categories	units_categories
CALCIUM BLOOD	CALCIUM BLOOD	Laboratory	1.0	43.0	43.0	calcium blood	Laboratory	(41, 61]	Units <= 1
CALCIUM CARB PPT    650MG	CALCIUM CARB PPT 650MG	Pharmacy	2.0	7.7	3.85	calcium carb ppt 650_mg	Pharmacy	(0, 4]	Units > 1
CALCIUM CARBONATE 500 MG C	CALCIUM CARBONATE 500 MG C	Drugs Requiring Specific Identification	1.0	0.07	0.07	calcium carbonate 500_mg cap	Pharmacy	(0, 4]	Units <= 1
CALCIUM CARBONATE 500 MG C	CALCIUM CARBONATE 500 MG C	Pharmacy	1.0	0.42	0.42	calcium carbonate 500_mg cap	Pharmacy	(0, 4]	Units <= 1
CALCIUM CARBONATE 500 MG CHEW	CALCIUM CARBONATE 500 MG CHEW	Drugs Requiring Specific Identification	1.0	1.0	1.0	calcium carbonate 500_mg chew	Pharmacy	(0, 4]	Units <= 1
CALCIUM CARBONATE 500 MG CHEW	CALCIUM CARBONATE 500 MG CHEW	Pharmacy	2.0	0.64	0.57	calcium carbonate 500_mg chew	Pharmacy	(0, 4]	Units > 1
CALCIUM CARBONATE CHEWABLE	CALCIUM CARBONATE CHEWABLE	Drugs Requiring Specific Identification	1.0	10.11	10.11	calcium carbonate chewable	Pharmacy	(4, 17]	Units <= 1
CALCIUM CARBONATE CHEWABLE	CALCIUM CARBONATE CHEWABLE	Pharmacy	2.0	10.29	5.145	calcium carbonate chewable	Pharmacy	(4, 17]	Units > 1
CALCIUM CHLOR 10% 1GM 10ML	CALCIUM CHLOR 10% 1GM 10ML	Pharmacy	1.0	25.0	25.0	calcium chloride 10% 1_gm 10_ml	Pharmacy	(17, 41]	Units <= 1
CALCIUM CHLORIDE 10%	CALCIUM CHLORIDE 10%	Drugs Requiring Detailed Coding	1.0	79.7	79.7	calcium chloride 10%	Pharmacy	(61, 92]	Units <= 1
CALCIUM CHLORIDE    10%	CALCIUM CHLORIDE 10%	Pharmacy	1.0	33.8	28.4	calcium chloride 10%	Pharmacy	(17, 41]	Units <= 1
CALCIUM CHLORIDE 10% INJ 10ML	CALCIUM CHLORIDE 10% INJ 10ML	Pharmacy	8.0	120.8	15.1	calcium chloride 10% injection 10 ml	Pharmacy	(4, 17]	Units > 1
CALCIUM CHLORIDE 10% VIAL	CALCIUM CHLORIDE 10% VIAL	Pharmacy	1.0	45.56	45.56	calcium chloride 10% vial	Pharmacy	(41, 61]	Units <= 1
CALCIUM CHLORIDE 20 MG/ML	CALCIUM CHLORIDE 20 MG/ML	Pharmacy	1.0	32.5	32.5	calcium chloride 20_mg/ml	Pharmacy	(17, 41]	Units <= 1
CALCIUM CHLORIDE SYRG	CALCIUM CHLORIDE SYRG	Pharmacy	1.5	183.59	123.76	calcium chloride syringe	Pharmacy	(92, 287]	Units > 1
CALCIUM CL 10% INJ CARTRIDGE	CALCIUM CL 10% INJ CARTRIDGE	Pharmacy	1.0	81.1	81.1	calcium chloride 10% injection cartridge	Pharmacy	(61, 92]	Units <= 1
CALCIUM GLUC 10%10ML	CALCIUM GLUC 10%10ML	Pharmacy	3.0	116.64	38.88	calcium gluconate 10% 10_ml	Pharmacy	(17, 41]	Units > 1
CALCIUM GLUC  (ELEM) 10MG/ML INJ	CALCIUM GLUC ELEM 10MG/ML INJ	Pharmacy	15.5	94.35	6.0925	calcium gluconate elemental 10 mg/ml injection	Pharmacy	(4, 17]	Units > 1
CALCIUM GLUCON.10ML-100MG/ML	CALCIUM GLUCON.10ML 100MG/ML	Drugs Requiring Detailed Coding	1.0	16.5	16.5	calcium gluconate 10_ml 100_mg/ml	Pharmacy	(4, 17]	Units <= 1
CALCIUM GLUCONATE 10 % SOLN 10 ML EXTEMP	CALCIUM GLUCONATE 10 % SOLN 10 ML EXTEMP	Drugs Requiring Detailed Coding	1.0	21.7	20.26666667	calcium gluconate 10% solution 10_ml extemp	Pharmacy	(17, 41]	Units <= 1
CALCIUM GLUCONATE 10 % SOLN 10 ML EXTEMP	CALCIUM GLUCONATE 10 % SOLN 10 ML EXTEMP	Pharmacy	1.0	32.7	26.65	calcium gluconate 10% solution 10_ml extemp	Pharmacy	(17, 41]	Units <= 1
CALCIUM GLUCONATE 10 % SOLN 10 ML VIAL	CALCIUM GLUCONATE 10 % SOLN 10 ML VIAL	Drugs Requiring Detailed Coding	1.0	48.42	30.17681818	calcium gluconate 10% solution 10_ml vial	Pharmacy	(17, 41]	Units <= 1
CALCIUM GLUCONATE 10 % SOLN 10 ML VIAL	CALCIUM GLUCONATE 10 % SOLN 10 ML VIAL	Pharmacy	1.0	38.635	34.9	calcium gluconate 10% solution 10_ml vial	Pharmacy	(17, 41]	Units <= 1
CALCIUM  GLUCONATE   10  ML INJ	CALCIUM GLUCONATE 10 ML INJ	Drugs Requiring Detailed Coding	2.0	11.0	5.5	calcium gluconate 10_ml injection	Pharmacy	(4, 17]	Units > 1
CALCIUM GLUCONATE 10% INJ, 10ML	CALCIUM GLUCONATE 10% INJ 10ML	Drugs Requiring Detailed Coding	1.0	7.93	7.93	calcium gluconate 10% injection 10 ml	Pharmacy	(4, 17]	Units <= 1
CALCIUM GLUCONATE 10% INJ 10ML	CALCIUM GLUCONATE 10% INJ 10ML	Pharmacy	2.0	14.3	8.01	calcium gluconate 10% injection 10 ml	Pharmacy	(4, 17]	Units > 1
CALCIUM GLUCONATE 100 MG/M	CALCIUM GLUCONATE 100 MG/M	Drugs Requiring Detailed Coding	1.0	24.6	19.61	calcium gluconate 100_mg/m	Pharmacy	(17, 41]	Units <= 1
CALCIUM GLUCONATE 100 MG/M	CALCIUM GLUCONATE 100 MG/M	Pharmacy	2.0	43.55	19.61	calcium gluconate 100_mg/m	Pharmacy	(17, 41]	Units > 1
CALCIUM GLUCONATE 100 MG/ML SOLN	CALCIUM GLUCONATE 100 MG/ML SOLN	Pharmacy	1.0	275.94	275.94	calcium gluconate 100_mg/ml solution	Pharmacy	(92, 287]	Units <= 1
CALCIUM GLUCONATE 100MG/ML INJ	CALCIUM GLUCONATE 100MG/ML INJ	Drugs Requiring Detailed Coding	16.0	46.4	2.9	calcium gluconate 100 mg/ml injection	Pharmacy	(0, 4]	Units > 1
CALCIUM GLUCONATE 100MG/ML INJ	CALCIUM GLUCONATE 100MG/ML INJ	Pharmacy	1.0	82.95	82.95	calcium gluconate 100 mg/ml injection	Pharmacy	(61, 92]	Units <= 1
CALCIUM GLUCONATE IN 0.9% SODIUM CHLORIDE 2 GRAM/120 ML SOLN	CALCIUM GLUCONATE IN 0.9% SODIUM CHLORIDE 2 GRAM/120 ML SOLN	Drugs Requiring Detailed Coding	3.0	39.6	13.2	calcium gluconate in 0.9% sodium_chloride 2 gram/120_ml solution	Pharmacy	(4, 17]	Units > 1
CALCIUM GLUCONATE IN 0.9% SODIUM CHLORIDE 2 GRAM/120 ML SOLN	CALCIUM GLUCONATE IN 0.9% SODIUM CHLORIDE 2 GRAM/120 ML SOLN	Pharmacy	3.0	39.6	13.2	calcium gluconate in 0.9% sodium_chloride 2 gram/120_ml solution	Pharmacy	(4, 17]	Units > 1
CALCIUM GLUCONATE PER 10 ML	CALCIUM GLUCONATE PER 10 ML	Drugs Requiring Detailed Coding	1.0	48.75	27.95	calcium gluconate per 10_ml	Pharmacy	(17, 41]	Units <= 1
CALCIUM GLUCONATE PER 10 ML	CALCIUM GLUCONATE PER 10 ML	Pharmacy	1.0	20.11	15.48	calcium gluconate per 10_ml	Pharmacy	(4, 17]	Units <= 1
CALCIUM ION	CALCIUM ION	Laboratory	1.0	150.0	150.0	calcium ionized	Laboratory	(92, 287]	Units <= 1
CALCIUM IONIZE	CALCIUM IONIZE	Laboratory	1.0	24.42	24.42	calcium ionized	Laboratory	(17, 41]	Units <= 1
HC CALCIUM-IONIZED	CALCIUM IONIZED	Blood	1.0	100.15	100.15	calcium ionized	Laboratory	(92, 287]	Units <= 1
CALCIUM IONIZED	CALCIUM IONIZED	EKG/ECG/EEG	1.0	433.08	433.08	calcium ionized	Laboratory	(287, 641]	Units <= 1
CALCIUM IONIZED	CALCIUM IONIZED	Implant/Supply	1.0	387.0	387.0	calcium ionized	Laboratory	(287, 641]	Units <= 1
CALCIUM - IONIZED	CALCIUM IONIZED	Laboratory	1.0	162.0	162.0	calcium ionized	Laboratory	(92, 287]	Units <= 1
CALCIUM IONIZED	CALCIUM IONIZED	Other Imaging Services	1.0	67.0	67.0	calcium ionized	Laboratory	(61, 92]	Units <= 1
CALCIUM,  IONIZED	CALCIUM IONIZED	Pharmacy	1.0	222.0	222.0	calcium ionized	Laboratory	(92, 287]	Units <= 1
CALCIUM (IONIZED)	CALCIUM IONIZED 	Laboratory	1.0	112.19	112.19	calcium ionized	Laboratory	(92, 287]	Units <= 1
CALCIUM IONIZED (BLOOD	CALCIUM IONIZED BLOOD	Laboratory	1.0	177.0	177.0	calcium ionized blood	Laboratory	(92, 287]	Units <= 1
CALCIUM IONIZED (BLOOD GAS	CALCIUM IONIZED BLOOD GAS	Laboratory	1.0	236.0	236.0	calcium ionized blood_gas	Laboratory	(92, 287]	Units <= 1
CALCIUM IONIZED (BLOOD GAS)	CALCIUM IONIZED BLOOD GAS 	Laboratory	1.0	236.0	236.0	calcium ionized blood_gas	Laboratory	(92, 287]	Units <= 1
CALCIUM, IONIZED (ICAL)	CALCIUM IONIZED ICAL 	Laboratory	1.0	188.0	188.0	calcium ionized ical	Laboratory	(92, 287]	Units <= 1
CALCIUM IONIZED WB	CALCIUM IONIZED WB	Laboratory	1.0	144.0	103.3566667	calcium ionized whole_blood	Laboratory	(92, 287]	Units <= 1
CALCIUM IONIZED WHOLE BLO	CALCIUM IONIZED WHOLE BLO	Laboratory	1.0	111.0	111.0	calcium ionized whole blood	Laboratory	(92, 287]	Units <= 1
CALCIUM RANDOM URINE	CALCIUM RANDOM URINE	Laboratory	1.0	53.39	53.39	calcium random urine	Laboratory	(41, 61]	Units <= 1
CALCIUM TOT	CALCIUM TOT	Laboratory	1.0	113.0	113.0	calcium total	Laboratory	(92, 287]	Units <= 1
CALCIUM TOTAL	CALCIUM TOTAL	EKG/ECG/EEG	1.0	341.85	341.85	calcium total	Laboratory	(287, 641]	Units <= 1
CALCIUM TOTAL	CALCIUM TOTAL	Laboratory	1.0	57.5	57.5	calcium total	Laboratory	(41, 61]	Units <= 1
CALCIUM TOTAL	CALCIUM TOTAL	Preventive Care Services	1.0	157.0	157.0	calcium total	Laboratory	(92, 287]	Units <= 1
CALCIUM (TOTAL)	CALCIUM TOTAL 	Laboratory	1.0	41.5	41.5	calcium total	Laboratory	(41, 61]	Units <= 1
CALFACTANT 35 MG/ML SUSP	CALFACTANT 35 MG/ML SUSP	Pharmacy	1.0	541.62	541.62	calfactant 35_mg/ml suspension	Pharmacy	(287, 641]	Units <= 1
CALL RESPONSE	CALL RESPONSE	Implant/Supply	1.0	0.0	0.0	call response	Respiratory Therapy	(-10, 0]	Units <= 1
CAMERA COVER	CAMERA COVER	Implant/Supply	1.0	61.0	61.0	camera cover	Supply	(41, 61]	Units <= 1
CAMPHOR-MENTHOL 0.5-0.5 % LOTN 222 ML BOTTLE	CAMPHOR MENTHOL 0.5 0.5 % LOTN 222 ML BOTTLE	Patient Conv Items	1.0	21.32	21.32	camphor menthol 0.5 0.5% lotion 222_ml bottle	Pharmacy	(17, 41]	Units <= 1
CAMPHOR-MENTHOL 0.5-0.5 % LOTN 222 ML BOTTLE	CAMPHOR MENTHOL 0.5 0.5 % LOTN 222 ML BOTTLE	Pharmacy	1.0	30.375	30.375	camphor menthol 0.5 0.5% lotion 222_ml bottle	Pharmacy	(17, 41]	Units <= 1
CAN SUCT	CAN SUCT	Implant/Supply	1.0	1.75	1.75	canister suction	Supply	(0, 4]	Units <= 1
CANISTER,  SUCT 1200CC	CANISTER SUCT 1200CC	Implant/Supply	1.0	6.0	6.0	canister suction 1200 cc	Supply	(4, 17]	Units <= 1
CANISTER, SUCT 1200CC	CANISTER SUCT 1200CC	Pharmacy	1.0	6.0	6.0	canister suction 1200 cc	Supply	(4, 17]	Units <= 1
CANISTER SUCT 1200CC GUARD	CANISTER SUCT 1200CC GUARD	Implant/Supply	1.0	4.0	4.0	canister suction 1200 cc guard	Supply	(0, 4]	Units <= 1
CANISTER SUCT 3000CC VACRIT	CANISTER SUCT 3000CC VACRIT	Implant/Supply	1.0	6.0	6.0	canister suction 3000 cc vacrit	Supply	(4, 17]	Units <= 1
CANISTER SUCTION LINER - 956	CANISTER SUCTION LINER 956	Implant/Supply	1.0	60.5	60.5	canister suction liner 956	Supply	(41, 61]	Units <= 1
CANISTER, SVED W/GEL 1200ML	CANISTER SVED W/GEL 1200ML	Implant/Supply	1.0	56.0	56.0	canister sved with gel 1200 ml	Supply	(41, 61]	Units <= 1
HB CANN ART 10FR	CANN ART 10FR	Implant/Supply	1.0	111.0	111.0	cannula arterial 10 french	Supply	(92, 287]	Units <= 1
CANN ART 12FR	CANN ART 12FR	Implant/Supply	1.0	111.0	111.0	cannula arterial 12fr	Supply	(92, 287]	Units <= 1
HB CANN ART 14FR	CANN ART 14FR	Implant/Supply	1.0	104.0	104.0	cannula arterial 14 french	Supply	(92, 287]	Units <= 1
HB CANN ART 8FR	CANN ART 8FR	Implant/Supply	1.0	129.0	129.0	cannula arterial 8 french	Supply	(92, 287]	Units <= 1
HB CANN ART BFR	CANN ART BFR	Implant/Supply	1.0	128.5	128.5	cannula arterial bfr	Supply	(92, 287]	Units <= 1
HB CANN CORONARY PERF	CANN CORONARY PERF	Implant/Supply	1.0	115.0	115.0	cannula coronary perfusion	Supply	(92, 287]	Units <= 1
HB CANN CORONARY PERF 12FR	CANN CORONARY PERF 12FR	Implant/Supply	1.0	83.0	83.0	cannula coronary perfusion 12fr	Radiology	(61, 92]	Units <= 1
HB CANN DUPLO TIP 20GAX10CM	CANN DUPLO TIP 20GAX10CM	Implant/Supply	2.0	446.0	223.0	cannula duplo tip 20gax10cm	Supply	(92, 287]	Units > 1
HB CANN NSL CO2 W/DEHUMID ADULT	CANN NSL CO2 W/DEHUMID ADULT	Implant/Supply	1.0	120.0	120.0	cannula nasal carbon_dioxide with dehumid adult	Supply	(92, 287]	Units <= 1
CANN NSL CO2 W/DEHUMID INF	CANN NSL CO2 W/DEHUMID INF	Implant/Supply	1.0	118.0	118.0	cannula nasal carbon_dioxide with dehumid infusion	Supply	(92, 287]	Units <= 1
HB CANN NSL CO2 W/DEHUMID PED	CANN NSL CO2 W/DEHUMID PED	Implant/Supply	1.0	120.0	120.0	cannula nasal carbon_dioxide with dehumid pediatric	Supply	(92, 287]	Units <= 1
HB CANN NSL CO2/O2 W/DEHUMID ADLT	CANN NSL CO2/O2 W/DEHUMID ADLT	Implant/Supply	1.0	138.0	138.0	cannula nasal carbon dioxide/oxygen with dehumid adult	Supply	(92, 287]	Units <= 1
HB CANN NSL CO2/O2 W/DEHUMID INF	CANN NSL CO2/O2 W/DEHUMID INF	Implant/Supply	1.0	138.0	138.0	cannula nasal carbon dioxide/oxygen with dehumid infusion	Supply	(92, 287]	Units <= 1
HB CANN NSL CO2/O2 W/DEHUMID PED	CANN NSL CO2/O2 W/DEHUMID PED	Implant/Supply	1.0	138.0	138.0	cannula nasal carbon dioxide/oxygen with dehumid pediatric	Supply	(92, 287]	Units <= 1
HB CANN PEDI ONE PIECE ARTERIAL E	CANN PEDI ONE PIECE ARTERIAL E	Implant/Supply	1.0	212.0	212.0	cannula pediatric one piece arterial e	Supply	(92, 287]	Units <= 1
HB CANN RA 14FR VENOUS	CANN RA 14FR VENOUS	Implant/Supply	1.0	171.0	171.0	cannula ra 14 french venous	Supply	(92, 287]	Units <= 1
HB CANN RA 16FR VENOUS	CANN RA 16FR VENOUS	Implant/Supply	1.0	120.0	120.0	cannula ra 16 french venous	Supply	(92, 287]	Units <= 1
HB CANN RA 18FR VENOUS	CANN RA 18FR VENOUS	Implant/Supply	1.0	127.0	127.0	cannula ra 18fr venous	Supply	(92, 287]	Units <= 1
HB CANN RA 21 FR VENOUS	CANN RA 21 FR VENOUS	Implant/Supply	1.0	169.0	169.0	cannula ra 21 fr venous	Supply	(92, 287]	Units <= 1
HB CANN RA 24FR VENOUS	CANN RA 24FR VENOUS	Implant/Supply	1.0	127.0	127.0	cannula ra 24fr venous	Supply	(92, 287]	Units <= 1
HB CANN RA 28FR VENOUS	CANN RA 28FR VENOUS	Implant/Supply	1.0	171.0	171.0	cannula ra 28fr venous	Supply	(92, 287]	Units <= 1
HB CANN TART 8FR	CANN TART 8FR	Implant/Supply	1.0	125.0	125.0	cannula tart 8fr	Supply	(92, 287]	Units <= 1
HB CANN TULUP INFILTRATOR 14G	CANN TULUP INFILTRATOR 14G	Implant/Supply	2.0	322.0	161.0	cannula tulup infiltrator 14 gm	Supply	(92, 287]	Units > 1
HB CANN TWO STAGE VEN 29/37FR MC2	CANN TWO STAGE VEN 29/37FR MC2	Implant/Supply	1.0	138.0	138.0	cannula two stage venous 29/37fr mc2	Supply	(92, 287]	Units <= 1
HB CANN TWO STAGE VEN 34/46FR MC2	CANN TWO STAGE VEN 34/46FR MC2	Implant/Supply	1.0	149.0	149.0	cannula two stage venous 34/46fr mc2	Supply	(92, 287]	Units <= 1
HB CANN VEN MALLE SNGL STAGE 16FR	CANN VEN MALLE SNGL STAGE 16FR	Implant/Supply	1.0	219.0	219.0	cannula venous malleable single stage 16 french	Supply	(92, 287]	Units <= 1
HB CANN VEN MALLE SNGL STAGE 18FR	CANN VEN MALLE SNGL STAGE 18FR	Implant/Supply	1.0	220.0	220.0	cannula venous malleable single stage 18fr	Supply	(92, 287]	Units <= 1
HB CANN VEN MALLE SNGL STAGE 28FR	CANN VEN MALLE SNGL STAGE 28FR	Implant/Supply	1.0	144.0	144.0	cannula venous malleable single stage 28fr	Supply	(92, 287]	Units <= 1
HB CANN VEN MALLE SNGL STAGE 34FR	CANN VEN MALLE SNGL STAGE 34FR	Implant/Supply	1.0	154.0	154.0	cannula venous malleable single stage 34fr	Supply	(92, 287]	Units <= 1
HB CANN VEN MALLE SNGL STAGE 36FR	CANN VEN MALLE SNGL STAGE 36FR	Implant/Supply	1.0	154.0	154.0	cannula venous malleable single stage 36fr	Supply	(92, 287]	Units <= 1
HB CANN VEN MALLE SNGL STAGE 38FR	CANN VEN MALLE SNGL STAGE 38FR	Implant/Supply	1.0	144.0	144.0	cannula venous malleable single stage 38fr	Supply	(92, 287]	Units <= 1
HB CANN VEN MALLE SNGL STAGE 40FR	CANN VEN MALLE SNGL STAGE 40FR	Implant/Supply	1.0	144.0	144.0	cannula venous malleable single stage 40fr	Supply	(92, 287]	Units <= 1
HB CANN VENOUS RT ANG 22FR	CANN VENOUS RT ANG 22FR	Implant/Supply	1.0	205.0	205.0	cannula venous right angle 22fr	Supply	(92, 287]	Units <= 1
HB CANNABINOID QUANTIFICATION	CANNABINOID QUANTIFICATION	Laboratory	1.0	110.15	110.15	cannabinoid quantification	Laboratory	(92, 287]	Units <= 1
CANNISTER,  SUCTION 1200CC EA	CANNISTER SUCTION 1200CC EA	Implant/Supply	1.0	50.0	50.0	cannister suction 1200_cc each	Supply	(41, 61]	Units <= 1
CANNISTER SUCTION DISP 2500	CANNISTER SUCTION DISP 2500	Implant/Supply	2.0	0.0	0.0	cannister suction disposable 2500	Supply	(-10, 0]	Units > 1
CANNISTER SUCTION RIGID 1500ML	CANNISTER SUCTION RIGID 1500ML	Implant/Supply	1.0	23.01	23.01	cannister suction rigid 1500_ml	Supply	(17, 41]	Units <= 1
CANNU NASAL ADLT 7FT TUBE COMFT SFT PL	CANNU NASAL ADLT 7FT TUBE COMFT SFT PL	Implant/Supply	1.0	3.0	3.0	cannula nasal adult 7ft tube comfort soft ply	Supply	(0, 4]	Units <= 1
HB CANNULA 8FR PED ARTERIAL	CANNULA 8FR PED ARTERIAL	Implant/Supply	1.0	370.0	370.0	cannula 8 french pediatric arterial	Supply	(287, 641]	Units <= 1
CANNULA ART	CANNULA ART	Implant/Supply	1.0	343.0	343.0	cannula arterial	Supply	(287, 641]	Units <= 1
HB CANNULA ARTERIAL 10 FR CARMEDA	CANNULA ARTERIAL 10 FR CARMEDA	Implant/Supply	1.0	989.0	989.0	cannula arterial 10 fr carmeda	Supply	(641, 997]	Units <= 1
HB CANNULA ARTERIAL 10 FR VENTED	CANNULA ARTERIAL 10 FR VENTED	Implant/Supply	1.0	370.0	370.0	cannula arterial 10 fr vented	Supply	(287, 641]	Units <= 1
HB CANNULA ARTERIAL 12 FR VENTED	CANNULA ARTERIAL 12 FR VENTED	Implant/Supply	1.5	485.5	323.0	cannula arterial 12 fr vented	Supply	(287, 641]	Units > 1
HB CANNULA ARTERIAL 14 FR VENTED	CANNULA ARTERIAL 14 FR VENTED	Implant/Supply	1.0	321.0	321.0	cannula arterial 14 fr vented	Supply	(287, 641]	Units <= 1
HB CANNULA ARTERIAL 8FR CARMEDA	CANNULA ARTERIAL 8FR CARMEDA	Implant/Supply	1.5	1483.5	989.0	cannula arterial 8 french carmeda	Supply	(641, 997]	Units > 1
HB CANNULA ARTERIAL10 FR VENTED	CANNULA ARTERIAL10 FR VENTED	Implant/Supply	1.0	374.0	374.0	cannula arterial10 fr vented	Supply	(287, 641]	Units <= 1
CANNULA BIO-MEDICUS OBTURATOR	CANNULA BIO MEDICUS OBTURATOR	Implant/Supply	1.0	558.0	558.0	cannula bio medicus obturator	Supply	(287, 641]	Units <= 1
HB CANNULA CAPNOFLEX CO2 ADULT SAMPLE	CANNULA CAPNOFLEX CO2 ADULT SAMPLE	Implant/Supply	1.0	44.0	44.0	cannula capnoflex carbon_dioxide adult sample	Supply	(41, 61]	Units <= 1
HB CANNULA CAPNOFLEX CO2 INF SAMPLE LF	CANNULA CAPNOFLEX CO2 INF SAMPLE LF	Implant/Supply	1.0	41.0	41.0	cannula capnoflex carbon_dioxide infusion sample lf	Supply	(17, 41]	Units <= 1
HB CANNULA CAPNOFLEX CO2 PED SAMPLE LF	CANNULA CAPNOFLEX CO2 PED SAMPLE LF	Implant/Supply	1.0	42.0	42.0	cannula capnoflex carbon_dioxide pediatric sample line_flush	Supply	(41, 61]	Units <= 1
CANNULA DLP VENOUS	CANNULA DLP VENOUS	Implant/Supply	1.0	274.0	274.0	cannula dlp venous	Supply	(92, 287]	Units <= 1
CANNULA DLP VENOUS/ARTERIAL	CANNULA DLP VENOUS/ARTERIAL	Implant/Supply	1.0	147.0	147.0	cannula dlp venous/arterial	Supply	(92, 287]	Units <= 1
HB CANNULA HIGH FLOW NC INTERMEDIATE INF	CANNULA HIGH FLOW NC INTERMEDIATE INF	Implant/Supply	1.0	24.0	24.0	cannula high flow nasal_cannula intermediate infusion	Supply	(17, 41]	Units <= 1
HB CANNULA IV OD12FR OD15FR OD18F	CANNULA IV OD12FR OD15FR OD18F	Implant/Supply	1.0	238.0	238.0	cannula intravenous od12fr od15fr od18f	Supply	(92, 287]	Units <= 1
HB CANNULA IV OD12FR RT ANG	CANNULA IV OD12FR RT ANG	Implant/Supply	1.0	183.0	183.0	cannula intravenous od12fr right angle	Supply	(92, 287]	Units <= 1
HB CANNULA IV OD14FR RT ANG	CANNULA IV OD14FR RT ANG	Implant/Supply	1.0	183.0	183.0	cannula intravenous od14fr right angle	Supply	(92, 287]	Units <= 1
CANNULA IV OD16FR RT ANG	CANNULA IV OD16FR RT ANG	Implant/Supply	1.0	183.0	183.0	cannula intravenous od16fr right angle	Supply	(92, 287]	Units <= 1
CANNULA IV OD18FR THN WR FLXB	CANNULA IV OD18FR THN WR FLXB	Implant/Supply	1.0	183.0	183.0	cannula intravenous od18fr thin wr flexible	Supply	(92, 287]	Units <= 1
HB CANNULA IV OD20FR RT ANG	CANNULA IV OD20FR RT ANG	Implant/Supply	1.0	178.0	178.0	cannula intravenous od20fr right angle	Supply	(92, 287]	Units <= 1
HB CANNULA IV OD24FR RT ANG	CANNULA IV OD24FR RT ANG	Implant/Supply	1.0	179.0	179.0	cannula intravenous od24fr right angle	Supply	(92, 287]	Units <= 1
HB CANNULA IV OD28FR RT ANG	CANNULA IV OD28FR RT ANG	Implant/Supply	1.0	185.0	185.0	cannula intravenous od28fr right angle	Supply	(92, 287]	Units <= 1
HB CANNULA IV OD8FR RT ANG	CANNULA IV OD8FR RT ANG	Implant/Supply	1.0	183.0	183.0	cannula intravenous od8fr right angle	Supply	(92, 287]	Units <= 1
CANNULA L-SERIES	CANNULA L SERIES	Implant/Supply	1.0	147.0	147.0	cannula l series	Supply	(92, 287]	Units <= 1
HB CANNULA NASAL RAM NB	CANNULA NASAL RAM NB	Implant/Supply	1.0	49.0	49.0	cannula nasal ram newborn	Supply	(41, 61]	Units <= 1
HB CANNULA NASAL RAM PREMI	CANNULA NASAL RAM PREMI	Implant/Supply	1.0	49.0	49.0	cannula nasal ram premi	Supply	(41, 61]	Units <= 1
HB CANNULA NSL ARLFE INF L7FT CSH	CANNULA NSL ARLFE INF L7FT CSH	Implant/Supply	1.0	7.0	7.0	cannula nasal airlife infusion length 7 feet csh	Supply	(4, 17]	Units <= 1
HB CANNULA NSL ARLFE L7FT CRV TP	CANNULA NSL ARLFE L7FT CRV TP	Implant/Supply	1.0	2.0	2.0	cannula nasal airlife l7ft crv tip	Supply	(0, 4]	Units <= 1
HB CANNULA NSL ARLFE PED L7FT CSH	CANNULA NSL ARLFE PED L7FT CSH	Implant/Supply	1.0	5.0	5.0	cannula nasal airlife pediatric length 7ft cush	Supply	(4, 17]	Units <= 1
HB CANNULA NSL PED SM 1.9MM VAPOTHERM LOW FLOW	CANNULA NSL PED SM 1.9MM VAPOTHERM LOW FLOW	Implant/Supply	1.0	18.0	18.0	cannula nasal pediatric small 1.9mm vapotherm lower flow	Supply	(17, 41]	Units <= 1
HB CANNULA ORAL/NSL ADULT CO2 SAMPLE	CANNULA ORAL/NSL ADULT CO2 SAMPLE	Implant/Supply	1.0	59.0	59.0	cannula oral/nasal adult carbon_dioxide sample	Supply	(41, 61]	Units <= 1
HB CANNULA ORAL/NSL ADULT CO2 SAMPLE/O2	CANNULA ORAL/NSL ADULT CO2 SAMPLE/O2	Implant/Supply	1.0	58.0	58.0	cannula oral/nasal adult carbon_dioxide sample/oxygen	Supply	(41, 61]	Units <= 1
CANNULA ORAL/NSL PED CO2 SAMPLE/02	CANNULA ORAL/NSL PED CO2 SAMPLE/02	Implant/Supply	1.0	58.5	58.5	cannula oral/nasal pediatric carbon_dioxide sample/02	Supply	(41, 61]	Units <= 1
HB CANNULA ORAL/NSL PED CO2 SAMPLE/O2	CANNULA ORAL/NSL PED CO2 SAMPLE/O2	Implant/Supply	1.0	59.0	58.0	cannula oral/nasal pediatric carbon_dioxide sample/oxygen	Supply	(41, 61]	Units <= 1
HB CANNULA OSTIAL 14 FR	CANNULA OSTIAL 14 FR	Implant/Supply	1.0	87.0	87.0	cannula ostial 14 fr	Supply	(61, 92]	Units <= 1
CANNULA OXYGEN	CANNULA OXYGEN	Implant/Supply	1.0	5.92	5.84	cannula oxygen	Supply	(4, 17]	Units <= 1
HB CANNULA PRFSN 18FR1/4 VEN RA MT	CANNULA PRFSN 18FR1/4 VEN RA MT	Implant/Supply	1.0	149.0	149.0	cannula perfusion 18fr1/4 venous ra mt	Supply	(92, 287]	Units <= 1
HB CANNULA PRFSN BIO-MEDICUS FED	CANNULA PRFSN BIO MEDICUS FED	Implant/Supply	1.0	684.0	684.0	cannula perfusion bio medicus fed	Supply	(641, 997]	Units <= 1
HB CANNULA PRFSN BIO - MEDICUS PED	CANNULA PRFSN BIO MEDICUS PED	Implant/Supply	1.0	704.0	704.0	cannula perfusion bio medicus pediatric	Supply	(641, 997]	Units <= 1
