,cleaned_descrip,NORM_DESC,rev_code,CHRG_CLS,Dominant CC1,Dominant CC2,# of descriptions,% Dominance1,% Dominance2,Predicted_Class_Jaro,Prob_Jaro,Correct_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Correct_DLevenshtein,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Correct_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Correct_DeepNN,Voted Output,Voting Algorithm,Confidence Score
341,ART AIRWAY CARE,artificial airway care,410.0,Respiratory Therapy,Respiratory Therapy,Monitoring,279.0,64.1577060932,10.0358422939,Supply,0.78,1,Room and Board,0.81,0,Supply,0.554464420188,1,Nursing Services,0.830676826575,0,Supply,"Jaro, Logistic_OvR",0.333616105047
342,ASCORBIC ACID 100 MG/ML DILUTION IN SW,ascorbic acid 100 mg ml dilution sterile water,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.71,1,Pharmacy,0.81,1,Diluent / Flush / Irrigant,0.76,0,Diluent / Flush / Irrigant,0.613016831145,0,Pharmacy,"Jaro, DLevenshtein",0.38
343,ASCORBIC ACID 100 MG/ML DILUTION IN SW FOR T,ascorbic acid 100 mg ml dilution sterile water,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.78,1,Pharmacy,0.88,1,Diluent / Flush / Irrigant,0.76,0,Diluent / Flush / Irrigant,0.613016831145,0,Pharmacy,"Jaro, DLevenshtein",0.415
344,ASCORBIC ACID 250MG TAB,ascorbic acid 250_mg tablet,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.85,1,Pharmacy,0.81,1,Pharmacy,0.960767958002,1,Pharmacy,0.994881178642,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
345,ASCORBIC ACID 250MG TAB,ascorbic acid 250_mg tablet,259.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,349.0,83.6676217765,8.88252148997,Pharmacy,0.85,1,Pharmacy,0.81,1,Pharmacy,0.960767958002,1,Pharmacy,0.994881178642,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
346,ASPIRIN 325 MG TABS,aspirin 325_mg tablets,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.85,1,Pharmacy,0.88,1,Pharmacy,0.964936867442,1,Pharmacy,0.99946741273,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
347,ASPIRIN 325 MG TABS,aspirin 325_mg tablets,259.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,349.0,83.6676217765,8.88252148997,Pharmacy,0.85,1,Pharmacy,0.88,1,Pharmacy,0.964936867442,1,Pharmacy,0.99946741273,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
348,ASPIRIN 325 MG TABS,aspirin 325_mg tablets,270.0,Pharmacy,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Pharmacy,0.85,1,Pharmacy,0.88,1,Pharmacy,0.964936867442,1,Pharmacy,0.99946741273,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.923601070043
349,ASPIRIN 325 MG TABS,aspirin 325_mg tablets,637.0,Pharmacy,Pharmacy,Plan Benefit,328.0,92.0731707317,3.0487804878,Pharmacy,0.85,1,Pharmacy,0.88,1,Pharmacy,0.964936867442,1,Pharmacy,0.99946741273,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
350,ASPIRIN 325 MG TABS,aspirin 325_mg tablets,998.0,Pharmacy,Pharmacy,Capital Equipment,7.0,85.7142857143,14.2857142857,Pharmacy,0.85,1,Pharmacy,0.88,1,Pharmacy,0.964936867442,1,Pharmacy,0.99946741273,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
351,ASPIRIN 81 MG CHEW,aspirin 81_mg chew,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.96,1,Pharmacy,0.96,1,Pharmacy,0.974786865644,1,Pharmacy,0.999686541132,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
352,ASPIRIN 81 MG CHEW,aspirin 81_mg chew,257.0,Pharmacy,Pharmacy,Plan Benefit,15.0,86.6666666667,13.3333333333,Pharmacy,0.96,1,Pharmacy,0.96,1,Pharmacy,0.974786865644,1,Pharmacy,0.999686541132,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
353,ASPIRIN 81 MG CHEW,aspirin 81_mg chew,259.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,349.0,83.6676217765,8.88252148997,Pharmacy,0.96,1,Pharmacy,0.96,1,Pharmacy,0.974786865644,1,Pharmacy,0.999686541132,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
354,ASPIRIN 81 MG CHEW,aspirin 81_mg chew,260.0,Pharmacy,Pharmacy,Nursing Services,96.0,67.7083333333,19.7916666667,Pharmacy,0.96,1,Pharmacy,0.96,1,Pharmacy,0.974786865644,1,Pharmacy,0.999686541132,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
355,ASPIRIN 81 MG CHEW,aspirin 81_mg chew,636.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,781.0,77.8489116517,17.4135723431,Pharmacy,0.96,1,Pharmacy,0.96,1,Pharmacy,0.974786865644,1,Pharmacy,0.999686541132,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
356,ASPIRIN 81 MG CHEW,aspirin 81_mg chew,637.0,Pharmacy,Pharmacy,Plan Benefit,328.0,92.0731707317,3.0487804878,Pharmacy,0.96,1,Pharmacy,0.96,1,Pharmacy,0.974786865644,1,Pharmacy,0.999686541132,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
357,ASPIRIN 81 MG CHEW,aspirin 81_mg chew,837.0,Pharmacy,Pharmacy,,5.0,100.0,0.0,Pharmacy,0.96,1,Pharmacy,0.96,1,Pharmacy,0.974786865644,1,Pharmacy,0.999686541132,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
358,ASPIRIN 81 MG CHEW,aspirin 81_mg chew,998.0,Pharmacy,Pharmacy,Capital Equipment,7.0,85.7142857143,14.2857142857,Pharmacy,0.96,1,Pharmacy,0.96,1,Pharmacy,0.974786865644,1,Pharmacy,0.999686541132,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
359,ASPIRIN 81 MG CHEW,aspirin 81_mg chew,999.0,Pharmacy,Pharmacy,Monitoring,50.0,66.0,12.0,Pharmacy,0.96,1,Pharmacy,0.96,1,Pharmacy,0.974786865644,1,Pharmacy,0.999686541132,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
360,ASPIRIN LOW DOSE 81 MG CHEW,aspirin low dose 81_mg chew,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.85,1,Pharmacy,0.81,1,Pharmacy,0.974773206154,1,Pharmacy,0.998371844765,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
361,ASPRIN 81MG CHEW TAB,aspirin 81_mg chew tablet,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.96,1,Pharmacy,0.94,1,Pharmacy,0.981744175691,1,Pharmacy,0.999170663501,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
362,ASSAY OF CALCIUM IONIZED ,assay calcium ionized,301.0,Laboratory,Laboratory,Monitoring,924.0,79.2207792208,13.961038961,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.955152493935,1,Laboratory,0.999994002556,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
363,ASSAY SERUM NA,assay serum sodium,301.0,Laboratory,Laboratory,Monitoring,924.0,79.2207792208,13.961038961,Laboratory,0.85,1,Laboratory,0.81,1,Laboratory,0.970898374977,1,Laboratory,0.99999339611,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
364,ASTRAMORPH PF IMG/ML 10ML VL,astramorph partial_fill mg ml 10_ml vial,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.93,1,Pharmacy,0.96,1,Pharmacy,0.98106340424,1,Pharmacy,0.998766623572,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
365,ATORVASTATIN 40MG TABLET,atorvastatin 40_mg tablet,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.85,1,Pharmacy,0.93,1,Pharmacy,0.969792814943,1,Pharmacy,0.997154904961,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
366,ATORVASTATIN 40MG TABLET,atorvastatin 40_mg tablet,259.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,349.0,83.6676217765,8.88252148997,Pharmacy,0.85,1,Pharmacy,0.93,1,Pharmacy,0.969792814943,1,Pharmacy,0.997154904961,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
367,ATORVASTATIN 80 MG TAB 90 EACH BOTTLE,atorvastatin 80_mg tablet 90 bottle,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.72,1,Plan Benefit,0.88,0,Pharmacy,0.957000958356,1,Pharmacy,0.983236034045,1,Pharmacy,"Jaro, Logistic_OvR, DeepNN",0.95
368,ATORVASTATIN 80 MG TAB 90 EACH BOTTLE,atorvastatin 80_mg tablet 90 bottle,637.0,Pharmacy,Pharmacy,Plan Benefit,328.0,92.0731707317,3.0487804878,Pharmacy,0.72,1,Plan Benefit,0.88,0,Pharmacy,0.957000958356,1,Pharmacy,0.983236034045,1,Pharmacy,"Jaro, Logistic_OvR, DeepNN",0.95
369,ATORVASTATIN 80 MG TAB 90 EACH BOTTLE,atorvastatin 80_mg tablet 90 bottle,999.0,Pharmacy,Pharmacy,Monitoring,50.0,66.0,12.0,Pharmacy,0.72,1,Plan Benefit,0.88,0,Pharmacy,0.957000958356,1,Pharmacy,0.983236034045,1,Pharmacy,"Jaro, Logistic_OvR, DeepNN",0.95
370,ATROPINE ABBOJECT 1MG/10ML,atropine abboject 1 mg/10 ml,251.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,403.0,90.570719603,5.70719602978,Pharmacy,0.85,1,Pharmacy,0.81,1,Pharmacy,0.989556405778,1,Pharmacy,0.999854548917,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
371,AUDIT EVOKED POTENTIAL LIMITED,auditory evoked potential limited,471.0,PT / OT / Speech Therapy,PT / OT / Speech Therapy,Procedure,8.0,62.5,25.0,Monitoring,0.71,0,Cardiology,0.48,0,PT / OT / Speech Therapy,0.466543482647,0,Procedure,0.99137866656,1,Procedure,DeepNN,0.24784466664
372,AZITHROMYCIN SUSP 200MG/5ML,azithromycin suspension 200 mg/5 ml,251.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,403.0,90.570719603,5.70719602978,Pharmacy,0.85,1,Pharmacy,0.88,1,Pharmacy,0.987901428594,1,Pharmacy,0.999782626151,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
373,AZTREONAM 2GM VIAL,aztreonam 2 gm vial,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.73,1,Pharmacy,0.81,1,Pharmacy,0.934983161638,1,Pharmacy,0.998940466523,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
374,B COMPLEX VITAMIN C FOLIC ACID 0.8 MG TAB,b complex vitamin cap folic acid 0.8_mg tablet,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.87,1,Pharmacy,0.88,1,Pharmacy,0.986255226869,1,Pharmacy,0.999846285574,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
375,BACITRACIN 2000 UNIT/ML OPHTH SOLTN,bacitracin 2000 units ml ophthalmic solution,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.85,1,Pharmacy,0.88,1,Pharmacy,0.992049289685,1,Pharmacy,0.999986160292,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
376,BACITRACIN 500 UNIT/GM OINT 0168 0011 31,bacitracin 500 units gram ointment 0168 0011 31,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.85,1,Pharmacy,0.81,1,Pharmacy,0.981406515775,1,Pharmacy,0.999991635001,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
377,BACITRACIN 500 UNIT/GRAM OINT 14 G TUBE,bacitracin 500_units/gram ointment 14 g tube,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.85,1,Pharmacy,0.88,1,Pharmacy,0.96,1,Pharmacy,0.997253459136,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
378,BACITRACIN 500 UNIT/GRAM OINT 14 G TUBE,bacitracin 500_units/gram ointment 14 g tube,257.0,Pharmacy,Pharmacy,Plan Benefit,15.0,86.6666666667,13.3333333333,Pharmacy,0.85,1,Pharmacy,0.88,1,Pharmacy,0.96,1,Pharmacy,0.997253459136,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
379,BACITRACIN 500 UNIT/GRAM OINT 14 G TUBE,bacitracin 500_units/gram ointment 14 g tube,637.0,Pharmacy,Pharmacy,Plan Benefit,328.0,92.0731707317,3.0487804878,Pharmacy,0.85,1,Pharmacy,0.88,1,Pharmacy,0.96,1,Pharmacy,0.997253459136,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
380,BACITRACIN 50000 UNIT INJ,bacitracin 50000 units injection,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,1.0,1,Pharmacy,1.0,1,Pharmacy,0.973184955229,1,Pharmacy,0.999962926148,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
381,BACTERIAL ID NON URINE ,bacterial identification non urine,306.0,Laboratory,Laboratory,Monitoring,290.0,96.8965517241,1.03448275862,Laboratory,0.76,1,Nursing Services,0.81,0,Laboratory,0.980106007477,1,Laboratory,0.999997526972,1,Laboratory,"Jaro, Logistic_OvR, DeepNN",0.95
382,BAG HYPERINFLATE W/PRESS MO,bag hyperinflate pressure monitor,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Laboratory,0.72,0,Supply,0.38,1,Supply,0.92,1,Supply,0.925435463242,1,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.95
383,BAG HYPERINFLATE W/PRESS MO,bag hyperinflate pressure monitor,272.0,Supply,Supply,Diluent / Flush / Irrigant,833.0,84.393757503,3.36134453782,Laboratory,0.72,0,Supply,0.38,1,Supply,0.92,1,Supply,0.925435463242,1,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.95
384,BAG KANGAROO 924 FEED ONLY,bag kangaroo 924 feed,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Nursing Services,0.94,1,Nursing Services,0.96,1,Supply,0.928092049278,0,Supply,0.97127712967,0,Nursing Services,"Jaro, DLevenshtein",0.475
385,BALLOON WEDGE,balloon wedge,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Pharmacy,0.85,0,Supply,0.81,1,Supply,0.96,1,Supply,0.978775517681,1,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.95
386,BALLOON WEDGE,balloon wedge,278.0,Supply,Implant,Supply,148.0,50.0,43.9189189189,Pharmacy,0.85,0,Supply,0.81,1,Supply,0.96,1,Supply,0.978775517681,1,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.916258505894
387,BANDAGE GZE CRTY L4INXW4IN 16,bandage gauze crty length 4 inches x width 4 inches 16,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.72,1,Supply,0.44,1,Supply,0.987319866405,1,Supply,0.999933352097,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
388,BASIC METABO CA TOTA,basic metabolic calcium total,301.0,Laboratory,Laboratory,Monitoring,924.0,79.2207792208,13.961038961,Laboratory,0.88,1,Laboratory,0.93,1,Laboratory,0.95734687425,1,Laboratory,0.999956935471,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
389,BASIC METABOLIC PANEL BMP,basic_metabolic_panel basic_metabolic_panel,250.0,Laboratory,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.921225913675,1,Laboratory,0.999549300142,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.980193803454
390,BASIC METABOLIC PANEL BMP,basic_metabolic_panel basic_metabolic_panel,300.0,Laboratory,Laboratory,Monitoring,1097.0,79.1248860529,9.93618960802,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.921225913675,1,Laboratory,0.999549300142,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
391,BASIC METABOLIC PANEL BMP,basic_metabolic_panel basic_metabolic_panel,301.0,Laboratory,Laboratory,Monitoring,924.0,79.2207792208,13.961038961,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.921225913675,1,Laboratory,0.999549300142,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
392,BASIC METABOLIC PANEL CA TOTAL,basic_metabolic_panel calcium total,300.0,Laboratory,Laboratory,Monitoring,1097.0,79.1248860529,9.93618960802,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.938357918126,1,Laboratory,0.999901196688,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
393,BASIC METABOLIC PANEL CA TOTAL,basic_metabolic_panel calcium total,301.0,Laboratory,Laboratory,Monitoring,924.0,79.2207792208,13.961038961,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.938357918126,1,Laboratory,0.999901196688,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
394,BASIC METABOLIC PNL CALCIUM TOTAL,basic_metabolic_panel calcium total,301.0,Laboratory,Laboratory,Monitoring,924.0,79.2207792208,13.961038961,Laboratory,0.88,1,Laboratory,0.93,1,Laboratory,0.938357918126,1,Laboratory,0.999901196688,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
395,BASIC METABOLIC SET,basic metabolic set,250.0,Laboratory,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Laboratory,0.89,1,Laboratory,0.93,1,Laboratory,0.918521863116,1,Laboratory,0.961515260445,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.92500928089
396,BASIC METABOLIC SET,basic metabolic set,300.0,Laboratory,Laboratory,Monitoring,1097.0,79.1248860529,9.93618960802,Laboratory,0.89,1,Laboratory,0.93,1,Laboratory,0.918521863116,1,Laboratory,0.961515260445,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
397,BASIC METABOLIC SET,basic metabolic set,301.0,Laboratory,Laboratory,Monitoring,924.0,79.2207792208,13.961038961,Laboratory,0.89,1,Laboratory,0.93,1,Laboratory,0.918521863116,1,Laboratory,0.961515260445,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
398,BASILIXIMAB 20 MG IVPB,basiliximab 20_mg intravenous_piggyback,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.69,1,Pharmacy,0.81,1,Pharmacy,0.950897590652,1,Pharmacy,0.988727561264,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
399,BATH TUBE,bath tube,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.92,1,Supply,0.93,1,Supply,0.96,1,Supply,0.502549071109,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
400,BATTERY PACK DISP STERILE,battery pack disp sterile,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.75,1,Supply,0.81,1,Supply,0.978484612482,1,Supply,0.997529227629,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
401,BENADRYL 25MG CAPSULE UD,benadryl 25 mg capsule unit dose,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.85,1,Pharmacy,0.81,1,Pharmacy,0.982870485391,1,Pharmacy,0.999982695975,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
402,BETA 2 MICROGLOBULIN,beta 2 microglobulin,300.0,Laboratory,Laboratory,Monitoring,1097.0,79.1248860529,9.93618960802,Laboratory,0.97,1,Laboratory,0.9,1,Laboratory,0.96,1,Laboratory,0.996095573654,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
403,BETA 2 MICROGLOBULIN,beta 2 microglobulin,301.0,Laboratory,Laboratory,Monitoring,924.0,79.2207792208,13.961038961,Laboratory,0.97,1,Laboratory,0.9,1,Laboratory,0.96,1,Laboratory,0.996095573654,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
404,BETA OH BUTYRATE,beta oh butyrate,300.0,Laboratory,Laboratory,Monitoring,1097.0,79.1248860529,9.93618960802,Laboratory,0.79,1,Laboratory,0.81,1,Laboratory,0.92,1,Laboratory,0.987806318624,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
405,BI PAP PER DAY ,bilevel_positive_airway_pressure per day,410.0,Respiratory Therapy,Respiratory Therapy,Monitoring,279.0,64.1577060932,10.0358422939,Respiratory Therapy,1.0,1,Respiratory Therapy,1.0,1,Respiratory Therapy,0.96,1,Respiratory Therapy,0.999521970488,1,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
406,BILIRUBIN DIRECT,bilirubin direct,250.0,Laboratory,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.958907367558,1,Laboratory,0.999822876806,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.989682561091
407,BILIRUBIN DIRECT,bilirubin direct,300.0,Laboratory,Laboratory,Monitoring,1097.0,79.1248860529,9.93618960802,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.958907367558,1,Laboratory,0.999822876806,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
408,BILIRUBIN DIRECT,bilirubin direct,301.0,Laboratory,Laboratory,Monitoring,924.0,79.2207792208,13.961038961,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.958907367558,1,Laboratory,0.999822876806,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
409,BILIRUBIN DIRECT,bilirubin direct,306.0,Laboratory,Laboratory,Monitoring,290.0,96.8965517241,1.03448275862,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.958907367558,1,Laboratory,0.999822876806,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
410,BILIRUBIN DIRECT,bilirubin direct,310.0,Laboratory,Laboratory,Professional Fee,70.0,87.1428571429,4.28571428571,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.958907367558,1,Laboratory,0.999822876806,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
411,BILIRUBIN DIRECT,bilirubin direct,312.0,Laboratory,Laboratory,Blood Products,45.0,95.5555555556,2.22222222222,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.958907367558,1,Laboratory,0.999822876806,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
412,BILIRUBIN DIRECT,bilirubin direct,504.0,Laboratory,Laboratory,,7.0,100.0,0.0,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.958907367558,1,Laboratory,0.999822876806,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
413,BILIRUBIN DIRECT,bilirubin direct,736.0,Laboratory,Laboratory,Nursing Services,27.0,96.2962962963,3.7037037037,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,0.958907367558,1,Laboratory,0.999822876806,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
414,BIOCLUSIVE DRESSING 2X3,bioclusive dressing 2x3,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Laboratory,0.68,0,Supply,0.48,1,Supply,0.955064322112,1,Supply,0.998779102273,1,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.95
415,BIOCLUSIVE DRESSING 2X3,bioclusive dressing 2x3,272.0,Supply,Supply,Diluent / Flush / Irrigant,833.0,84.393757503,3.36134453782,Laboratory,0.68,0,Supply,0.48,1,Supply,0.955064322112,1,Supply,0.998779102273,1,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.95
416,BISACODYL SUP 10MG,bisacodyl supository 10_mg,250.0,Pharmacy,Pharmacy,Diluent / Flush / Irrigant,2692.0,76.0401188707,12.7043090639,Pharmacy,0.92,1,Pharmacy,0.81,1,Pharmacy,0.981959364621,1,Pharmacy,0.999599848002,1,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
417,BL COUNT CBC AUTO W/AUTO DIFF,blood count complete_blood_count automated automated differential,300.0,Laboratory,Laboratory,Monitoring,1097.0,79.1248860529,9.93618960802,Laboratory,0.91,1,Laboratory,0.96,1,Laboratory,0.98277731606,1,Laboratory,0.999999997048,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
418,BL COUNT CBC AUTO W/AUTO DIFF,blood count complete_blood_count automated automated differential,420.0,Laboratory,PT / OT / Speech Therapy,Laboratory,97.0,83.5051546392,4.12371134021,Laboratory,0.91,1,Laboratory,0.96,1,Laboratory,0.98277731606,1,Laboratory,0.999999997048,1,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.963194328277
419,BLADE DISPOSABLE MILLER 0,blade disposable miller 0,270.0,Supply,Supply,Respiratory Therapy,1919.0,86.294945284,2.55341323606,Supply,0.85,1,Supply,0.88,1,Supply,0.966687930668,1,Supply,0.999650017957,1,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.95
