descrip	cleaned_descrip	rev_code	units	billed_amount	norm_billed_amount	NORM_DESC	CHRG_CLS	amount_bins	Dominant CC1	Dominant CC2	# of descriptions	% Dominance1	% Dominance2
HB CYCLOPENTOLATE HCL 2 % OP SOLN	CYCLOPENTOLATE HCL 2 % OP SOLN	250.0	1.0	4.58	4.58	cyclopentolate hydrochloride 2% opthalmic erative solution	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
CYCLOPENTOLATE - PHENYLEPHRI	CYCLOPENTOLATE PHENYLEPHRI	250.0	1.0	106.25	106.25	cyclopentolate phenylephrine	Pharmacy	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
CYCLOPENTOLATE-PHENYLEPHRI	CYCLOPENTOLATE PHENYLEPHRI	251.0	1.0	271.0	271.0	cyclopentolate phenylephrine	Pharmacy	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
CYCLOPENTOLATE-PHENYLEPHRI	CYCLOPENTOLATE PHENYLEPHRI	637.0	1.0	71.31	71.31	cyclopentolate phenylephrine	Pharmacy	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
CYCLOPENTOLATE PHENYLEPHRINE 0.2-1 % SOLN 2 ML BOTTLE	CYCLOPENTOLATE PHENYLEPHRINE 0.2 1 % SOLN 2 ML BOTTLE	250.0	1.0	99.0	99.0	cyclopentolate phenylephrine 0.2 1% solution 2_ml bottle	Pharmacy	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
CYCLOPENTOLATE-PHENYLEPHRINE 0.2-1% DROP 2 ML D	CYCLOPENTOLATE PHENYLEPHRINE 0.2 1% DROP 2 ML D	250.0	1.0	191.12	191.12	cyclopentolate phenylephrine 0.2 1% drop 2_ml d	Pharmacy	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
CYCLOPENTOLATE/PHENYLEPHRINE 5	CYCLOPENTOLATE/PHENYLEPHRINE 5	250.0	1.0	33.5	33.5	cyclopentolate/phenylephrine 5	Pharmacy	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
CYPROHEPTADINE 4 MG TAB	CYPROHEPTADINE 4 MG TAB	250.0	1.0	6.13	6.13	cyproheptadine 4_mg tablet	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
CYPROHEPTADINE 4 MG TAB	CYPROHEPTADINE 4 MG TAB	251.0	1.0	13.91	13.91	cyproheptadine 4_mg tablet	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
CYPROHEPTADINE 4 MG TAB	CYPROHEPTADINE 4 MG TAB	637.0	2.0	11.68	6.68	cyproheptadine 4_mg tablet	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
CYPROHEPTADINE HCL 2MG/5ML SYR	CYPROHEPTADINE HCL 2MG/5ML SYR	250.0	5.0	5.41	1.082	cyproheptadine hydrochloride 2 mg/5 ml syringe	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
CYSTATIN C	CYSTATIN C	300.0	1.0	257.0	257.0	cystatin c	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
CYSTATIN C	CYSTATIN C	301.0	1.0	194.03	194.03	cystatin c	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
CYSTATIN C, PLASMA OR SERU	CYSTATIN C PLASMA OR SERU	301.0	1.0	271.0	271.0	cystatin c plasma or serum	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
HB CYSTEINE HCL 50 MG/ML IV SOLN	CYSTEINE HCL 50 MG/ML IV SOLN	251.0	1.0	9.14	9.14	cysteine hydrochloride 50 mg/ml intravenous solution	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
CYSTEINE (L-CYSTEINE) 50 MG/ML SOLN 50 ML EXTEMP	CYSTEINE L CYSTEINE 50 MG/ML SOLN 50 ML EXTEMP	250.0	6.0	37.7	6.1125	cysteine l cysteine 50_mg/ml solution 50_ml extemp	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
HB CYTARABINE 100MG VIAL	CYTARABINE 100MG VIAL	250.0	1.0	22.83	22.83	cytarabine 100 mg vial	Pharmacy	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
HB CYTARABINE (PF) 100 MG/ML IJ SOLN	CYTARABINE PF 100 MG/ML IJ SOLN	251.0	3.0	44.88	14.96	cytarabine preservative free 100 mg/ml injection solution	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
CYTOGEN M ARRAY CPY NO SNP MO000	CYTOGEN M ARRAY CPY NO SNP MO000	301.0	1.0	4164.0	4164.0	cytogenetic m array cpy no snp mo000	Laboratory	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
CYTOMEGALOVIRUS	CYTOMEGALOVIRUS	300.0	1.0	232.0	232.0	cytomegalovirus	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
CYTOMEGALOVIRUS	CYTOMEGALOVIRUS	302.0	1.0	21.0	21.0	cytomegalovirus	Laboratory	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
HB CYTOMEGALOVIRUS	CYTOMEGALOVIRUS	306.0	1.0	374.0	374.0	cytomegalovirus	Laboratory	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
CYTOMEGALOVIRUS AB CMV IGG	CYTOMEGALOVIRUS AB CMV IGG	302.0	1.0	194.0	194.0	cytomegalovirus ab cytomegalovirus immunoglobulin	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
CYTOMEGALOVIRUS AB CMV IGM	CYTOMEGALOVIRUS AB CMV IGM	302.0	1.0	232.0	232.0	cytomegalovirus ab cytomegalovirus immunoglobulin_m	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
CYTOMEGALOVIRUS DFA	CYTOMEGALOVIRUS DFA	306.0	1.0	188.0	188.0	cytomegalovirus dfa	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
CYTOMEGALOVIRUS IGG	CYTOMEGALOVIRUS IGG	300.0	1.0	56.0	56.0	cytomegalovirus immunoglobulin	Laboratory	(40, 60]	Laboratory	Pharmacy	1050.0	29.0476190476	29.0476190476
CYTOMEGALOVIRUS IGG	CYTOMEGALOVIRUS IGG	302.0	1.0	151.0	151.0	cytomegalovirus immunoglobulin	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
CYTOMEGALOVIRUS NA QUANT	CYTOMEGALOVIRUS NA QUANT	306.0	1.0	507.0	507.0	cytomegalovirus neutralizing antibodies quantitative	Laboratory	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
HB CYTOPATH CONCENTRATE	CYTOPATH CONCENTRATE	300.0	1.0	206.96	206.96	cytopathology concentrate	Professional Fee	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
HB CYTOPATH; CONCENTRATE	CYTOPATH CONCENTRATE	310.0	1.0	341.0	341.0	cytopathology concentrate	Professional Fee	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
CYTOPATH FL NONGYN SMEARS 1	CYTOPATH FL NONGYN SMEARS 1	311.0	1.0	266.0	266.0	cytopathology fluid nongyn smears 1	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
CYTOPATH NONGYNTP (PAPTPNG	CYTOPATH NONGYNTP PAPTPNG	310.0	1.0	263.0	263.0	cytopathic nongyntp paptpng	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
HB CYTOPLAS. NEUTROPHIL AB/2	CYTOPLAS. NEUTROPHIL AB/2	300.0	1.0	41.97	41.97	cytoplasmic neutrophil antibody/2	Pharmacy	(40, 60]	Laboratory	Pharmacy	1050.0	29.0476190476	29.0476190476
CLINDAMYCIN-D5W 900 MG/50 ML	Clindamycin D5W 900 Mg/50 Ml	250.0	1.0	88.52	88.52	clindamycin dextrose_5% in water 900 mg/50 ml	Pharmacy	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
D - DIMER	D DIMER	300.0	1.0	223.0	223.0	daily dimer	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
D DIMER	D DIMER	301.0	1.0	99.0	99.0	daily dimer	Laboratory	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
D - DIMER	D DIMER	305.0	1.0	144.0	144.0	daily dimer	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
D-DIMER ASSAY	D DIMER ASSAY	300.0	1.0	161.0	161.0	d dimer assay	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
D- DIMER ASSAY	D DIMER ASSAY	305.0	1.0	161.4	161.4	d dimer assay	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
D - DIMER,QUANT	D DIMER QUANT	300.0	1.0	146.26	133.0	d dimer quantitative	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
D-DIMER, QUANT	D DIMER QUANT	301.0	1.0	98.0	98.0	d dimer quantitative	Laboratory	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
D - DIMER QUANT	D DIMER QUANT	305.0	1.0	194.0	194.0	d dimer quantitative	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
D-DIMER(QUANT)	D DIMER QUANT 	305.0	1.0	132.0	132.0	d dimer quantitative	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
D LACTATE (PLASMA)	D LACTATE PLASMA 	300.0	1.0	476.0	476.0	d lactate plasma	Laboratory	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
D-SCAN ABD VASC FLOW LTD	D SCAN ABD VASC FLOW LTD	921.0	1.0	1413.0	1413.0	d scan abdomen vascular flow limited	Radiology	(1000, 2500]	Radiology	Supply	461.0	21.0412147505	13.6659436009
D SCAN ADDOM VASC FLOW COMPLETE	D SCAN ADDOM VASC FLOW COMPLETE	921.0	1.0	1514.0	1514.0	d scan abdomen vascular flow complete	Radiology	(1000, 2500]	Radiology	Supply	461.0	21.0412147505	13.6659436009
D-SCAN EXTREMITY VEINS COMP/BILA	D SCAN EXTREMITY VEINS COMP/BILA	921.0	1.0	1442.0	1442.0	d scan extremity veins complete/bilateral	Radiology	(1000, 2500]	Radiology	Supply	461.0	21.0412147505	13.6659436009
D-SCAN LOW EXTREM ARTSR UNI/LIM	D SCAN LOW EXTREM ARTSR UNI/LIM	921.0	1.0	1463.0	1463.0	d scan lower extremity artsr uni/limited	Radiology	(1000, 2500]	Radiology	Supply	461.0	21.0412147505	13.6659436009
D5-1/4 NS + KCL 30 MEQ/L 30-5-0.2 MEQ/L-%-% SOL	D5 1/4 NS + KCL 30 MEQ/L 30 5 0.2 MEQ/L % % SOL	252.0	1000.0	41.73	0.04173	dextrose_5% 1/4 normal_saline and potassuim_chloride 30 meq/l 30 5 0.2 meq/l % % solution	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
D5% INJ 250ML	D5% INJ 250ML	250.0	1.0	4.0	4.0	dextrose_5% injection 250 ml	Diluent / Flush / Irrigant	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
D5W	D5W	250.0	1.0	12.86	12.86	dextrose_5%_in_water	Diluent / Flush / Irrigant	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
D5W	D5W	258.0	1.0	12.78	12.78	dextrose_5%_in_water	Diluent / Flush / Irrigant	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
D5W 1/2NS 1000ML/20MEQ KCL	D5W 1/2NS 1000ML/20MEQ KCL	258.0	1.0	99.54	99.54	dextrose_5%_in_water 1/2ns 1000_ml/20_meq potassuim_chloride	Diluent / Flush / Irrigant	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
D5W 1000ML	D5W 1000ML	250.0	1.0	45.0	45.0	dextrose_5%_in_water 1000_ml	Diluent / Flush / Irrigant	(40, 60]	Laboratory	Pharmacy	1050.0	29.0476190476	29.0476190476
D5W 1000ML	D5W 1000ML	256.0	1.0	97.0	97.0	dextrose_5%_in_water 1000_ml	Diluent / Flush / Irrigant	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
D5W 1000ML	D5W 1000ML	258.0	1.0	142.0	93.16	dextrose_5%_in_water 1000_ml	Diluent / Flush / Irrigant	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
D5W 1000ML	D5W 1000ML	480.0	1.0	45.0	45.0	dextrose_5%_in_water 1000_ml	Diluent / Flush / Irrigant	(40, 60]	Laboratory	Pharmacy	1050.0	29.0476190476	29.0476190476
D5W 1000ML	D5W 1000ML	636.0	1.0	192.78	192.78	dextrose_5%_in_water 1000_ml	Diluent / Flush / Irrigant	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
D5W 100ML IVF	D5W 100ML IVF	250.0	2.0	438.87	180.05	dextrose_5%_in_water 100_ml intravenous_fluid	Diluent / Flush / Irrigant	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
D5W 100ML IVF	D5W 100ML IVF	636.0	1.0	181.27	167.84	dextrose_5%_in_water 100_ml intravenous_fluid	Diluent / Flush / Irrigant	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
D5W 250ML	D5W 250ML	250.0	1.0	66.0	66.0	dextrose_5%_in_water 250_ml	Diluent / Flush / Irrigant	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
D5W 250ML	D5W 250ML	251.0	1.0	136.0	136.0	dextrose_5%_in_water 250_ml	Diluent / Flush / Irrigant	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
D5W 250ML	D5W 250ML	258.0	1.0	78.5	68.72	dextrose_5%_in_water 250_ml	Diluent / Flush / Irrigant	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
D5W 250ML	D5W 250ML	272.0	1.0	66.76	66.76	dextrose_5%_in_water 250_ml	Diluent / Flush / Irrigant	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
D5W 250ML	D5W 250ML	636.0	1.0	34.42	34.42	dextrose_5%_in_water 250_ml	Diluent / Flush / Irrigant	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
D5W 250ML INJ	D5W 250ML INJ	258.0	1.0	78.5	78.5	dextrose_5%_in_water 250_ml injection	Diluent / Flush / Irrigant	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
D5W 250ML INJ	D5W 250ML INJ	259.0	1.0	75.0	75.0	dextrose_5%_in_water 250_ml injection	Diluent / Flush / Irrigant	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
D5W 25ML	D5W 25ML	250.0	1.0	2.8	2.8	dextrose_5%_in_water 25_ml	Diluent / Flush / Irrigant	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
D5W 50 ML	D5W 50 ML	250.0	1.0	51.82	51.82	dextrose_5%_in_water 50_ml	Diluent / Flush / Irrigant	(40, 60]	Laboratory	Pharmacy	1050.0	29.0476190476	29.0476190476
D5W 50 ML	D5W 50 ML	258.0	1.0	33.66	33.66	dextrose_5%_in_water 50_ml	Diluent / Flush / Irrigant	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
D5W 50 ML	D5W 50 ML	260.0	1.0	33.65	33.65	dextrose_5%_in_water 50_ml	Diluent / Flush / Irrigant	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
D5W 50 ML BAG	D5W 50 ML BAG	250.0	1.0	22.0	22.0	dextrose_5%_in_water 50_ml bag	Diluent / Flush / Irrigant	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
D5W 50 ML BAG	D5W 50 ML BAG	270.0	1.0	139.57	139.57	dextrose_5%_in_water 50_ml bag	Diluent / Flush / Irrigant	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
D5W 50ML	D5W 50ML	250.0	1.0	90.0	65.05	dextrose_5%_in_water 50_ml	Diluent / Flush / Irrigant	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
D5W 50ML	D5W 50ML	258.0	1.0	50.0	31.0	dextrose_5%_in_water 50_ml	Diluent / Flush / Irrigant	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
D5W 50ML	D5W 50ML	272.0	1.0	66.76	66.76	dextrose_5%_in_water 50_ml	Diluent / Flush / Irrigant	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
D5W 50ML	D5W 50ML	636.0	1.0	217.0	217.0	dextrose_5%_in_water 50_ml	Diluent / Flush / Irrigant	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
D5W 50ML IVF	D5W 50ML IVF	250.0	2.0	228.87	158.79	dextrose_5%_in_water 50_ml intravenous_fluid	Diluent / Flush / Irrigant	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
D5W 50ML  IVF	D5W 50ML IVF	636.0	1.0	200.9	146.02	dextrose_5%_in_water 50_ml intravenous_fluid	Diluent / Flush / Irrigant	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
D5W IV SOL 100ML	D5W IV SOL 100ML	250.0	2.5	394.68	143.64	dextrose_5%_in_water intravenous solution 100_ml	Diluent / Flush / Irrigant	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
D5W WITH NACL 0.45% (500ML)	D5W WITH NACL 0.45% 500ML 	258.0	1.0	0.0	0.0	dextrose_5% in water with sodium_chloride 0.45% 500 ml	Pharmacy	(-10, 0]	Supply	Pharmacy	253.0	24.9011857708	21.3438735178
D5W/0.45%NACL 1000ML	D5W/0.45%NACL 1000ML	258.0	1.0	394.7	394.7	dextrose_5%_in_water/0.45% sodium_chloride 1000_ml	Diluent / Flush / Irrigant	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
D5W/SOD CHL.9% 500ML	D5W/SOD CHL.9% 500ML	258.0	2.0	34.62	17.31	dextrose_5%_in_water/sodium chloride .9% 500_ml	Diluent / Flush / Irrigant	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
DAILY BED & SERVICE	DAILY BED & SERVICE	121.0	1.0	2011.5	2011.5	daily bed & service	Room and Board	(1000, 2500]	Radiology	Supply	461.0	21.0412147505	13.6659436009
DAILY BED & SERVICE	DAILY BED & SERVICE	123.0	1.0	2311.0	2311.0	daily bed & service	Room and Board	(1000, 2500]	Radiology	Supply	461.0	21.0412147505	13.6659436009
DAILY BED & SERVICE	DAILY BED & SERVICE	171.0	1.0	1261.0	1261.0	daily bed & service	Room and Board	(1000, 2500]	Radiology	Supply	461.0	21.0412147505	13.6659436009
DAILY BED & SERVICE	DAILY BED & SERVICE	172.0	1.0	4350.0	4350.0	daily bed & service	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
DAILY BED & SERVICE	DAILY BED & SERVICE	173.0	1.0	5897.0	5897.0	daily bed & service	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
DAILY BED & SERVICE	DAILY BED & SERVICE	200.0	1.0	4911.0	4911.0	daily bed & service	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
DAILY BED & SERVICE	DAILY BED & SERVICE	201.0	1.0	5900.0	5900.0	daily bed & service	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
DAILY BED & SERVICE	DAILY BED & SERVICE	202.0	1.0	4907.0	4907.0	daily bed & service	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
DAILY BED & SERVICE	DAILY BED & SERVICE	203.0	1.0	4911.0	4911.0	daily bed & service	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
DAILY BED & SERVICE	DAILY BED & SERVICE	206.0	1.0	3123.0	3123.0	daily bed & service	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
DAILY BED & SERVICE	DAILY BED & SERVICE	210.0	1.0	4911.0	4911.0	daily bed & service	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
DAILY BED & SERVICE	DAILY BED & SERVICE	214.0	1.0	2659.0	2659.0	daily bed & service	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
HC DAILY CARE INTERMEDIATE ICU	DAILY CARE INTERMEDIATE ICU	206.0	1.0	3738.0	3738.0	daily care intermediate intensive_care_unit	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
DAILY MEDICAL SUPPLIES	DAILY MEDICAL SUPPLIES	270.0	1.0	40.0	40.0	daily medical supplies	Supply	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
DAILY NITRIC OXIDE	DAILY NITRIC OXIDE	250.0	1.0	11433.0	11433.0	daily nitric oxide	Plan Benefit	(9000, 187611]	Implant	Room and Board	66.0	24.2424242424	21.2121212121
DAILY NITRIC OXIDE	DAILY NITRIC OXIDE	410.0	1.0	12576.0	12576.0	daily nitric oxide	Plan Benefit	(9000, 187611]	Implant	Room and Board	66.0	24.2424242424	21.2121212121
DAPSONE 100 MG TAB	DAPSONE 100 MG TAB	250.0	1.0	3.8	3.8	dapsone 100_mg tablet	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
DAPSONE 100 MG TAB	DAPSONE 100 MG TAB	252.0	1.0	1.01	1.01	dapsone 100_mg tablet	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
HB DAPTOMYCIN 500MG VIAL	DAPTOMYCIN 500MG VIAL	252.0	136.0	655.57	4.82036764706	daptomycin 500 mg vial	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
DAPTOMYCIN 500MG VIAL	DAPTOMYCIN 500MG VIAL	259.0	1000.0	2316.0	2.316	daptomycin 500 mg vial	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
DAPTOMYCIN 500MG VIAL	DAPTOMYCIN 500MG VIAL	636.0	1.0	2341.9	2341.9	daptomycin 500 mg vial	Pharmacy	(1000, 2500]	Radiology	Supply	461.0	21.0412147505	13.6659436009
DAPTOMYCIN INJ 1MG	DAPTOMYCIN INJ 1MG	636.0	450.0	2133.0	4.74	daptomycin injection 1_mg	Pharmacy	(0, 5]	Pharmacy	Supply	1962.0	68.3995922528	19.9796126402
DARBEPOETIN ALFA 100 MCG/0.5ML SOSY	DARBEPOETIN ALFA 100 MCG/0.5ML SOSY	250.0	100.0	2268.0	22.68	darbepoetin alpha 100 mcg/0.5_ml sosy	Pharmacy	(20, 40]	Pharmacy	Supply	1443.0	40.4019404019	22.2453222453
DARBEPOETIN ALFA 100 MCG/0.5ML SOSY	DARBEPOETIN ALFA 100 MCG/0.5ML SOSY	636.0	100.0	1894.8	18.948	darbepoetin alpha 100 mcg/0.5_ml sosy	Pharmacy	(5, 20]	Pharmacy	Supply	1924.0	52.9106029106	27.2869022869
DAT-C3	DAT C3	300.0	1.0	236.0	236.0	direct antiglobulin test c3	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
DAT - C3	DAT C3	302.0	1.0	132.0	132.0	direct antiglobulin test c3	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
DAT IGG	DAT IGG	300.0	1.0	214.5	214.5	direct antiglobulin test immunoglobulin	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
DAT - IGG	DAT IGG	302.0	1.0	132.0	132.0	direct antiglobulin test immunoglobulin	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
HB DAUNORUBICIN 5MG/ML VIAL	DAUNORUBICIN 5MG/ML VIAL	250.0	3.5	654.98	175.171666667	daunorubicin 5 mg/ml vial	Pharmacy	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
HB DAUNUBICN CIRAT LIPOSM 2 MG/ML IV INJ	DAUNUBICN CIRAT LIPOSM 2 MG/ML IV INJ	252.0	5.0	1531.23	306.246	daunorubicin cirat liposome 2 mg/ml intravenous injection	Pharmacy	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
HB DBC N (SMH ACUTE) 174 - NURSERY/LEVEL IV	DBC N SMH ACUTE 174 NURSERY/LEVEL IV	174.0	1.0	5403.0	5403.0	dbc n smh acute 174 nursery/level intravenous	Room and Board	(2500, 9000]	Room and Board	Radiology	395.0	38.2278481013	15.1898734177
HC DEBRIDEMENT OPEN WND EA ADDL 20 SQCM	DEBRIDEMENT OPEN WND EA ADDL 20 SQCM	761.0	1.0	305.0	305.0	debridement open wound each additional 20 sqcm	Nursing Services	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
HC DEBRIDEMENT OPEN WND FIRST 20 SQCM	DEBRIDEMENT OPEN WND FIRST 20 SQCM	761.0	1.0	318.0	318.0	debridement open wound first 20 sqcm	Nursing Services	(300, 650]	Laboratory	Supply	1035.0	24.2512077295	21.8357487923
DECALCIFICATION PROCEDURE	DECALCIFICATION PROCEDURE	310.0	1.0	135.98	135.98	decalcification procedure	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
DECALCIFICATION    PROCEDURE	DECALCIFICATION PROCEDURE	312.0	1.0	134.0	125.0	decalcification procedure	Laboratory	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
HB DECITABINE 50MG VIAL	DECITABINE 50MG VIAL	252.0	22.0	3793.08	172.412727273	decitabine 50 mg vial	Pharmacy	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
DEEP SUCTIONING	DEEP SUCTIONING	410.0	1.0	95.0	95.0	deep suctioning	Respiratory Therapy	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
DEEP SUCTIONING	DEEP SUCTIONING	761.0	2.5	482.5	193.0	deep suctioning	Respiratory Therapy	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
DEFIB, EVERA MRI XT DR	DEFIB EVERA MRI XT DR	278.0	1.0	74025.0	74025.0	defibrillator evera magnetic_resonance_imaging xt dr	Supply	(9000, 187611]	Implant	Room and Board	66.0	24.2424242424	21.2121212121
DEFIB PAD ELECTRODE PEDIATRIC	DEFIB PAD ELECTRODE PEDIATRIC	272.0	1.0	93.0	93.0	defibrillator pad electrode pediatric	Supply	(60, 100]	Laboratory	Pharmacy	1751.0	37.4643061108	21.7018846374
DEFINITY INJ 1 ML	DEFINITY INJ 1 ML	250.0	2.0	382.6	191.3	definity injection 1_ml	Pharmacy	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
DEFINITY INJ 1 ML	DEFINITY INJ 1 ML	636.0	2.0	382.6	191.3	definity injection 1_ml	Pharmacy	(100, 300]	Laboratory	Supply	3192.0	38.5338345865	17.4498746867
