descrip	cleaned_descrip	rev_code	units	billed_amount	norm_billed_amount	NORM_DESC	CHRG_CLS	Dominant CC	# of descriptions	% Dominance
DEVICE FOLEY CATH STATLOCK	DEVICE FOLEY CATH STATLOCK	270.0	1.0	185.0	185.0	device foley catheter statlock	Supply	Supply	1919.0	86.294945284
DEVICE FOLEY CATH STATLOCK	DEVICE FOLEY CATH STATLOCK	272.0	1.0	10.83	10.83	device foley catheter statlock	Supply	Supply	833.0	84.393757503
DEVICE HEEL INCISN PREMIE/N	DEVICE HEEL INCISN PREMIE/N	270.0	1.0	4.0	4.0	device heel incision preemie/neonate	Supply	Supply	1919.0	86.294945284
DEVICE INFLAT ENCORE 26 15-105	DEVICE INFLAT ENCORE 26 15 105	272.0	1.0	221.0	221.0	device inflation encore 26 15 105	Supply	Supply	833.0	84.393757503
HB DEVICE SECUREMENT SM PIC/CVC	DEVICE SECUREMENT SM PIC/CVC	270.0	1.5	39.0	26.0	device securement small peripherally/central venous catheter	Supply	Supply	1919.0	86.294945284
DEVICE TORQUE	DEVICE TORQUE	270.0	1.0	70.0	70.0	device torque	Supply	Supply	1919.0	86.294945284
DEVICE TORQUE	DEVICE TORQUE	272.0	1.0	46.68	46.68	device torque	Supply	Supply	833.0	84.393757503
DEX 5% IV 500ML	DEX 5% IV 500ML	250.0	1.0	83.0	83.0	dextrose 5% intravenous 500_ml	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
DEX 5%/WATER 1000ML	DEX 5%/WATER 1000ML	258.0	1.0	92.0	92.0	dextrose_5% water 1000_ml	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
DEX 5%/WATER 100ML	DEX 5%/WATER 100ML	250.0	1.0	41.83	30.56	dextrose 5%/water 100_ml	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
DEX 5%/WATER 100ML	DEX 5%/WATER 100ML	258.0	1.0	13.0	13.0	dextrose 5%/water 100_ml	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
DEX 5%/WATER 250ML	DEX 5%/WATER 250ML	250.0	1.0	25.05	25.05	dextrose 5%/water 250_ml	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
DEX 5%/WATER 250ML	DEX 5%/WATER 250ML	258.0	1.0	50.1	25.05	dextrose 5%/water 250_ml	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
DEX 5%/WATER 50ML	DEX 5%/WATER 50ML	250.0	1.0	77.85	77.85	dextrose 5%/water 50_ml	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
DEX 5%/WATER 50ML	DEX 5%/WATER 50ML	258.0	2.0	77.85	77.85	dextrose 5%/water 50_ml	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
DEXAMETH NA 1MG INJ	DEXAMETH NA 1MG INJ	250.0	4.0	100.0	25.0	dexamethasone sodium 1_mg injection	Pharmacy	Pharmacy	2692.0	76.0401188707
DEXAMETH NA 1MG INJ	DEXAMETH NA 1MG INJ	636.0	10.0	55.55	5.555	dexamethasone sodium 1_mg injection	Pharmacy	Pharmacy	781.0	77.8489116517
DEXAMETH NA PHOS 10 MG	DEXAMETH NA PHOS 10 MG	250.0	1.0	63.11	56.35	dexamethasone sodium phosphate 10_mg	Pharmacy	Pharmacy	2692.0	76.0401188707
DEXAMETH NA PHOS 10 MG	DEXAMETH NA PHOS 10 MG	636.0	1.0	150.12	65.44	dexamethasone sodium phosphate 10_mg	Pharmacy	Pharmacy	781.0	77.8489116517
DEXAMETHASONE 0.1% DROP 5 ML DROP BTL	DEXAMETHASONE 0.1% DROP 5 ML DROP BTL	250.0	1.0	169.43	169.43	dexamethasone 0.1% drop 5_ml drop bottle	Pharmacy	Pharmacy	2692.0	76.0401188707
HB DEXAMETHASONE 0.5MG TAB UD	DEXAMETHASONE 0.5MG TAB UD	250.0	2.0	2.3	1.15	dexamethasone 0.5 mg tablet unit dose	Pharmacy	Pharmacy	2692.0	76.0401188707
HB DEXAMETHASONE 0.5MG/.5ML DRP	DEXAMETHASONE 0.5MG/.5ML DRP	250.0	2.0	3.8	1.8875	dexamethasone 0.5 mg/.5 ml drape	Pharmacy	Pharmacy	2692.0	76.0401188707
DEXAMETHASONE 1MG TAB	DEXAMETHASONE 1MG TAB	250.0	4.0	3.425	0.7025	dexamethasone 1 mg tablet	Pharmacy	Pharmacy	2692.0	76.0401188707
DEXAMETHASONE 1MG TAB	DEXAMETHASONE 1MG TAB	636.0	2.0	7.7	3.85	dexamethasone 1 mg tablet	Pharmacy	Pharmacy	781.0	77.8489116517
DEXAMETHASONE 20MG/5ML INJ	DEXAMETHASONE 20MG/5ML INJ	251.0	40.0	160.0	4.0	dexamethasone 20_mg/5_ml injection	Pharmacy	Pharmacy	403.0	90.570719603
DEXAMETHASONE 20MG/5ML INJ	DEXAMETHASONE 20MG/5ML INJ	636.0	1.0	61.14	61.14	dexamethasone 20_mg/5_ml injection	Pharmacy	Pharmacy	781.0	77.8489116517
DEXAMETHASONE 20MG/5ML INJ	DEXAMETHASONE 20MG/5ML INJ	730.0	1.0	61.14	61.14	dexamethasone 20_mg/5_ml injection	Pharmacy	Pharmacy	42.0	45.2380952381
DEXAMETHASONE 2MG TAB	DEXAMETHASONE 2MG TAB	250.0	8.0	2.35	0.29375	dexamethasone 2 mg tablet	Pharmacy	Pharmacy	2692.0	76.0401188707
DEXAMETHASONE 2MG TAB	DEXAMETHASONE 2MG TAB	259.0	1.0	13.0	13.0	dexamethasone 2 mg tablet	Pharmacy	Pharmacy	349.0	83.6676217765
DEXAMETHASONE 2MG TAB	DEXAMETHASONE 2MG TAB	636.0	1.0	6.75	6.75	dexamethasone 2 mg tablet	Pharmacy	Pharmacy	781.0	77.8489116517
DEXAMETHASONE 2MG TAB	DEXAMETHASONE 2MG TAB	637.0	1.0	7.85	7.85	dexamethasone 2 mg tablet	Pharmacy	Pharmacy	328.0	92.0731707317
DEXAMETHASONE 2MG TAB-	DEXAMETHASONE 2MG TAB 	259.0	8.0	4.0	0.5	dexamethasone 2 mg tablet	Pharmacy	Pharmacy	349.0	83.6676217765
DEXAMETHASONE 4 MG/ML SOLN	DEXAMETHASONE 4 MG/ML SOLN	250.0	4.0	41.9	13.0	dexamethasone 4_mg/ml solution	Pharmacy	Pharmacy	2692.0	76.0401188707
DEXAMETHASONE 4 MG/ML SOLN	DEXAMETHASONE 4 MG/ML SOLN	259.0	1.0	30.55	30.55	dexamethasone 4_mg/ml solution	Pharmacy	Pharmacy	349.0	83.6676217765
DEXAMETHASONE  4 MG/ML SOLN	DEXAMETHASONE 4 MG/ML SOLN	636.0	3.0	16.5	9.69642857143	dexamethasone 4_mg/ml solution	Pharmacy	Pharmacy	781.0	77.8489116517
HB DEXAMETHASONE 4MG TAB UD RO	DEXAMETHASONE 4MG TAB UD RO	250.0	16.0	4.12	0.2575	dexamethasone 4 mg tablet unit dose ro	Pharmacy	Pharmacy	2692.0	76.0401188707
DEXAMETHASONE INJ 4MG/1ML	DEXAMETHASONE INJ 4MG/1ML	251.0	1.0	83.25	81.95	dexamethasone injection 4 mg/1 ml	Pharmacy	Pharmacy	403.0	90.570719603
HB DEXAMETHASONE NA P04 INJ 4MG/M	DEXAMETHASONE NA P04 INJ 4MG/M	250.0	3.0	9.34	3.11333333333	dexamethasone sodium phosphate injection 4_mg/m	Pharmacy	Pharmacy	2692.0	76.0401188707
HB DEXAMETHASONE NA P04 INJ 4MG/M	DEXAMETHASONE NA P04 INJ 4MG/M	636.0	2.5	7.28	3.395	dexamethasone sodium phosphate injection 4_mg/m	Pharmacy	Pharmacy	781.0	77.8489116517
HB DEXAMETHASONE NA PO4 INJ 4 MG/M	DEXAMETHASONE NA PO4 INJ 4 MG/M	250.0	12.0	36.87	3.0725	dexamethasone sodium phosphate injection 4_mg/m	Pharmacy	Pharmacy	2692.0	76.0401188707
HB DEXAMETHASONE NA PO4 INJ 4MG/M	DEXAMETHASONE NA PO4 INJ 4MG/M	250.0	2.0	5.69	2.78666666667	dexamethasone sodium phosphate injection 4 mg/m	Pharmacy	Pharmacy	2692.0	76.0401188707
HB DEXAMETHASONE NA PO4 INJ 4MG/M	DEXAMETHASONE NA PO4 INJ 4MG/M	636.0	4.0	10.915	3.06133333333	dexamethasone sodium phosphate injection 4 mg/m	Pharmacy	Pharmacy	781.0	77.8489116517
DEXAMETHASONE (PER .25MG) 4MG T	DEXAMETHASONE PER .25MG 4MG T	250.0	48.0	1.51	0.03	dexamethasone per 0.25_mg 4_mg tab	Pharmacy	Pharmacy	2692.0	76.0401188707
HB DEXAMETHASONE SODIUM PHOSPHATE 4 MG/ML IV FO	DEXAMETHASONE SODIUM PHOSPHATE 4 MG/ML IV FO	251.0	1.0	2.66	2.66	dexamethasone soduim phosphate 4 mg/ml intravenous foam	Pharmacy	Pharmacy	403.0	90.570719603
HB DEXAMETMASONE NA P04 INJ 4MG/M	DEXAMETMASONE NA P04 INJ 4MG/M	636.0	2.0	4.65	2.325	dexamethasone sodium phosphate injection 4 mg/m	Pharmacy	Pharmacy	781.0	77.8489116517
DEXMEDETOMDNE200MCG/50MLPMXIN.	DEXMEDETOMDNE200MCG/50MLPMXIN.	250.0	1.0	212.95	212.95	dexmedetomdine200mcg/50_mlpmxin	Pharmacy	Pharmacy	2692.0	76.0401188707
DEXMEDETOMIDINE 100 MCG/ML SOLN 2 ML VIAL	DEXMEDETOMIDINE 100 MCG/ML SOLN 2 ML VIAL	250.0	1.0	500.86	320.1125	dexmedetomidine 100 mcg/ml solution 2_ml vial	Pharmacy	Pharmacy	2692.0	76.0401188707
DEXMEDETOMIDINE 100 MCG/ML SOLN 2 ML VIAL	DEXMEDETOMIDINE 100 MCG/ML SOLN 2 ML VIAL	636.0	1.0	75.0	75.0	dexmedetomidine 100 mcg/ml solution 2_ml vial	Pharmacy	Pharmacy	781.0	77.8489116517
DEXMEDETOMIDINE 200 MCG/2	DEXMEDETOMIDINE 200 MCG/2	250.0	1.0	124.8	108.295	dexmedetomidine 200 microgram/2	Pharmacy	Pharmacy	2692.0	76.0401188707
DEXMEDETOMIDINE 200 MCG/2	DEXMEDETOMIDINE 200 MCG/2	252.0	1.0	193.14	193.14	dexmedetomidine 200 microgram/2	Pharmacy	Pharmacy	182.0	85.1648351648
DEXMEDETOMIDINE 200 MCG/2	DEXMEDETOMIDINE 200 MCG/2	258.0	5.0	1541.0	308.2	dexmedetomidine 200 microgram/2	Pharmacy	Diluent / Flush / Irrigant	392.0	55.612244898
DEXMEDETOMIDINE 200 MCG/2ML 0409-1638-02	DEXMEDETOMIDINE 200 MCG/2ML 0409 1638 02	250.0	2.0	552.95	276.475	dexmedetomidine 200 mcg/2_ml 409 1638 2	Pharmacy	Pharmacy	2692.0	76.0401188707
DEXMEDETOMIDINE 200 MCG/2ML SOLN 2 ML VIAL	DEXMEDETOMIDINE 200 MCG/2ML SOLN 2 ML VIAL	250.0	4.0	711.8	208.81	dexmedetomidine 200 mcg/2_ml solution 2_ml vial	Pharmacy	Pharmacy	2692.0	76.0401188707
DEXMEDETOMIDINE 200 MCG/2ML SOLN 2 ML VIAL	DEXMEDETOMIDINE 200 MCG/2ML SOLN 2 ML VIAL	252.0	1.0	225.8	225.8	dexmedetomidine 200 mcg/2_ml solution 2_ml vial	Pharmacy	Pharmacy	182.0	85.1648351648
DEXMEDETOMIDINE 200 MCG/2ML SOLN 2 ML VIAL	DEXMEDETOMIDINE 200 MCG/2ML SOLN 2 ML VIAL	636.0	1.0	41.0	41.0	dexmedetomidine 200 mcg/2_ml solution 2_ml vial	Pharmacy	Pharmacy	781.0	77.8489116517
DEXMEDETOMIDINE 200MCG/2 ML SOLN	DEXMEDETOMIDINE 200MCG/2 ML SOLN	250.0	1.0	3.85	3.85	dexmedetomidine 200_mcg/2_ml solution	Pharmacy	Pharmacy	2692.0	76.0401188707
DEXMEDETOMIDINE 200MCG/2ML VIAL	DEXMEDETOMIDINE 200MCG/2ML VIAL	250.0	2.0	482.45	217.04	dexmedetomidine 200 mcg/2 ml vial	Pharmacy	Pharmacy	2692.0	76.0401188707
DEXMEDETOMIDINE 200MCG/2ML VL	DEXMEDETOMIDINE 200MCG/2ML VL	250.0	1.0	347.95	347.95	dexmedetomidine 200 mcg/2 ml vial	Pharmacy	Pharmacy	2692.0	76.0401188707
HB DEXMEDETOMIDINE 200MCG/2ML VL	DEXMEDETOMIDINE 200MCG/2ML VL	350.0	1.0	347.95	347.95	dexmedetomidine 200 mcg/2 ml vial	Pharmacy	Pharmacy	40.0	45.0
DEXMEDETOMIDINE 4 MCG/ML PREMADE INFUSION	DEXMEDETOMIDINE 4 MCG/ML PREMADE INFUSION	252.0	1.0	301.16	301.16	dexmedetomidine 4 mcg/ml premade infusion	Pharmacy	Pharmacy	182.0	85.1648351648
DEXMEDETOMIDINE 4 MCG/ML S	DEXMEDETOMIDINE 4 MCG/ML S	250.0	1.0	68.0	19.5	dexmedetomidine 4 mcg/ml sigma	Pharmacy	Pharmacy	2692.0	76.0401188707
DEXMEDETOMIDINE IN 200MCG I 0409-1660-50	DEXMEDETOMIDINE IN 200MCG I 0409 1660 50	250.0	1.0	317.95	317.95	dexmedetomidine in 200 mcg i 0409 1660 50	Pharmacy	Pharmacy	2692.0	76.0401188707
DEXT 5% WATER 100ML	DEXT 5% WATER 100ML	250.0	1.0	100.75	100.75	dextrose 5% water 100_ml	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
DEXTOSE 10% INJ 1000ML	DEXTOSE 10% INJ 1000ML	258.0	1.0	0.0	0.0	dextrose 10% injection 1000 ml	Pharmacy	Diluent / Flush / Irrigant	392.0	55.612244898
HB DEXTROMETHORPHAN-GUAIFENESIN 10-100 MG/5ML P	DEXTROMETHORPHAN GUAIFENESIN 10 100 MG/5ML P	251.0	5.0	2.8	0.56	dextromethorphan guaifenesin 10 100 mg/5 ml p	Pharmacy	Pharmacy	403.0	90.570719603
DEXTROMETHORPHAN-GUAIFENESIN 30-600 MG TB12	DEXTROMETHORPHAN GUAIFENESIN 30 600 MG TB12	250.0	1.0	0.51	0.51	dextromethorphan guaifenesin 30 600_mg tb12	Pharmacy	Pharmacy	2692.0	76.0401188707
DEXTROMETHORPHAN-GUAIFENESIN 30-600 MG TB12	DEXTROMETHORPHAN GUAIFENESIN 30 600 MG TB12	637.0	1.0	8.1	8.1	dextromethorphan guaifenesin 30 600_mg tb12	Pharmacy	Pharmacy	328.0	92.0731707317
DEXTROSE	DEXTROSE	250.0	1.0	41.275	41.275	dextrose	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
DEXTROSE	DEXTROSE	252.0	1.0	21.3	21.3	dextrose	Diluent / Flush / Irrigant	Pharmacy	182.0	85.1648351648
DEXTROSE	DEXTROSE	636.0	2.0	210.0	105.0	dextrose	Diluent / Flush / Irrigant	Pharmacy	781.0	77.8489116517
DEXTROSE % (NON-STANDARD COMPO	DEXTROSE % NON STANDARD COMPO	258.0	1.0	87.8	87.8	dextrose % non standard components	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
"DEXTROSE 10 % IN WATER (D10W)
INTRAVENOUS SOLUTION"	DEXTROSE 10 % IN WATER D10W INTRAVENOUS SOLUTION	250.0	1.0	66.75	66.75	dextrose 10% in water dextrose_10%_in_water intravenous solution	Pharmacy	Pharmacy	2692.0	76.0401188707
DEXTROSE 10 % IN WATER (D10W) INTRAVENOUS SOLUTION	DEXTROSE 10 % IN WATER D10W INTRAVENOUS SOLUTION	258.0	1.0	83.2	83.2	dextrose 10% in water dextrose_10%_in_water intravenous solution	Pharmacy	Diluent / Flush / Irrigant	392.0	55.612244898
HB DEXTROSE 10 % IV BOLUS INFUSION	DEXTROSE 10 % IV BOLUS INFUSION	258.0	1.0	33.88	33.88	dextrose 10% intravenous bolus infusion	Pharmacy	Diluent / Flush / Irrigant	392.0	55.612244898
DEXTROSE 10 % IV SOLN	DEXTROSE 10 % IV SOLN	250.0	1.0	85.99	85.99	dextrose 10% intravenous solution	Pharmacy	Pharmacy	2692.0	76.0401188707
DEXTROSE 10 % IV SOLN	DEXTROSE 10 % IV SOLN	258.0	1.0	55.87	55.87	dextrose 10% intravenous solution	Pharmacy	Diluent / Flush / Irrigant	392.0	55.612244898
DEXTROSE 10 % IV SOLN	DEXTROSE 10 % IV SOLN	259.0	1.0	48.1	24.05	dextrose 10% intravenous solution	Pharmacy	Pharmacy	349.0	83.6676217765
HB DEXTROSE 10% - 1/2 NS IV SOLN	DEXTROSE 10% 1/2 NS IV SOLN	250.0	2.0	54.74	27.37	dextrose 10% 1/2 normal_saline intravenous solution	Pharmacy	Pharmacy	2692.0	76.0401188707
DEXTROSE 10% IN WATER (D10W) 10 % SOLP 250 ML BAG	DEXTROSE 10% IN WATER D10W 10 % SOLP 250 ML BAG	258.0	1.0	137.5	137.5	dextrose 10% in water d10w 10% solution 250_ml bag	Pharmacy	Diluent / Flush / Irrigant	392.0	55.612244898
DEXTROSE 10% INJ 500ML	DEXTROSE 10% INJ 500ML	258.0	1.0	0.0	0.0	dextrose 10% injection 500 ml	Pharmacy	Diluent / Flush / Irrigant	392.0	55.612244898
HB DEXTROSE 10% IV SOLN	DEXTROSE 10% IV SOLN	258.0	1.0	55.87	55.87	dextrose 10% intravenous solution	Pharmacy	Diluent / Flush / Irrigant	392.0	55.612244898
DEXTROSE 10% SOLP	DEXTROSE 10% SOLP	250.0	1.0	190.75	190.75	dextrose 10% solution	Pharmacy	Pharmacy	2692.0	76.0401188707
DEXTROSE 10% SOLP	DEXTROSE 10% SOLP	258.0	1.0	71.35	71.35	dextrose 10% solution	Pharmacy	Diluent / Flush / Irrigant	392.0	55.612244898
DEXTROSE 10% SOLP 1,000 ML	DEXTROSE 10% SOLP 1 000 ML	258.0	1.0	274.07	274.07	dextrose 10% solution 1 000_ml	Pharmacy	Diluent / Flush / Irrigant	392.0	55.612244898
DEXTROSE 10% SOLP 250 ML B	DEXTROSE 10% SOLP 250 ML B	258.0	1.0	264.78	264.78	dextrose 10% solution 250_ml b	Pharmacy	Diluent / Flush / Irrigant	392.0	55.612244898
DEXTROSE  10%  SOLP  500  ML  B	DEXTROSE 10% SOLP 500 ML B	258.0	1.0	271.79	271.79	dextrose 10% solution 500_ml bottle	Pharmacy	Diluent / Flush / Irrigant	392.0	55.612244898
DEXTROSE 10% SOLP 500 ML BAG	DEXTROSE 10% SOLP 500 ML BAG	250.0	1.0	187.95	187.95	dextrose 10% solution 500_ml bag	Pharmacy	Pharmacy	2692.0	76.0401188707
DEXTROSE 10% SOLP 500 ML BAG	DEXTROSE 10% SOLP 500 ML BAG	258.0	1.0	271.79	271.79	dextrose 10% solution 500_ml bag	Pharmacy	Diluent / Flush / Irrigant	392.0	55.612244898
HB DEXTROSE 10% WATER	DEXTROSE 10% WATER	250.0	1.0	33.87	33.87	dextrose 10% water	Pharmacy	Pharmacy	2692.0	76.0401188707
HB DEXTROSE 12.5%-1/2 NS IV SOL	DEXTROSE 12.5% 1/2 NS IV SOL	250.0	1.0	40.12	40.12	dextrose 12.5% 1/2 normal_saline intravenous solution	Pharmacy	Pharmacy	2692.0	76.0401188707
HB DEXTROSE 12.5%-1/4 NS IV SOL	DEXTROSE 12.5% 1/4 NS IV SOL	250.0	1.0	47.99	47.99	dextrose 12.5% 1/4 normal_saline intravenous solution	Pharmacy	Pharmacy	2692.0	76.0401188707
HB DEXTROSE 12.5% IV SOLN	DEXTROSE 12.5% IV SOLN	250.0	1.0	36.74	36.74	dextrose 12.5% intravenous solution	Pharmacy	Pharmacy	2692.0	76.0401188707
"DEXTROSE 20 % IN WATER (D20W)
INTRAVENOUS SOLUTION"	DEXTROSE 20 % IN WATER D20W INTRAVENOUS SOLUTION	250.0	1.0	66.75	66.75	dextrose 20% in water dextrose_20%_in_water intravenous solution	Pharmacy	Pharmacy	2692.0	76.0401188707
DEXTROSE 20% SOLP 500 ML B	DEXTROSE 20% SOLP 500 ML B	258.0	1.0	284.74	284.74	dextrose 20% solution 500_ml b	Pharmacy	Diluent / Flush / Irrigant	392.0	55.612244898
HB DEXTROSE 25% IV SOLN	DEXTROSE 25% IV SOLN	250.0	1.0	545.24	545.24	dextrose 25% intravenous solution	Pharmacy	Pharmacy	2692.0	76.0401188707
DEXTROSE 25% SYRG	DEXTROSE 25% SYRG	250.0	1.5	176.915	92.13	dextrose 25% syringe	Pharmacy	Pharmacy	2692.0	76.0401188707
DEXTROSE 250 MG/ML IV SOLN	DEXTROSE 250 MG/ML IV SOLN	251.0	1.0	26.84	25.3875	dextrose 250 mg/ml intravenous solution	Pharmacy	Pharmacy	403.0	90.570719603
DEXTROSE 5 % AND 0.45% NACL 5-0.45 % SOLN	DEXTROSE 5 % AND 0.45% NACL 5 0.45 % SOLN	250.0	1.0	2.8	2.8	dextrose_5% and 0.45% sodium_chloride 5-0.45% solution	Pharmacy	Pharmacy	2692.0	76.0401188707
DEXTROSE 5 % AND 0.45% NACL 5-0.45 % SOLN	DEXTROSE 5 % AND 0.45% NACL 5 0.45 % SOLN	258.0	1.0	171.05	171.05	dextrose_5% and 0.45% sodium_chloride 5-0.45% solution	Pharmacy	Diluent / Flush / Irrigant	392.0	55.612244898
DEXTROSE 5 % AND 0.45% NACL 5-0.45 % SOLN	DEXTROSE 5 % AND 0.45% NACL 5 0.45 % SOLN	636.0	2.0	30.0	15.0	dextrose_5% and 0.45% sodium_chloride 5-0.45% solution	Pharmacy	Pharmacy	781.0	77.8489116517
DEXTROSE 5 % AND 0.9% NACL 5-0.9 % SOLN	DEXTROSE 5 % AND 0.9% NACL 5 0.9 % SOLN	258.0	1.0	171.05	171.05	dextrose_5% and 0.9% sodium_chloride 5 0.9% solution	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
"DEXTROSE 5 % IN WATER (D5W)
INTRAVENOUS SOLUTION"	DEXTROSE 5 % IN WATER D5W INTRAVENOUS SOLUTION	250.0	1.0	66.75	66.75	dextrose 5% in water dextrose_5%_in_water intravenous solution	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS SOLUTION	DEXTROSE 5 % IN WATER D5W INTRAVENOUS SOLUTION	258.0	2.0	166.4	83.2	dextrose 5% in water dextrose_5%_in_water intravenous solution	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
DEXTROSE 5 % SOLN	DEXTROSE 5 % SOLN	250.0	1.0	36.04	36.04	dextrose 5% solution	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
DEXTROSE 5 % SOLN	DEXTROSE 5 % SOLN	258.0	1.0	171.05	171.05	dextrose 5% solution	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
DEXTROSE 5 % SOLN	DEXTROSE 5 % SOLN	636.0	1.0	31.8	31.8	dextrose 5% solution	Diluent / Flush / Irrigant	Pharmacy	781.0	77.8489116517
DEXTROSE 5 % SOLN 250 ML FLEX CONT	DEXTROSE 5 % SOLN 250 ML FLEX CONT	250.0	1.0	16.94	16.94	dextrose_5% solution 250_ml	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
DEXTROSE 5 % SOLN 250 ML FLEX CONT	DEXTROSE 5 % SOLN 250 ML FLEX CONT	258.0	1.0	63.3	63.3	dextrose_5% solution 250_ml	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
DEXTROSE 5 % SOLN 250 ML FLEX CONT	DEXTROSE 5 % SOLN 250 ML FLEX CONT	272.0	1.0	39.0	39.0	dextrose_5% solution 250_ml	Diluent / Flush / Irrigant	Supply	833.0	84.393757503
DEXTROSE 5 % SOLN 250 ML FLEX CONT	DEXTROSE 5 % SOLN 250 ML FLEX CONT	370.0	1.0	47.19	47.19	dextrose_5% solution 250_ml	Diluent / Flush / Irrigant	OR / Anesthesia / Recovery Room	72.0	66.6666666667
DEXTROSE 5 % SOLN 250 ML FLEX CONT	DEXTROSE 5 % SOLN 250 ML FLEX CONT	636.0	1.0	30.0	30.0	dextrose_5% solution 250_ml	Diluent / Flush / Irrigant	Pharmacy	781.0	77.8489116517
DEXTROSE 5 % SOLN 50 ML FLEX CONT	DEXTROSE 5 % SOLN 50 ML FLEX CONT	250.0	1.0	7.59	7.59	dextrose 5% solution 50_ml flex control	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
DEXTROSE 5 % SOLN 50 ML FLEX CONT	DEXTROSE 5 % SOLN 50 ML FLEX CONT	258.0	1.0	147.65	147.65	dextrose 5% solution 50_ml flex control	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
DEXTROSE 5 % SOLN 50 ML FLEX CONT	DEXTROSE 5 % SOLN 50 ML FLEX CONT	370.0	1.0	42.88	42.88	dextrose 5% solution 50_ml flex control	Diluent / Flush / Irrigant	OR / Anesthesia / Recovery Room	72.0	66.6666666667
DEXTROSE 5 % SOLN 50 ML FLEX CONT	DEXTROSE 5 % SOLN 50 ML FLEX CONT	636.0	1.0	31.8	31.8	dextrose 5% solution 50_ml flex control	Diluent / Flush / Irrigant	Pharmacy	781.0	77.8489116517
DEXTROSE 5 % SOLP 250 ML BAG	DEXTROSE 5 % SOLP 250 ML BAG	250.0	1.0	6.0	6.0	dextrose 5% solution 250_ml bag	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
DEXTROSE 5 % SOLP 250 ML BAG	DEXTROSE 5 % SOLP 250 ML BAG	258.0	1.0	83.18	83.18	dextrose 5% solution 250_ml bag	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
DEXTROSE 5 % SOLP 250 ML BAG	DEXTROSE 5 % SOLP 250 ML BAG	636.0	1.0	240.0	240.0	dextrose 5% solution 250_ml bag	Diluent / Flush / Irrigant	Pharmacy	781.0	77.8489116517
DEXTROSE 5%	DEXTROSE 5%	250.0	1.0	50.75	50.75	dextrose 5%	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
DEXTROSE 5%	DEXTROSE 5%	256.0	1.0	5.1	5.1	dextrose 5%	Diluent / Flush / Irrigant	Pharmacy	7.0	57.1428571429
DEXTROSE 5%	DEXTROSE 5%	258.0	1.0	77.86	77.86	dextrose 5%	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	392.0	55.612244898
DEXTROSE 5%	DEXTROSE 5%	264.0	1.0	0.0	0.0	dextrose 5%	Diluent / Flush / Irrigant	Diluent / Flush / Irrigant	1.0	100.0
DEXTROSE 5%	DEXTROSE 5%	636.0	1.0	85.65	85.65	dextrose 5%	Diluent / Flush / Irrigant	Pharmacy	781.0	77.8489116517
DEXTROSE 5% -	DEXTROSE 5% 	250.0	1.0	205.41	205.41	dextrose 5%	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
HB DEXTROSE 5% - 1/2NS/KCL 20MEQ	DEXTROSE 5% 1/2NS/KCL 20MEQ	250.0	1.0	41.73	41.73	dextrose_5% 1/2 normal saline/potassuim chloride 20	Pharmacy	Pharmacy	2692.0	76.0401188707
HB DEXTROSE 5% - 1/4NS/KCL 20 MEQ/L	DEXTROSE 5% 1/4NS/KCL 20 MEQ/L	250.0	1.0	23.73	23.73	dextrose_5% 1/4 normal saline/potassuim chloride 20/l	Pharmacy	Pharmacy	2692.0	76.0401188707
DEXTROSE 5% 100ML	DEXTROSE 5% 100ML	250.0	1.0	74.5	74.5	dextrose 5% 100_ml	Diluent / Flush / Irrigant	Pharmacy	2692.0	76.0401188707
