ORIG_DESC	NORM_DESC	CHRG_CLS	FTR1	FTR2	FTR3	FTR4
BRONCH LAVAGE CULTURE	bronchial lavage culture	Laboratory	lavage	bronchial	culture	
BRONCH W OR W/O WASH	bronchial with operation_room without wash	Supply	bronchial	without	or	wash
BRONCH W/2ND PROCEDURE	bronchial w 2nd procedure	Respiratory Therapy	bronchial	procedure	w	2nd
BRONCH W/ALVEOLAR LAVAGE	bronchial w alveolar lavage	Respiratory Therapy	alveolar	bronchial	lavage	w
BRONCHOS W/IAVAGE	bronchos w iavage	Laboratory	bronchos	w	iavage	
BRONCHOSCOPY	bronchoscopy	OR / Anesthesia / Recovery Room	bronchoscopy			
BRONCHOSCOPY	bronchoscopy	Procedure	bronchoscopy			
BRONCHOSCOPY.DIAGNOSTIC	bronchoscopy diagnostic	Supply	bronchoscopy	diagnostic		
BRR 025510 SKIN BTL PWDR STMH	brr 25510 skin btl pwdr stmh	Supply	skin			
BRR 325614 SKIN TUBE CRM SNSC	brr 325614 skin tube crm snsc	Supply	tube	skin		
BSS SOLUTION 500 ML	boss solution 500_ml	Pharmacy	500_ml	solution	boss	
BUAIFENESIN 200 MG 10 ML SOL; GUAIFENESIN 200 MG/10 ML UD CUP	buaifenesin 200_mg 10_ml solution guaifenesin 200_mg/10_ml ud cup	Pharmacy	10_ml	cup	solution	guaifenesin
BUDESONIDE 0. 25MG/ML 2ML	budesonide 0 25_mg/ml 2_ml	Pharmacy	budesonide	2_ml	25_mg/ml	
CATH SELF PED 8FX10	catheter self pediatric 8fx10	Supply	8fx10	cath	self	ped
CATH SET RADIAL ART 20GX1.	catheter set radial artery 20gaugex1_3_4_02	Supply	cath	set		
CATH SHEATH SECUREMENT	catheter sheath securement	Supply	sheath	cath	securement	
CATH SNGL MIDLINE 4FR	catheter single midline 4fr	Supply	cath	4fr	sngl	midline
CATH SOFTVU ANGIO PV2 5FR*	catheter softvu angiogram pv2 5fr	Supply	cath	5fr		
CATH SUC 8FR REPLGLE	catheter suction 8fr replgle	Supply	cath	8fr	replgle	suc
CATH SUC BRONCHICAL 13FR	catheter suction bronchical 13fr	Supply	cath	13fr	suc	bronchical
CATH SUC TRCHCR14FX21.	catheter suction trchcr14fx21	Supply	cath	suc	trchcr14fx21	
CATH SUCTION 10 FR	catheter suction 10 free	Supply	cath	suction	free	
CATH SUCTION 14 FR	catheter suction 14 free	Supply	cath	suction	free	
CATH SUCTION 14-16 FRAZIER	catheter suction 14 16 frazier	Supply	cath	frazier	suction	
CATH SUCTION 14F CLOSED	catheter suction 14 closed	Supply	cath	suction	closed	
CATH SUCTION 8FR CLOSED	catheter suction 8fr closed	Supply	cath	8fr	suction	closed
CATH SWAN GANZ 7FR CONT 746F8	catheter swan ganz 7fr cont 746f8	Supply	cath	cont		
CATH THERMACOOL F 7.5F	catheter thermacool male_female 7.5	Supply	cath	7.5	thermacool	f
CATH THOR DRNGE STR 32FR PVC STRL	catheter thoracic drnge sterile 32fr premature_ventricular_contraction sterile	Supply	cath	strl		
CATH THORACIC STRT 32F	catheter thoracic start 32	Supply	strt	cath	thoracic	
CATH THRMDIL HEP 5LUMN 7.5FR	catheter thermodilution hepatitis 5lumn 7.5fr	Supply	cath	hepatitis		
CATH THROM/EMBOLECTOMY LVL I	catheter thrombin/embolectomy level i	Laboratory	thrombin	cath	lvl	embolectomy
CATH TRAY W/TEMP SENSE	catheter tray w temperature sense	Supply	cath	tray		
CATH TRIALYSIS 3LUMEN 12F 16CM	catheter trialysis 3lumen 12 16cm	Supply	cath	3lumen	trialysis	16cm
CATH UMBILICAL ART3.5FX43CM	catheter umbilical art3.5fx43cm	Supply	art3.5fx43cm	cath	umbilical	
CATH UROL URETERAL	catheter urol ureteral	Supply	urol	cath	ureteral	
CATH UROL URETHRL STR	catheter urol urethral sterile	Supply	urol	cath	sterile	urethral
CATH URTH 8FR FOL 61	catheter ureth 8fr foley 61	Supply	foley	cath	ureth	8fr
CATH UTL RED 10FR	catheter utl red 10fr	Supply	cath	10fr	red	utl
CATH VISCERAL 5FR 40CM .038 KM	catheter visceral 5fr 40cm 0.038 km	Supply	cath	5fr		
CATH-INFUSION (NOT HEMODYALSIS)	catheter infusion not hemodyalsis	Supply	catheter	infusion	hemodyalsis	
CATH-SECURE PEDS	catheter secure pediatrics	Supply	catheter	peds	secure	
CATH/PERIPH/EP RAD TIME C	catheter/peripheral/ep radiology time cap	Supply	catheter	cap	peripheral	time
CATH/PERIPH/EP TIME CHG	catheter/peripheral/ep time charge	Supply	catheter	chg	peripheral	time
CATHETER - EDM LUMBAR (46419) MFG#46419	catheter edema lumbar 46419 mfg 46419	Supply	mfg	catheter	lumbar	edema
CATHETER 1ST PICC 24GA 1.9FR	catheter 1st peripherally_inserted_central_catheter 24ga 1.9fr	Supply	catheter	picc	1st	
CATHETER AIRWAY EXCHANGE 19FR	catheter airway exchange 19fr	Supply	catheter	exchange	19fr	airway
CATHETER ASP NASOTR	catheter aspirator nasotracheal	OR / Anesthesia / Recovery Room	aspirator	catheter	nasotracheal	
CATHETER BLNDIL 3MM 15	catheter blndil 3mm 15	Supply	3mm	catheter	blndil	
CATHETER BLNDIL 5FR 5M	catheter blndil 5fr 5m	Supply	5m	catheter	blndil	5fr
CATHETER BLNDIL 6FR 6M	catheter blndil 6fr 6m	Supply	catheter	blndil	6m	6fr
CATHETER CARDIAC DIAGNOST	catheter cardiac diagnostic	Supply	cardiac	catheter	diagnostic	
CATHETER DRAIN 20IN 18FR F	catheter drain 20 inches 18fr male_female	Supply	catheter	drain	inches	
CATHETER DRN 16FR 16IN 4 EYLT	catheter drn 16fr 16 inches 4 eylt	Supply	catheter	inches		
CATHETER DUAL LUMEN SILASTIC 3	catheter dual lumen silastic 3	Supply	silastic	catheter	lumen	dual
CATHETER ENDOVENT PULMONAR	catheter endovent pulmonary	Supply	catheter	pulmonary	endovent	
CATHETER FOLEY 8FR 3CC	catheter foley 8fr 3_cc	Supply	foley	catheter	8fr	3_cc
CATHETER FOLEY SILICONE 5CC 12	catheter foley silicone 5_cc 12	Supply	foley	silicone	catheter	5_cc
CATHETER FOLEY TRAY	catheter foley tray	Supply	foley	catheter	tray	
CATHETER GLIDE SIMMONS 2	catheter glide simmons 2	Supply	catheter	simmons	glide	
CATHETER GUIDING LVL I	catheter guiding level i	Supply	catheter	guiding	lvl	
CATHETER HEMODIALYSIS LONG TERM	catheter hemodialysis long term	Supply	catheter	term	long	hemodialysis
CATHETER INTRODUCER SHEAT	catheter introducer sheath	Supply	sheath	catheter	introducer	
CATHETER IV 20GA 044IN	catheter intravenous 20ga 044 inches	Supply	catheter	inches	iv	20ga
CATHETER IV 22GA 1IN	catheter intravenous 22ga 1 inches	Supply	catheter	22ga	iv	inches
CATHETER IV 22GA 1IN R	catheter intravenous 22ga 1 inches r	Supply	catheter	iv	inches	
CATHETER L PEEL AWAY 24GA	catheter l peel away 24ga	Supply	catheter			
CATHETER L-CATH 24GAX30CM	catheter l catheter 24gax30cm	Supply	catheter	24gax30cm	l	
CATHETER POWERGLIDE 20 G 8 CM FU	catheter powerglide 20 gram 8 contrast_material fu	Supply	catheter	gram		
CATHETER PTCA	catheter ptca	Supply	ptca	catheter		
CATHETER SINUS CORONARY PR	catheter sinus coronary pressure	Supply	pr	catheter	sinus	coronary
CATHETER SUCTION TRI-FLO 5/6FR	catheter suction tri flo 5/6fr	Supply	catheter	suction		
CATHETER UMBIL ARTERY 5FR	catheter umbilic artery 5fr	Supply	artery	catheter	umbilic	5fr
CATHETER URETH 10FR RED RUB	catheter urethral 10fr red rub	OR / Anesthesia / Recovery Room	catheter	red		
CATHETER URTH LBRSL 6F	catheter ureth lbrsl 6	Supply	lbrsl	catheter	ureth	
CATHETER VERTEBRAL 5FR	catheter vertebral 5fr	Supply	vertebral	catheter	5fr	
CATHETER;ARROW-HOWES QUAD L	catheter arrow howes quad l	Supply	catheter			
CATHFLO ALTEPLASE 2MG INJ	cathflo alteplase 2_mg injection	Pharmacy	2_mg	inj	alteplase	cathflo
CATP-TTE RL TM 2D M MODE CMPL SP CLR DPL	catp transthoracic_echocardiogram ringers_lactate time 2 m mode complex specimen_gross_micro clear dpl	Laboratory	complex	time		
CAUT ELECTR NEEDLE TIP COATED 2.8IN MODIFED	cautery electrode needle tip coated 2.8 inches modified	Supply	tip	needle	electrode	inches
CAUTERY PENCIL BOVIE E2516H - CSC	cautery pencil bovie e2516h csc	Supply	pencil	bovie	cautery	csc
CAUTERY PENCIL VALLEYLAB E	cautery pencil valleylab e	OR / Anesthesia / Recovery Room	pencil	valleylab	cautery	e
CAUTERY PENCIL W/TEFLON BLADE HAND CONTROL	cautery pencil w teflon blade hand cont	Supply	blade	cont		
CBC	complete_blood_count	Laboratory	cbc	 	 	
CBC (INCLUDES DIFF & PLATELET)	complete_blood_count includes difficile_clostridium and_insert platelet	Laboratory	cbc	platelet		
CBC AND AUTO DIFF	complete_blood_count and automated difficile_clostridium	Laboratory	cbc	diff	automated	
CBC AUTO W/AUTO DIF	complete_blood_count automated w automated dif	Laboratory	cbc	automated		
CBC AUTO W/O DIFF	complete_blood_count automated without difficile_clostridium	Laboratory	cbc	without	diff	automated
CBC AUTO WO AUTO DIFF	complete_blood_count automated without automated difficile_clostridium	Laboratory	cbc	without	automated	
CBC AUTOMATED DIFFERENTIA	complete_blood_count automated differential	Laboratory	cbc	differential	automated	
CBC AUTOMATED DIFFERENTIAL	complete_blood_count automated differential	Laboratory	cbc	differential	automated	
CBC AUTOMATED W/DIFF 85025	complete_blood_count automated w difficile_clostridium 85025	Laboratory	cbc	difficile_clostridium	w	automated
CBC COMPLETE AUTO W/0 DIF	complete_blood_count complete automated w 0 dif	Laboratory	cbc	complete	automated	
CBC COMPLETE AUTO W/DIFF	complete_blood_count complete automated w difficile_clostridium	Laboratory	cbc	complete	automated	
CBC COMPLETE AUTO W/O DIF	complete_blood_count complete automated without dif	Laboratory	cbc	without	complete	automated
CBC COMPLETE BLD CNT AUTO DIFF	complete_blood_count complete blood count_urine automated difficile_clostridium	Laboratory	cbc	automated	complete	bld
CBC NO DIFFERENTIAL	complete_blood_count no_catheter differential	Laboratory	cbc	no	differential	
CBC PLATELET W/DIFF (AUTO	complete_blood_count platelet w difficile_clostridium automated	Laboratory	cbc	platelet	automated	
CBC PLT W/AUTO	complete_blood_count platelet w automated	Laboratory	cbc	plt	w	automated
CBC PLT W/AUTO DIFF	complete_blood_count platelet w automated difficile_clostridium	Laboratory	cbc	plt	automated	
CBC W - PLT AUTO COMPD	complete_blood_count with platelets automatically compounded	Laboratory	complete_blood_count	platelet	compd	automated
CBC W AUTO PLT W/O DIFF	complete_blood_count with automated platelet without difficile_clostridium	Laboratory	cbc	plt	without	automated
CBC W MAN DIFF	complete_blood_count with man difficile_clostridium	Laboratory	cbc	diff	man	
CBC W PLATELET AUTO W AUTO DIF	complete_blood_count with platelet automated with automated dif	Laboratory	cbc	platelet	automated	
CBC W PLATELET NO DIFFERENTIAL	complete_blood_count with platelet no_catheter differential	Laboratory	cbc	no	platelet	differential
CBC W-PLT AUTO COMPD	complete_blood_count with platelets automatically compounded	Laboratory	complete_blood_count	platelet	compd	automated
CBC W/ PLATELET	complete_blood_count w platelet	Laboratory	cbc	platelet	w	
CBC W/AUTO DIFF	complete_blood_count with automated differential	Laboratory	cbc	diff	automated	
CBC W/AUTO DIFFERENTIAL	complete_blood_count w automated differential	Laboratory	cbc	differential	w	automated
CBC W/DIFF	complete_blood_count w difficile_clostridium	Laboratory	cbc	difficile_clostridium	w	
CBC W/DIFFERENTIAL	complete_blood_count w differential	Laboratory	cbc	differential	w	
CBC W/O DIFF	complete_blood_count without difficile_clostridium	Laboratory	cbc	without	diff	
CBC W/PLATELET/DIFF AUTO	complete_blood_count w platelet/difficile_clostridium automated	Laboratory	cbc	platelet	automated	
CBC W/PLT & AUTO DIFF COMPLETE	complete_blood_count w platelet and_insert automated difficile_clostridium complete	Laboratory	cbc	platelet	complete	automated
CBC WDIFF	complete_blood_count wdiff	Laboratory	cbc	wdiff		
CBC WITH AUTO DIFFEREN	complete_blood_count w automated differential	Laboratory	cbc	differential	w	automated
CBC WITH DIFF	complete_blood_count with differential	Laboratory	cbc	diff		
CBC WITH DIFF-BHSF	complete_blood_count w difficile_clostridium bhsf	Laboratory	cbc	bhsf	difficile_clostridium	w
CBC WITH DIFFERENTIAL	complete_blood_count w differential	Laboratory	cbc	differential	w	
CBC WITH MANUAL DIFFERENTIAL	complete_blood_count w manual differential	Laboratory	cbc	differential	manual	w
CBC WITHOUT DIFF	complete_blood_count without differential	Laboratory	cbc	without	diff	
CBC WITHOUT DIFFERENTIAL	complete_blood_count without differential	Laboratory	cbc	without	differential	
CBC WO DIFF	complete_blood_count without difficile_clostridium	Laboratory	cbc	without	diff	
CBC-BHSF	complete_blood_count bhsf	Laboratory	complete_blood_count	bhsf		
CBC/DIFF & PLATLT	complete_blood_count/difficile_clostridium and_insert platelet	Laboratory	complete_blood_count	&	platelet	difficile_clostridium
CC INSERT INTRAORTIC BALL	cubic_centimeters insert intraortic ball	Supply	insert	intraortic	ball	cc
CCLS-VENA CAVA FILTER LEVEL I	ccls vena cava filter level i	Supply	filter	level		
CDIFF PCR	cdiff pcr	Laboratory	pcr	cdiff		
CEA	cea	Laboratory	cea			
CEFAZOLIN 1 G VL	cefazolin 1 gram vial	OR / Anesthesia / Recovery Room	vl	cefazolin	gas	
CEFAZOLIN 1 G VL	cefazolin 1 gram vial	Pharmacy	vl	cefazolin	gas	
CEFAZOLIN 1 GM/D5W 50ML	cefazolin 1_gm/dextrose_5%_in_water 50_ml	Pharmacy	50_ml	cefazolin	1_gm/dextrose_5%_in_water	
CEFAZOLIN 10 G SOLN	cefazolin 10 gram solution	Pharmacy	cefazolin	gram	soln	
CEFAZOLIN 10 GRAM SOLUTION FOR INJECTION	cefazolin 10 gram solution for injection	Pharmacy	cefazolin	injection	gram	solution
CEFAZOLIN 100 MG/ML IN N	cefazolin 100_mg/ml in n	Pharmacy	100_mg/ml	cefazolin	n	
CEFAZOLIN 1000 MG SOLR 0143-9924-90	cefazolin 1000_mg solution 143 9924 90	Pharmacy	cefazolin	1000_mg	solution	
CEFAZOLIN 100MG/ML INJ	cefazolin 100_mg/ml injection	OR / Anesthesia / Recovery Room	100_mg/ml	cefazolin	inj	
CEFAZOLIN 1GM INJECTIO	cefazolin 1_gm injectio	Pharmacy	1_gm	cefazolin	injectio	
CEFAZOLIN 1GM V B/500MG	cefazolin 1_gm view b/500_mg	Pharmacy	1_gm	b/500_mg	cefazolin	v
CEFAZOLIN 2 GM/100 ML PREMIX	cefazolin 2_gm/100_ml premix	Pharmacy	2_gm/100_ml	premix	cefazolin	
CEFAZOLIN 2 GM/50ML IVPB	cefazolin 2_gm/50_ml intravenous_piggyback	Pharmacy	cefazolin	2_gm/50_ml	ivpb	
CEFAZOLIN 2 GRAM/50 ML PIGGYBACK	cefazolin 2 gram/50_ml piggyback	Pharmacy	piggyback	cefazolin	gram/50_ml	
CEFAZOLIN 2-3 GM-% SOLR	cefazolin 2 3_gm % solution	Pharmacy	cefazolin	%	solution	3_gm
CEFAZOLIN 2000MG/NACL 0.9% 50	cefazolin 2000_mg/sodium_chloride 0.9% 50	Pharmacy	0.90%	cefazolin	2000_mg/sodium_chloride	
CEFAZOLIN 2GM DUPBAG 2GM/50ML	cefazolin 2_gm dupbag 2_gm/50_ml	Pharmacy	dupbag	cefazolin	2_gm/50_ml	2_gm
CEFAZOLIN 2GM/100ML D5W DUPLEX	cefazolin 2_gm/100_ml dextrose_5%_in_water duplex	Diluent / Flush / Irrigant	2_gm/100_ml	duplex	cefazolin	d5w
CEFAZOLIN 3 G/50 ML SOLN	cefazolin 3 g/50_ml solution	Pharmacy	g/50_ml	cefazolin	soln	
CEFAZOLIN 500MG I FOR 2G 2	cefazolin 500_mg i for 2_gm 2	Pharmacy	cefazolin	2_gm	500_mg	
CEFAZOLIN 500MG INJ	cefazolin 500_mg injection	OR / Anesthesia / Recovery Room	cefazolin	injection	500_mg	
CEFAZOLIN 500MG SY	cefazolin 500_mg syringe	Pharmacy	sy	cefazolin	500_mg	
CEFAZOLIN BULK INJECTION/	cefazolin bulk injection/	Pharmacy	bulk	cefazolin	injection	
CEFAZOLIN IN DEXTROSE 2 G/100 ML SOLN	cefazolin in dextrose 2 g/100_ml solution	Pharmacy	cefazolin	dextrose	g/100_ml	soln
CEFAZOLIN IN NORMAL SALINE	cefazolin in normal saline	Pharmacy	saline	cefazolin	normal	
CEFAZOLIN INJ 1G VIAL	cefazolin injection 1_gm vial	Pharmacy	1_gm	vial	cefazolin	inj
CEFAZOLIN INJ 500MG	cefazolin injection 500_mg	Pharmacy	cefazolin	inj	500_mg	
CEFAZOLIN IVPB 2 GM PREMIX BAG	cefazolin intravenous_piggyback 2_gm premix bag	Pharmacy	premix	cefazolin	bag	2_gm
CEFAZOLIN PEDIATRIC 100 MG/ML SOLR	cefazolin pediatric 100_mg/ml solution	Pharmacy	100_mg/ml	cefazolin	solution	pediatric
CEFAZOLIN PER 500MG INJ MB	cefazolin per 500_mg injection mb	Pharmacy	cefazolin	inj	500_mg	per
CEFAZOLIN SODIUM 1GM INJECTION	cefazolin sodium 1_gm injection	Pharmacy	1_gm	cefazolin	injection	sodium
CEFAZOLIN SODIUM 500 MG	cefazolin sodium 500_mg	OR / Anesthesia / Recovery Room	cefazolin	500_mg	sodium	
CEFAZOLIN SODIUM 500 MG INJ	cefazolin sodium 500_mg injection	OR / Anesthesia / Recovery Room	cefazolin	inj	500_mg	sodium
CEFAZOLIN SODIUM 500 MG INJ	cefazolin sodium 500_mg injection	Pharmacy	cefazolin	inj	500_mg	sodium
CEFAZOLIN/500MG (2GM/50ML DEX)	cefazolin/500_mg 2_gm/50_ml dextrose	Pharmacy	2_gm/50_ml	dextrose	cefazolin/500_mg	
CEFAZOUN IN DEXTROSE 3% 2 GRAM/50 ML PGBK 50 ML BAG	cefazoun in dextrose 3% 2 gram/50_ml pgbk 50_ml bag	Diluent / Flush / Irrigant	50_ml	bag	pgbk	dextrose
CEFDINIR 300 CP +	cefdinir 300 cpap and	Supply	cefdinir	cpap		
CEFEPIME 1 G SOLR 1 EACH VI 25021-121-20	cefepime 1 gram solution 1 each vi_0523 25021 121 20	Pharmacy	vi	cefepime	gram	solution
CEFEPIME 1 G SOLR 1 EACH VIAL	cefepime 1 gram solution 1 each vial	Pharmacy	vial	cefepime	gram	solution
CEFEPIME 1GM VIAL	cefepime 1_gm vial	Pharmacy	1_gm	vial	cefepime	
CEFEPIME 1MG/NS 50ML	cefepime 1_mg/normal_saline 50_ml	Pharmacy	50_ml	1_mg/normal_saline	cefepime	
CEFEPIME 2 G SOLR 1 EACH VIAL	cefepime 2 gram solution 1 each vial	OR / Anesthesia / Recovery Room	vial	cefepime	gram	solution
CEFEPIME 2GM/D5W 50ML IVPB	cefepime 2_gm/dextrose_5%_in_water 50_ml intravenous_piggyback	Pharmacy	50_ml	2_gm/dextrose_5%_in_water	cefepime	ivpb
CEFEPIME 500 PMX	cefepime 500 pmx	Pharmacy	pmx	cefepime		
CEFEPIME 500MG I FOR 2G	cefepime 500_mg i for 2_gm	Pharmacy	cefepime	2_gm	500_mg	
CEFEPIME 500MG-1GM INJ	cefepime 500_mg 1_gm injection	OR / Anesthesia / Recovery Room	1_gm	injection	cefepime	500_mg
CEFEPIME IN DEXTROSE 5 % 1	cefepime in dextrose 5% 1	Pharmacy	5%	dextrose	cefepime	
CEFEPIME INJ	cefepime injection	Pharmacy	inj	cefepime		
CEFEPIME INJ 1GM	cefepime injection 1_gm	Pharmacy	1_gm	inj	cefepime	
CEFEPIME VL 1GM	cefepime vial 1_gm	Pharmacy	vial	1_gm	cefepime	
CEFOTAXIME 10 GRAM SOLUTION FORINJECTION	cefotaxime 10 gram solution forinjection	Pharmacy	forinjection	cefotaxime	gram	solution
CEFOTAXIME 40 MG/..	cefotaxime 40_mg/	Pharmacy	40_mg/	cefotaxime		
CEFOXITIN	cefoxitin	Laboratory	cefoxitin			
CEFOXITIN *A 2 GM INJECTION	cefoxitin a 2_gm injection	Pharmacy	cefoxitin	injection	2_gm	
CEFOXITIN 1 G/D5W 50ML SOL	cefoxitin 1 gram/dextrose_5%_in_water 50_ml solution	Pharmacy	cefoxitin	50_ml	gram/dextrose_5%_in_water	sol
BUDESONIDE 0.5 MG/2 ML SUS	budesonide 0.5_mg/2_ml sustainability	Pharmacy	budesonide	0.5_mg/2_ml	sus	
BUDESONIDE 0.5 MG/2ML SUSP	budesonide 0.5_mg/2_ml suspension	Pharmacy	budesonide	0.5_mg/2_ml	susp	
BUDESONIDE 0.5MG/2ML NEB	budesonide 0.5_mg/2_ml nebulizer	Pharmacy	budesonide	0.5_mg/2_ml	neb	
BUDESONIDE RESPULE 0.5MG 2ML	budesonide respule 0.5_mg 2_ml	Pharmacy	budesonide	respule	0.5_mg	2_ml
BUFFERED	buffered	Supply	buffered			
BULLDOG SOFTJAW SPRING 6HM	bulldog softjaw spring 6hm	Supply	bulldog	spring	softjaw	6hm
BUMETANIDE 0.25MG/ML 4 ML INJ	bumetanide 0.25_mg/ml 4_ml injection	Pharmacy	4_ml	inj	bumetanide	0.25_mg/ml
BUMETANIDE 0.5MG	bumetanide 0.5_mg	Pharmacy	0.5_mg	bumetanide		
BUMETANIDE 1 MG TAB	bumetanide 1_mg tablet	OR / Anesthesia / Recovery Room	1_mg	bumetanide	tab	
BUMETANIDE 1 MG/4 ML INJ	bumetanide 1_mg/4_ml injection	Pharmacy	1_mg/4_ml	bumetanide	inj	
BUMETANIDE 1MG TAB	bumetanide 1_mg tablet	OR / Anesthesia / Recovery Room	1_mg	bumetanide	tab	
BUMETANIDE 2 MG TAB	bumetanide 2_mg tablet	OR / Anesthesia / Recovery Room	2_mg	bumetanide	tab	
BUMETANIDE 2.5MG/10ML INJ	bumetanide 2.5_mg/10_ml injection	Pharmacy	2.5_mg/10_ml	inj	bumetanide	
BUMETANIDE 2MG TAB	bumetanide 2_mg tablet	Pharmacy	2_mg	bumetanide	tab	
BUMETANIDE INJ 0.25MG/ML 4ML	bumetanide injection 0.25_mg/ml 4_ml	Pharmacy	4_ml	inj	bumetanide	0.25_mg/ml
BUMEX 1MG INJ	bumex 1_mg injection	Pharmacy	1_mg	inj	bumex	
BUMEX 1MG TAB	bumex 1_mg tablet	Pharmacy	1_mg	tab	bumex	
BUN	blood_urea_nitrogen	Blood Products	BUN			
BUN (BLOOD UREA NITROGEN)	blood_urea_nitrogen blood urea nitrogen	Laboratory	bun	urea	blood	nitrogen
BUN ISTAT	blood_urea_nitrogen istat	Laboratory	bun	istat		
BUN URINE	blood_urea_nitrogen urine	Laboratory	bun	urine		
BUPIVAC 0.25% W/EPI P/F 30ML V	bupivacaine 0.25% w epic powder/male_female 30_ml view	Pharmacy	30_ml	powder	bupivacaine	v
BUPIVAC 0.25%/EPI 30ML	bupivacaine 0.25%/epic 30_ml	Pharmacy	30_ml	0.25%/epic	bupivacaine	
BUPIVAC 0.25%10ML IJ	bupivacaine 0.25%10_ml injection	Pharmacy	0.25%10_ml	ij	bupivacaine	
BUPIVAC PF 0.25 30ML IJ	bupivacaine partial_fill 0.25 30_ml injection	Pharmacy	pf	30_ml	ij	bupivacaine
BUPIVAC PF 0.75 30ML IJ	bupivacaine partial_fill 0.75 30_ml injection	Pharmacy	pf	30_ml	ij	bupivacaine
BUPIVACAINE (PF) 0.25 % (2.5 MG/ML) INJECTION SOLUTION	bupivacaine partial_fill 0.25% 2.5_mg/ml injection solution	Pharmacy	partial_fill	injection	solution	bupivacaine
BUPIVACAINE (PF) 0.5 % SOLN 10 ML VIAL	bupivacaine partial_fill 0.5% solution 10_ml vial	Pharmacy	vial	partial_fill	10_ml	soln
BUPIVACAINE (PF) 0.5 % SOLN 30 ML VIAL	bupivacaine partial_fill 0.5% solution 30_ml vial	Pharmacy	vial	partial_fill	30_ml	soln
BUPIVACAINE (PRESERV FREE) 0.25 % (2.5 M	bupivacaine preserv free 0.25% 2.5 m	Pharmacy	free	bupivacaine		
BUPIVACAINE .5 %/30ML INJECTION	bupivacaine 0.5%/30_ml injection	Pharmacy	injection	0.5%/30_ml	bupivacaine	
BUPIVACAINE 0.25 % SOLN	bupivacaine 0.25% solution	Pharmacy	soln	bupivacaine	0.25%	
BUPIVACAINE 0.25% *PF*INJ 30 M	bupivacaine 0.25% partial_fill injection 30 m	Pharmacy	partial_fill	injection	bupivacaine	0.25%
BUPIVACAINE 0.25% W/EPI 30ML	bupivacaine 0.25% w epic 30_ml	Pharmacy	30_ml	bupivacaine		
BUPIVACAINE 0.25% WOUND INFUSION (AUTOFUSER) 400ML	bupivacaine 0.25% wound infusion autofuser 400_ml	Pharmacy	wound	infusion	bupivacaine	
BUPIVACAINE 0.5% INJ 30 ML	bupivacaine 0.5% injection 30_ml	Pharmacy	inj	0.50%	30_ml	bupivacaine
BUPIVACAINE HCL 0.25%/EPI 10ML	bupivacaine hcl 0.25%/epic 10_ml	Pharmacy	10_ml	0.25%/epic	hcl	bupivacaine
BUPIVACAINE LIPO INJ 266MG	bupivacaine lipo injection 266_mg	Pharmacy	inj	lipo	bupivacaine	266_mg
BUPIVACAINE-EPINEPHRINE 0.25% -1:200000 SOLN	bupivacaine epinephrine 0.25% 1 200000 solution	Pharmacy	epinephrine	soln	bupivacaine	0.25%
