descrip,rev_code,proc_code,units,billed_amount,norm_billed_amount,﻿DESC_ID,ORIG_DESC,NORM_DESC,CHRG_CLS
QUETIAP 25MG TB,250.0,-100.0,2.0,2.8,1.4,,,,
RACEMIC EPI INH 2.25% 0.5ML UD,-100.0,-100.0,1.0,68.2,68.2,,,,
RANITIDINE 150MG TABLET; RANITIDINE HCL 150 MG TAB,-100.0,-100.0,1.0,5.5,5.5,,,,
RANITIDINE 1MG/1ML IN NS,250.0,-100.0,25.0,56.05,2.242,6730.0,RANITIDINE 1MG/1ML IN NS,ranitidine 1 mg/1 ml in normal_saline,Pharmacy
RANITIDINE 25MG/ML INJ (FOR TP,250.0,-100.0,5.0,211.875,42.375,,,,
RANITIDINE 75MG/TAB UD,-100.0,-100.0,1.0,28.0,28.0,,,,
RANITIDINE LIQ 15MG/ML,-100.0,-100.0,1.0,31.95,31.95,,,,
RANITIDINE STANDARD CONC 2.5MG/ML,-100.0,-100.0,1.0,215.65,215.65,,,,
RANITIDINESTANDARDCONC2.5MG/ML,-100.0,-100.0,1.0,253.35,253.35,,,,
RAPID CHLAM PNEUMO PCR QUAL,-100.0,-100.0,1.0,88.0,88.0,,,,
RAPID MYCOPL PNEUMO PCR EVAL,-100.0,-100.0,1.0,88.0,88.0,,,,
RAPID PERTUSSIS PCR QUAL,-100.0,-100.0,1.0,57.4,57.4,,,,
RASBURICASE 1.5 MG SOLR 1 EACH VIAL,250.0,-100.0,6.0,9038.16,1506.36,,,,
RB NEONATAL-ICU CRIT LEV 1,174.0,-100.0,1.0,5635.0,5635.0,2105.0,RB NEONATAL-ICU CRIT LEV 1,room_and_board neonatal intensive_care_unit critical level 1,Room and Board
RB PEDS ICU TRANSITION LEV 3,173.0,-100.0,1.0,3850.0,3850.0,,,,
RBC (DIVIDED UNIT) EACH UNIT,-100.0,-100.0,1.0,300.9,300.9,,,,
RBC APH AS3/CP2D LR IR P,390.0,-100.0,1.0,75.35,75.35,,,,
RBC LEUKOREDUCED IRRADIATE,390.0,-100.0,1.0,2422.0,2422.0,,,,
"RBC, LEUKO, IRRADIATED, EACH UNIT",-100.0,-100.0,1.0,841.4,841.4,,,,
RDP POOLED LEUK IRR (5DAY),390.0,-100.0,4.0,3644.0,911.0,,,,
RECOVERY PH 1 - 10MIN,-100.0,-100.0,4.0,1229.6,307.4,,,,
REDUCED HEAD W/O,611.0,-100.0,1.0,3530.0,3530.0,,,,
RENAL FUNCTION PANEL,300.0,-100.0,1.0,186.0,186.0,6735.0,RENAL FUNCTION PANEL,renal function panel,Laboratory
RENAL FUNCTION PANEL,-100.0,-100.0,1.0,219.5,219.5,6735.0,RENAL FUNCTION PANEL,renal function panel,Laboratory
REPOSITION GASTROSTOMY TUBE,-100.0,-100.0,1.0,2000.0,2000.0,,,,
RESP VIRUS PCR PANEL,-100.0,-100.0,1.0,570.1,570.1,,,,
RESP VIRUS PCR QUANT FOLLOW UP,-100.0,-100.0,1.0,414.9,414.9,,,,
RESPIRATORY ASSESSMENT FOLLOW,410.0,-100.0,6.5,0.0,0.0,2115.0,RESPIRATORY ASSESSMENT FOLLOW,respiratory assessment follow,Respiratory Therapy
RETICULOCYTE COUNT,300.0,-100.0,1.0,36.3,36.3,,,,
RETICULOCYTE COUNT,-100.0,-100.0,1.0,107.3,107.3,,,,
RETICULOCYTE COUNT + RET HE,300.0,-100.0,1.0,63.0,63.0,,,,
RH BLOOD TYPING-B,390.0,86901,1.0,53.0,53.0,,,,
RH TYPING,302.0,-100.0,1.0,157.0,157.0,4231.0,RH TYPING,rhesus typing,Laboratory
RH TYPING,-100.0,-100.0,1.0,89.5,89.5,4231.0,RH TYPING,rhesus typing,Laboratory
RITUXIMAB 10MG/ML 100MG VL,250.0,-100.0,4.0,10236.55,2559.1375,,,,
ROCURONIUM 10MG/ML 5ML VL,-100.0,-100.0,1.5,127.275,74.95,,,,
ROOM 61,-100.0,-100.0,1.0,2264.99,2264.99,,,,
ROOM CARDIAC ICU,-100.0,-100.0,1.0,14010.0,14010.0,,,,
ROOM E302 6,203.0,-100.0,1.0,8643.0,8643.0,,,,
ROOM E733 2,123.0,-100.0,1.0,3066.0,3066.0,,,,
ROOM ICU L3,200.0,-100.0,1.0,4231.0,4231.0,,,,
ROOM MEDICAL/SURGICAL,-100.0,-100.0,1.0,4660.0,4660.0,,,,
ROOM ROUTINE ACUTE,120.0,-100.0,1.0,1574.0,1574.0,,,,
ROOM TELMTRY RESP,120.0,-100.0,1.0,2491.0,2491.0,,,,
ROOM/BED: NICU LEVEL IV,174.0,-100.0,1.0,2768.0,2768.0,,,,
ROOM/BED: NURSERY TRANSI,171.0,-100.0,1.0,1042.0,1042.0,,,,
ROOM/BED: PRIVATE,110.0,-100.0,1.0,1000.0,1000.0,,,,
ROPIVACAINE *PF* 0.2% INJ 20ML,250.0,-100.0,2.0,184.36,92.18,,,,
ROSUVAST 10MG TB,250.0,-100.0,1.0,50.5,50.5,,,,
ROUNDS PER PATIENT (15 MIN),270.0,-100.0,2.0,0.0,0.0,2325.0,ROUNDS PER PATIENT (15 MIN),rounds per patient 15 minutes,Professional Fee
ROUTINE CULTURE,306.0,87070,1.0,48.0,48.0,,,,
RT ADAPT AER GEN,271.0,-100.0,1.0,19.0,19.0,,,,
RT AEROSOL TX,-100.0,-100.0,1.0,56.0,56.0,,,,
RT BOT STER WATER,250.0,-100.0,1.0,16.0,16.0,,,,
RT CANNULA,272.0,-100.0,1.0,10.0,10.0,,,,
RT MASK AEROSOL,271.0,-100.0,1.0,10.0,10.0,,,,
RT NEB SET MINI,271.0,-100.0,1.0,7.0,7.0,,,,
RT O2 SET UP RX,271.0,-100.0,1.0,63.0,63.0,,,,
RT O2/DAY,-100.0,-100.0,1.0,76.0,76.0,,,,
RT PROTOCOL ASSESSMENT,-100.0,-100.0,1.0,113.5,113.5,,,,
RT TUBE O2 CON,272.0,-100.0,1.0,7.0,7.0,,,,
RT USN INITIAL,-100.0,-100.0,1.0,75.0,75.0,,,,
RT USN-DAY,-100.0,-100.0,1.0,30.0,30.0,,,,
RUFINAMIDE 40MG/1ML ORAL SUSP,251.0,-100.0,8.0,66.75,8.34375,,,,
S&I ABDOM FEM RUN OFF,-100.0,-100.0,1.0,3102.0,3102.0,,,,
SALINEX .65% NASAL MIST; SODIUM CHLORIDE 0.65% NA SOLN 44 ML,250.0,-100.0,1.0,17.5,17.5,,,,
SANI-SUPP PEDIATRIC SUPPOS,-100.0,-100.0,14.0,14.2,1.01428571429,,,,
SCAFFOLD TISSUE CARDIOCEL 4X4 (AKA C0404),-100.0,-100.0,1.0,4462.5,4462.5,,,,
SCOPOLAMINE 1.5MG PATCH,250.0,-100.0,1.0,71.03,71.03,,,,
SCREW 6.5MM X 80MM CANN FULL T,278.0,-100.0,1.0,1573.62,1573.62,,,,
SCREW 7.0MM CANNULATED FULL TH,278.0,-100.0,1.0,1620.6,1620.6,,,,
SEALANT FLO-SEAL 10ML,-100.0,-100.0,1.0,1111.5,1111.5,,,,
SEDIMENTATION RATE,305.0,-100.0,1.0,108.0,108.0,6750.0,SEDIMENTATION RATE,sedimentation rate,Laboratory
SELENIUM 200MCG TAB,250.0,-100.0,2.0,2.89,1.445,,,,
SELF CARE/HOME MGMT EA 15 MIN,-100.0,-100.0,2.0,324.6,162.3,,,,
SENNA 8.6 MG TAB,999.0,-100.0,1.0,3.0,3.0,,,,
SENNA 8.6MG TAB,250.0,-100.0,2.0,2.86,1.43,2393.0,SENNA 8.6MG TAB,senna 8.6_mg tablet,Pharmacy
SENNA-S8.6/50MG; DOCUSATE SOD/SENNA TAB,-100.0,-100.0,1.0,2.75,2.75,,,,
SENSOR OXYGEN NEONATE X_,270.0,-100.0,1.0,11.66,11.66,,,,
SERTRALINE 100MG TAB,250.0,-100.0,2.0,3.14,1.57,,,,
SET - POTASSIOM CHLORIDE 40MEQ/D,250.0,-100.0,1.0,166.51,166.51,,,,
SET GEM 20 DRIP,272.0,-100.0,2.0,19.16,9.58,1482.0,SET GEM 20 DRIP,set glucagon_emergency_management 20 drip,Supply
SHEATH STANDARD IK NO WIRE 5FR,272.0,-100.0,1.0,92.84,92.84,,,,
SICKLE SCREEN-DONOR RBC,305.0,-100.0,3.0,309.0,103.0,,,,
SILDENAFIL 0.8MG PER 1ML INJ,250.0,-100.0,4.0,3926.16,981.54,470.0,SILDENAFIL 0.8MG PER 1ML INJ,sildenafil 0.8_mg per 1_ml injection,Plan Benefit
SILDENAFIL 10MG/1ML ORAL SUSP,250.0,-100.0,1.0,43.16,43.16,474.0,SILDENAFIL 10MG/1ML ORAL SUSP,sildenafil 10_mg/1_ml oral suspension,Plan Benefit
SIMETHICONE DROPS 40MG/0.6ML 30ML,-100.0,-100.0,1.0,32.25,32.25,,,,
SIROLIMUS 0.5MG/TAB,-100.0,-100.0,1.0,95.5,95.5,,,,
SKIN PROBE GIRAFFE X_087,270.0,-100.0,1.0,65.7,65.7,,,,
SLIDE HEMATOXYLIN EOSIN,310.0,-100.0,1.0,0.0,0.0,,,,
SMALL THERAPY BALLS,-100.0,-100.0,1.0,19.7,19.7,,,,
SOD CHLORIDE .45 1000ML IV SO,258.0,-100.0,2.0,10.08,5.04,,,,
SODIUM ACETATE 2 MEQ/ML,250.0,-100.0,1.0,27.0,27.0,,,,
SODIUM BICARBONATE 8.4 % SOLN 50 ML VIAL,250.0,-100.0,150.0,17.1,0.114,,,,
SODIUM BICARBONATE 8.4% SOLN,250.0,-100.0,50.0,5.7,0.114,,,,
SODIUM CHL (QUAD) 4MEQ/1ML PED,250.0,-100.0,3.0,1.44,0.48,2137.0,SODIUM CHL (QUAD) 4MEQ/1ML PED,sodium chloride quad 4_meq/1_ml pediatric,Pharmacy
"SODIUM CHLORIDE 0.45 % SOLP 1,000 ML BAG",250.0,-100.0,1.0,6.0,6.0,,,,
SODIUM CHLORIDE 0.65 % SPRA 44 ML SQUEEZ BTL,999.0,-100.0,44.0,5.02,0.114090909091,,,,
SODIUM CHLORIDE 0.9 % (NEW BAG) 0.9 % SOLP,250.0,-100.0,1.0,6.0,6.0,,,,
SODIUM CHLORIDE 0.9 % PGBK 100 ML BAG,250.0,-100.0,1.0,7.2,7.2,283.0,SODIUM CHLORIDE 0.9 % PGBK 100 ML BAG,sodium chloride 0.9% pgbk 100_ml bag,Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % PGBK 50 ML BAG,250.0,-100.0,1.0,15.0,15.0,2057.0,SODIUM CHLORIDE 0.9 % PGBK 50 ML BAG,sodium chloride 0.9% pgbk 50_ml bag,Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SOLP,250.0,-100.0,1.0,6.0,6.0,287.0,SODIUM CHLORIDE 0.9 % SOLP,sodium chloride 0.9% solution,Diluent / Flush / Irrigant
"SODIUM CHLORIDE 0.9 % SOLP 1,000 ML FLEX CONT",250.0,-100.0,1.0,6.0,6.0,,,,
"SODIUM CHLORIDE 0.9 % SOLP 1,000ML FLEX CONT",250.0,-100.0,1.0,6.0,6.0,,,,
SODIUM CHLORIDE 0.9 % SOLP 100 ML BAG,250.0,-100.0,1.0,7.2,7.2,,,,
SODIUM CHLORIDE 0.9 % SOLP 250 ML BAG,250.0,-100.0,1.0,10.5,10.5,2185.0,SODIUM CHLORIDE 0.9 % SOLP 250 ML BAG,sodium chloride 0.9% solution 250_ml bag,Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SOLP 50 ML BAG,250.0,-100.0,1.0,6.0,6.0,2076.0,SODIUM CHLORIDE 0.9 % SOLP 50 ML BAG,sodium chloride 0.9% solution 50_ml bag,Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9 % SOLP 500 ML BAG,250.0,-100.0,1.0,12.0,12.0,,,,
SODIUM CHLORIDE 0.9% 100ML,250.0,-100.0,3.0,265.74,88.58,296.0,SODIUM CHLORIDE 0.9% 100ML,sodium chloride 0.9% 100_ml,Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 250ML,250.0,-100.0,2.0,176.53,88.2933333333,2357.0,SODIUM CHLORIDE 0.9% 250ML,sodium chloride 0.9% 250_ml,Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 50,258.0,-100.0,1.0,26.7,26.7,,,,
SODIUM CHLORIDE 0.9% 50ML,250.0,-100.0,2.5,221.275,88.51,304.0,SODIUM CHLORIDE 0.9% 50ML,sodium_chloride 0.9% 50 ml,Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% 50ML,636.0,-100.0,1.0,71.5,71.5,304.0,SODIUM CHLORIDE 0.9% 50ML,sodium_chloride 0.9% 50 ml,Diluent / Flush / Irrigant
SODIUM CHLORIDE 0.9% FLU,250.0,-100.0,1.0,7.7,7.7,308.0,SODIUM CHLORIDE 0.9% FLU,sodium chloride 0.9% flush,Diluent / Flush / Irrigant
SODIUM CHLORIDE 23.4% IN,250.0,-100.0,1.0,63.6,63.6,,,,
SODIUM CHLORIDE 23.4% SO,272.0,-100.0,1.0,0.25,0.25,,,,
SODIUM CHLORIDE 3% (HLS) NEB,251.0,-100.0,0.0,0.0,221.4,,,,
SODIUM CHLORIDE ORAL (4MEQ/ML) 1 ML UD,-100.0,-100.0,1.0,28.25,28.25,,,,
SODIUM CITRATE 4 % 4 GRAM/100 ML SOLN,250.0,-100.0,2.0,3.0,1.5,,,,
SODIUM PHOSPHATE 3 MMOL/ML SOLN 15 ML VIAL,250.0,-100.0,15.0,102.96,6.864,,,,
SODIUM PHOSPHATE 4MEQ/ML INJ (,250.0,-100.0,10.0,94.58,9.458,,,,
SODIUM POLYSTYRENE 15 GRAM/60 ML SUPS,999.0,-100.0,60.0,40.32,0.672,,,,
SODIUM SERUM,-100.0,-100.0,1.0,57.0,57.0,661.0,SODIUM SERUM,sodium serum,Laboratory
SODIUM WHOLE BLOOD,300.0,-100.0,1.0,58.0,58.0,2197.0,SODIUM WHOLE BLOOD,sodium whole blood,Laboratory
SOFTNET(BAG) X_6363,270.0,-100.0,1.0,18.3,18.3,,,,
SOLN STERILE WATER SC 1000 ML,250.0,-100.0,1.0,0.0,0.0,,,,
SOLUTION SALINE HEPARINIZE,258.0,-100.0,1.0,130.0,130.0,,,,
SONICATED CONTRAST,-100.0,-100.0,1.0,1489.0,1489.0,,,,
SPECIAL STAIN GROUP 2,310.0,-100.0,1.0,478.0,478.0,,,,
SPECIAL STAIN GROUP 2 PROFEE,-100.0,-100.0,1.0,158.6,158.6,,,,
SPEECH TREATMENT ATTEMPT,270.0,-100.0,1.0,0.0,0.0,2281.0,SPEECH TREATMENT ATTEMPT,speech treatment attempt,PT / OT / Speech Therapy
SPIRONOLACTONE 25MG/TAB UD,-100.0,-100.0,1.0,29.3,29.3,,,,
SPIRONOLACTONE 4 MG/HCTZ,250.0,-100.0,1.0,3.0,3.0,,,,
SPIRONOLACTONE 5MG/1ML ORAL,250.0,-100.0,2.0,0.32,0.165,2249.0,SPIRONOLACTONE 5MG/1ML ORAL,spironolactone 5_mg/1_ml oral,Pharmacy
SPIRONOLACTONE ORAL SUSP 5 MG/ML,-100.0,-100.0,1.0,32.05,32.05,,,,
SPLITTING BLOOD PRODUCT,300.0,-100.0,3.0,309.0,103.0,6769.0,SPLITTING BLOOD PRODUCT,splitting blood product,Blood Products
STAIN BONE MARROW,305.0,-100.0,1.0,3501.0,3501.0,,,,
STENT COVERED I CAST,-100.0,-100.0,1.0,10219.0,10219.0,,,,
STENT I CASE 5-10X16-59X120,-100.0,-100.0,1.0,10219.0,10219.0,,,,
STENT INTEGRITY MEDTRONIC,278.0,-100.0,1.0,10957.0,10957.0,,,,
STENT PROMUS DES OTW/MONO,-100.0,-100.0,1.0,7582.0,7582.0,,,,
STERILE WATER 20 ML VIAL; STERILE WATER 20 ML VIAL,-100.0,-100.0,1.0,18.89,18.89,,,,
STERILE WATER BOTTLE X_C,270.0,-100.0,1.0,16.4,16.4,,,,
STERILE WATER FOR INJ 1000ML,258.0,-100.0,1.0,0.0,0.0,338.0,STERILE WATER FOR INJ 1000ML,sterile water for injection 1000_ml,Diluent / Flush / Irrigant
SUBCLAVIN/JUGULR VEINS UNI/LTD,-100.0,-100.0,1.0,983.3,983.3,,,,
SUCCINYLCHOLINE 20 NG/ML SOLN,250.0,-100.0,6.0,51.66,8.61,,,,
SUCRALFATE SUSP 1GM/10ML 420ML,252.0,-100.0,2.0,55.3,27.65,,,,
SUCTION CANISTER LINER X,270.0,-100.0,1.0,11.2,11.2,,,,
SUMP VENTED 8FR X_1340.0,270.0,-100.0,1.0,59.9,59.9,,,,
SURG PATH LEVEL II EXAM,-100.0,-100.0,1.0,233.1,233.1,,,,
SURG PATH LEVEL II EXAM PROFEE,-100.0,-100.0,1.0,175.0,175.0,,,,
SURG PATH LEVEL IV EXAM PROFEE,-100.0,-100.0,1.0,483.3,483.3,,,,
SURG PATH LEVEL V EXAM,-100.0,-100.0,1.0,731.9,731.9,,,,
SURG PATH LEVEL V EXAM PROFEE,-100.0,-100.0,1.0,792.6,792.6,,,,
SURGERY/OR - LEVEL 2 (10 MIN),-100.0,-100.0,12.0,12373.2,1031.1,,,,
SURGERY/OR - LEVEL 5 (10 MIN),-100.0,-100.0,55.0,121607.0,2248.70679443,,,,
SUSCEPT KB FULL PANEL,-100.0,-100.0,1.0,136.0,136.0,,,,
SUTURE,272.0,-100.0,3.0,66.0,22.0,,,,
SUTURE CLASS S; CATHLAB,-100.0,-100.0,1.0,30.0,30.0,,,,
SUTURE SILK 3-0 FS-1,270.0,-100.0,1.0,36.4,36.4,,,,
SYRINGE 10 ML LL X_30960,270.0,-100.0,2.0,1.2,0.6,,,,
SYRINGE 1ML LL X_1180100,270.0,-100.0,2.0,4.0,2.0,,,,
SYRINGE 30CC,272.0,-100.0,1.0,0.0,0.0,,,,
SYRINGE ABG X_4616-2,270.0,-100.0,2.0,7.4,3.7,,,,
SYRINGE ORAL ORANGE 10ML,270.0,-100.0,4.0,21.6,5.4,,,,
SYRINGE ORAL ORANGE 30ML,270.0,-100.0,2.5,17.5,7.0,,,,
SYRINGE ORAL ORANGE 5ML,270.0,-100.0,4.0,21.2,5.3,,,,
SYRINGE ORAL ORANGE 60ML,270.0,-100.0,8.0,76.0,9.5,,,,
T4 FREE,-100.0,-100.0,1.0,179.0,179.0,3372.0,T4 FREE,Thyroxine T4 free,Laboratory
"T4, FREE",-100.0,-100.0,1.0,162.4,162.4,,,,
TACROLIMUS (FK506),-100.0,-100.0,1.0,181.1,181.1,,,,
TACROLIMUS 0.5MG/CAP UD,-100.0,-100.0,1.0,29.85,29.85,,,,
TACROLIMUS 1MG/CAP UD,-100.0,-100.0,1.0,32.1,32.1,,,,
TACROLIMUS 5MG/CAP UD,-100.0,-100.0,5.0,78.05,15.61,,,,
TAPE MEASURE INFANT X 28,270.0,-100.0,1.0,0.2,0.2,,,,
"TEE W PROBE,INTERP,REP NON-CON",-100.0,-100.0,1.0,2526.4,2526.4,,,,
TELEMETRY SEMI PRIVATE,120.0,-100.0,1.0,3730.0,3730.0,,,,
TEMAZEPAM 15MG CAPSULE; TEMAZEPAM 15 MG CAP,-100.0,-100.0,2.0,5.5,2.75,,,,
"TH/PR/DG INJ, IV PUSH",940.0,96374,1.0,231.0,231.0,,,,
THAWED PLASMA,-100.0,-100.0,1.0,203.4,203.4,6304.0,THAWED PLASMA,thawed plasma,Blood Products
THAWED PLASMA DIVIDED,-100.0,-100.0,1.0,121.3,121.3,,,,
"THAWING, EACH UNIT",-100.0,-100.0,1.0,117.9,117.9,,,,
THERAPEUTIC ACTIVITY EA 15 MIN,-100.0,-100.0,2.0,249.8,124.9,6788.0,THERAPEUTIC ACTIVITY EA 15 MIN,therapeutic activity each 15_minutes,PT / OT / Speech Therapy
THERAPEUTIC PROC EA 15 MIN,-100.0,-100.0,1.0,143.0,143.0,,,,
THERAPUTTY,-100.0,-100.0,1.0,13.9,13.9,,,,
THORACENTESIS W/IMAGING GUID,361.0,32555,1.0,1231.0,1231.0,,,,
THROMBIN RECOMBINANT TOPICAL 5000U/VL,-100.0,-100.0,4.5,1381.725,308.670833333,,,,
THROMBOLYTIC ART THERAPY,-100.0,-100.0,1.0,8243.75,8243.75,,,,
THYMOGLOBULIN(RABBIT)5MG/ML,-100.0,-100.0,1.0,4877.6,4877.6,,,,
THYROID STIMULATING HORMON,301.0,-100.0,1.0,204.0,204.0,,,,
THYROID STIMULATING HORMONE,-100.0,-100.0,1.0,134.0,134.0,,,,
TIBC,301.0,-100.0,1.0,451.0,451.0,,,,
TIBC & PCT SATURATION,-100.0,-100.0,1.0,94.9,94.9,,,,
TINY TUB BATHING SYSTEM,270.0,-100.0,1.0,84.2,84.2,,,,
TISSUE CULTRNEOPLSTC DIS P,311.0,-100.0,1.0,1866.0,1866.0,,,,
TOBRAMYCIN 40 MG/ML SOLN,250.0,-100.0,1.0,6.14,6.14,,,,
TOBRAMYCIN 40 MG/ML SOLN 2 ML VIAL,250.0,-100.0,2.0,12.27,6.135,,,,
"TOCOPHEROL 1,000UNITS CAP",250.0,-100.0,1.0,2.92,2.92,,,,
"TOCOPHEROL 1,500UNITS/3.24ML L",250.0,-100.0,1.0,3.07,3.07,,,,
TOCOPHEROL 100UNITS CAP,250.0,-100.0,1.0,2.82,2.82,,,,
TOCOPHEROL 400UNITS CAP,250.0,-100.0,1.0,2.84,2.84,,,,
TOPIRAMATE 100MG TABLET,250.0,-100.0,2.0,30.75,15.375,,,,
TOPIRAMATE 6MG/ML SUSP.,251.0,-100.0,27.0,66.95,2.47962962963,,,,
TOTAL PARENTERAL NUTRITION,258.0,-100.0,1.0,496.5,496.5,6796.0,TOTAL PARENTERAL NUTRITION,total_parenteral_nutrition,Pharmacy
TOTAL PROTEIN CSF,300.0,-100.0,1.0,30.4,30.4,,,,
TPN WITH ELECTROLYTES PE,258.0,-100.0,2.0,450.0,225.0,,,,
TRACH CHANGE,410.0,31502,1.0,283.0,283.0,,,,
TRANSCUTANEOUS CO2 MONITOR/DAY,460.0,-100.0,1.0,140.0,140.0,2207.0,TRANSCUTANEOUS CO2 MONITOR/DAY,transcutaneous carbon_dioxide monitor/day,Monitoring
TRANSTHOR ECHO CONG LTD,-100.0,-100.0,1.0,887.3,887.3,,,,
TRAY FUHRMAN CATHETER,-100.0,-100.0,1.0,666.3,666.3,,,,
TRAY PROCEDURE PICC NEO/,270.0,-100.0,1.5,126.0,84.0,,,,
TREATMENT/SWALLOWING,440.0,-100.0,1.0,199.0,199.0,1960.0,TREATMENT/SWALLOWING,treatment/swallowing,PT / OT / Speech Therapy
TRIAMCINOLONE OINT 0.1% 15GM,-100.0,-100.0,1.0,72.6,72.6,,,,
TRIFUSE (3 LUMEN) EXT SE,270.0,-100.0,1.0,38.1,38.1,,,,
TRIGLYCERIDE,300.0,-100.0,1.0,66.0,66.0,4302.0,TRIGLYCERIDE,triglyceride,Laboratory
TRIGLYCERIDE,300.0,84478,1.0,63.0,63.0,4302.0,TRIGLYCERIDE,triglyceride,Laboratory
TRIGLYCERIDE FLUID,301.0,84478,1.0,28.0,28.0,,,,
TRIGLYCERIDES,301.0,-100.0,1.0,125.0,125.0,6085.0,TRIGLYCERIDES,triglycerides,Laboratory
TRIMETHO/SULFA ORAL 80/400MG/TAB UD,-100.0,-100.0,1.0,28.15,28.15,,,,
TRIMTHO/SULFA 40/200MG/0.5 TAB UD,-100.0,-100.0,1.0,27.9,27.9,,,,
TRNSTH ECHO R-TIME W/IMG 2D LIM,-100.0,-100.0,1.0,694.4,694.4,,,,
TRNSTH ECHO R-TIME W/IMG2D LIM,-100.0,-100.0,1.0,694.4,694.4,,,,
TROPONIN I,301.0,84484,1.0,68.0,68.0,1989.0,TROPONIN I,troponin i,Laboratory
TROPONIN I,-100.0,-100.0,1.0,314.8,314.8,1989.0,TROPONIN I,troponin i,Laboratory
TSH,-100.0,-100.0,1.0,204.0,204.0,4305.0,TSH,thyroid-stimulating_hormone,Laboratory
TTE W / DOPPLER COMP (BUND,483.0,-100.0,1.0,2421.0,2421.0,,,,
TUBE FEED ENTERAL 5F MED,270.0,-100.0,1.0,52.6,52.6,,,,
TUBE FEEDING EXT X_10170,270.0,-100.0,4.0,39.2,9.8,,,,
TUBE SXN LITTLE SUCKER S,270.0,-100.0,1.0,12.8,12.8,,,,
TUBING BLOOD SET (NICU),270.0,-100.0,1.0,6.4,6.4,,,,
TUBING CONNECTOR MICROCL,270.0,-100.0,2.0,47.0,23.5,,,,
TUBING MACROBORE X_20668,270.0,-100.0,1.0,20.6,20.6,,,,
TUBING MICROBORE PICC B,270.0,-100.0,1.0,23.3,23.3,,,,
TUBING MINIBORE EXT SET,270.0,-100.0,2.0,24.0,12.0,,,,
TUBING PLUM SET W CLAVE,270.0,-100.0,1.0,63.5,63.5,,,,
TUBING SUCTION 6MMX12' X,270.0,-100.0,1.0,6.4,6.4,,,,
TX NEBULIZER SUPPLY,270.0,-100.0,1.0,0.0,0.0,6803.0,TX NEBULIZER SUPPLY,treatment nebulizer supply,Supply
TYLENOL 325MG TABLET; ACETAMINOPHEN 325 MG TAB,-100.0,-100.0,2.0,0.5,0.25,,,,
TYLENOL 500MG CAPSULES; ACETAMINOPHEN 500 MG TAB,-100.0,-100.0,2.0,0.5,0.25,,,,
U.G.I.,-100.0,-100.0,1.0,928.7,928.7,,,,
UA WITH MICROSCOPIC CHAR,300.0,-100.0,1.0,54.0,54.0,,,,
UNASYN 0.375GM/ML,250.0,J0295,8.0,55.4,6.925,,,,
UNFRACTIONATE HEPARIN ACTIVITY,-100.0,-100.0,1.0,375.4,375.4,,,,
"UREA NITROGEN, BLOOD (BUN)",-100.0,-100.0,1.0,62.6,62.6,,,,
URIC ACID,301.0,-100.0,1.0,137.0,137.0,7512.0,URIC ACID,uric acid,Laboratory
URINALYSIS NO MICROSCOPIC,-100.0,-100.0,1.0,48.9,48.9,,,,
"URINALYSIS,COMPLETE",301.0,-100.0,1.0,136.0,136.0,,,,
URINE CULTURE QUANT COLONY COUNT,306.0,-100.0,1.0,75.0,75.0,6812.0,URINE CULTURE QUANT COLONY COUNT,urine culture quantitative colony count,Laboratory
US CRANIAL SONOGRAM,-100.0,-100.0,1.0,780.6,780.6,,,,
US DOPPLER AORTA/IVC/ILIAC LTD,-100.0,-100.0,1.0,808.2,808.2,,,,
US GUIDE FOR VASCULAR ACCE,402.0,-100.0,1.0,176.0,176.0,,,,
US GUIDED VASC ACCESS EVAL,-100.0,-100.0,1.0,274.2,274.2,,,,
US HEAD COMPLETE,402.0,-100.0,1.0,400.0,400.0,,,,
US THYROID/NECK/SOFT TISSU,402.0,-100.0,1.0,1176.0,1176.0,,,,
VALGANCICLOVIR 450MG/TAB,-100.0,-100.0,2.0,857.7,428.85,,,,
"VANCOMYCIN 1,000 MG SOLR 1 EACH VIAL",250.0,-100.0,3.0,23.31,7.77,,,,
VANCOMYCIN 5 MG/ML IVPB,636.0,-100.0,2.0,81.0,40.5,,,,
VANCOMYCIN 500MG INJ (5MG/ML D,250.0,-100.0,3.0,6.045,2.015,,,,
VANCOMYCIN 5MG/ML INJ,251.0,-100.0,150.0,248.9,1.65933333333,6813.0,VANCOMYCIN 5MG/ML INJ,vancomycin 5 mg/ml injection,Pharmacy
VANCOMYCIN 750 MG SOLR 1 EACH VIAL,250.0,-100.0,2.0,17.29,8.645,,,,
VANCOMYCIN STANDARD CONC 5MG/ML,-100.0,-100.0,1.0,216.725,216.725,,,,
VANCOMYCIN TROUGH,-100.0,-100.0,1.0,211.4,211.4,4421.0,VANCOMYCIN TROUGH,vancomycin trough,Laboratory
