cleaned_descrip,NORM_DESC,CHRG_CLS,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Correct_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Correct_DeepNN,Predicted_Class_Jaro,Prob_Jaro,Correct_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Correct_DLevenshtein,Voted Output,Voting Algorithm,Confidence Score
CALCIUM IONIZED,calcium ionized,Laboratory,Laboratory,0.76,1,Laboratory,0.727174573555,1,Laboratory,0.98,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.849293643389
CALCIUM IONIZED,calcium ionized,Laboratory,Laboratory,0.76,1,Laboratory,0.727174573555,1,Laboratory,0.98,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.849293643389
CALCIUM IONIZED,calcium ionized,Laboratory,Laboratory,0.96,1,Laboratory,0.982360323183,1,Laboratory,0.98,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.963090080796
CALCIUM IONIZED,calcium ionized,Laboratory,Laboratory,0.96,1,Laboratory,0.982360323183,1,Laboratory,0.98,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.963090080796
CALCIUM IONIZED,calcium ionized,Laboratory,Laboratory,0.96,1,Laboratory,0.982360323183,1,Laboratory,0.98,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.963090080796
CALCIUM IONIZED,calcium ionized,Laboratory,Laboratory,0.96,1,Laboratory,0.982360323183,1,Laboratory,0.98,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.963090080796
CALCIUM IONIZED,calcium ionized,Laboratory,Laboratory,0.907590521176,1,Laboratory,0.99544650763,1,Laboratory,0.98,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.953259257201
CALCIUM IONIZED,calcium ionized,Laboratory,Laboratory,0.907590521176,1,Laboratory,0.99544650763,1,Laboratory,0.98,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.953259257201
CALCIUM IONIZED,calcium ionized,Laboratory,Laboratory,0.907590521176,1,Laboratory,0.99544650763,1,Laboratory,0.98,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.953259257201
CALCIUM IONIZED,calcium ionized,Laboratory,Laboratory,0.907590521176,1,Laboratory,0.99544650763,1,Laboratory,0.98,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.953259257201
CALCIUM IONIZED,calcium ionized,Laboratory,Laboratory,0.76,1,Laboratory,0.699112735761,1,Laboratory,0.98,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.84227818394
CALCIUM IONIZED,calcium ionized,Laboratory,Laboratory,0.76,1,Laboratory,0.699112735761,1,Laboratory,0.98,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.84227818394
CALCIUM IONIZED,calcium ionized,Laboratory,Laboratory,0.76,1,Laboratory,0.699112735761,1,Laboratory,0.98,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.84227818394
CALCIUM IONIZED,calcium ionized,Laboratory,Laboratory,0.76,1,Laboratory,0.699112735761,1,Laboratory,0.98,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.84227818394
CALCIUM IONIZED BLOOD GAS ,calcium ionized blood_gas,Laboratory,Laboratory,0.962449265794,1,Laboratory,0.999780219748,1,Laboratory,1.0,1,Laboratory,1.0,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.990557371386
CANISTER SUCT 3000CC VACRIT,canister suction 3000 cc vacrit,Supply,Supply,0.941665009655,1,Supply,0.998239858426,1,Supply,0.85,1,Supply,0.93,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.92997621702
CANISTER SVED W/GEL 1200ML,canister sved gel 1200 ml,Supply,Supply,0.919174544823,1,Supply,0.997153484128,1,Supply,0.76,1,Supply,0.81,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.871582007238
CANN CORONARY PERF,cannula coronary perfusion,Supply,Supply,0.96,0,Radiology,0.503522575399,1,Radiology,0.93,1,Radiology,0.96,1,Radiology,"Logistic_OvR, DLevenshtein, Jaro",0.797840858466
CANN RA 16FR VENOUS,cannula ra 16 french venous,Supply,Supply,0.96842530655,1,Supply,0.999297641221,1,Supply,0.96,1,Supply,0.94,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.966930736943
CANN TWO STAGE VEN 34/46FR MC2,cannula two stage venous 34/46fr mc2,Supply,Supply,0.968644777981,1,Supply,0.999912140911,1,Supply,0.87,1,Supply,0.96,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.949639229723
CANN TWO STAGE VEN 34/46FR MC2,cannula two stage venous 34/46fr mc2,Supply,Supply,0.968644777981,1,Supply,0.999912140911,1,Supply,0.87,1,Supply,0.96,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.949639229723
CANN VEN MALLE SNGL STAGE 18FR,cannula venous malleable single stage 18fr,Supply,Supply,0.968767644566,1,Supply,0.999618726328,1,Supply,0.97,1,Supply,0.96,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.974596592724
CANNULA ARTERIAL 14 FR VENTED,cannula arterial 14 fr vented,Supply,Supply,0.958690363561,1,Supply,0.999777733153,1,Supply,0.97,1,Supply,0.96,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.972117024178
CANNULA IV OD8FR RT ANG,cannula intravenous od8fr right angle,Supply,Supply,0.970790989316,1,Supply,0.999947531894,1,Supply,0.98,1,Supply,0.95,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.975184630303
CANNULA NSL ARLFE INF L7FT CSH,cannula nasal airlife infusion length 7 feet csh,Supply,Supply,0.973430180438,1,Supply,0.999967785704,1,Supply,0.9,1,Supply,0.96,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.958349491536
CANNULA NSL ARLFE INF L7FT CSH,cannula nasal airlife infusion length 7 feet csh,Supply,Supply,0.973430180438,1,Supply,0.999967785704,1,Supply,0.9,1,Supply,0.96,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.958349491536
CANNULA PRFSN BIO MEDICUS FED,cannula perfusion bio medicus fed,Supply,Supply,0.975002676725,1,Supply,0.999535217305,1,Supply,0.97,1,Supply,0.96,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.976134473507
CANNULA PRFSN DLP PED L2.5IN 0,cannula perfusion dlp pediatric length 2.5 inches 0,Supply,Supply,0.981316122804,1,Supply,0.999993758812,1,Supply,0.97,1,Supply,0.96,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.977827470404
CANNULA VENOUS 8FR CARMEDA,cannula venous 8 french carmeda,Supply,Supply,0.949504780778,1,Supply,0.99986991378,1,Supply,0.96,1,Supply,0.92,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.957343673639
CANNULA VENT 16 FR,cannula ventilator 16 fr,Supply,Supply,0.96,1,Supply,0.993079456125,1,Supply,0.96,1,Supply,0.93,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.960769864031
CAPD TUBING CHANGE,capd tubing change,Supply,Supply,0.970554261974,1,Supply,0.999977305308,1,Supply,0.78,1,Supply,0.88,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.907632891821
CAPILLARY GLUCOSE NOVA METER,capillary glucose nova meter,Monitoring,Monitoring,0.958764113884,1,Monitoring,0.999998200572,1,Monitoring,0.79,1,Monitoring,0.81,1,Monitoring,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.889690578614
CARBON DIOXIDE,carbon dioxide,Laboratory,Laboratory,0.96,1,Laboratory,0.793930458367,1,Laboratory,0.94,1,Laboratory,0.96,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.913482614592
CART CODE BLUE,cart code blue,Supply,Supply,0.96,1,Supply,0.975725387686,1,Respiratory Therapy,0.85,0,Respiratory Therapy,0.81,0,Supply,"DeepNN, Logistic_OvR",0.483931346921
CARTRIDGE GREEN HEPARIN ASSAY 4 CHANNEL,cartridge green heparin assay 4 channel,Supply,Supply,0.96,1,Supply,0.989721832178,1,Supply,0.9,1,Supply,0.96,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.952430458045
CARTRIDGE RED HEP ASSAY 4 CHAN,cartridge red heparin assay 4 channel,Supply,Supply,0.911728717437,1,Supply,0.997927372693,1,Supply,0.9,1,Supply,0.92,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.932414022533
CARTRIDGE RED HEP ASSAY 4 CHAN,cartridge red heparin assay 4 channel,Supply,Supply,0.911728717437,1,Supply,0.997927372693,1,Supply,0.9,1,Supply,0.92,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.932414022533
CARVEDILOL 3.125 MG TAB,carvedilol 3.125_mg tablet,Pharmacy,Pharmacy,0.984062270308,1,Pharmacy,0.99983246946,1,Pharmacy,0.96,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.975973684942
CARVEDILOL 3.125 MG TAB,carvedilol 3.125_mg tablet,Pharmacy,Pharmacy,0.981763579006,1,Pharmacy,0.99646956466,1,Pharmacy,0.96,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.974558285916
CARVEDILOL 3.125 MG TAB,carvedilol 3.125_mg tablet,Pharmacy,Pharmacy,0.976855580324,1,Pharmacy,0.994141997399,1,Pharmacy,0.96,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.972749394431
CARVEDILOL 3.125 MG TAB,carvedilol 3.125_mg tablet,Pharmacy,Pharmacy,0.986199240886,1,Pharmacy,0.999921554824,1,Pharmacy,0.96,1,Pharmacy,0.96,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.976530198928
CASPOFUNGIN 5 MG INJ,caspofungin 5_mg injection,Pharmacy,Pharmacy,0.951743770705,1,Pharmacy,0.994259107423,1,Pharmacy,0.91,1,Pharmacy,0.93,1,Pharmacy,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.946500719532
CATH BALLON DILATION AERIS 8X30,catheter balloon dilation aeris 8x30,Supply,Supply,0.938389905638,1,Supply,0.99972832591,1,Supply,0.9,1,Supply,0.9,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.934529557887
CATH BROVIAC 4.2 FR,catheter broviac 4.2 fr,Supply,Supply,0.934857115988,1,Supply,0.999988820814,1,Supply,0.76,1,Supply,0.81,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.8762114842
CATH FOLEY TEMP SENSING LF 10FR 3ML,catheter foley temperature sensing lf 10fr 3 ml,Supply,Supply,0.98656209577,1,Supply,0.999997476531,1,Supply,0.97,1,Supply,0.93,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.971639893075
CATH FOLEY TEMP SENSING LF 10FR 3ML,catheter foley temperature sensing lf 10fr 3 ml,Supply,Supply,0.98656209577,1,Supply,0.999997476531,1,Supply,0.97,1,Supply,0.93,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.971639893075
CATH FOLEY TEMP SENSING LF 16FR 10ML,catheter foley temperature sensing latex free 16fr 10 ml,Supply,Supply,0.987551121108,1,Supply,0.999993794684,1,Supply,0.98,1,Supply,0.97,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.984386228948
CATH GLIDECATH 4F JB1 100CM,catheter glidecath 4 jb1 100cm,Supply,Supply,0.981699110794,1,Supply,0.999994853482,1,Supply,0.76,1,Supply,0.81,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.887923491069
CATH HEMO TRI FLO 11.5FRX12CM,catheter hemodialysis tri flo 11.5fr 12cm,Supply,Supply,0.989708651233,1,Supply,0.999998135777,1,Supply,0.77,1,Supply,0.81,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.892426696753
CATH HEMO TRI FLO 11.5FRX15CM,catheter hemodialysis tri flo 11.5fr 15cm,Supply,Supply,0.989708651233,1,Supply,0.999998135777,1,Supply,0.74,1,Supply,0.81,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.884926696753
CATH IV JELCO 22GX1 BL BX50,catheter intravenous jelco 22 gauge x1 blood box 50,Supply,Supply,0.943125942697,1,Supply,0.979843762639,1,Supply,0.75,1,Supply,0.45,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.780742426334
CATH IV MIDLINE BKIT 20GAX10 PWRGLIDE GEN 2,catheter intravenous midline bkit 20gauge x 10 powerglide general 2,Supply,Supply,0.917108586238,1,Supply,0.999942792206,1,Supply,0.69,1,Supply,0.39,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.749262844611
CATH IV MIDLINE FKIT 20GAX8 PWRGLIDE GEN 2,catheter intravenous midline fkit 20 gauge x 8 powerglide general 2,Supply,Supply,0.901989618135,1,Supply,0.999570057304,1,Supply,0.68,1,Supply,0.4,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.74538991886
CATH IV SAFETY ALL SIZES,catheter intravenous safety alle sizes,Supply,Supply,0.947683009133,1,Supply,0.999632711793,1,Supply,0.73,1,Supply,0.45,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.781828930231
CATH IV SAFETY ALL SIZES,catheter intravenous safety alle sizes,Supply,Supply,0.96,1,Supply,0.708849413311,1,Supply,0.73,1,Supply,0.45,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.712212353328
CATH KIT PEDIATRIC 8FR,catheter kit pediatric 8fr,Supply,Supply,0.992759031327,1,Supply,0.99999980096,1,Supply,0.77,1,Supply,0.81,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.893189708072
CATH QUAD 5MM JSN X 5FRX120CM,catheter quad 5mm jsn x 5frx120cm,Supply,Supply,0.979728818828,1,Supply,0.999986316178,1,Supply,0.73,1,Supply,0.46,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.792428783752
CATH SELF 10PX16,catheter self 10px16,Supply,Supply,0.987913864037,1,Supply,0.999982303987,1,Supply,0.95,1,Supply,0.93,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.966974042006
CATH SNGLE LUMEN HICKMAN 7F,catheter single lumen hickman 7f,Supply,Supply,0.961024840429,1,Supply,0.999861056929,1,Laboratory,0.7,0,Supply,0.46,1,Supply,"DeepNN, Logistic_OvR, Jaro",0.806961965786
CATH SUCTION LATEXFREE DISP,catheter suction latexfree disposable,Supply,Supply,0.977123296,1,Supply,0.999967016956,1,Supply,0.77,1,Supply,0.81,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.889272578239
CATH SUCTION TRACH KIT EAC,catheter suction tracheostomy kit,Supply,Supply,0.988367730987,1,Supply,0.999989113931,1,Supply,0.99,1,Supply,0.96,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.984589211229
CATH TRAY ONLY,catheter tray,Supply,Supply,0.976556109016,1,Supply,0.999995200062,1,Supply,0.85,1,Supply,0.88,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.926637827269
CATH UMBILICAL ARTERY 3.5FR,catheter umbilical artery 3.5fr,Supply,Supply,0.930753056401,1,Supply,0.999910864249,1,Supply,0.73,1,Supply,0.42,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.770165980163
CATHETER 4FR 12CM DOUBLE LUMEN,catheter 4 french 12cm double_lumen,Supply,Supply,0.982576888118,1,Supply,0.999997335714,1,Supply,0.96,1,Supply,0.92,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.965643555958
CATHETER 5FR 12CM TRIPLE LUMEN,catheter 5fr 12cm triple lumen,Supply,Supply,0.983631289607,1,Supply,0.999998994472,1,Supply,1.0,1,Supply,1.0,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.99590757102
CATHETER 7FR15CM TRIPLE LUMEN,catheter 7fr15cm triple lumen,Supply,Supply,0.982847533929,1,Supply,0.99999897885,1,Supply,0.95,1,Supply,0.92,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.963211628195
CATHETER ANGIO 4FR MPAL 2 SII 1,catheter angiography 4fr mpal 2 silicone 1,Supply,Supply,0.97888362546,1,Supply,0.999998186702,1,Supply,0.96,1,Supply,0.92,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.964720453041
CATHETER ANGIO NIH PED L80CM O,catheter angiography nih pediatric length 80 cm,Supply,Supply,0.980423243487,1,Supply,0.999998703803,1,Supply,0.85,1,Supply,0.88,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.927605486822
CATHETER ANGIOP BLU MAX 20 L12,catheter angioplasty blue max 20 length 12,Supply,Supply,0.944922579086,1,Supply,0.999951163524,1,Supply,0.85,1,Supply,0.88,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.918718435652
CATHETER ANGIOP BLU MAX 20 L12,catheter angioplasty blue max 20 length 12,Supply,Supply,0.944922579086,1,Supply,0.999951163524,1,Supply,0.85,1,Supply,0.88,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.918718435652
CATHETER ATRIOSEPTOSTOMY 5F 02,catheter atrioseptostomy 5 2,Supply,Supply,0.951004539463,1,Supply,0.999988197893,1,Supply,0.75,1,Supply,0.81,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.877748184339
CATHETER BEACON TIP 4FR,catheter beacon tip 4 french,Supply,Supply,0.972595265622,1,Supply,0.999993357727,1,Supply,0.85,1,Supply,0.88,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.925647155837
CATHETER CARDIAC,catheter cardiac,Supply,Supply,0.946796653078,1,Supply,0.998960876293,1,Supply,0.78,1,Supply,0.81,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.883939382343
CATHETER CARDIAC,catheter cardiac,Supply,Supply,0.96,1,Supply,0.998360022624,1,Supply,0.78,1,Supply,0.81,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.887090005656
CATHETER CORONARY JUDKINS RICH,catheter coronary judkins rich,Supply,Supply,0.95542926902,1,Supply,0.999589325866,1,Supply,0.9,1,Supply,0.96,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.953754648722
CATHETER CORONARY JUDKINS RIGH,catheter coronary judkins right,Supply,Supply,0.919526815406,1,Supply,0.999766908056,1,Supply,0.9,1,Supply,0.96,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.944823430865
CATHETER CV BRVC OD4.2FR W/O V,catheter central venous broviac od4.2fr without v,Supply,Supply,0.96,1,Supply,0.999799009505,1,Supply,0.95,1,Supply,0.92,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.957449752376
CATHETER CV L15CM OD10FR CRV E,catheter central venous length 15 cm od10fr crv e,Supply,Supply,0.965497662858,1,Supply,0.999998223078,1,Supply,0.85,1,Supply,0.88,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.923873971484
CATHETER IV INSYT ATOGRD L1.16,catheter intravenous insyte autoguard length 1.16,Supply,Supply,0.963046692296,1,Supply,0.999659828692,1,Supply,0.99,1,Supply,0.96,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.978176630247
CATHETER IV INSYT/ATOGRD L.56I,catheter intravenous insyte autoguard length .56 inches,Supply,Supply,0.987750232778,1,Supply,0.999988054228,1,Supply,0.95,1,Supply,0.96,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.974434571752
CATHETER LVS VENT OD BPR,catheter lvs ventilator od bpr,Supply,Supply,0.943036761331,1,Supply,0.999121364248,1,Supply,0.93,1,Supply,0.9,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.943039531395
CATHETER PICC DOUBLE LUMEN,catheter peripherally_inserted_central_catheter double_lumen,Supply,Supply,0.964892670248,1,Supply,0.99997943223,1,Supply,0.85,1,Supply,0.96,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.943718025619
CATHETER PIV 4.0FR SL EXT DWEL,catheter pivot 4.0fr single lumen extension dwell,Supply,Supply,0.97581774793,1,Supply,0.999990759263,1,Supply,0.75,1,Supply,0.48,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.801452126798
CATHETER PRFSN DLP PED L15IN O,catheter perfusion dlp pediatric length 15 inches,Supply,Supply,0.989254753692,1,Supply,0.999999632668,1,Supply,0.97,1,Supply,0.96,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.97981359659
CATHETER PRFSN DLP PED L15IN O,catheter perfusion dlp pediatric length 15 inches,Supply,Supply,0.989254753692,1,Supply,0.999999632668,1,Supply,0.97,1,Supply,0.96,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.97981359659
CATHETER PTCA 135CM 20MM 2MM R,catheter percutaneous transluminal coronary angioplasty 135cm 20mm 2mm r,Supply,Supply,0.901430883542,1,Supply,0.980005452884,1,Supply,0.85,1,Supply,0.88,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.902859084107
CATHETER SX ARGL L61CM OD8FR R,catheter suction argl l61cm od8fr r,Supply,Supply,0.982598517647,1,Supply,0.999988976103,1,Supply,0.92,1,Supply,0.96,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.965646873438
CATHETER SX OD4FR FEXIBLE 1PC,catheter suction od4fr flexible 1pc,Supply,Supply,0.985086350758,1,Supply,0.99999062233,1,Supply,0.77,1,Supply,0.48,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.808769243272
CATHETER SX TRACH CAR ADLT L21,catheter suction tracheostomy care adult length 21,Supply,Supply,0.970039521633,1,Supply,0.999945208329,1,Supply,0.85,1,Supply,0.93,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.937496182491
CATHETER SX TRACK CAR NEO PED,catheter suction track care neonatal pediatric,Supply,Supply,0.977714769134,1,Supply,0.999800750251,1,Supply,0.97,1,Supply,0.96,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.976878879846
CATHETER SX TRIFLO KIT 10 FR DR,catheter suction triflo kit 10 french dr,Supply,Supply,0.990980481214,1,Supply,0.999999098078,1,Supply,1.0,1,Supply,1.0,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.997744894823
CATHETER THRACNTSIS SIL OD16FR,catheter thoracentesis silicone od16fr,Supply,Supply,0.987684127246,1,Supply,0.999990080551,1,Supply,0.98,1,Supply,0.96,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.981918551949
CATHETER UMBIL ARGL PU 12 IN 3.,catheter umbilical argyle pu 12 3,Supply,Supply,0.98260858982,1,Supply,0.999992508412,1,Supply,1.0,1,Supply,1.0,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.995650274558
CATHETER URETH 14FR RED RUB,catheter urethral 14fr red rub,Supply,Supply,0.983218428086,1,Supply,0.999987086621,1,Supply,0.78,1,Supply,0.81,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.893301378677
CATHETER URI SET,catheter urinary set,Supply,Supply,0.988135407976,1,Supply,0.999994670531,1,Supply,0.85,1,Supply,0.88,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.929532519627
CATHETER URTHRL CYSTO CAR PVC,catheter urethral cystography care pvc,Supply,Supply,0.984838886734,1,Supply,0.999964406293,1,Supply,0.85,1,Supply,0.88,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.928700823257
CATHETER URTHRL DOVER SIL OD14,catheter urethral dover silver od14,Supply,Supply,0.990317148692,1,Supply,0.999980487263,1,Supply,0.97,1,Supply,0.96,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.980074408989
CATHETER URTHRL DOVER SIL OD16,catheter urethral dover silver od16,Supply,Supply,0.990317148692,1,Supply,0.999980487263,1,Supply,0.97,1,Supply,0.96,1,Supply,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.980074408989
CBC AUTO,complete_blood_count automated,Laboratory,Laboratory,0.959078415852,1,Laboratory,0.99921538867,1,Laboratory,0.86,1,Laboratory,0.81,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.90707345113
CBC AUTO WO DIFF,complete_blood_count automated without differential,Laboratory,Laboratory,0.948285738674,1,Laboratory,0.996842249019,1,Laboratory,0.92,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.948781996923
CBC AUTO WO DIFF,complete_blood_count automated without differential,Laboratory,Laboratory,0.972148169998,1,Laboratory,0.99990918795,1,Laboratory,0.92,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.955514339487
CBC AUTO WO DIFF,complete_blood_count automated without differential,Laboratory,Laboratory,0.943364756035,1,Laboratory,0.997127341082,1,Laboratory,0.92,1,Laboratory,0.93,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.947623024279
CBC NO DIFF,complete_blood_count differential,Laboratory,Laboratory,0.9791651049,1,Laboratory,0.99996844261,1,Laboratory,0.85,1,Laboratory,0.88,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.927283386877
CBC W AUTOMATED DIFF CBCD,complete_blood_count automated differential cbcd,Laboratory,Laboratory,0.979057944397,1,Laboratory,0.999976624517,1,Laboratory,0.86,1,Laboratory,0.88,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.929758642228
CBC W PLT AUTO COMPD,complete_blood_count platelets automatically compounded,Laboratory,Laboratory,0.939650750318,1,Laboratory,0.98981153004,1,Laboratory,0.78,1,Laboratory,0.81,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.879865570089
CBC W PLT AUTO COMPD,complete_blood_count platelets automatically compounded,Laboratory,Laboratory,0.939650750318,1,Laboratory,0.98981153004,1,Laboratory,0.78,1,Laboratory,0.81,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.879865570089
CBC W/AUTO DIEFERENTIAL,complete_blood_count automated differential,Laboratory,Laboratory,0.971711998435,1,Laboratory,0.999806974115,1,Laboratory,0.93,1,Laboratory,0.95,1,Laboratory,"DeepNN, Logistic_OvR, DLevenshtein, Jaro",0.962879743137
