descrip	cleaned_descrip	Rev_Code_Name	units	billed_amount	norm_billed_amount	NORM_DESC	CHRG_CLS
CLOSTRIDIUM DIFFICILE BY RT PCR	CLOSTRIDIUM DIFFICILE BY RT PCR	Laboratory	1	194	194	clostridium difficile by respiratory_therapy pcr	Laboratory
CLOSTRIDIUM ENZYM ANTIGENASSAY	CLOSTRIDIUM ENZYM ANTIGENASSAY	Laboratory	1	210	210	clostridium enzyme antigenassay	Laboratory
CLOSTRIDIUM TOXINS ASSAY	CLOSTRIDIUM TOXINS ASSAY	Laboratory	1	161	161	clostridium toxins assay	Laboratory
HB CLOTH 2% CHLORHEXIDINE GLUCONA	CLOTH 2% CHLORHEXIDINE GLUCONA	Implant/Supply	2	24	12	cloth 2% chlorhexidine gluconate	Pharmacy
"CLOTH, CHLORHEXIDINE GLUCONA"	CLOTH CHLORHEXIDINE GLUCONA	Implant/Supply	1	11	11	cloth chlorhexidine gluconate	Pharmacy
"CLOTH, CHLORHEXIDINE GLUCONA"	CLOTH CHLORHEXIDINE GLUCONA	Pharmacy	1	11	11	cloth chlorhexidine gluconate	Pharmacy
"CLOTHS, BARRIER CREAM COMFOR"	CLOTHS BARRIER CREAM COMFOR	Implant/Supply	1	28	28	cloths barrier cream comfort	Supply
"CLOTHS, BARRIER CREAM COMFOR"	CLOTHS BARRIER CREAM COMFOR	Pharmacy	1	28	28	cloths barrier cream comfort	Supply
CLOTHS BATHING CHG 2%	CLOTHS BATHING CHG 2%	Implant/Supply	1	85.49	85.49	cloths bathing chlorhexidine_gluconate 2%	Supply
CLOTRIMAZOLE 10 MG MT LOZG	CLOTRIMAZOLE 10 MG MT LOZG	Pharmacy	1	2.2	2.2	clotrimazole 10 mg mt lozenge	Pharmacy
HB CLOTRIMAZOLE 10 MG MT TROC	CLOTRIMAZOLE 10 MG MT TROC	Pharmacy	1	7.66	7.66	clotrimazole 10 mg mt troc	Pharmacy
CLOTTING FACTOR VII PROCON	CLOTTING FACTOR VII PROCON	Laboratory	1	393.5	393.5	clotting factor vii procon	Laboratory
CLOTTING FACTOR VIII AHG 1	CLOTTING FACTOR VIII AHG 1	Laboratory	1	401	401	clotting factor viii ahg 1	Laboratory
CLOTTING FUNCT ACTIVITY	CLOTTING FUNCT ACTIVITY	Laboratory	1	324	324	clotting function activity	Laboratory
CLTNG FACTOR V ACG/PROACCE	CLTNG FACTOR V ACG/PROACCE	Laboratory	1	401	401	clotting factor 5 acg/proacce	Laboratory
CLTNG NHBTORS ANTITHROMBIN	CLTNG NHBTORS ANTITHROMBIN	Laboratory	1	433	433	clotting inhibitors antithrombin	Laboratory
CLTNG NHBTORS PROTEIN C AC	CLTNG NHBTORS PROTEIN C AC	Laboratory	1	456	456	clotting inhibitors protein c ac	Laboratory
CMPNT FEM PRCT CR RT S	CMPNT FEM PRCT CR RT S	Other Implants	1	12053	12053	component femoral prct cr respiratory_therapy sigma	Implant
CMV ANTIBODY IGM	CMV ANTIBODY IGM	Laboratory	1	144.5	144.5	cytomegalovirus antibody immunoglobulin m	Laboratory
CMV ANTIBODY (IGM)	CMV ANTIBODY IGM 	Laboratory	1	226	226	cytomegalovirus antibody immunoglobulin m	Laboratory
"CMV BY PCR, STL, UR, RESP"	CMV BY PCR STL UR RESP	Laboratory	1	456	456	cytomegalovirus by pcr stl urine respiratory	Laboratory
CMV IGM	CMV IGM	Laboratory	1	201	201	cytomegalovirus immunoglobulin m	Pharmacy
CMV QUANTITATIVE PCR	CMV QUANTITATIVE PCR	Laboratory	1	353	353	cytomegalovirus quantitative pcr	Laboratory
CMV SCREEN PER UNIT (BBH)	CMV SCREEN PER UNIT BBH 	Laboratory	1	139	139	cytomegalovirus screen per up bbh	Laboratory
HB CNSLT SURGERY W/ FRZN SECT	CNSLT SURGERY W/ FRZN SECT	Laboratory	2	263.18	140.27	consult surgery with frozen section	Laboratory
HB CNSLT SURGERY W/FRZN SECT	CNSLT SURGERY W/FRZN SECT	Laboratory	1	140.27	140.27	consult surgery with frozen section	Laboratory
CO-AXINTRONDL 19GX11MCXS2016AX	CO AXINTRONDL 19GX11MCXS2016AX	Implant/Supply	1	179	179	co axintrondl 19gx11mcxs2016ax	Supply
CO CARBOXYHEMOGLOBIN	CO CARBOXYHEMOGLOBIN	Laboratory	1	68	68	co carboxyhemoglobin	Laboratory
CO-OXIMETER ANALYSIS	CO OXIMETER ANALYSIS	Laboratory	1	37	37	co oximeter analysis	Laboratory
CO-OXIMETER ANALYSIS	CO OXIMETER ANALYSIS	Respiratory Services	1	257	257	co oximeter analysis	Laboratory
CO - TRIMOXAZOLE ORAL SUSP 480ML	CO TRIMOXAZOLE ORAL SUSP 480ML	Pharmacy	10	56.45	5.645	co trimoxazole oral suspension 480 ml	Pharmacy
CO-TRIMOXAZOLE TAB D/S U/D	CO TRIMOXAZOLE TAB D/S U/D	Pharmacy	1	3.85	3.85	co trimoxazole tablet D/S unit dose	Pharmacy
CO2 CHARGE-DONE	CO2 CHARGE DONE	Pulmonary Function	1	1527	1527	carbon_dioxide charge done	Laboratory
CO2 EXPIRED GAS DETERMINATION	CO2 EXPIRED GAS DETERMINATION	Cardiology	1	167	167	carbon_dioxide expired gas determination	Monitoring
CO2 EXPIRED GAS DETERMINATION	CO2 EXPIRED GAS DETERMINATION	Laboratory	1	322	322	carbon_dioxide expired gas determination	Monitoring
CO2 EXPIRED GAS DETERMINATION	CO2 EXPIRED GAS DETERMINATION	Pulmonary Function	1	273	273	carbon_dioxide expired gas determination	Monitoring
CO2 EXPIRED GAS DETERMINATION	CO2 EXPIRED GAS DETERMINATION	Respiratory Services	1	273	273	carbon_dioxide expired gas determination	Monitoring
CO2 EXPIRED GAS DETRMN INFRARD	CO2 EXPIRED GAS DETRMN INFRARD	Pulmonary Function	1	357	357	carbon_dioxide expired gas determination infrared	Monitoring
CO2 INFSUFFLATOR	CO2 INFSUFFLATOR	Implant/Supply	1	70	70	carbon_dioxide infsufflator	Supply
CO2 MONITOR (D	CO2 MONITOR D	Pulmonary Function	1	532	532	carbon_dioxide monitoring device	Monitoring
CO2 MONITOR (D	CO2 MONITOR D	Respiratory Services	1	532	532	carbon_dioxide monitoring device	Monitoring
CO2 SERUM	CO2 SERUM	Laboratory	1	31.07	31.07	carbon_dioxide serum	Laboratory
COAG / FIBRIN ASSAY WB (IN	COAG / FIBRIN ASSAY WB IN	Laboratory	1	88	88	coag/fibrin assay whole_blood individual	Laboratory
COAGULATION TIME ACTIVATED	COAGULATION TIME ACTIVATED	Laboratory	1	155	128	coagulation time activated	Laboratory
COBAN 4	COBAN 4 	Implant/Supply	2	22.81	11.405	coban 4	Supply
CODEINE 15 MG TABS	CODEINE 15 MG TABS	Pharmacy	3	14.72	3.68	codeine 15_mg tablets	Pharmacy
COENZYME Q10 30 MG CAP	COENZYME Q10 30 MG CAP	Pharmacy	1	35.59	35.59	coenzyme q10 30_mg capsule	Pharmacy
COIL DETACHABLE HELICAL ULTRA TARGET 1MM X 3CM	COIL DETACHABLE HELICAL ULTRA TARGET 1MM X 3CM	Other Implants	1	6567.74	6567.74	coil detachable helical ultra target 1mm x 3cm	Implant
COIL DETACHABLE SOFT TARGET 360 5X15	COIL DETACHABLE SOFT TARGET 360 5X15	Other Implants	2	17750.66	8875.33	coil detachable soft target 360 5x15	Implant
COIL DETACHABLE ULTRA TARGET 360 2X3	COIL DETACHABLE ULTRA TARGET 360 2X3	Other Implants	1	9382.49	9382.49	coil detachable ultra target 360 2x3	Implant
COIL DETACHABLE ULTRA TARGET 360 3X8	COIL DETACHABLE ULTRA TARGET 360 3X8	Other Implants	1	9382.49	9382.49	coil detachable ultra target 360 3x8	Implant
COIL DETACHABLE ULTRA TARGET 360 4X10	COIL DETACHABLE ULTRA TARGET 360 4X10	Other Implants	2.5	23456.225	9382.49	coil detachable ultra target 360 4x10	Implant
COIL DETACHABLE ULTRA TARGET 360 5X10	COIL DETACHABLE ULTRA TARGET 360 5X10	Other Implants	1	9610.71	9610.71	coil detachable ultra target 360 5x10	Implant
HB COLACE CLEAR 50 MG SOFTGEL	COLACE CLEAR 50 MG SOFTGEL	Pharmacy	1	0.29	0.29	colace clear 50 mg softgel	Pharmacy
HB COLACE LIQUID 10MG/ML 30ML	COLACE LIQUID 10MG/ML 30ML	Pharmacy	3	1.225	0.143	colace liquid 10 mg/ml 30 ml	Pharmacy
HB COLACE LIQUID 10MG/ML 3OML	COLACE LIQUID 10MG/ML 3OML	Pharmacy	1	2.41	2.41	colace liquid 10 mg/ml 30ml	Pharmacy
COLCHICINE 0.6 MG TABS	COLCHICINE 0.6 MG TABS	Pharmacy	1	24.43	24.43	colchicine 0.6_mg tablets	Pharmacy
COLLAGEN HEMOSTAT 0.5 G 1 EACH	COLLAGEN HEMOSTAT 0.5 G 1 EACH	Pharmacy	1	229.4	229.4	collagen hemostat 0.5 g 1 each	Supply
COLLAGENASE 250 UNIT/GM OINT 30 G TUBE	COLLAGENASE 250 UNIT/GM OINT 30 G TUBE	Drugs Requiring Specific Identification	1	725.35	725.35	collagenase 250_units/gram ointment 30 g tube	Pharmacy
COLLAGENASE 250 UNIT/GM OINT 30 G TUBE	COLLAGENASE 250 UNIT/GM OINT 30 G TUBE	Pharmacy	1	1204.9	1204.9	collagenase 250_units/gram ointment 30 g tube	Pharmacy
COLLAGENASE OINT	COLLAGENASE OINT	Pharmacy	1	735.65	735.65	collagenase ointment	Pharmacy
COLLECT BLD SPEC FROM ART LINE	COLLECT BLD SPEC FROM ART LINE	Treatment/Observation Room	1	152	152	collection blood specimen from arterial line	Nursing Services
COLLECT CAPILLARY BLD SPEC	COLLECT CAPILLARY BLD SPEC	Laboratory	1	48	48	collection capillary blood specimen	Nursing Services
COLLECT OF CAP BLOOD SPEC HEELSTICK	COLLECT OF CAP BLOOD SPEC HEELSTICK	Laboratory	1	35	35	collection of capillary blood specimen heelstick	Nursing Services
COLLECTION BLOOD VENIPUNCTURE	COLLECTION BLOOD VENIPUNCTURE	Emergency Room	1	28.45	28.45	collection blood venipuncture	Nursing Services
COLLECTION BLOOD VENIPUNCTURE	COLLECTION BLOOD VENIPUNCTURE	Laboratory	1	37	37	collection blood venipuncture	Nursing Services
COLLECTION: VENOUS DRAW	COLLECTION VENOUS DRAW	Implant/Supply	1	38	38	collection venous draw	Nursing Services
COLLECTION VENOUS DRAW	COLLECTION VENOUS DRAW	Laboratory	1	24	24	collection venous draw	Nursing Services
COLLECTOR COMMODE DYND36600	COLLECTOR COMMODE DYND36600	Implant/Supply	1	3	3	collector commode dynd36600	Supply
HB COLLOIDAL OATMEAL BATH EX PACK	COLLOIDAL OATMEAL BATH EX PACK	Pharmacy	1	4.28	4.28	colloidal oatmeal bath ex pack	Supply
COLOR FLOW DOPPLER	COLOR FLOW DOPPLER	Cardiology	1	985.72	985.72	color flow doppler	Cardiology
HC COLOR FLOW DOPPLER	COLOR FLOW DOPPLER	PT/OT/Speech	1	724	724	color flow doppler	Cardiology
HB COLOR FLOW DOPPLER	COLOR FLOW DOPPLER	Pulmonary Function	1	1050.78	1050.78	color flow doppler	Cardiology
COMP MET PNL	COMP MET PNL	Laboratory	1	190	190	component metabolic panel	Laboratory
COMP METAB PANEL	COMP METAB PANEL	Laboratory	1	325.005	325.005	comprehensive metabolic panel	Laboratory
COMP METABOLIC PANEL	COMP METABOLIC PANEL	EKG/ECG/EEG	1	427.07	427.07	component metabolic panel	Laboratory
COMP METABOLIC PANEL	COMP METABOLIC PANEL	Implant/Supply	1	984	984	component metabolic panel	Laboratory
COMP METABOLIC PANEL	COMP METABOLIC PANEL	Laboratory	1	449.22	440	component metabolic panel	Laboratory
COMP METABOLIC PANEL	COMP METABOLIC PANEL	Other Imaging Services	1	51.75	51.75	component metabolic panel	Laboratory
COMP METABOLIC PANEL (CMPP	COMP METABOLIC PANEL CMPP	Laboratory	1	355	355	complete metabolic panel cmpp	Laboratory
COMP PATELLAR 41MM	COMP PATELLAR 41MM	Other Implants	1	4738	4738	component patellar 41_mm	Implant
HC COMPACT FEEDING PUMP	COMPACT FEEDING PUMP	Implant/Supply	1	27.89	27.89	compact feeding pump	Capital Equipment
COMPATABILITY IS	COMPATABILITY IS	Blood	1	189	189	compatability is	Blood Products
COMPATIBILITY TEST ELECTRIC	COMPATIBILITY TEST ELECTRIC	Laboratory	1	128	121	compatibility test electric	Laboratory
COMPATIBILITY TEST ELECTRONIC	COMPATIBILITY TEST ELECTRONIC	Blood	1	87	87	compatibility test electronic	Laboratory
COMPATIBILITY TEST - ELECTRONIC	COMPATIBILITY TEST ELECTRONIC	Laboratory	1	50	50	compatibility test electronic	Laboratory
"COMPATIBILITY TEST, SPIN"	COMPATIBILITY TEST SPIN	Blood	1	14.9	14.9	compatibility test spin	Laboratory
COMPATIBILITY TEST SPIN	COMPATIBILITY TEST SPIN	Laboratory	1	150	150	compatibility test spin	Laboratory
COMPL CBC W PLT W AUTOM	COMPL CBC W PLT W AUTOM	Laboratory	1	127.825	127.825	complete complete_blood_count with platelet with automated	Laboratory
COMPLEMENT TOTAL HEMOLYTIC (CH50	COMPLEMENT TOTAL HEMOLYTIC CH50	Laboratory	1	56	56	complement total hemolytic ch50	Laboratory
HC COMPLEMENT; TOTAL HEMOLYTIC (CH50)	COMPLEMENT TOTAL HEMOLYTIC CH50 	Laboratory	1	183	183	complement total hemolytic ch50	Laboratory
COMPLETE 2D ECHO	COMPLETE 2D ECHO	Cardiology	1	2575	2575	complete 2_dimensional echocardiogram	Cardiology
"COMPLETE BLOOD COUNT,ONLY"	COMPLETE BLOOD COUNT ONLY	Laboratory	1	36.32	36.32	complete_blood_count only	Laboratory
COMPLETE CBC AUTOMATED	COMPLETE CBC AUTOMATED	Laboratory	1	65	65	complete complete_blood_count automated	Laboratory
"COMPLETE CBC, AUTOMATED"	COMPLETE CBC AUTOMATED	OR Services	1	34	34	complete complete_blood_count automated	Laboratory
COMPLETE CBC W AUTO DIFF WBC 2	COMPLETE CBC W AUTO DIFF WBC 2	Laboratory	1	192	192	complete complete_blood_count with automated differential white_blood_cells 2	Laboratory
COMPLETE URINALYSIS	COMPLETE URINALYSIS	Laboratory	1	132	132	complete urinalysis	Laboratory
HC COMPLETED BLOOD PARAMETER	COMPLETED BLOOD PARAMETER	Laboratory	1	235	235	completed blood parameter	Laboratory
COMPLEX SPEC STN (QOVAP)	COMPLEX SPEC STN QOVAP 	Laboratory	1	27.35	27.35	complex specimen stain qovap	Laboratory
COMPRE METAB PANEL	COMPRE METAB PANEL	Laboratory	1	371	371	comprehensive metabolic panel	Laboratory
COMPREH METABOLIC PANEL	COMPREH METABOLIC PANEL	Laboratory	1	500	500	comprehend metabolic panel	Laboratory
COMPREHENSIVE ED VST	COMPREHENSIVE ED VST	Emergency Room	1	2417	2417	comprehensive emergency_department visit	Other
HB COMPREHENSIVE EMERGENCY ROOM VISIT	COMPREHENSIVE EMERGENCY ROOM VISIT	Emergency Room	1	1078	1078	comprehensive emergency_room visit	Other
HB COMPREHENSIVE EMERGENY ROOM VISIT	COMPREHENSIVE EMERGENY ROOM VISIT	Emergency Room	1	1078	1078	comprehensive emergency_room visit	Other
COMPREHENSIVE MET PANEL	COMPREHENSIVE MET PANEL	Laboratory	1	154.65	154.65	comprehensive metabolic panel	Laboratory
COMPREHENSIVE METABOLIC	COMPREHENSIVE METABOLIC	Laboratory	1	230	230	comprehensive metabolic	Laboratory
COMPREHENSIVE METABOLIC P	COMPREHENSIVE METABOLIC P	Laboratory	1	211.6	211.6	comprehensive metabolic panel	Laboratory
COMPREHENSIVE METABOLIC PANEL	COMPREHENSIVE METABOLIC PANEL	Hospice Services	1	471	471	comprehensive metabolic panel	Laboratory
HC COMPREHENSIVE METABOLIC PANEL	COMPREHENSIVE METABOLIC PANEL	Implant/Supply	1	235	235	comprehensive metabolic panel	Laboratory
COMPREHENSIVE METABOLIC PANEL	COMPREHENSIVE METABOLIC PANEL	Laboratory	1	265	265	comprehensive metabolic panel	Laboratory
COMPREHENSIVE METABOLIC PANEL	COMPREHENSIVE METABOLIC PANEL	Organ Acquisition	1	413.5	413.5	comprehensive metabolic panel	Laboratory
COMPREHENSIVE METABOLIC PANEL	COMPREHENSIVE METABOLIC PANEL	Other Imaging Services	1	210.85	210.85	comprehensive metabolic panel	Laboratory
COMPREHENSIVE PANEL	COMPREHENSIVE PANEL	Laboratory	1	360	360	comprehensive panel	Laboratory
COMPRESSED AIR/HOUR	COMPRESSED AIR/HOUR	Implant/Supply	12	363.2	45.4	compressed air/hour	Respiratory Therapy
COMPRESSED AIR/HOUR	COMPRESSED AIR/HOUR	Respiratory Services	24	179.28	7.47	compressed air/hour	Respiratory Therapy
"HC COMPRESSION DEVICE, LEG EA"	COMPRESSION DEVICE LEG EA	Implant/Supply	1	149	149	compression device leg each	Supply
HB COMPRESSION PUMP	COMPRESSION PUMP	Implant/Supply	1	26.61	26.61	compression pump	Capital Equipment
HC COMPRESSION PUMP	COMPRESSION PUMP	Patient Conv Items	1	0	0	compression pump	Capital Equipment
HB CON FISH + CULTURE: CHRM FISH ANALYSIS	CON FISH + CULTURE CHRM FISH ANALYSIS	Laboratory	1	276.26	276.26	con fish and culture chrm fish analysis	Laboratory
HB CON FISH + CULTURE: DIRECT CELL CULTURE	CON FISH + CULTURE DIRECT CELL CULTURE	Laboratory	1	606.58	606.58	contrast fish and culture direct cell culture	Laboratory
HB CON FISH + CULTURE: FISH PROBE	CON FISH + CULTURE FISH PROBE	Laboratory	1	92.09	92.09	cont fish and culture fish probe	Laboratory
HB CON FISH + CULTURE: INTERPHASE FISH ANALYSIS	CON FISH + CULTURE INTERPHASE FISH ANALYSIS	Laboratory	1	92.09	92.09	contrast fish and culture interphase fish analysis	Laboratory
CONC FOR INFECTIOUS AGENT	CONC FOR INFECTIOUS AGENT	Laboratory	1	77	75.5	concentrate for infectious agent	Laboratory
CONCENTRATE SMEARS	CONCENTRATE SMEARS	Laboratory	1	314	314	concentrate smears	Laboratory
CONCENTRATION FOR INFECT AGENT	CONCENTRATION FOR INFECT AGENT	Laboratory	1	70	70	concentration for infectious agent	Laboratory
CONCENTRATION INFECTIOUS A	CONCENTRATION INFECTIOUS A	Laboratory	1	97	97	concentration infectious agent	Laboratory
CONCENTRATION OF SAMPLE	CONCENTRATION OF SAMPLE	Laboratory	1	55	55	concentration of sample	Laboratory
HB CONN CODM STR TYPE A	CONN CODM STR TYPE A	Other Implants	1	161	161	connector codm str type a	Supply
CONN S CUF 2TB DINACLK SM AD L	CONN S CUF 2TB DINACLK SM AD L	Implant/Supply	1	75	75	conn s cuff 2tb dinaclk small ad l	Supply
CONNECT MICROCLAVE CLR STER	CONNECT MICROCLAVE CLR STER	Implant/Supply	1	4	4	connector microclave clear sterile	Supply
CONNECT SWIVEL Y CA4 BX25 E	CONNECT SWIVEL Y CA4 BX25 E	Implant/Supply	1	16	16	connector swivel y ca4 bx25 e	Supply
"CONNECTOR, 3/8 X 3/8 ST."	CONNECTOR 3/8 X 3/8 ST.	Implant/Supply	1	0	0	connector 3/8 x 3/8 sterile	Supply
CONNECTOR 5-IN-1	CONNECTOR 5 IN 1	Implant/Supply	1	4	4	connector 5 in 1	Supply
"CONNECTOR, 6 IN 1 Y"	CONNECTOR 6 IN 1 Y	Implant/Supply	1	5	5	connector 6 in 1 y	Supply
"CONNECTOR,  CLEAR MICROCLAVE"	CONNECTOR CLEAR MICROCLAVE	Implant/Supply	1	4	4	connector clear microclave	Supply
"CONNECTOR, CLEAR MICROCLAVE"	CONNECTOR CLEAR MICROCLAVE	Pharmacy	1	4	4	connector clear microclave	Supply
"CONNECTOR, DBL T LL"	CONNECTOR DBL T LL	Implant/Supply	1	5	5	connector double t leur lock	Supply
"CONNECTOR, EPUMP ANTI-FRE"	CONNECTOR EPUMP ANTI FRE	Implant/Supply	1	4	4	connector enteral_feeding_pump anti free	Supply
HB CONNECTOR FEEDING TUBE ENTERAL	CONNECTOR FEEDING TUBE ENTERAL	Implant/Supply	1	55	55	connector feeding tube enteral	Supply
HB CONNECTOR LUERLOCK 1.5MM DIAME	CONNECTOR LUERLOCK 1.5MM DIAME	Implant/Supply	1	245	245	connector luerlock 1.5mm diameter	Supply
CONNECTOR  MICROCLAVE    CLR	CONNECTOR MICROCLAVE CLR	Implant/Supply	1	4	4	connector microclave clear	Supply
HB CONNECTOR PRFSN L1/4INXW1/4IN	CONNECTOR PRFSN L1/4INXW1/4IN	Implant/Supply	1	23	23	connector prfsn length 1/4 inches x width 1/4 inches	Supply
HB CONNECTOR PRFSN OD3/16X1/4IN R	CONNECTOR PRFSN OD3/16X1/4IN R	Implant/Supply	1	23	23	connector perfusion od3/16x1/4 inches r	Supply
"CONNECTOR, SIM'S"	CONNECTOR SIM S	Implant/Supply	1	4	4	connector sims	Supply
"CONNECTOR, SWIVEL Y SONTEK #"	CONNECTOR SWIVEL Y SONTEK 	Implant/Supply	1	16	16	connector swivel y sontek	Supply
"CONNECTOR - T,  RMLL"	CONNECTOR T RMLL	Implant/Supply	1	14	14	connector t rm leur lock	Supply
CONNECTOR - T W/LL	CONNECTOR T W/LL	Implant/Supply	1	14	14	connector t with leur lock	Supply
HB CONNECTOR TBG 9.5FR SWVL LL SG	CONNECTOR TBG 9.5FR SWVL LL SG	Implant/Supply	1	69	69	connector tubing 9.5fr swivel leur lock sg	Supply
"CONNECTOR, VINYL COOKE"	CONNECTOR VINYL COOKE	Implant/Supply	1	65	65	connector vinyl cooke	Supply
CONT AEROSOL ADDL HOUR	CONT AEROSOL ADDL HOUR	Respiratory Services	4	1584	396	continuous aerosol additional hour	Respiratory Therapy
CONT OXIMETRY	CONT OXIMETRY	Pulmonary Function	1	147.25	147.25	continuous oximetry	Monitoring
CONTAINER SPECIMEN STERILE O/R	CONTAINER SPECIMEN STERILE O/R	Implant/Supply	1	14	14	container specimen sterile o/r	Supply
CONTIN POS AIRWAY PRESS	CONTIN POS AIRWAY PRESS	Respiratory Services	1	652	652	continuous_positive_airway_pressure	Respiratory Therapy
CONTINUOS NEBULIZER PER HO	CONTINUOS NEBULIZER PER HO	Respiratory Services	4	1680	420	continuous nebulizer per hour	Respiratory Therapy
CONTINUOUS A-V HEMOFILT	CONTINUOUS A V HEMOFILT	Others	1	2439	2439	continuous atriovenous hemofiltration	Dialysis
CONTINUOUS VENTILATIO	CONTINUOUS VENTILATIO	Respiratory Services	1	1300	1300	continuous ventilation	Respiratory Therapy
"COOMBS,DIRECT"	COOMBS DIRECT	Blood	1	185.265	185.265	coombs direct	Laboratory
COOMBS - DIRECT	COOMBS DIRECT	Laboratory	1	83	81	coombs direct	Laboratory
COOMBS - INDIRECT	COOMBS INDIRECT	Laboratory	1	111	111	coombs indirect	Laboratory
COOMBS  (INDIRECT)	COOMBS INDIRECT 	Laboratory	1	179	179	coombs indirect	Laboratory
COPPER	COPPER	Laboratory	1	139	139	copper	Laboratory
HB COPPER 100 MCG/ML DILUTION IN SW FOR TPN	COPPER 100 MCG/ML DILUTION IN SW FOR TPN	Pharmacy	1	20.41	20.3	copper 100 mcg/ml dilution in sw for total_parenteral_nutrition	Pharmacy
COPPER BLOOD URINE	COPPER BLOOD URINE	Laboratory	1	268	268	copper blood urine	Laboratory
COPPER - SERUM	COPPER SERUM	Laboratory	1	96.95	96.95	copper serum	Laboratory
COPPER (SERUM)	COPPER SERUM 	Laboratory	1	47	47	copper serum	Laboratory
HC COR MI SUB TOT BMS THR OTHR	COR MI SUB TOT BMS THR OTHR	Cardiology	1	24348	24348	coronary minutes sub total bms through other	Radiology
CORD BIPOLAR CONNECT E0509	CORD BIPOLAR CONNECT E0509	Implant/Supply	1	14	14	cord bipolar connector e0509	Supply
CORNARY SETP	CORNARY SETP	Implant/Supply	1	148	148	coronary setup	Supply
HC CORONARY STENT NON COATED	CORONARY STENT NON COATED	Other Implants	1	6488	6488	coronary stent non coated	Implant
HC CORS&ANGIO W RT HC S&I	CORS&ANGIO W RT HC S&I	Cardiology	1	21645	21645	cors&angio with rt hc s&i	Cardiology
CORTISOL	CORTISOL	Hospice Services	1	284	284	cortisol	Laboratory
CORTISOL	CORTISOL	Laboratory	1	185	185	cortisol	Laboratory
"CORTISOL,"	CORTISOL 	Laboratory	1	91.08	91.08	cortisol	Laboratory
HC CORTISOL TOTAL	CORTISOL TOTAL	Clinic	1	427	427	cortisol total	Laboratory
CORTISOL  TOTAL	CORTISOL TOTAL	Laboratory	1	222.855	221	cortisol total	Laboratory
CORTISOL (TOTAL)	CORTISOL TOTAL 	Laboratory	1	186.5	186.5	cortisol total	Laboratory
CORTISOL TOTAL RANDOM	CORTISOL TOTAL RANDOM	Laboratory	1	148	148	cortisol total random	Laboratory
COSEAL SPRAY SET	COSEAL SPRAY SET	Implant/Supply	2	3868.8	1934.4	coseal spray set	Supply
HB COSYNTROPIN 0.2 5MG VL ORGANO	COSYNTROPIN 0.2 5MG VL ORGANO	Pharmacy	1	69.79	69.79	cosyntropin 0.2 5 mg vial organo	Pharmacy
HB COSYNTROPIN 0.25MG VI. ORGANO	COSYNTROPIN 0.25MG VI. ORGANO	Pharmacy	1	477.38	477.38	cosyntropin 0.25 mg vi organo	Pharmacy
COSYNTROPIN 0.25MG VL ORGANO	COSYNTROPIN 0.25MG VL ORGANO	Pharmacy	1	89.795	89.795	cosyntropin 0.25 mg vial organo	Pharmacy
COUGH ASSIST TREATMENT	COUGH ASSIST TREATMENT	Respiratory Services	1	183	160	cough assist treatment	Respiratory Therapy
HB COUMADIN 1MG TABLET	COUMADIN 1MG TABLET	CT Scan	1	3.99	3.99	coumadin 1 mg tablet	Pharmacy
COUMADIN 1MG TABLET	COUMADIN 1MG TABLET	Pharmacy	1	3.99	3.99	coumadin 1 mg tablet	Pharmacy
COVER BODY BAIR HUG UPPER B	COVER BODY BAIR HUG UPPER B	Implant/Supply	1	37	37	cover body bair hug upper body	Supply
COVER EQUIP OR SOL WRMR DRP	COVER EQUIP OR SOL WRMR DRP	Implant/Supply	1	182	182	cover equipment operating room solution warmer drape	Supply
COVER LIGHT HANDLE CHROMO B	COVER LIGHT HANDLE CHROMO B	Implant/Supply	2	8	4	cover light handle chromo b	Supply
CPAP	CPAP	Cardiology	1	2315	2315	continuous_positive_airway_pressure	Respiratory Therapy
CPAP	CPAP	Respiratory Services	1	1092	1092	continuous_positive_airway_pressure	Respiratory Therapy
CPAP - ADULT SUB DAY	CPAP ADULT SUB DAY	Respiratory Services	1	747	747	continuous_positive_airway_pressure adult subsequent day	Respiratory Therapy
CPAP INITIAL INITIATION & M	CPAP INITIAL INITIATION & M	Respiratory Services	1	1219	1219	continuous_positive_airway_pressure initial initiation and management	Respiratory Therapy
CPAP INITIATE AND MGT	CPAP INITIATE AND MGT	Respiratory Services	1	296	296	continuous_positive_airway_pressure initiate and management	Respiratory Therapy
"HB CPAP, INITIATION / MGMT"	CPAP INITIATION / MGMT	Pharmacy	1	998	998	continuous_positive_airway_pressure initiation/mgmt	Respiratory Therapy
"HB CPAP, INITIATION / MGMT"	CPAP INITIATION / MGMT	Respiratory Services	1	998	998	continuous_positive_airway_pressure initiation/mgmt	Respiratory Therapy
"CPAP MGMT, SUBSEQUENT DAY"	CPAP MGMT SUBSEQUENT DAY	Respiratory Services	1	201	201	continuous_positive_airway_pressure management subsequent day	Respiratory Therapy
CPAP - V	CPAP V	Respiratory Services	1	1089	1089	continuous_positive_airway_pressure v	Respiratory Therapy
CPAP VENT INIT & MANAGEMENT	CPAP VENT INIT & MANAGEMENT	Respiratory Services	1	390	390	continuous_positive_airway_pressure ventilation initial & management	Respiratory Therapy
CPK	CPK	Laboratory	1	106	105	creatine_phosphokinase	Laboratory
CPK -	CPK 	Laboratory	1	69	69	creatine_phosphokinase	Laboratory
