ORIG_DESC,NORM_DESC_pred,CHRG_CLS_actual,CHRG_CLS_pred,CONF_SCORE,Match_Voted
SURGIFOAM ABS GEL SPONGE H,surgifoam abs gel sponge h,Supply,Supply,0.8523,1
SUSCEPTIBILITY MICRODILUTI,susceptibility microdilution,Laboratory,Laboratory,0.9148,1
SUSCEPTIBILITY MICRODILUTION PER PLATE ZZ00 TO,susceptibility microdilution per plate zz00 to,Laboratory,Laboratory,0.8363,1
SUT BOOT AID 051003,suture boot aid 51003,Supply,Supply,0.4885,1
SUT SKN GLUE,suture skin glue,Supply,Supply,0.4846,1
SUTURE 1 ETHIBOND X865H,suture 1 ethibond x865h,Supply,Supply,0.8906,1
SUTURE 2-0 NYLON 664H,suture 2 0 nylon 664h,Supply,Supply,0.9211,1
SWABSTICK  NO-STING,swabstick no_catheter sting,Supply,Supply,0.8791,1
SWALLOW/FEED EVAL 30 MIN S,swallow/feed evaluation 30 minutes s,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.8992,1
SYR SALINE 10ML REG PR FILL,syringe saline 10_ml regular pressure fill,Supply,Diluent / Flush / Irrigant,0.6615,0
SYRINGE PUMP,syringe pump,Capital Equipment,Capital Equipment,0.95,1
SYS 5 LEAD CABLE & WIRE DUAL,system 5 lead cable and_insert wire dual,Supply,Supply,0.7,1
SYSTEM INTRO SS VALVED 9.0FRX13CM,system intro ss valved 9.0frx13cm,Supply,Supply,0.98,1
T4NW-GENERAL MEDICINE PRIVATE,t4nw general medicine private,Room and Board,Room and Board,0.3769,1
TB ET CUF INMD HI LO 7.5MM 864,tube et cuff inmd hi lo 7.5mm 864,Supply,Supply,0.91,1
TB ET CUF INTMED HI LO 8MM LF,tube et cuff intmed hi lo 8mm line_flush,Supply,Supply,0.97,1
TC LACTATE WHOLE BLOOD,lactate whole blood,Laboratory,Laboratory,0.91,1
TC XR ABDOMEN,x_ray abdomen,Radiology,Radiology,0.91,1
TEGADERM 4X4,tegaderm 4x4,Supply,Supply,0.552,1
TELEVISION,television,Plan Benefit,Plan Benefit,0.2025,1
TEST BLOOD GLUCOSE,test blood glucose,Monitoring,Laboratory,0.7996,0
THER ACTIVITIES EA 15MIN,therapist activities each 15_minutes,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.9248,1
THER EXERCISE EA 15 MIN,therapist exercise each 15 minutes,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.95,1
THERA ACTIVITIES 15 MIN,therapy activities 15 minutes,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.91,1
THORACENTESIS W/ IMAG GUID,thoracentesis w image guide,Procedure,Radiology,0.7,0
THROMBOPLASTIN TM PRTL PLS,thromboplastin time prtl plasma,Laboratory,Laboratory,0.91,1
THROMBOPLASTIN TM PRTL PLSM/WHL BLD,thromboplastin time prtl plasma/whole blood,Laboratory,Laboratory,0.91,1
THYROXINE FR,thyroxine free,Laboratory,Laboratory,0.8821,1
TISS LIVE FRM STRTCE 16X20,tissue live from strtce 16x20,Supply,Laboratory,0.4743,0
TISSUE EXAM PATHOLOGIST LEVEL5,tissue examination pathologist level5,Laboratory,Laboratory,0.98,1
TOBRAMYCIN 40 MG/ML SOLN 3,tobramycin 40_mg/ml solution 3,Pharmacy,Pharmacy,0.92,1
TOOTSWEET SUCROSE SOLN,tootsweet sucrose solution,Supply,Pharmacy,0.3401,0
TORSEMIDE 100 MG TABS,torsemide 100_mg tablets,Pharmacy,Pharmacy,0.94,1
TOTAL PROTEIN SERUM,total protein serum,Laboratory,Laboratory,0.9065,1
TOWEL BLU 6PK REGARD 236353 - CSC,towel blue 6pk regard 236353 csc,Supply,Supply,0.4811,1
TPN - (PATIENTS 5-10 KG),total_parenteral_nutrition patients 5 10 kilogram,Pharmacy,Pharmacy,0.96,1
TRACH C-PTIS-100-HC-G,tracheostomy cap ptis 100 hc gram,Supply,Supply,0.7811,1
TRACH CARE KIT,tracheostomy care kit,Supply,Respiratory Therapy,0.91,0
TRACH SUCT 14FR-12 W/SWVL A,tracheostomy suction 14fr 12 w swivel a,Supply,Supply,0.7253,1
TRAMADOL 50 MG TAB,tramadol 50_mg tablet,Pharmacy,Pharmacy,0.9346,1
TRANSDUCER,transducer,Supply,Supply,0.92,1
TRANSFUSION,transfusion,Nursing Services,Nursing Services,0.4325,1
TRANSFUSION BLOOD OR BLOOD COMPONE,transfusion blood operation_room blood components,Nursing Services,Nursing Services,0.93,1
TRANSFUSION FILTER,transfusion filter,Supply,Nursing Services,0.4325,0
TRANSFUSION PROCEDURE,transfusion procedure,Nursing Services,Nursing Services,0.3756,1
TRANSITIONAL CARE,transitional care,Room and Board,Room and Board,0.854,1
TRANSPORT-VENT PATIENT ADULT,transport ventilation patient adult,Respiratory Therapy,Respiratory Therapy,0.92,1
TRAP MUCOUS SPECIMEN,trap mucous specimen,Supply,Supply,0.6593,1
TRAY  TRACH CARE/EA,tray tracheostomy care/each,Supply,Supply,0.91,1
TRAY STAPLE REMOVE,tray staple remove,Supply,Supply,0.787,1
TRAY SUT REMOVE,tray suture remove,Supply,Supply,0.484,1
TRAY SUTURE,tray suture,Supply,Supply,0.8972,1
TREATMENT/SWALLOWING,treatment/swallowing,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.9,1
TRIAMCINOLONE 0.1% CREA 15,triamcinolone 0.1% cream 15,Pharmacy,Pharmacy,0.9,1
TRIAMCINOLONE ACETONIDE 0.1 % OINT 15 G TUBE,triamcinolone acetonide 0.1% ointment 15 gram tube,Pharmacy,Pharmacy,0.813,1
TRIGLYCERIDES,triglycerides,Laboratory,Laboratory,0.97,1
TROPICAMIDE 0.5% DROP 15 M,tropicamide 0.5% drop 15 m,Pharmacy,Pharmacy,0.91,1
TUBE  FEEDING  ROSS #6,tube feeding ross 6,Supply,Supply,0.91,1
TUBE SUCTION YANKAUER,tube suction yankauer,Supply,Supply,0.91,1
TWO CAL HN 8-OZ (FC),two calorie hn 8 ounce fc,Supply,Supply,0.338,1
UA  AUTO W SCOPE,urinalysis automated with scope,Laboratory,Laboratory,0.8998,1
UNDERPADS,underpads,Supply,Supply,0.415,1
URINALYSIS WITHOUT MICRO  AUTO,urinalysis without miscroscopic automated,Laboratory,Laboratory,0.9148,1
URNLS DIP STICK/TABLET RGN,urinalysis dip stick/tablet reagent,Laboratory,Laboratory,0.91,1
URSODIOL 300 MG CAPSULE,ursodiol 300_mg capsule,Pharmacy,Pharmacy,0.93,1
URSODIOL 60 MG/ML PO SUSP,ursodiol 60_mg/ml by_mouth suspension,Pharmacy,Pharmacy,0.93,1
US DPLR LIMIT ABD PELVIS S,ultrasound doppler_with limit abdomen pelvis s,Radiology,Radiology,0.91,1
US ECHOENCEPHGRM PEDI,ultrasound echoencephalogram pediatric,Radiology,Radiology,0.23,1
US NEO HEAD,ultrasound neonatal head,Radiology,Radiology,0.7685,1
US PELVIS LIMITED,ultrasound pelvis limited,Radiology,Radiology,0.849,1
US RENAL SONOGRAM CMP,ultrasound renal sonogram complete,Radiology,Radiology,0.8092,1
US RETROPERITONEUM,ultrasound retroperitoneum,Radiology,Radiology,0.46,1
VANCOMYCIN 1 GM/200ML SOLN,vancomycin 1_gm/200_ml solution,Pharmacy,Pharmacy,0.91,1
VANCOMYCIN 1GM/10ML INJ,vancomycin 1_gm/10_ml injection,Pharmacy,Pharmacy,0.92,1
VANCOMYCIN 500 MG IVPB,vancomycin 500_mg intravenous_piggyback,Pharmacy,Pharmacy,0.91,1
VANCOMYCIN 500MG INJ,vancomycin 500_mg injection,Pharmacy,Pharmacy,1.0,1
VANCOMYCIN HCL 500 M,vancomycin hcl 500 m,Pharmacy,Pharmacy,0.98,1
VANCOMYCIN TROUGH,vancomycin trough,Laboratory,Laboratory,0.91,1
VARICELLA ZOSTER AB,varicella zoster antibody,Laboratory,Pharmacy,0.91,0
VASOPRESSIN 100 UNITS IN 1,vasopressin 100_units in 1,Pharmacy,Pharmacy,0.91,1
VECURONIUM 1 MG/ML SOLR 1 EACH VIAL,vecuronium 1_mg/ml solution 1 each vial,Pharmacy,Pharmacy,0.91,1
VECURONIUM BR INJ 20MG - 20ML,vecuronium br injection 20_mg 20_ml,Pharmacy,Pharmacy,0.91,1
VECURONIUM HA 1MG/ ML 10MG SYR,vecuronium ha 1_mg/ml 10_mg syringe,Pharmacy,Pharmacy,0.898,1
VENIPUNCTURE  ROUTINE,venipuncture routine,Nursing Services,Nursing Services,0.95,1
VENIPUNCTURE - CHRG ONLY,venipuncture charge only,Nursing Services,Nursing Services,0.93,1
VENIPUNCTURE COLLECTION,venipuncture collection,Nursing Services,Nursing Services,0.91,1
VENIPUNCTURE FINGER/HEEL/EAR SHM,venipuncture finger/heel/ear shm,Nursing Services,Nursing Services,0.738,1
VENIPUNCTURE ROUTINE,venipuncture routine,Nursing Services,Nursing Services,0.95,1
VENT ADULT MGMT INITIAL 0-,ventilator adult management initial 0,Respiratory Therapy,Respiratory Therapy,0.8928,1
VENT NON-INV MGMT SUBSQ DA,ventilation non inv management subsequent daily,Respiratory Therapy,Respiratory Therapy,0.9223,1
VENTILATOR MANAGEMENT,ventilator management,Respiratory Therapy,Respiratory Therapy,0.8471,1
VENTILATOR-ADULT SUBSEQ DAY,ventilator adult subsequent day,Respiratory Therapy,Respiratory Therapy,0.91,1
VITAL HP 1000ML,vital high 1000_ml,Supply,Diluent / Flush / Irrigant,0.5833,0
WALKING MOVING AROUND,walking moving around,PT / OT / Speech Therapy,PT / OT / Speech Therapy,0.9,1
WARD,ward,Room and Board,Room and Board,0.3439,1
WARFARIN 3 MG TABS 1 EAC,warfarin 3_mg tablets 1 each,Pharmacy,Pharmacy,0.96,1
WARMER HEEL INFANT,warmer heel infant,Supply,Supply,0.9,1
WATER 250ML (IRRIG),water 250_ml irrigation,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.8823,1
WATER FOR INJ 10ML,water for injection 10_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.96,1
WATER FOR INJ IV,water for injection intravenous,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.95,1
WATER FOR IRRIGATION 500ML,water for irrigation 500_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.8908,1
WATER NON-BACT INJ 10ML,water non bacteria injection 10_ml,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.8445,1
WATER ST 1L INJ,water straight_040 1l injection,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,0.8107,1
WB GLUCOSE BY MONITOR DEVICE,whole_blood glucose by monitor device,Monitoring,Monitoring,0.91,1
WHO CUSTOM,who custom,Supply,Supply,0.7884,1
WHOLE BLOOD POTASSIUM,whole blood potassium,Laboratory,Laboratory,0.927,1
XR ABDOMEN 2 VIEWS,x_ray abdomen 2 views,Radiology,Radiology,0.9347,1
XR CHEST 1 VIEW FRONTAL,x_ray chest 1 view front,Radiology,Radiology,0.91,1
XR CHEST 1V,x_ray chest one_view,Radiology,Radiology,1.0,1
XR FOREARM 2 VIEWS,x_ray forearm 2 views,Radiology,Radiology,0.6708,1
XRAY ABDOMEN AP 1 VIEW,x-ray abdomen anterior_posterior 1 view,Radiology,Radiology,0.91,1
ZINC SULFATE 220MG CAPS,zinc sulfate 220_mg capsule,Pharmacy,Pharmacy,0.91,1
ZOLPIDEM 5 MG TABLET,zolpidem 5_mg tablet,Pharmacy,Pharmacy,0.8825,1
