Original Description,Normalized Description,Predicted_Class_Jaro,Prob_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Voted Output,CHRG_CLS,Voting Algorithm,Confidence Score,Match_Jaro,Match_DLevenshtein,Match_Logistic,Match_DeepNN,Match_Voted
NICU ACUITY IV,neonatal_intensive_care_unit acuity intravenous,Nursing Services,0.69,Nursing Services,0.47,Room and Board,0.338783244078,Room and Board,0.656316425354,Nursing Services,Room and Board,"Jaro, DLevenshtein",0.29,0,0,1,1,0
NIFEDIPINE 10 MG CAPS,nifedipine 10_mg capsule,Pharmacy,0.72,Pharmacy,0.88,Pharmacy,0.969038637277,Pharmacy,0.995141936464,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.891045143435,1,1,1,1,1
NIFEDIPINE SUSP 5MG/ML PREPACK,nifedipine suspension 5_mg/ml prepack,Plan Benefit,0.79,Plan Benefit,0.88,Pharmacy,0.96,Pharmacy,0.620295504239,Plan Benefit,Pharmacy,"Jaro, DLevenshtein",0.4175,0,0,1,1,0
NITRIC OXIDE THERAPY DAIL NO THERAPY / DAY,nitric oxide therapy daily no_catheter therapy/day,Plan Benefit,0.85,Plan Benefit,0.81,Plan Benefit,0.96,Plan Benefit,0.998713663978,Plan Benefit,Plan Benefit,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.904678415995,1,1,1,1,1
NITROGLYCERIN 2% OINT 1 G,nitroglycerin 2% ointment 1 gram,Pharmacy,0.76,Pharmacy,0.81,Pharmacy,0.96,Supply,0.567199590512,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR",0.6325,1,1,1,0,1
NORMAL SALINE SOLUTION INFUSION 250CC,normal saline solution infusion 250_cc,Diluent / Flush / Irrigant,0.76,Diluent / Flush / Irrigant,0.81,Diluent / Flush / Irrigant,0.96,Diluent / Flush / Irrigant,0.991336855314,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.880334213829,1,1,1,1,1
NS (0.9% NACL) IV SOLUTION,normal_saline 0.9% sodium_chloride intravenous solution,Diluent / Flush / Irrigant,0.75,Diluent / Flush / Irrigant,0.81,Diluent / Flush / Irrigant,0.96,Diluent / Flush / Irrigant,0.995175332951,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.878793833238,1,1,1,1,1
NUK ORTHODONTIC EXERCISER,nuk orthodontic exerciser,Plan Benefit,0.73,PT / OT / Speech Therapy,0.43,Supply,0.479416516355,Supply,0.904360654762,Supply,Supply,"Logistic_OvR, DeepNN",0.345944292779,0,0,1,1,1
O2,oxygen,Respiratory Therapy,0.76,Respiratory Therapy,0.29,Respiratory Therapy,0.76,Respiratory Therapy,0.954585483706,Respiratory Therapy,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.691146370927,1,1,1,1,1
O2 SATUR OXIMETRY S,oxygen saturation oximetry s,Monitoring,0.75,Monitoring,0.81,Monitoring,0.96,Monitoring,0.999770824364,Monitoring,Monitoring,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.879942706091,1,1,1,1,1
O2 THERAPY-EA 8 HRS,oxygen therapy each 8 hours,Plan Benefit,0.85,Respiratory Therapy,0.93,Respiratory Therapy,0.914061888799,Respiratory Therapy,0.998726686337,Respiratory Therapy,Respiratory Therapy,"DLevenshtein, Logistic_OvR, DeepNN",0.710697143784,0,1,1,1,1
OMEPRAZOLE SUSP 10ML 20 MG/10ML #SUS,omeprazole suspension 10_ml 20_mg/10_ml sustainability,Pharmacy,0.85,Pharmacy,0.88,Pharmacy,0.951894474793,Pharmacy,0.999565938644,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.920365103359,1,1,1,1,1
OPCAB STABILIZER EVOL,opcab stabilizer evol,Laboratory,0.72,Supply,0.42,Supply,0.96,Supply,0.999406207648,Supply,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.594851551912,0,1,1,1,1
ORAQUICK ADV RAPI,oraquick advanced rapid,Laboratory,0.65,Supply,0.36,Respiratory Therapy,0.164858653456,PT / OT / Speech Therapy,0.244295977698,Laboratory,Laboratory,Jaro,0.1625,1,0,0,0,1
OSTOMY POUCH 22771 2 1/2 DISP,ostomy pouch 22771 2 1/2 dispensed_1_5%,Supply,0.85,Supply,0.93,Supply,0.933059728562,Supply,0.999975845022,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.928258893396,1,1,1,1,1
OSTOMY WAFER 401902 1 3/4 DISP,ostomy wafer 401902 1 3/4 dispensed_1_5%,Supply,0.79,Supply,0.93,Supply,0.941276598951,Supply,0.999880088549,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.915289171875,1,1,1,1,1
OTH STER SUPP LVL,other ster suppository level,Implant,0.74,Supply,0.44,Pharmacy,0.76,Supply,0.797373792547,Supply,Supply,"DLevenshtein, DeepNN",0.309343448137,0,1,0,1,1
OXISENSOR NEONATAL,oxisensor neonatal,Supply,0.85,Supply,0.81,Supply,0.405744680623,Supply,0.838837859285,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.726145634977,1,1,1,1,1
OXYBUTYNIN CR 5MG TAB,oxybutynin chest_radiograft 5_mg tablet,Pharmacy,0.73,Pharmacy,0.81,Pharmacy,0.941275987653,Pharmacy,0.805587994206,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.821715995465,1,1,1,1,1
OXYGEN BLOCK TIME,oxygen block time,Respiratory Therapy,0.85,Respiratory Therapy,0.81,Respiratory Therapy,0.92,Respiratory Therapy,0.790896042528,Respiratory Therapy,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.842724010632,1,1,1,1,1
OXYGEN CHG(8 HO,oxygen charge 8 hour,Respiratory Therapy,0.85,Respiratory Therapy,0.81,Respiratory Therapy,0.96,Respiratory Therapy,0.997009619115,Respiratory Therapy,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.904252404779,1,1,1,1,1
OXYGEN SUBSEQUENT HO,oxygen subsequent hospital,Respiratory Therapy,0.78,Respiratory Therapy,0.88,Respiratory Therapy,0.96,Respiratory Therapy,0.999939696613,Respiratory Therapy,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.904984924153,1,1,1,1,1
PACK  MINOR BASINSUT 22MNJMD,pack minor basinsut 22mnjmd,Supply,0.72,Laboratory,0.33,Supply,0.96,Supply,0.998515104816,Supply,Supply,"Jaro, Logistic_OvR, DeepNN",0.669628776204,1,0,1,1,1
PACK COLD REUSABLE,pack cold reusable,Supply,0.78,Supply,0.44,Supply,0.96,Supply,0.99944519872,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.79486129968,1,1,1,1,1
PALIVIZUMAB 100 MG/ML SOLN,palivizumab 100_mg/ml solution,Pharmacy,0.85,Pharmacy,0.88,Pharmacy,0.971383118357,Pharmacy,0.993830319134,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.923803359373,1,1,1,1,1
PANTOPRAZOLE 2MG/ML COMPOUND; PANTOPRAZOLE (PROTONIX) 40 MG/20 ML,pantoprazole 2_mg/ml compound pantoprazole protonix 40_mg/20_ml,Pharmacy,0.74,Pharmacy,0.36,Pharmacy,0.974191829369,Pharmacy,0.999905292418,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.768524280447,1,1,1,1,1
PAPAVERINE 60MG INJ,papaverine 60_mg injection,Pharmacy,0.78,Pharmacy,0.88,Pharmacy,0.951533731157,Pharmacy,0.998410140244,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.90248596785,1,1,1,1,1
PASSEY MUIR EVALUATION PER 15 MIN,passey muir evaluation per 15 minutes,Laboratory,0.74,PT / OT / Speech Therapy,0.88,PT / OT / Speech Therapy,0.92,PT / OT / Speech Therapy,0.98116961149,PT / OT / Speech Therapy,PT / OT / Speech Therapy,"DLevenshtein, Logistic_OvR, DeepNN",0.695292402873,0,1,1,1,1
PATH CONSULT INTROP 1 BLOC,path consultation introp 1 bloc,Laboratory,0.71,Supply,0.36,PT / OT / Speech Therapy,0.300035365675,PT / OT / Speech Therapy,0.580473613687,PT / OT / Speech Therapy,Laboratory,"Logistic_OvR, DeepNN",0.22012724484,1,0,0,0,0
PBDS BRONCHOSCOPY,pbds bronchoscopy,Procedure,0.85,Procedure,0.93,Radiology,0.352886793787,Supply,0.695636982922,Procedure,Supply,"Jaro, DLevenshtein",0.445,0,0,0,1,0
PBDS PLASTIC BASIC,pbds plastic basic,Laboratory,0.72,Laboratory,0.81,Supply,0.96,Supply,0.998707533115,Supply,Supply,"Logistic_OvR, DeepNN",0.489676883279,0,0,1,1,1
PENTAMIDINE ISETHIONATE 30,pentamidine isethionate 30,Laboratory,0.73,Supply,0.42,Pharmacy,0.912156186741,Pharmacy,0.998385597126,Pharmacy,Pharmacy,"Logistic_OvR, DeepNN",0.477635445967,0,0,1,1,1
PEP INITIAL,pep initial,Respiratory Therapy,0.79,Respiratory Therapy,0.88,Laboratory,0.76,Laboratory,0.913209898941,Laboratory,Respiratory Therapy,"Logistic_OvR, DeepNN",0.418302474735,1,1,0,0,0
PERIDEX ORAL RINSE 15ML,peridex oral rinse 15,Pharmacy,0.74,Pharmacy,0.47,Supply,0.92,Supply,0.998925908155,Supply,Pharmacy,"Logistic_OvR, DeepNN",0.479731477039,1,1,0,0,0
PH PC02 P02 SIMUL,hydrogen_ion_concentration pc02 p02 stimulus,Pharmacy,0.65,Laboratory,0.36,Laboratory,0.96,Laboratory,0.864133838049,Laboratory,Laboratory,"DLevenshtein, Logistic_OvR, DeepNN",0.546033459512,0,1,1,1,1
PHENYLEPHRINE 1 000MCG/10ML(PREFILL SYR),phenylephrine 1 000_mcg/10_ml prefill syringe,Pharmacy,0.85,Pharmacy,0.88,Pharmacy,0.936288008114,Pharmacy,0.996520326547,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.915702083665,1,1,1,1,1
PHOSPHATES ENEMA ADULT,phosphates enema adult,Laboratory,0.85,Laboratory,0.81,Pharmacy,0.599825192575,Supply,0.921731603322,Laboratory,Supply,"Jaro, DLevenshtein",0.415,0,0,0,1,0
PHYS HOSP DISCHARGE DAY >30MIN,phys hosp discharge day greater_than 30min,Nursing Services,0.72,Professional Fee,0.42,Monitoring,0.435210017142,Monitoring,0.702426554457,Monitoring,Professional Fee,"Logistic_OvR, DeepNN",0.2844091429,0,1,0,0,0
PHYSICIAN FEE LEVEL IV,physician fee level intravenous,Laboratory,0.75,Room and Board,0.42,Nursing Services,0.570231036581,Nursing Services,0.454161437493,Nursing Services,Professional Fee,"Logistic_OvR, DeepNN",0.256098118518,0,0,0,0,0
PICC DRSG TRAY DTI0225 DISP,peripherally_inserted_central_catheter dressing tray dti0225 dispensed_1_5%,Laboratory,0.68,Supply,0.39,Supply,0.927204702146,Supply,0.999964682968,Supply,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.579292346278,0,1,1,1,1
PICC LINE INSERT WO PORT >5YR,peripherally_inserted_central_catheter line insert without port greater_than 5_years,Procedure,0.74,Procedure,0.45,Procedure,0.905370322736,Procedure,0.999983248046,Procedure,Procedure,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.773838392696,1,1,1,1,1
PICC LINE PLC WO SO PORT >5 YRS,peripherally_inserted_central_catheter line place without so port greater_than 5 years,Supply,0.69,Procedure,0.39,Procedure,0.76,Procedure,0.986823261015,Procedure,Procedure,"DLevenshtein, Logistic_OvR, DeepNN",0.534205815254,0,1,1,1,1
PICS LINE,peripherally_inserted_central_catheter line,Supply,0.75,Supply,0.81,Supply,0.92,Supply,0.97648020357,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.864120050893,1,1,1,1,1
PKU NEONATAL SCREEN,phenylketonuria neonatal screen,Room and Board,0.78,Room and Board,0.81,Laboratory,0.96,Supply,0.705186398406,Room and Board,Laboratory,"Jaro, DLevenshtein",0.3975,0,0,1,0,0
PM-D10W + NACL 0.225% + KCL 5MEQ INJ BAG 250ML,between_noon_and_midnight dextrose_10% and sodium_chloride 0.225% and potassuim_chloride 5_meq injection bag 250_ml,Diluent / Flush / Irrigant,0.66,Diluent / Flush / Irrigant,0.42,Diluent / Flush / Irrigant,0.96,Diluent / Flush / Irrigant,0.988189027554,Diluent / Flush / Irrigant,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.757047256888,0,0,0,0,0
PNEUMOCOCCAL CONJUGATE 13-VALENT VACCINE 0.5 ML,pneumococcal conjugate 13 valent vaccine 0.5_ml,Laboratory,0.77,Laboratory,0.46,Pharmacy,0.76,Pharmacy,0.993121266065,Pharmacy,Pharmacy,"Logistic_OvR, DeepNN",0.438280316516,0,0,1,1,1
PNEUMOCOCCAL VACC ADULT IN,pneumococcal vaccine adult in,Laboratory,0.85,Laboratory,0.88,Laboratory,0.458027253966,Pharmacy,0.932878440571,Laboratory,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR",0.547006813492,0,0,0,1,0
PNEUMOCYSTIS FUNGAL STAIN,pneumocystis fungal stain,Monitoring,0.73,Laboratory,0.39,Laboratory,0.974156005281,Laboratory,0.999765068147,Laboratory,Laboratory,"DLevenshtein, Logistic_OvR, DeepNN",0.590980268357,0,1,1,1,1
PORTABLE BEDSIDE,portable bedside,Respiratory Therapy,0.73,Monitoring,0.81,Supply,0.76,Supply,0.964643004572,Supply,Radiology,"Logistic_OvR, DeepNN",0.431160751143,0,0,0,0,0
POT CHLORIDE 10% 20MEQ/15ML UD,pot chloride 10% 20_meq/15_ml ud,Pharmacy,0.77,Pharmacy,0.88,Pharmacy,0.908831260379,Pharmacy,0.829995044813,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.847206576298,1,1,1,1,1
POTASSIUM CL ER TAB 2,potassium chloride emergency_room tablet 2,Laboratory,0.85,Laboratory,0.88,Pharmacy,0.907531869562,Pharmacy,0.965575084735,Pharmacy,Pharmacy,"Logistic_OvR, DeepNN",0.468276738574,0,0,1,1,1
PREP ANTIMIC PVI 10PCT 4OZ,preparation antimic pvi 10pct 4oz,Supply,0.71,Supply,0.41,Pharmacy,0.411724446229,Supply,0.915661090785,Supply,Pharmacy,"Jaro, DLevenshtein, DeepNN",0.508915272696,0,0,1,0,0
PRESSURE TRANSDUCER,pressure transducer,Supply,0.75,Supply,0.48,Supply,0.96,Supply,0.999636255404,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.797409063851,1,1,1,1,1
PROC LEV 2 BASE TIME 0-30,procedure level 2 base time 0 30,Pharmacy,0.73,Laboratory,0.42,OR / Anesthesia / Recovery Room,0.96,OR / Anesthesia / Recovery Room,0.994716571863,OR / Anesthesia / Recovery Room,OR / Anesthesia / Recovery Room,"Logistic_OvR, DeepNN",0.488679142966,0,0,1,1,1
PROCAINAMIDE PER 1 G,procainamide per 1 gram,Pharmacy,0.75,Pharmacy,0.81,Pharmacy,0.912257890434,Pharmacy,0.994448409036,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.866676574867,1,1,1,1,1
PROCE RED CELL LEUKOREDUCE,proce red cell leukoreduced,Blood Products,0.85,Blood Products,0.81,Laboratory,0.76,Blood Products,0.840344514158,Blood Products,Blood Products,"Jaro, DLevenshtein, DeepNN",0.625086128539,1,1,0,1,1
PROCHLORPERAZINE 10MG/2ML INJ,prochlorperazine 10_mg/2_ml injection,Pharmacy,0.75,Pharmacy,0.81,Pharmacy,0.975451749202,Pharmacy,0.999931868663,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.883845904466,1,1,1,1,1
PROLACTIN,prolactin,Laboratory,0.85,Laboratory,0.88,Laboratory,0.96,Laboratory,0.973318457356,Laboratory,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.915829614339,1,1,1,1,1
PROTAM10INJ,protam10inj,Pharmacy,0.79,Pharmacy,0.81,Laboratory,0.174458745344,Supply,0.362877023372,Pharmacy,Pharmacy,"Jaro, DLevenshtein",0.4,1,1,0,0,1
PROTECTOR HEEL SHEEPSKIN MED,protector heel sheepskin medical,Laboratory,0.71,Supply,0.44,Supply,0.96,Supply,0.999919505845,Supply,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.599979876461,0,1,1,1,1
PROTEIN C ACTIVIT,protein cap activited,Laboratory,0.78,Laboratory,0.81,Laboratory,0.92,Laboratory,0.833920208701,Laboratory,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.835980052175,1,1,1,1,1
PROTIME SUB PL FRAC EA,protime sub pill frac each,Laboratory,0.85,Laboratory,0.44,Pharmacy,0.96,Pharmacy,0.949229578741,Pharmacy,Laboratory,"Logistic_OvR, DeepNN",0.477307394685,1,1,0,0,0
PT GAIT TRAIN 1 OR > AREAS EA 15M,patient gait train 1 operation_room areas each 15m,PT / OT / Speech Therapy,0.75,PT / OT / Speech Therapy,0.88,PT / OT / Speech Therapy,0.368160634967,PT / OT / Speech Therapy,0.718555720152,PT / OT / Speech Therapy,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.67917908878,1,1,1,1,1
PTT/APTT,partial_prothrombaplastin_time/aptt,Laboratory,0.79,Laboratory,0.46,Laboratory,0.96,Laboratory,0.986092206251,Laboratory,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.799023051563,1,1,1,1,1
PULL UP ADULT MED PKG,pull up adult medical package,Capital Equipment,0.67,Monitoring,0.41,Supply,0.96,Supply,0.999160333669,Supply,Supply,"Logistic_OvR, DeepNN",0.489790083417,0,0,1,1,1
PULMOZYME INHALATION SOLN 2.5ML NDC: 50242010040,pulmozyme inhalation solution 2.5_ml ndc 5.0242011E10,Plan Benefit,0.72,Plan Benefit,0.45,Pharmacy,0.92,Plan Benefit,0.715339857882,Plan Benefit,Plan Benefit,"Jaro, DLevenshtein, DeepNN",0.471334964471,1,1,0,1,1
PULSE OX DAILY,pulse oximetry daily,Monitoring,0.85,Monitoring,0.88,Monitoring,0.90480031997,Monitoring,0.999844155008,Monitoring,Monitoring,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.908661118745,1,1,1,1,1
PULSE OXIMETER SNSR A,pulse oximeter sensor a,Monitoring,0.85,Monitoring,0.93,Supply,0.508469125717,Supply,0.613825263489,Monitoring,Supply,"Jaro, DLevenshtein",0.445,0,0,1,1,0
PUMP IV BRAIN,pump intravenous brain,Capital Equipment,0.85,Capital Equipment,0.88,Capital Equipment,0.92,Capital Equipment,0.911336498097,Capital Equipment,Capital Equipment,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.890334124524,1,1,1,1,1
PYRUVATE,pyruvate,Room and Board,0.77,Room and Board,0.45,Laboratory,0.96,Laboratory,0.996629321578,Laboratory,Laboratory,"Logistic_OvR, DeepNN",0.489157330394,0,0,1,1,1
QCS=SET BURRETTE IVION C,set burrette ivion cap,Monitoring,0.73,Pharmacy,0.4,Supply,0.929713368665,Supply,0.999961337024,Supply,Supply,"Logistic_OvR, DeepNN",0.482418676422,0,0,1,1,1
QUANT URINE CULTURE,quantitative urine culture,Nursing Services,0.76,Laboratory,0.88,Laboratory,0.982735652806,Laboratory,0.999999933937,Laboratory,Laboratory,"DLevenshtein, Logistic_OvR, DeepNN",0.715683896686,0,1,1,1,1
R&B PROG/TELE,room_and_board program/telemetry,Room and Board,0.69,Laboratory,0.81,Room and Board,0.76,Room and Board,0.954148871091,Room and Board,Room and Board,"Jaro, Logistic_OvR, DeepNN",0.601037217773,1,0,1,1,1
REAGENT STRIP,reagent strip,Supply,0.79,Supply,0.88,Supply,0.96,Supply,0.999828190391,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.907457047598,1,1,1,1,1
RED CELLS LEUKODEPLETE,red cells leukodeplete,Blood Products,0.73,Blood Products,0.48,Blood Products,0.76,Blood Products,0.994538777395,Blood Products,Blood Products,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.741134694349,1,1,1,1,1
REMIFENTANIL HCL 2 MG INJ,remifentanil hcl 2_mg injection,Pharmacy,0.72,Pharmacy,0.81,Pharmacy,0.964639717425,Pharmacy,0.999627266282,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.873566745927,1,1,1,1,1
RESVR DRN BULB EVC 100ML 00707,reservoir drn bulb evc 100_ml 707,Supply,0.66,Supply,0.33,Supply,0.76,Supply,0.993788523107,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.685947130777,1,1,1,1,1
RETRACTOR RIGID X-LARGE ALEXIS,retractor rigid x large alexis,Supply,0.69,Supply,0.42,Supply,0.92,Supply,0.999743769218,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.757435942305,1,1,1,1,1
RETRACTOR RING LONE STAR 3307G,retractor ring lone star 3307_gm,Supply,0.71,Pharmacy,0.48,Supply,0.96,Supply,0.999896189493,Supply,Supply,"Jaro, Logistic_OvR, DeepNN",0.667474047373,1,0,1,1,1
RNTL OUTLOOK PUMP DAILY,rental outlook pump daily,Capital Equipment,0.7,Supply,0.81,Capital Equipment,0.92,Capital Equipment,0.999585578312,Capital Equipment,Capital Equipment,"Jaro, Logistic_OvR, DeepNN",0.654896394578,1,0,1,1,1
ROOM 0779 I,room 779 i,Room and Board,0.78,Room and Board,0.88,Room and Board,0.96,Room and Board,0.997364016331,Room and Board,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.904341004083,1,1,1,1,1
ROOM ACUTE,room acute,Room and Board,0.85,Room and Board,0.88,Room and Board,0.76,Room and Board,0.995405562529,Room and Board,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.871351390632,1,1,1,1,1
ROOM M303,room m303,Room and Board,0.85,Room and Board,0.88,Room and Board,0.96,Room and Board,0.997364016331,Room and Board,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.921841004083,1,1,1,1,1
ROOM T7W A,room t7w a,Room and Board,0.85,Room and Board,0.88,Room and Board,0.96,Room and Board,0.997364016331,Room and Board,Room and Board,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.921841004083,1,1,1,1,1
RT SUCTION PER PROC,respiratory_therapy suction per procedure,Laboratory,0.73,Monitoring,0.44,Respiratory Therapy,0.580302763608,Respiratory Therapy,0.914083831581,Respiratory Therapy,Respiratory Therapy,"Logistic_OvR, DeepNN",0.373596648797,0,0,1,1,1
RT SXN COUGH&DEEP BREATH,respiratory_therapy suction cough&deep breath,Supply,0.77,Supply,0.38,Respiratory Therapy,0.484124388558,Respiratory Therapy,0.841266107276,Respiratory Therapy,Respiratory Therapy,"Logistic_OvR, DeepNN",0.331347623958,0,0,1,1,1
SALINE SOLUTION STERILE,saline solution sterile,Pharmacy,0.73,Supply,0.48,Diluent / Flush / Irrigant,0.96,Diluent / Flush / Irrigant,0.997942186446,Diluent / Flush / Irrigant,Diluent / Flush / Irrigant,"Logistic_OvR, DeepNN",0.489485546612,0,0,1,1,1
SELF CARE,self care,PT / OT / Speech Therapy,0.79,PT / OT / Speech Therapy,0.81,PT / OT / Speech Therapy,0.76,PT / OT / Speech Therapy,0.983607856162,PT / OT / Speech Therapy,PT / OT / Speech Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.83590196404,1,1,1,1,1
SENNOSIDES 8.8MG/5ML,sennosides 8.8_mg/5_ml,Pharmacy,0.85,Pharmacy,0.93,Pharmacy,0.929359901372,Pharmacy,0.991625776909,Pharmacy,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.92524641957,1,1,1,1,1
SENSOR ADLT NEONATAL MAX-N,sensor adult neonatal max_1 n,Supply,0.73,Supply,0.81,Supply,0.96,Supply,0.999709766636,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.874927441659,1,1,1,1,1
SENSOR FLOTRAC ADLT 84IN,sensor flotrac adult 84 inches,Laboratory,0.76,Supply,0.43,Supply,0.96,Supply,0.999930836616,Supply,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.597482709154,0,1,1,1,1
SET  IV EXT TRI-PORT,set intravenous extension tri port,Supply,0.85,Supply,0.88,Supply,0.941499862743,Supply,0.999993663347,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.917873381523,1,1,1,1,1
SET BEQ HIT 7050 ADVANCED 7.0,set beq hit 7050 advanced 7,Supply,0.64,Supply,0.35,Supply,0.96,Supply,0.999536012322,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.737384003081,1,1,1,1,1
SET FEED EXT 60,set feed extension 60,Supply,0.75,Supply,0.81,Supply,0.938932694964,Supply,0.999988759111,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.874730363519,1,1,1,1,1
SET GEM 20 DRIP,set glucagon_emergency_management 20 drip,Supply,0.69,Supply,0.47,Supply,0.96,Supply,0.999603939755,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.779900984939,1,1,1,1,1
SET GRAVITY 20DRP CK VLV VNT,set gravity 20_drop creatinine_kinase valve vnt,Supply,0.69,Supply,0.35,Supply,0.96,Supply,0.999558180266,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.749889545067,1,1,1,1,1
SET INSYTE 20GA 1 1/4,set insyte 20ga 1 1/4,Supply,0.69,Supply,0.41,Supply,0.96,Supply,0.999827807607,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.764956951902,1,1,1,1,1
SET IV BLD N-VENT N-NDL PORT,set intravenous blood n ventilation n needle port,Supply,0.85,Supply,0.88,Supply,0.913059702068,Supply,0.999999396462,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.910764774632,1,1,1,1,1
SET MICROPUNCTURE TRANSITIONLESS 10CM,set micropuncture transitionless 10cm,OR / Anesthesia / Recovery Room,0.72,Nursing Services,0.81,Supply,0.936728554357,Supply,0.999898646383,Supply,Supply,"Logistic_OvR, DeepNN",0.484156800185,0,0,1,1,1
SET PRIMARY PUMP CLAVE,set primary pump clave,Supply,0.77,Supply,0.88,Supply,0.96,Supply,0.99994513163,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.902486282908,1,1,1,1,1
SET RADIAL ARTERY CATH 20GA,set radial artery catheter 20ga,Supply,0.69,Supply,0.81,Supply,0.96,Supply,0.999930863243,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.864982715811,1,1,1,1,1
SET TRIFURCATED W/BIONECTOR,set trifurcated w bionector,Supply,0.72,Supply,0.4,Supply,0.903054490069,Supply,0.999967269882,Supply,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",0.755755439988,1,1,1,1,1
SET TUBING IRRIGATION SMART ABLATE,set tubing irrigation smart ablate,Radiology,0.71,Supply,0.43,Supply,0.968838295554,Supply,0.999994918116,Supply,Supply,"DLevenshtein, Logistic_OvR, DeepNN",0.599708303418,0,1,1,1,1
