Original Description,Normalized Description,Changes,Predicted_Class_Jaro,Prob_Jaro,Predicted_Class_DLevenshtein,Prob_DLevenshtein,Predicted_Class_Logistic_OvR,Prob_Logistic_OvR,Predicted_Class_DeepNN,Prob_DeepNN,Voted Output,Voting Algorithm,Sum Correct,Correct_Jaro,Correct_DLevenshtein,Correct_Logistic_OvR,Correct_DeepNN,Confidence Score,Feature 1,Feature 2,Feature 3,Feature 4
DRSG MEPLIEX BDR 6X6 295400,dressing mepliex border 6x6 295400,drsg:dressing||mepliex:mepliex||bdr:border||6x6:6x6||295400:295400||,Supply,0.72,Supply,0.81,Supply,0.908357182317,Supply,0.999596731373,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.859488478423,mepliex,border,6x6,drsg
DRSG MPLX BRDR 3X3,dressing mepilex brdr 3x3,drsg:dressing||mplx:mepilex||brdr:brdr||3x3:3x3||,Supply,0.85,Supply,0.81,Supply,0.923518533788,Supply,0.999740367454,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.89581472531,mplx,3x3,brdr,drsg
DRUG SCRN CHEW A,drug screen chew a,drug:drug||scrn:screen||chew:chew||a:a||,Laboratory,0.78,Laboratory,0.81,Pharmacy,0.407338527691,Pharmacy,0.410432254816,Laboratory,"Jaro, DLevenshtein",2,1,1,0,0,0.3975,chew,screen,drug,
DSG ABD 8X10,dressing abdomen 8x10,dsg:dressing||abd:abdomen||8x10:8x10||,Supply,0.76,Supply,0.81,Supply,0.96,Supply,0.997748364423,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.881937091106,8x10,abd,dsg,
DUAL LUMEN CENTRAL LINE,dual lumen central line,dual:dual||lumen:lumen||central:central||line:line||,Supply,0.72,Supply,0.81,Supply,0.96,Supply,0.898627772702,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.847156943176,line,central,lumen,dual
DUONEB INHALATION SOLUTION 3ML,duoneb inhalation solution 3_ml,duoneb:duoneb||inhalation:inhalation||solution:solution||3ml:3_ml||,Capital Equipment,0.7,Respiratory Therapy,0.81,Supply,0.583178378184,Supply,0.838235005386,Supply,"Logistic_OvR, DeepNN",2,0,0,1,1,0.355353345892,solution,duoneb,3_ml,inhalation
ECHO 2D F-U,echocardiogram 2 male_female up,echo:echocardiogram||2d:2||f:male_female||units:up||,Supply,0.68,Monitoring,0.38,Laboratory,0.38964610886,Cardiology,0.620917003498,Supply,Jaro,1,1,0,0,0,0.17,echocardiogram,male_female,,
ECHO ANOMALIES COMP,echocardiogram anomalies component,echo:echocardiogram||anomalies:anomalies||comp:component||,Cardiology,0.78,Cardiology,0.81,Laboratory,0.450383767416,Cardiology,0.660843785673,Cardiology,"Jaro, DLevenshtein, DeepNN",3,1,1,0,1,0.750281261891,echocardiogram,comp,anomalies,
ECMO DAILY CHARGE,extracorporeal_membrane_oxygenation daily charge,ecmo:extracorporeal_membrane_oxygenation||daily:daily||charge:charge||,Respiratory Therapy,0.85,Respiratory Therapy,0.88,Respiratory Therapy,0.387173685347,Procedure,0.352291418031,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR",3,1,1,1,0,0.705724561782,charge,daily,ecmo,
EEG,electroencephalogram,eeg:electroencephalogram||,Cardiology,0.78,Cardiology,0.88,Laboratory,0.451407368631,Procedure,0.972238284773,Cardiology,"Jaro, DLevenshtein",2,1,1,0,0,0.415,eeg,,,
EEG AWAKE AND ASLEEP 20-40 MIN,electroencephalogram awake and asleep 20 40 minutes,eeg:electroencephalogram||awake:awake||and:and||asleep:asleep||20:20||40:40||min:minutes||,Diluent / Flush / Irrigant,0.69,OR / Anesthesia / Recovery Room,0.38,PT / OT / Speech Therapy,0.36945447933,Procedure,0.971329602731,Procedure,DeepNN,1,0,0,0,1,0.242832400683,eeg,asleep,awake,min
EEG AWAKE AND ASLEEP 20-40 MIN-INT,electroencephalogram awake and asleep 20 40 minutes int,eeg:electroencephalogram||awake:awake||and:and||asleep:asleep||20:20||40:40||min:minutes||int:int||,Diluent / Flush / Irrigant,0.69,Pharmacy,0.33,PT / OT / Speech Therapy,0.286156550257,Procedure,0.97338435417,Procedure,DeepNN,1,0,0,0,1,0.243346088543,eeg,asleep,int,awake
EEG VIDEO PER 24,electroencephalogram video per 24,eeg:electroencephalogram||video:video||per:per||24:24||,Monitoring,0.7,Supply,0.38,Cardiology,0.401359065174,Procedure,0.922534443124,Procedure,DeepNN,1,0,0,0,1,0.230633610781,eeg,video,per,
EGG CRATE PAD,egg crate pad,egg:egg||crate:crate||pad:pad||,Respiratory Therapy,0.68,Laboratory,0.45,Supply,0.96,Supply,0.990341319534,Supply,"Logistic_OvR, DeepNN",2,0,0,1,1,0.487585329883,crate,pad,egg,
EMERG NIV SUBSEQUENT DAY,emergent noninvasive_ventilator subsequent day,emerg:emergent||niv:noninvasive_ventilator||subsequent:subsequent||day:day||,Respiratory Therapy,0.73,Plan Benefit,0.88,Respiratory Therapy,0.92,Respiratory Therapy,0.996246332925,Respiratory Therapy,"Jaro, Logistic_OvR, DeepNN",3,1,0,1,1,0.882082110975,subsequent,niv,emergent,day
END TIDAL C02,end tidal carbon_dioxide,end:end||tidal:tidal||c02:carbon_dioxide||,Monitoring,0.85,Monitoring,0.48,Monitoring,0.366125410889,Laboratory,0.695731694067,Monitoring,"Jaro, DLevenshtein, Logistic_OvR",3,1,1,1,0,0.565375136963,tidal,end,c02,
ENTERAL FEEDING BAG EACH,enteral feeding bag each,enteral:enteral||feeding:feeding||bag:bag||each:each||,Supply,0.85,Supply,0.88,Supply,0.907744168969,Supply,0.990975352177,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.907179880287,bag,feeding,enteral,
EPINEPHR 1MG-1ML INJ,epinephrine 1_mg 1_ml injection,epinephr:epinephrine||1mg:1_mg||1ml:1_ml||inj:injection||,Pharmacy,0.85,Pharmacy,0.93,Pharmacy,0.950858520024,Pharmacy,0.99933102974,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.932547387441,1_mg,inj,1_ml,epinephrine
ER ROOM L5 (LIFE THREAT),emergency_room room l5 life threat,er:emergency_room||room:room||l5:l5||life:life||threat:threat||,Supply,0.7,Room and Board,0.44,Room and Board,0.92,Room and Board,0.999375650292,Room and Board,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.786458550097,er,life,l5,room
EVARREST,evarrest,evarrest:evarrest||,Supply,0.7,PT / OT / Speech Therapy,0.45,Laboratory,0.174287052337,Laboratory,0.276754427139,Laboratory,"Logistic_OvR, DeepNN",2,0,0,1,1,0.112760369869,evarrest,,,
EXERCISER THERABND MED RD PER YD,exerciser therabnd medical rd per yard,exerciser:exerciser||therabnd:therabnd||med:medical||rd:rd||per:per||yd:yard||,PT / OT / Speech Therapy,0.7,Plan Benefit,0.37,Room and Board,0.48309205445,Room and Board,0.885572564663,Room and Board,"Logistic_OvR, DeepNN",2,0,0,1,1,0.342166154778,therabnd,yard,med,per
EXHALED CARBON DIOXIDE TEST,exhaled carbon dioxide test,exhaled:exhaled||carbon:carbon||dioxide:dioxide||test:test||,Monitoring,0.78,Laboratory,0.81,Laboratory,0.76,Laboratory,0.675201574987,Laboratory,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.748400524996,test,carbon,exhaled,dioxide
EZETIMIBE 10MG TAB,ezetimibe 10_mg tablet,ezetimibe:ezetimibe||10mg:10_mg||tab:tablet||,Pharmacy,0.76,Pharmacy,0.88,Pharmacy,0.958454145493,Pharmacy,0.999139168802,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.899398328574,10_mg,tab,ezetimibe,
FEEDING PUMP,feeding pump,feeding:feeding||pump:pump||,Capital Equipment,0.85,Supply,0.88,Capital Equipment,0.96,Capital Equipment,0.997989143849,Capital Equipment,"Jaro, Logistic_OvR, DeepNN",3,1,0,1,1,0.935996381283,pump,feeding,,
FEEDING PUMP DLY,feeding pump daily,feeding:feeding||pump:pump||dly:daily||,Capital Equipment,0.75,Capital Equipment,0.81,Capital Equipment,0.96,Capital Equipment,0.999193940665,Capital Equipment,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.879798485166,pump,feeding,dly,
FENTANYL CIT 10MCG/ML 1ML NSY,fentanyl citrate 10_mcg/ml 1_ml nursery,fentanyl:fentanyl||cit:citrate||10mcg:10_mcg||ml:ml||1ml:1_ml||nsy:nursery||,Pharmacy,0.85,Pharmacy,0.88,Pharmacy,0.974313658421,Pharmacy,0.999541343511,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.925963750483,nsy,10_mcg/ml,fentanyl,citrate
FETAL NON STRESS TEST,fetal non stress test,fetal:fetal||non:non||stress:stress||test:test||,Respiratory Therapy,0.74,Supply,0.45,Laboratory,0.96,Laboratory,0.941930036423,Laboratory,"Logistic_OvR, DeepNN",2,0,0,1,1,0.475482509106,test,non,stress,fetal
FFP W/L 24HRS,fresh_frozen_plasma w liter 24_hours,ffp:fresh_frozen_plasma||with:w||l:liter||24hrs:24_hours||,Blood Products,0.62,Blood Products,0.44,Pharmacy,0.4473214379,Blood Products,0.525622510109,Blood Products,"Jaro, DLevenshtein, DeepNN",3,1,1,0,1,0.528540836703,ffp,liter,24hrs,w
FIBRN ACTV,fibrinogin actv,fibrn:fibrinogin||actv:actv||,Laboratory,0.85,Laboratory,0.81,Laboratory,0.174287052337,Laboratory,0.276754427139,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.527760369869,actv,fibrinogin,,
FIRST 1/2 HOUR GEN,first 1/2 hour general,first:first||1:1||2:2||hour:hour||gen:general||,OR / Anesthesia / Recovery Room,0.72,OR / Anesthesia / Recovery Room,0.47,OR / Anesthesia / Recovery Room,0.76,OR / Anesthesia / Recovery Room,0.926097126938,OR / Anesthesia / Recovery Room,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.719024281734,gen,1/2,hour,first
FLOUROSCOPY,flouroscopy,flouroscopy:flouroscopy||,Procedure,0.71,Procedure,0.81,Laboratory,0.174287052337,Laboratory,0.276754427139,Procedure,"Jaro, DLevenshtein",2,1,1,0,0,0.38,flouroscopy,,,
FLUCONAZOLE 200MG/NS 100ML INJ,fluconazole 200_mg/normal_saline 100_ml injection,fluconazole:fluconazole||200mg:200_mg||ns:normal_saline||100ml:100_ml||inj:injection||,Pharmacy,0.85,Pharmacy,0.88,Pharmacy,0.76,Pharmacy,0.557120661444,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.761780165361,fluconazole,inj,200_mg/normal_saline,100_ml
FLUOROSCOPY GREATER THAN 1HR,fluoroscopy greater than 1hr,fluoroscopy:fluoroscopy||greater:greater||than:than||1hr:1hr||,Laboratory,0.69,Monitoring,0.4,Radiology,0.417505434166,Procedure,0.863837450141,Procedure,DeepNN,1,0,0,0,1,0.215959362535,1hr,fluoroscopy,greater,
FLUTICASONE 44 MCG/PUFF AERO 10.6 G AER W/ADAP,fluticasone 44 mcg_gram_aerosol/puff aero 10.6 gram aero w adapter,fluticasone:fluticasone||44:44||mcg:mcg_gram_aerosol||puff:puff||aero:aero||10.6:10.6||g:gram||aer:aero||with:w||adap:adapter||,Pharmacy,0.7,Pharmacy,0.31,Pharmacy,0.575972536182,Pharmacy,0.954396611628,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.635092286952,mcg_gram_aerosol,10.6,fluticasone,adapter
FOLATE SERUM,folate serum,folate:folate||serum:serum||,Laboratory,0.78,Laboratory,0.88,Laboratory,0.930141922412,Laboratory,0.998710019989,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.8972129856,serum,folate,,
FOLIC ACID 5 MG/ML SOLN,folic acid 5_mg/ml solution,folic:folic||acid:acid||5_mg:5_mg||ml:ml||soln:solution||,Pharmacy,0.77,Pharmacy,0.88,Pharmacy,0.913022887509,Pharmacy,0.993079828691,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.88902567905,acid,5_mg/ml,folic,soln
FOLIC ACID SERUM,folic acid serum,folic:folic||acid:acid||serum:serum||,Pharmacy,0.77,Laboratory,0.81,Laboratory,0.92822156556,Laboratory,0.999752084036,Laboratory,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.912657883199,acid,serum,folic,
FORMULA: ENFAMIL ENFACARE,formula enfamil enfacare,formula:formula||enfamil:enfamil||enfacare:enfacare||,Supply,0.75,Supply,0.47,Laboratory,0.51224242715,Laboratory,0.483282962785,Supply,"Jaro, DLevenshtein",2,1,1,0,0,0.305,formula,enfacare,enfamil,
FORMULA: ENFAMIL PREMATURE,formula enfamil premature,formula:formula||enfamil:enfamil||premature:premature||,Nursing Services,0.73,Supply,0.41,Laboratory,0.96,Supply,0.823926211328,Supply,"DLevenshtein, DeepNN",2,0,1,0,1,0.308481552832,formula,premature,enfamil,
FORMULA: PEPTAMEN JR 30 KCAL/OUNCE,formula peptamen jr 30 kcal/ounce,formula:formula||peptamen:peptamen||jr:jr||30:30||kcal:kcal||ounce:ounce||,Supply,0.77,Supply,0.88,Supply,0.926605534069,Supply,0.998527911035,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.893783361276,formula,peptamen,ounce,kcal
FORMULA: PREGESTIMIL LIPIL 20 KCAL/OUNCE,formula pregestimil lipil 20 kcal/ounce,formula:formula||pregestimil:pregestimil||lipil:lipil||20:20||kcal:kcal||ounce:ounce||,Supply,0.73,Supply,0.88,Supply,0.96,Supply,0.997268229462,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.891817057366,pregestimil,formula,ounce,lipil
FOSPHENYTION 50 MG PE/ML I,fosphenytion 50_mg pe/ml i,fosphenytion:fosphenytion||50_mg:50_mg||pe:pe||ml:ml||i:i||,Plan Benefit,0.72,Pharmacy,0.44,Pharmacy,0.968186720303,Pharmacy,0.999742309127,Pharmacy,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.80264300981,fosphenytion,ml,50_mg,pe
GAUZE  KERLIX 4.5,gauze kerlix 4.5,gauze:gauze||kerlix:kerlix||4.5:4.5||,Supply,0.69,Supply,0.81,Supply,0.96,Supply,0.992350447016,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.863087611754,4.5,gauze,kerlix,
GENTAMICIN UP TO 90 MG,gentamicin up to 90_mg,gentamicin:gentamicin||up:up||to:to||90_mg:90_mg||,Pharmacy,0.85,Pharmacy,0.88,Pharmacy,0.936893175311,Pharmacy,0.999662938618,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.916639028482,gentamicin,90_mg,,
GERIRATRIC PSY INPATIENT,geriatric psych inpatient,geriratric:geriatric||psy:psych||inpatient:inpatient||,Laboratory,0.75,Room and Board,0.81,Room and Board,0.456441238771,Room and Board,0.63415082843,Room and Board,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.633530689067,inpatient,psych,geriatric,
GGT (GT),ggt gast,ggt:ggt||gt:gast||,Laboratory,0.68,Laboratory,0.43,Laboratory,0.96,Laboratory,0.909360718796,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.744840179699,ggt,gast,,
GLIPIZIDE 5 MG TAB,glipizide 5_mg tablet,glipizide:glipizide||5_mg:5_mg||tab:tablet||,Pharmacy,0.79,Pharmacy,0.88,Pharmacy,0.935913957096,Pharmacy,0.999187213634,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.901275292682,glipizide,5_mg,tab,
GLOVE SKINSENSE 7 31470,glove skinsense 7 31470,glove:glove||skinsense:skinsense||7:7||31470:31470||,Supply,0.69,Supply,0.38,Supply,0.918890329327,Supply,0.998535679256,Supply,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.746856502146,skinsense,glove,,
GLUC-6-PHOS DEHYDRO QT (QG,glucose 6 phosphate dehydro quantitative qg,gluc:glucose||6:6||phos:phosphate||dehydro:dehydro||qt:quantitative||qg:qg||,Laboratory,0.78,Monitoring,0.45,Laboratory,0.96,Laboratory,0.999253934787,Laboratory,"Jaro, Logistic_OvR, DeepNN",3,1,0,1,1,0.913084644929,qt,dehydro,phosphate,qg
GLUCOSE-SCREENING,glucose screening,glucose:glucose||screening:screening||,Supply,0.85,Nursing Services,0.81,Monitoring,0.528107297875,Monitoring,0.568319785974,Monitoring,"Logistic_OvR, DeepNN",2,0,0,1,1,0.274106770962,screening,glucose,,
GLUTAMYLTRASE GAMMA,glutamyltransferase gamma,glutamyltrase:glutamyltransferase||gamma:gamma||,Laboratory,0.73,Laboratory,0.81,Laboratory,0.92,Laboratory,0.899774497745,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.839943624436,glutamyltransferase,gamma,,
GLYCOSYLAATED A1C,glycosylated a1c,glycosylaated:glycosylated||a1c:a1c||,Laboratory,0.75,Laboratory,0.81,Laboratory,0.96,Laboratory,0.978728689641,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.87468217241,glycosylated,a1c,,
GOWN SRG XL XLNG IMPR,gown srg xcel xlong impra,gown:gown||srg:srg||xl:xcel||xlng:xlong||impr:impra||,Diluent / Flush / Irrigant,0.71,Supply,0.39,Supply,0.904426494929,Supply,0.993879568185,Supply,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.762768687705,impra,gown,xcel,srg
GRANISETRON HCL 100MCG INJ,granisetron hcl 100mcg injection,granisetron:granisetron||hcl:hcl||100mcg:100mcg||inj:injection||,Pharmacy,0.78,Pharmacy,0.93,Pharmacy,0.969934270282,Pharmacy,0.999855914734,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.919947546254,granisetron,100mcg,inj,hcl
GROSS/MICRO II,gross/miscroscopic ii,gross:gross||micro:miscroscopic||ii:ii||,Room and Board,0.71,Supply,0.46,Laboratory,0.92,Laboratory,0.999024931796,Laboratory,"Logistic_OvR, DeepNN",2,0,0,1,1,0.479756232949,ii,gross,miscroscopic,
GUIDNCE ABSCSS DRAIN/CATH,guidance abscess drain/catheter,guidnce:guidance||abscss:abscess||drain:drain||cath:catheter||,Laboratory,0.71,Radiology,0.37,Supply,0.96,Supply,0.999025290385,Supply,"Logistic_OvR, DeepNN",2,0,0,1,1,0.489756322596,abscess,guidance,drain,catheter
H IAAD EIA LAV-1 AG W/LAV-,iaad eia lav 1 silver w lav,iaad:iaad||eia:eia||lav:lav||1:1||ag:silver||with:w||lav:lav||,Supply,0.64,Supply,0.37,Pharmacy,0.590158250362,Pharmacy,0.973151983238,Pharmacy,"Logistic_OvR, DeepNN",2,0,0,1,1,0.3908275584,eia,lav,iaad,w
H PUMP INFUSION DAILY,pump infusion daily,pump:pump||infusion:infusion||daily:daily||,Capital Equipment,0.85,Capital Equipment,0.93,Capital Equipment,0.96,Capital Equipment,0.995344400631,Capital Equipment,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.933836100158,pump,infusion,daily,
HANDPIECE LIGASURE IMPACT,handpiece ligasure impact,handpiece:handpiece||ligasure:ligasure||impact:impact||,Laboratory,0.74,Supply,0.43,Supply,0.92,Supply,0.53157286401,Supply,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.62719095467,impact,handpiece,ligasure,
HB - ECHOCARDIOGRAPHY TRANSTHORACIC 2D M-MODE; COMPLETE WITH DOPPLER,echocardiography transthoracic 2 m mode complete w doppler,echocardiography:echocardiography||transthoracic:transthoracic||2d:2||m:m||mode:mode||complete:complete||with:w||doppler:doppler||,Cardiology,0.72,Cardiology,0.37,Cardiology,0.568361933896,Cardiology,0.775918145437,Cardiology,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.608570019833,doppler,transthoracic,complete,echocardiography
HB - UMBILICAL CATHETERIZATION,umbilical catheterization,umbilical:umbilical||catheterization:catheterization||,Laboratory,0.71,Respiratory Therapy,0.46,Supply,0.92,Procedure,0.571265521219,Supply,Logistic_OvR,1,0,0,1,0,0.23,umbilical,catheterization,,
HB - VENT SUPPORT-CONV; SUBSQUENT DAY,ventilator support conv subsequent day,vent:ventilator||support:support||conv:conv||subsquent:subsequent||day:day||,Respiratory Therapy,0.85,Respiratory Therapy,0.88,Respiratory Therapy,0.96,Respiratory Therapy,0.999762832161,Respiratory Therapy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.92244070804,ventilator,subsequent,support,day
HB - XRAY COOKIE SWALLOW FLUORO,x-ray cookie swallow fluroscopy,xray:x-ray||cookie:cookie||swallow:swallow||fluoro:fluroscopy||,Radiology,0.68,Radiology,0.36,Supply,0.92,Supply,0.693657232435,Supply,"Logistic_OvR, DeepNN",2,0,0,1,1,0.403414308109,fluroscopy,swallow,cookie,x-ray
HB 5%DEXTROSE/ NORMAL SALINE 1000,5%dextrose/normal saline 1000,5%dextrose:5%dextrose||normal:normal||saline:saline||1000:1000||,Diluent / Flush / Irrigant,0.85,Diluent / Flush / Irrigant,0.81,Diluent / Flush / Irrigant,0.96,Diluent / Flush / Irrigant,0.994811322575,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.903702830644,saline,5%dextrose/normal,,
HB ACETAMINOPHEN 80 MG PO TBDP,acetaminophen 80_mg by_mouth tbdp,acetaminophen:acetaminophen||80_mg:80_mg||po:by_mouth||tbdp:tbdp||,Pharmacy,0.85,Pharmacy,0.93,Pharmacy,0.9549222909,Pharmacy,0.999766706752,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.933672249413,80_mg,po,tbdp,acetaminophen
HB ACTH STIM PANEL,acth stimulating_thyroid_stimulating panel,acth:acth||stim:stimulating_thyroid_stimulating||panel:panel||,Laboratory,0.75,Laboratory,0.81,Laboratory,0.908111814533,Laboratory,0.99684055811,Laboratory,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.866238093161,acth,stim,panel,
HB ADAPTER CIRCT W/O SX PRT DL,adapter circuit without suction port double_lumen,adapter:adapter||circt:circuit||without:without||sx:suction||prt:port||dl:double lumen||,Radiology,0.73,Supply,0.42,Supply,0.91185616184,Supply,0.890882750072,Supply,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.740912970637,adapter,dl,without,circuit
HB ALTERNATING SURFACE BED,alternating surface bed,alternating:alternating||surface:surface||bed:bed||,Nursing Services,0.72,Nursing Services,0.43,Supply,0.52131458765,Capital Equipment,0.487942703421,Nursing Services,"Jaro, DLevenshtein",2,1,1,0,0,0.2875,alternating,bed,surface,
HB APPLICATOR CHLORAPREP SINGLE S,applicator chloraprep single s,applicator:applicator||chloraprep:chloraprep||single:single||s:s||,Respiratory Therapy,0.71,Supply,0.41,Supply,0.907105206314,Supply,0.98345943403,Supply,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.766854880115,chloraprep,applicator,single,
HB BACLOFEN 5MG/ML SUSP,baclofen 5_mg/ml suspension,baclofen:baclofen||5mg:5_mg||ml:ml||susp:suspension||,Pharmacy,0.85,Pharmacy,0.88,Pharmacy,0.96,Pharmacy,0.994767806077,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.921191951519,susp,5_mg/ml,baclofen,
HB CDS SHUNT SURGERY,cds shunt surgery,cds:cds||shunt:shunt||surgery:surgery||,Laboratory,0.76,OR / Anesthesia / Recovery Room,0.88,Supply,0.393088062326,Procedure,0.536075930513,OR / Anesthesia / Recovery Room,DLevenshtein,1,0,1,0,0,0.22,surgery,shunt,cds,
HB COMPLETE BLOOD COUNT ONLY,complete blood count only,complete:complete||blood:blood||count:count||only:only||,Cardiology,0.72,Laboratory,0.81,Laboratory,0.92,Laboratory,0.882071943184,Laboratory,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.870690647728,count,complete,blood,
HB COPPER 100 MCG/ML DILUTION IN SW FOR TPN,copper 100 mcg/ml dilution in sw for total_parenteral_nutrition,copper:copper||100:100||mcg:mcg||ml:ml||dilution:dilution||in:in||sw:sw||for:for||tpn:total_parenteral_nutrition||,Pharmacy,0.85,Pharmacy,0.93,Pharmacy,0.963492340276,Pharmacy,0.998441789307,Pharmacy,"Jaro, DLevenshtein, Logistic_OvR, DeepNN",4,1,1,1,1,0.935483532396,copper,mcg,ml,sw
HB COSYNTROPIN 0.25MG VL ORGANO,cosyntropin 0.25_mg vial organo,cosyntropin:cosyntropin||0.25mg:0.25_mg||vl:vial||organo:organo||,Laboratory,0.72,Plan Benefit,0.41,Pharmacy,0.925925005237,Pharmacy,0.998175634354,Pharmacy,"Logistic_OvR, DeepNN",2,0,0,1,1,0.481025159898,vial,cosyntropin,organo,0.25_mg
HB COVER EQUIP OR SOL WRMR DRP,cover equipment operation_room solution wrmr drape,cover:cover||equip:equipment||or:operation_room||sol:solution||wrmr:wrmr||drp:drape||,Procedure,0.69,Capital Equipment,0.42,Supply,0.530421473819,Supply,0.683054614011,Supply,"Logistic_OvR, DeepNN",2,0,0,1,1,0.303369021957,drape,or,cover,sol
HB DBC N (SMH ACUTE) 174-NURSERY/LEVEL IV,dbc n smh acute 174 nursery/level intravenous,dbc:dbc||n:n||smh:smh||acute:acute||174:174||nursery:nursery||level:level||iv:intravenous||,Laboratory,0.73,Room and Board,0.47,Room and Board,0.364554877255,Room and Board,0.996268068979,Room and Board,"DLevenshtein, Logistic_OvR, DeepNN",3,0,1,1,1,0.610274315411,acute,level,dbc,n
HB DISTILLED WATER PO LIQD,distilled water by_mouth liquid,distilled:distilled||water:water||po:by_mouth||liqd:liquid||,Diluent / Flush / Irrigant,0.7,Diluent / Flush / Irrigant,0.45,Supply,0.481116651367,Diluent / Flush / Irrigant,0.835792605009,Diluent / Flush / Irrigant,"Jaro, DLevenshtein, DeepNN",3,1,1,0,1,0.661930868336,water,po,liqd,distilled
